split_family,heldout_regime,model_id,family,description,n_features,n_test_cities,city,event_id,n_tokens,spearman,top_5pct_value_capture,top_5pct_ndcg,top_5pct_precision
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Austin,482,1200,0.9618800052,0.9526766529,0.9615147886,0.75
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Austin,483,1200,0.9599453822,0.9526766529,0.9615083819,0.75
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Austin,485,1207,0.9596960934,0.9544150622,0.9626929922,0.737704918
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Austin,487,1200,0.9606088339,0.9555152203,0.9633345825,0.75
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Chicago,145,1896,0.9394875518,0.9961180736,0.9970624947,0.9368421053
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Chicago,152,5711,0.935410395,0.9361991982,0.8965417532,0.7482517483
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Chicago,153,1793,0.9381008553,0.9968610013,0.9975970658,0.9333333333
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Chicago,155,1900,0.9386797994,0.9961180736,0.9970624947,0.9368421053
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Chicago,158,1723,0.945109388,0.9972010517,0.9978421438,0.908045977
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Chicago,159,2008,0.9288376475,0.9957041153,0.9967447224,0.9306930693
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Dallas,59,1200,0.9002847497,0.7955979797,0.7486826982,0.1833333333
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Dallas,61,1200,0.9051240581,0.7955979797,0.7486644155,0.1833333333
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Houston,52,1200,0.8080343622,0.8353972264,0.8783212038,0.5
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Houston,60,1200,0.9476477487,0.9839104982,0.9869544092,0.8666666667
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,New York,99,3324,0.7962030162,0.8581711346,0.8289137084,0.5508982036
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,New York,102,1960,0.9296333132,0.9580780018,0.9460772806,0.8265306122
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,New York,104,2311,0.9218889237,0.9648923402,0.9520494432,0.775862069
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,New York,110,1947,0.9013012983,0.9580780018,0.9460675668,0.8265306122
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,New York,120,1439,0.9656960489,0.9909205187,0.9772786063,0.9027777778
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,New York,121,2076,0.9293400615,0.9656638057,0.9517675615,0.8365384615
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Philadelphia,643,1265,0.9813524541,0.9976475129,0.9981054058,0.953125
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Philadelphia,644,1925,0.9132192367,0.993048492,0.9949039951,0.9278350515
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Philadelphia,645,2307,0.8868859369,0.9856487927,0.9895106064,0.8620689655
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Philadelphia,646,1200,0.9805802912,0.9975339076,0.9980417238,0.9333333333
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Philadelphia,648,1764,0.9272564547,0.9985834414,0.9987124048,0.9775280899
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Philadelphia,649,1768,0.9267737547,0.9985834414,0.9987121663,0.9775280899
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Philadelphia,656,1966,0.9079984086,0.9932177086,0.99499857,0.9191919192
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,Philadelphia,657,2060,0.8905365205,0.8017524145,0.7699503818,0.1844660194
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,San Antonio,491,1205,0.9478478438,0.894748472,0.8588687179,0.5737704918
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,San Antonio,492,1259,0.9888540171,0.9969683331,0.99784612,0.9365079365
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,San Antonio,497,1200,0.9589989188,0.9621328782,0.9732759192,0.8
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,San Antonio,499,1200,0.9434776794,0.9966019435,0.9975492197,0.9
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,San Antonio,502,1242,0.9579135099,0.9787065961,0.9840947513,0.8253968254
peak_rain_regime,peak_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,San Antonio,508,1200,0.9611521142,0.9770281701,0.983150726,0.8333333333
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Austin,478,1200,0.9658732925,0.983573755,0.982971407,0.9333333333
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Austin,482,1200,0.9727505817,0.9835737551,0.982971407,0.9333333333
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Austin,483,1200,0.9699976534,0.9759161806,0.9748935228,0.9166666667
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Austin,485,1207,0.9634668953,0.9735589733,0.9162972802,0.9180327869
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Austin,487,1200,0.9663717494,0.9759161806,0.9748935228,0.9166666667
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Chicago,145,1896,0.892758458,0.9821099764,0.9850533132,0.8842105263
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Chicago,152,5711,0.9137882393,0.9550421365,0.9616502149,0.8006993007
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Chicago,153,1793,0.888909306,0.9812010679,0.9845283826,0.8777777778
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Chicago,155,1900,0.8853258171,0.9708354683,0.9765600256,0.8631578947
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Chicago,158,1723,0.8927733777,0.9725262248,0.9778917607,0.8505747126
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Chicago,159,2008,0.8811218865,0.9697714225,0.9758793532,0.8415841584
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Dallas,59,1200,0.6572609884,0.8294388033,0.7861004855,0.1666666667
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Dallas,61,1200,0.6595996542,0.8294388034,0.7861004856,0.1666666667
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Houston,52,1200,0.8749477723,0.9497992813,0.962325598,0.8
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Houston,60,1200,0.8733465152,0.9420432007,0.9571357816,0.8
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,New York,99,3324,0.6590888756,0.8731026936,0.8742597754,0.5568862275
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,New York,102,1960,0.766859309,0.8815803751,0.8749359079,0.6020408163
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,New York,104,2311,0.7429836891,0.8876799534,0.8798579303,0.5689655172
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,New York,110,1947,0.7600372718,0.8815803751,0.8749359079,0.6020408163
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,New York,120,1439,0.80374055,0.8713686982,0.8736982864,0.5555555556
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,New York,121,2076,0.7607967526,0.8833043052,0.8763675119,0.5865384615
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Philadelphia,643,1265,0.9631023592,0.9765705646,0.9796526178,0.828125
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Philadelphia,644,1925,0.9400567711,0.9787075171,0.9795663171,0.8556701031
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Philadelphia,645,2307,0.9271304803,0.9761421505,0.9772942272,0.8362068966
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Philadelphia,646,1200,0.9610943225,0.981676153,0.9831375321,0.85
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Philadelphia,648,1764,0.9461636347,0.9769537204,0.9784414561,0.8539325843
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Philadelphia,649,1768,0.946736996,0.9769537204,0.9784414561,0.8539325843
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Philadelphia,656,1966,0.9399096888,0.9799930316,0.9804332132,0.8585858586
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,Philadelphia,657,2060,0.9380621246,0.9809268018,0.9810594037,0.8640776699
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,San Antonio,491,1205,0.9704701947,0.9805470993,0.9818856763,0.8360655738
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,San Antonio,492,1259,0.9690360882,0.9874391967,0.9869743331,0.8571428571
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,San Antonio,497,1200,0.965598007,0.9877854034,0.987182036,0.85
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,San Antonio,499,1200,0.97103742,0.9877854034,0.987182036,0.85
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,San Antonio,502,1242,0.9697983894,0.9874391967,0.9869743331,0.8571428571
peak_rain_regime,peak_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,San Antonio,508,1200,0.9715199982,0.9877854034,0.987182036,0.85
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Austin,479,1200,0.5220088541,0.8186736222,0.835872249,0.4333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Austin,481,1200,0.5019480572,0.8251458329,0.8523829198,0.4333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Austin,484,1200,0.5182993009,0.7935283073,0.8273580795,0.4333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Austin,486,1200,0.525485058,0.7835667052,0.7827191508,0.4333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Austin,490,1200,0.5203476719,0.8106006452,0.7729285934,0.4333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Austin,491,1200,0.4944605296,0.8003395232,0.8340118002,0.4333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Chicago,154,2226,0.700107962,0.8666834867,0.8586672512,0.5446428571
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Dallas,55,1200,0.7797888113,0.8207337216,0.7905789757,0.3333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Dallas,58,1200,0.7764442765,0.8370719133,0.8024048472,0.35
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Dallas,63,1200,0.7829621675,0.8370719133,0.8024048472,0.35
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Dallas,64,1200,0.7857881651,0.8370719133,0.8024048472,0.35
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Houston,61,1200,0.8080653487,0.8225818229,0.8230787965,0.5833333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Houston,62,1200,0.7986646735,0.8077939337,0.8129650031,0.5666666667
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,New York,100,3667,0.5891433076,0.8557436089,0.843301271,0.5760869565
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,New York,103,2050,0.758984603,0.9269367295,0.9154672346,0.7184466019
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,New York,107,2148,0.7406209398,0.9221611338,0.910881525,0.7222222222
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,New York,111,2098,0.7632269271,0.9443988984,0.9313877175,0.7333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,New York,112,1462,0.8161902192,0.9064246248,0.9024968357,0.6486486486
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,New York,113,1360,0.8278609268,0.9216196702,0.9129652892,0.6470588235
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,New York,115,1320,0.7582189391,0.8931153458,0.8773592954,0.6363636364
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,New York,116,1230,0.8212089882,0.9050250826,0.8801282917,0.6290322581
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Philadelphia,640,1286,0.7432353197,0.8399500317,0.8453136089,0.5538461538
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Philadelphia,641,1200,0.7449471054,0.820201894,0.8207463884,0.5166666667
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Philadelphia,642,1200,0.7488825111,0.8358463518,0.8426602995,0.5333333333
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Philadelphia,647,1200,0.7385971631,0.8456978816,0.8499381227,0.55
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Philadelphia,651,1705,0.6717139175,0.8187028318,0.8210678475,0.488372093
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Philadelphia,653,2136,0.6351072845,0.8443966582,0.8393992837,0.5046728972
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,Philadelphia,658,1386,0.4077927995,0.7157680959,0.6663702305,0.3
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,San Antonio,496,1200,0.6694797956,0.8609040667,0.8022624161,0.5666666667
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,San Antonio,500,2715,0.5620193405,0.7745718092,0.7692926849,0.3823529412
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,San Antonio,501,1792,0.6152624083,0.8117120999,0.7984126001,0.4444444444
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,San Antonio,503,1200,0.6896309759,0.8744815984,0.8719556826,0.5666666667
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,San Antonio,505,1200,0.7103768073,0.8893174379,0.8829816054,0.5666666667
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,San Antonio,506,1200,0.6856698647,0.8363611462,0.8383832434,0.5166666667
peak_rain_regime,peak_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,San Antonio,509,1200,0.7208882339,0.8779562889,0.8729250733,0.5666666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Austin,479,1200,0.8978781519,0.9267438645,0.9273791995,0.7
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Austin,481,1200,0.8843594939,0.9267438645,0.9273791995,0.7
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Austin,484,1200,0.8933310949,0.9115074442,0.9161895792,0.6833333333
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Austin,486,1200,0.8901117135,0.8967310804,0.8735921105,0.6666666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Austin,490,1200,0.8942203177,0.8967310804,0.8390614192,0.6666666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Austin,491,1200,0.8803386045,0.902024895,0.8769524486,0.6666666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Chicago,154,2226,0.9250963431,0.8908731259,0.8914026023,0.5178571429
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Dallas,55,1200,0.8729452298,0.8602611516,0.8312784836,0.3166666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Dallas,58,1200,0.8750832902,0.8730022698,0.8398275421,0.3333333333
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Dallas,63,1200,0.8742789937,0.8730022698,0.8398275422,0.3333333333
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Dallas,64,1200,0.8726326538,0.8612543882,0.8311073323,0.3166666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Houston,61,1200,0.9244202932,0.9251545434,0.9198535005,0.65
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Houston,62,1200,0.9119414987,0.9097404246,0.9097956424,0.6333333333
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,New York,100,3667,0.9001045588,0.9049637217,0.8955283154,0.6576086957
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,New York,103,2050,0.8688460454,0.8894943236,0.8841736468,0.572815534
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,New York,107,2148,0.8705445741,0.8934207415,0.8870585552,0.5740740741
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,New York,111,2098,0.8827119345,0.9017214446,0.8944257492,0.580952381
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,New York,112,1462,0.8923790065,0.8833602513,0.881150783,0.5675675676
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,New York,113,1360,0.9167455642,0.8795420852,0.8784894126,0.5441176471
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,New York,115,1320,0.8968645772,0.8800202439,0.8654466974,0.5454545455
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,New York,116,1230,0.9131194269,0.8679273201,0.8526870875,0.5161290323
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Philadelphia,640,1286,0.9015409702,0.7972372048,0.8030178597,0.3538461538
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Philadelphia,641,1200,0.8865088934,0.8002834861,0.8054448579,0.3666666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Philadelphia,642,1200,0.8894182924,0.7888086984,0.797683347,0.35
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Philadelphia,647,1200,0.8879982356,0.8002834861,0.8054448579,0.3666666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Philadelphia,651,1705,0.9086859206,0.7991193099,0.8018434679,0.3372093023
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Philadelphia,653,2136,0.9301544282,0.823992784,0.8193269885,0.3644859813
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,Philadelphia,658,1386,0.6702568665,0.7571173021,0.6696516866,0.3857142857
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,San Antonio,496,1200,0.8854039406,0.8725269633,0.8117754273,0.5666666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,San Antonio,500,2715,0.8773325163,0.8978662807,0.8887162749,0.6102941176
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,San Antonio,501,1792,0.8982824382,0.8856962351,0.8826099629,0.5444444444
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,San Antonio,503,1200,0.9040420916,0.8686498733,0.8417076046,0.55
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,San Antonio,505,1200,0.9062046421,0.8926112015,0.8886853344,0.5666666667
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,San Antonio,506,1200,0.888659183,0.8629277898,0.8662544293,0.55
peak_rain_regime,peak_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,San Antonio,509,1200,0.9086933254,0.8948687747,0.8903364546,0.5666666667
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Austin,479,1200,0.02543725642,0.5018128653,0.4836170421,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Austin,481,1200,0.01472062755,0.5011242375,0.4872141968,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Austin,484,1200,0.007882101878,0.4867325031,0.4699356851,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Austin,486,1200,0.00425969181,0.4883866151,0.4772296813,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Austin,490,1200,0.01285949138,0.5009741036,0.4531761758,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Austin,491,1200,0.00739949383,0.4925151122,0.4774448761,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Chicago,154,2226,-0.3635203563,0.4433451953,0.4386102535,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Dallas,55,1200,-0.07952871002,0.6088250178,0.5572825297,0.01666666667
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Dallas,58,1200,-0.06266929465,0.6291374539,0.6074362741,0.01666666667
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Dallas,63,1200,-0.08062616458,0.6231686575,0.603076615,0.01666666667
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Dallas,64,1200,-0.05968332904,0.6261909938,0.6017112272,0.01666666667
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Houston,61,1200,-0.06419062027,0.4599229862,0.4412286967,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Houston,62,1200,-0.100995915,0.448185269,0.4283904594,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,New York,100,3667,-0.11486821,0.4652443894,0.4421321542,0.01630434783
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,New York,103,2050,-0.08437432977,0.5286460371,0.4994778322,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,New York,107,2148,-0.08991579512,0.5378274508,0.5096963869,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,New York,111,2098,-0.09656541115,0.5166335748,0.4896242794,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,New York,112,1462,-0.07687317843,0.5432583545,0.5123616754,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,New York,113,1360,-0.06758235266,0.5406034973,0.5189291511,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,New York,115,1320,-0.1175865907,0.5232248682,0.5044280199,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,New York,116,1230,-0.08009832882,0.5112970444,0.4658661044,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Philadelphia,640,1286,-0.3568539876,0.3870420795,0.3816165293,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Philadelphia,641,1200,-0.3848563148,0.3526054239,0.3413271307,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Philadelphia,642,1200,-0.3538019954,0.3392127536,0.3191219519,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Philadelphia,647,1200,-0.3396192438,0.3781329787,0.3707376449,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Philadelphia,651,1705,-0.3286539361,0.4245294633,0.4079428819,0
peak_rain_regime,peak_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,Philadelphia,653,2136,-0.3081548672,0.4477695478,0.42853329,0
