split_family,heldout_regime,model_id,family,description,n_features,n_test_cities,n_tokens,n_events,pearson,spearman,mae,top_5pct_value_capture,top_5pct_ndcg,top_5pct_precision,top_5pct_regret
baseline_loss_regime,loss_high,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,54986,35,0.1871864797,0.3033898528,0.7515547691,0.8679712016,0.8536659287,0.5429998927,0.1320287984
baseline_loss_regime,loss_high,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,54986,35,0.2926730071,0.3348828204,0.8015406785,0.8858968363,0.8738160663,0.5064700377,0.1141031637
baseline_loss_regime,loss_high,H3_structure_only,heuristic,static structure-only one-factor score,0,7,54986,35,-0.004688450944,-0.01315930039,0.2081192787,0.5416735879,0.5221557388,0.008027210884,0.4583264121
baseline_loss_regime,loss_high,H4_activated_law,direct_law,hand-built activated bottleneck score,0,7,54986,35,0.832173292,0.9037091994,0.006871592333,1,1,1,0
baseline_loss_regime,loss_high,R1_factorized_low_dim,trained_surrogate,seven-feature factorized activated law,7,7,54986,35,0.8021726384,0.8841429232,0.04228431838,0.9624873485,0.9544957347,0.70687128,0.03751265153
baseline_loss_regime,loss_high,R2_full_additive,trained_surrogate,full additive action-value surrogate,30,7,54986,35,0.7966888871,0.8647091911,0.004475314911,0.9586315636,0.9389560532,0.7618577842,0.04136843635
baseline_loss_regime,loss_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,54986,35,0.797468898,0.8590521549,0.004537973026,0.9126428534,0.8963721402,0.618442579,0.0873571466
baseline_loss_regime,loss_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,54986,35,0.8026565848,0.8831916417,0.04176520095,0.9480057333,0.9315056427,0.665065591,0.05199426672
baseline_loss_regime,loss_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,5,54040,35,0.2228390624,0.3903607989,0.6001071311,0.845960926,0.8407590512,0.5233536579,0.154039074
baseline_loss_regime,loss_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,5,54040,35,0.2883054262,0.5248103904,0.6716319062,0.854838484,0.8469373589,0.4952800323,0.145161516
baseline_loss_regime,loss_low,H3_structure_only,heuristic,static structure-only one-factor score,0,5,54040,35,-0.06348018006,-0.1107075286,0.1918789804,0.4780844447,0.4634419305,0.01097775069,0.5219155553
baseline_loss_regime,loss_low,H4_activated_law,direct_law,hand-built activated bottleneck score,0,5,54040,35,0.4964881638,0.8166092969,0.1216194076,1,1,1,0
baseline_loss_regime,loss_low,R1_factorized_low_dim,trained_surrogate,seven-feature factorized activated law,7,5,54040,35,0.448584774,0.8021694183,0.107425335,0.9450132318,0.9447985608,0.7415671062,0.05498676819
baseline_loss_regime,loss_low,R2_full_additive,trained_surrogate,full additive action-value surrogate,30,5,54040,35,0.5568019917,0.8710966932,0.08144260904,0.9876959748,0.9881938473,0.8862154229,0.01230402515
baseline_loss_regime,loss_low,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,5,54040,35,0.5464650185,0.8687223599,0.08115383146,0.9890816277,0.9852849501,0.888617611,0.01091837235
baseline_loss_regime,loss_low,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,5,54040,35,0.449796014,0.8037261172,0.1070079164,0.9563905572,0.9536805041,0.8084033572,0.04360944285
baseline_loss_regime,loss_medium,H1_deficit_only,heuristic,deficit-only one-factor score,0,6,61111,35,0.2780058534,0.3294809234,0.6868444257,0.8404875464,0.8366889702,0.5129389992,0.1595124536
baseline_loss_regime,loss_medium,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,6,61111,35,0.4202512044,0.4215501651,0.7706063902,0.8809021979,0.8712516046,0.5475534071,0.1190978021
baseline_loss_regime,loss_medium,H3_structure_only,heuristic,static structure-only one-factor score,0,6,61111,35,-0.005901280733,-0.03167795333,0.1760764924,0.4921280746,0.4772634064,0.01398614599,0.5078719254
baseline_loss_regime,loss_medium,H4_activated_law,direct_law,hand-built activated bottleneck score,0,6,61111,35,0.9210656156,0.9510470583,0.03151037655,1,1,1,0
baseline_loss_regime,loss_medium,R1_factorized_low_dim,trained_surrogate,seven-feature factorized activated law,7,6,61111,35,0.8491148798,0.9048391565,0.01308780539,0.9146334802,0.8613003117,0.6426367987,0.08536651979
baseline_loss_regime,loss_medium,R2_full_additive,trained_surrogate,full additive action-value surrogate,30,6,61111,35,0.8816839913,0.9143435693,0.01041600222,0.9405280388,0.9419234005,0.7190937283,0.05947196122
baseline_loss_regime,loss_medium,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,6,61111,35,0.8835513429,0.9217287184,0.01054871229,0.9399897371,0.9398152835,0.7272405152,0.06001026291
baseline_loss_regime,loss_medium,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,6,61111,35,0.8500410725,0.9003668236,0.01395244826,0.9285127096,0.8989979356,0.68973078,0.0714872904
duration_regime,duration_high,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,37911,23,0.1776323294,0.1618768663,0.7267251971,0.8648862771,0.8537112946,0.5588342072,0.1351137229
duration_regime,duration_high,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,37911,23,0.2878749018,0.2070063774,0.7908973833,0.8775889436,0.8677118367,0.5079291313,0.1224110564
duration_regime,duration_high,H3_structure_only,heuristic,static structure-only one-factor score,0,7,37911,23,-0.05072952644,-0.03111454031,0.1911618233,0.5156983342,0.4956781939,0.007210738893,0.4843016658
duration_regime,duration_high,H4_activated_law,direct_law,hand-built activated bottleneck score,0,7,37911,23,0.668518407,0.7837484036,0.01898313867,1,1,1,0
duration_regime,duration_high,R1_factorized_low_dim,trained_surrogate,seven-feature factorized activated law,7,7,37911,23,0.6935224781,0.7964785235,0.01714586727,0.9316572373,0.9257269554,0.6957196335,0.06834276271
duration_regime,duration_high,R2_full_additive,trained_surrogate,full additive action-value surrogate,30,7,37911,23,0.9359313898,0.9475151816,0.007583795363,0.9505961863,0.9440450777,0.7762886944,0.04940381373
duration_regime,duration_high,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,37911,23,0.9351243874,0.9475110361,0.007456294486,0.9264621237,0.9153299795,0.6973839316,0.0735378763
duration_regime,duration_high,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,37911,23,0.6998536011,0.7979024626,0.01696220428,0.9367110147,0.9316343978,0.7071755648,0.06328898535
duration_regime,duration_low,H1_deficit_only,heuristic,deficit-only one-factor score,0,7,58880,37,0.17867499,0.25444168,0.637383525,0.8440240084,0.8382502353,0.5070675414,0.1559759916
duration_regime,duration_low,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,7,58880,37,0.2493841807,0.368724744,0.7113506428,0.8672987986,0.8581203558,0.503439097,0.1327012014
duration_regime,duration_low,H3_structure_only,heuristic,static structure-only one-factor score,0,7,58880,37,-0.09986005703,-0.08228553477,0.1933136994,0.4830201032,0.4668700535,0.008634566243,0.5169798968
duration_regime,duration_low,H4_activated_law,direct_law,hand-built activated bottleneck score,0,7,58880,37,0.2810618213,0.543591668,0.0805126657,1,1,1,0
duration_regime,duration_low,R1_factorized_low_dim,trained_surrogate,seven-feature factorized activated law,7,7,58880,37,0.2559472229,0.5581109915,0.06638043456,0.9267400267,0.9228606611,0.6830091212,0.07325997331
duration_regime,duration_low,R2_full_additive,trained_surrogate,full additive action-value surrogate,30,7,58880,37,0.5939434942,0.900530181,0.042870927,0.978998344,0.9779742634,0.8420749674,0.02100165603
duration_regime,duration_low,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,7,58880,37,0.584559996,0.9004290396,0.04311321002,0.9646667753,0.9587201651,0.8019400816,0.03533322473
duration_regime,duration_low,R4_factorized_interaction,trained_surrogate,factorized law plus compact interaction terms,12,7,58880,37,0.2585861517,0.5717283529,0.06632694636,0.9400416198,0.9347038962,0.7233837167,0.0599583802
duration_regime,duration_medium,H1_deficit_only,heuristic,deficit-only one-factor score,0,6,73346,45,0.1033258793,0.2258892063,0.6905422067,0.8507425757,0.8430748839,0.5257900766,0.1492574243
duration_regime,duration_medium,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,6,73346,45,0.1506274559,0.2904934007,0.7579553694,0.8773935975,0.8669411252,0.5314667797,0.1226064025
duration_regime,duration_medium,H3_structure_only,heuristic,static structure-only one-factor score,0,6,73346,45,-0.003188944527,-0.01716899023,0.1901064922,0.5151824056,0.5005632714,0.01487472931,0.4848175944
duration_regime,duration_medium,H4_activated_law,direct_law,hand-built activated bottleneck score,0,6,73346,45,0.3630341033,0.6735521025,0.04656735554,1,1,1,0
duration_regime,duration_medium,R1_factorized_low_dim,trained_surrogate,seven-feature factorized activated law,7,6,73346,45,0.3500919995,0.6964656282,0.03310470626,0.9090038407,0.9090260077,0.622089121,0.09099615927
duration_regime,duration_medium,R2_full_additive,trained_surrogate,full additive action-value surrogate,30,6,73346,45,0.7096880492,0.9467206916,0.02054921033,0.958584512,0.9534340139,0.7756356894,0.04141548805
duration_regime,duration_medium,R3_full_interaction,trained_surrogate,full additive surrogate plus explicit interaction terms,39,6,73346,45,0.7097192993,0.9486524396,0.02052316896,0.9505591615,0.943638991,0.7518159099,0.04944083852
