comparison,base_model,next_model,delta_top5_value_capture,delta_top5_ndcg,delta_top5_precision,delta_event_spearman
add_calibrated_efficiency,P0_policy_clock_only,P1_clock_plus_efficiency,0.07823727257151636,0.04094752355808995,0.018291439839347307,0.3314736898505325
add_local_deficit,P1_clock_plus_efficiency,P2_add_local_deficit,0.011925441722604901,0.012867286978235026,0.017331459680989605,-0.0709032415344083
add_od_exposure,P2_add_local_deficit,P3_add_od_exposure,0.2433976857649075,0.2521580808572397,0.3955782496509507,0.26153978951451207
add_structure_scarcity,P3_add_od_exposure,P4_add_structure_scarcity,-0.0018281331383952493,7.613666849004552e-05,-0.0063880975058869804,0.001121077251836633
parameter_light_factorized_over_clock,P0_policy_clock_only,P5_parameter_light_factorized,0.4400244445103615,0.42994721285456206,0.6638218766532608,0.6024682245129929
add_efficiency_to_factorized_law,P5_parameter_light_factorized,P6_full_factorized,-0.0022754219395767494,-0.002028485408613445,-0.012052091163587408,-0.008391090934936063
full_additive_over_clock,P0_policy_clock_only,P7_full_additive,0.46272131033678765,0.4422312905004089,0.7415622268496411,0.650087414188501
