city,event_id,t,intervention,n_tokens,total_value,score_id,description,spearman,top10_value_capture,top10_ndcg,top10_precision
Chicago,153,9,C,51,0.31033449243,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,153,9,S,52,0.3177049141449,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.7198838896952104,0.1756005874764385,0.1346529763341371,0.0
Chicago,153,9,S,52,0.3177049141449,S1_deficit_only,within-channel local/access deficit only,0.5529753265602322,0.8722237196765583,0.7863277766554209,0.5
Chicago,153,9,S,52,0.3177049141449,S2_exposure_only,within-channel OD exposure only,0.9962434901391617,0.9999676473538978,0.9999590207513169,0.8333333333333334
Chicago,153,9,S,52,0.3177049141449,S3_structure_only,within-channel static OD structure only,-0.6454366942713224,0.4563030470728242,0.42271822014715105,0.0
Chicago,153,9,S,52,0.3177049141449,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9962434901391617,0.9999676473538978,0.9999590207513169,0.8333333333333334
Chicago,153,9,S,52,0.3177049141449,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,153,10,C,38,0.1640229974729,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9997811576758946,0.04975068147086939,0.047225012449361184,0.0
Chicago,153,10,C,38,0.1640229974729,S1_deficit_only,within-channel local/access deficit only,0.9997811576758946,1.0,0.9999623289552105,1.0
Chicago,153,10,C,38,0.1640229974729,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,153,10,C,38,0.1640229974729,S3_structure_only,within-channel static OD structure only,-0.46230440967283076,0.354561017622131,0.30754985186661377,0.0
Chicago,153,10,C,38,0.1640229974729,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,153,10,C,38,0.1640229974729,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,153,10,S,29,0.15486625922647998,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.8596059113300492,0.096836183259231,0.07279846402956436,0.0
Chicago,153,10,S,29,0.15486625922647998,S1_deficit_only,within-channel local/access deficit only,0.5778325123152708,0.9425412603314384,0.8389638803668248,0.6666666666666666
Chicago,153,10,S,29,0.15486625922647998,S2_exposure_only,within-channel OD exposure only,0.9965517241379308,1.0,0.9999699167233957,1.0
Chicago,153,10,S,29,0.15486625922647998,S3_structure_only,within-channel static OD structure only,-0.6926108374384234,0.20830253734746831,0.2024167486258052,0.0
Chicago,153,10,S,29,0.15486625922647998,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9965517241379308,1.0,0.9999699167233957,1.0
Chicago,153,10,S,29,0.15486625922647998,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999998,1.0,1.0,1.0
Chicago,154,0,C,100,11.597276105268001,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9999159915991598,0.14302712583416785,0.11579698602949505,0.0
Chicago,154,0,C,100,11.597276105268001,S1_deficit_only,within-channel local/access deficit only,0.9999159915991598,1.0,0.9999767184241629,1.0
Chicago,154,0,C,100,11.597276105268001,S2_exposure_only,within-channel OD exposure only,0.9999999999999999,1.0,1.0,1.0
Chicago,154,0,C,100,11.597276105268001,S3_structure_only,within-channel static OD structure only,-0.36249624962496246,0.5012413579281929,0.4869341257226812,0.0
Chicago,154,0,C,100,11.597276105268001,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9999999999999999,1.0,1.0,1.0
Chicago,154,0,C,100,11.597276105268001,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,154,1,C,99,11.363833885393,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.999925788497217,0.11139684346846977,0.0921284610872898,0.0
Chicago,154,1,C,99,11.363833885393,S1_deficit_only,within-channel local/access deficit only,0.999925788497217,0.9999999999999998,0.9999767184246866,1.0
Chicago,154,1,C,99,11.363833885393,S2_exposure_only,within-channel OD exposure only,0.9999999999999999,1.0,1.0,1.0
Chicago,154,1,C,99,11.363833885393,S3_structure_only,within-channel static OD structure only,-0.36241187384044526,0.48514153990755765,0.4761662758423677,0.0
Chicago,154,1,C,99,11.363833885393,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9999999999999999,1.0,1.0,1.0
Chicago,154,1,C,99,11.363833885393,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,154,1,S,118,10.970936105009999,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.5529382548325719,0.3781553278503763,0.29339918457033926,0.0
Chicago,154,1,S,118,10.970936105009999,S1_deficit_only,within-channel local/access deficit only,0.2753315146136682,0.8730038664562283,0.8374310904611152,0.5
Chicago,154,1,S,118,10.970936105009999,S2_exposure_only,within-channel OD exposure only,0.9981812803348198,1.0,0.9999567199576515,1.0
Chicago,154,1,S,118,10.970936105009999,S3_structure_only,within-channel static OD structure only,-0.4860911770183954,0.5910230628042814,0.5252504534019572,0.0
Chicago,154,1,S,118,10.970936105009999,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9981812803348198,1.0,0.9999567199576515,1.0
Chicago,154,1,S,118,10.970936105009999,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,2,C,99,11.218779832382,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.999925788497217,0.10076951554204368,0.08320868210723698,0.0
Chicago,154,2,C,99,11.218779832382,S1_deficit_only,within-channel local/access deficit only,0.999925788497217,1.0,0.9999767184225391,1.0
Chicago,154,2,C,99,11.218779832382,S2_exposure_only,within-channel OD exposure only,0.9999999999999999,1.0,1.0,1.0
Chicago,154,2,C,99,11.218779832382,S3_structure_only,within-channel static OD structure only,-0.3602350030921459,0.4920631842345448,0.4778042013421192,0.0
Chicago,154,2,C,99,11.218779832382,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9999999999999999,1.0,1.0,1.0
Chicago,154,2,C,99,11.218779832382,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,154,2,R,26,2.987121618548,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9993162393162391,0.0627551672630083,0.05458367337901721,0.0
Chicago,154,2,R,26,2.987121618548,S1_deficit_only,within-channel local/access deficit only,0.9993162393162391,1.0,0.99995641468413,1.0
Chicago,154,2,R,26,2.987121618548,S2_exposure_only,within-channel OD exposure only,0.9999999999999999,1.0,1.0,1.0
Chicago,154,2,R,26,2.987121618548,S3_structure_only,within-channel static OD structure only,-0.47282051282051274,0.47059926183455875,0.5367817292614632,0.0
Chicago,154,2,R,26,2.987121618548,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9999999999999999,1.0,1.0,1.0
Chicago,154,2,R,26,2.987121618548,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,154,2,S,117,10.917869553629,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.555965172563653,0.4525159604957596,0.3560251893307865,0.0
Chicago,154,2,S,117,10.917869553629,S1_deficit_only,within-channel local/access deficit only,0.2521242638133345,0.8130861151905397,0.7954679504530527,0.5
Chicago,154,2,S,117,10.917869553629,S2_exposure_only,within-channel OD exposure only,0.9981492304695109,1.0,0.9999567199580861,1.0
Chicago,154,2,S,117,10.917869553629,S3_structure_only,within-channel static OD structure only,-0.4867224145424027,0.5658540196326919,0.507302674219489,0.0
Chicago,154,2,S,117,10.917869553629,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9981492304695109,1.0,0.9999567199580861,1.0
Chicago,154,2,S,117,10.917869553629,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,3,C,93,10.956391014988002,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9999104771567543,0.18186225930894337,0.14143248051956345,0.0
Chicago,154,3,C,93,10.956391014988002,S1_deficit_only,within-channel local/access deficit only,0.9999104771567543,1.0,0.9999767184201884,1.0
Chicago,154,3,C,93,10.956391014988002,S2_exposure_only,within-channel OD exposure only,0.9999999999999999,1.0,1.0,1.0
Chicago,154,3,C,93,10.956391014988002,S3_structure_only,within-channel static OD structure only,-0.38967801617379366,0.4830651725777206,0.47478710105079275,0.0
Chicago,154,3,C,93,10.956391014988002,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9999999999999999,1.0,1.0,1.0
Chicago,154,3,C,93,10.956391014988002,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,154,3,R,35,2.8415408498429997,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9997198879551822,0.037192859086389904,0.034901372063938486,0.0
Chicago,154,3,R,35,2.8415408498429997,S1_deficit_only,within-channel local/access deficit only,0.9997198879551822,1.0,0.9999631600723374,1.0
Chicago,154,3,R,35,2.8415408498429997,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,3,R,35,2.8415408498429997,S3_structure_only,within-channel static OD structure only,-0.4571428571428572,0.32748012626412526,0.2936821436570233,0.0
Chicago,154,3,R,35,2.8415408498429997,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,3,R,35,2.8415408498429997,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,3,S,118,10.82703515305,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.5873405424751388,0.27779407532131595,0.19694543344769017,0.0
Chicago,154,3,S,118,10.82703515305,S1_deficit_only,within-channel local/access deficit only,0.42015711108432946,0.8730038664969888,0.8374310904459809,0.5
Chicago,154,3,S,118,10.82703515305,S2_exposure_only,within-channel OD exposure only,0.9981885844298607,1.0000000000000002,0.9999567199533447,1.0
Chicago,154,3,S,118,10.82703515305,S3_structure_only,within-channel static OD structure only,-0.4043802657960186,0.5614244465153125,0.5116718795113903,0.0
Chicago,154,3,S,118,10.82703515305,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9981885844298607,1.0000000000000002,0.9999567199533447,1.0
Chicago,154,3,S,118,10.82703515305,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,4,C,95,10.62157742205,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9999160134378499,0.08481186273989044,0.06386775541412323,0.0
Chicago,154,4,C,95,10.62157742205,S1_deficit_only,within-channel local/access deficit only,0.9999160134378499,1.0,0.999976718423543,1.0
Chicago,154,4,C,95,10.62157742205,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,4,C,95,10.62157742205,S3_structure_only,within-channel static OD structure only,-0.35817469204927205,0.49206318416866296,0.4778042013150708,0.0
Chicago,154,4,C,95,10.62157742205,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,4,C,95,10.62157742205,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,4,R,35,2.540914197357,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9997198879551822,0.030411710719053457,0.028119854834930864,0.0
Chicago,154,4,R,35,2.540914197357,S1_deficit_only,within-channel local/access deficit only,0.9997198879551822,1.0,0.9999630845898182,1.0
Chicago,154,4,R,35,2.540914197357,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,4,R,35,2.540914197357,S3_structure_only,within-channel static OD structure only,-0.32184873949579834,0.33169923411823715,0.3003644078382314,0.0
Chicago,154,4,R,35,2.540914197357,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,4,R,35,2.540914197357,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,4,S,117,10.618086712788998,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.6197305519339418,0.3047728108590741,0.22547577434029067,0.0
Chicago,154,4,S,117,10.618086712788998,S1_deficit_only,within-channel local/access deficit only,0.32062521542357886,0.8652687359127347,0.8327257023948376,0.5
Chicago,154,4,S,117,10.618086712788998,S2_exposure_only,within-channel OD exposure only,0.9982091744219154,1.0,0.9999567199594356,1.0
Chicago,154,4,S,117,10.618086712788998,S3_structure_only,within-channel static OD structure only,-0.3691498448950231,0.5146341331997027,0.4849018694976738,0.0
Chicago,154,4,S,117,10.618086712788998,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9982091744219154,1.0,0.9999567199594356,1.0
Chicago,154,4,S,117,10.618086712788998,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,5,C,88,10.033993369010002,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9998943327110705,0.11661224237448205,0.0968450437667943,0.0
Chicago,154,5,C,88,10.033993369010002,S1_deficit_only,within-channel local/access deficit only,0.9998943327110705,1.0,0.9999754566168872,1.0
Chicago,154,5,C,88,10.033993369010002,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,5,C,88,10.033993369010002,S3_structure_only,within-channel static OD structure only,-0.4452995667641155,0.4788206295779546,0.47103098035197033,0.0
Chicago,154,5,C,88,10.033993369010002,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,5,C,88,10.033993369010002,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,5,R,29,2.14248208642,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.999014778325123,0.07402461406461348,0.07205849874509951,0.0
Chicago,154,5,R,29,2.14248208642,S1_deficit_only,within-channel local/access deficit only,0.999014778325123,1.0,0.9999561288361145,1.0
Chicago,154,5,R,29,2.14248208642,S2_exposure_only,within-channel OD exposure only,0.9999999999999998,1.0,1.0,1.0
Chicago,154,5,R,29,2.14248208642,S3_structure_only,within-channel static OD structure only,-0.47093596059113285,0.3138183957854695,0.3091019183169157,0.0
Chicago,154,5,R,29,2.14248208642,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9999999999999998,1.0,1.0,1.0
Chicago,154,5,R,29,2.14248208642,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999998,1.0,1.0,1.0
Chicago,154,5,S,114,10.59294544522,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.5796115915028047,0.3447196494985914,0.25292332066908024,0.0
Chicago,154,5,S,114,10.59294544522,S1_deficit_only,within-channel local/access deficit only,0.2838379133674896,0.873003866456548,0.837431090437512,0.5
Chicago,154,5,S,114,10.59294544522,S2_exposure_only,within-channel OD exposure only,0.9980235313177133,1.0,0.9999567199601389,1.0
Chicago,154,5,S,114,10.59294544522,S3_structure_only,within-channel static OD structure only,-0.4521374617767968,0.5702756574788511,0.5169535258654462,0.0
Chicago,154,5,S,114,10.59294544522,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9980235313177133,1.0,0.9999567199601389,1.0
Chicago,154,5,S,114,10.59294544522,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,6,C,90,9.663768039700999,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9999012223731325,0.11468273976994714,0.09448771639554314,0.0
Chicago,154,6,C,90,9.663768039700999,S1_deficit_only,within-channel local/access deficit only,0.9999012223731325,1.0,0.9999754566158137,1.0
Chicago,154,6,C,90,9.663768039700999,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,6,C,90,9.663768039700999,S3_structure_only,within-channel static OD structure only,-0.44208750051446677,0.4635961846178167,0.4583102328811775,0.0
Chicago,154,6,C,90,9.663768039700999,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,6,C,90,9.663768039700999,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,6,S,106,10.25383440642,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.5191173136509056,0.4797658094369201,0.392450339209086,0.0
Chicago,154,6,S,106,10.25383440642,S1_deficit_only,within-channel local/access deficit only,0.2417663803310074,0.833543698159238,0.8057253518831327,0.5454545454545454
Chicago,154,6,S,106,10.25383440642,S2_exposure_only,within-channel OD exposure only,0.9979545053782403,1.0,0.9999549327304814,1.0
Chicago,154,6,S,106,10.25383440642,S3_structure_only,within-channel static OD structure only,-0.47164773156661716,0.5789287922818196,0.5327420241213348,0.0
Chicago,154,6,S,106,10.25383440642,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9979545053782403,1.0,0.9999549327304814,1.0
Chicago,154,6,S,106,10.25383440642,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,7,C,79,8.455401500280004,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9998539435248296,0.08148272507634371,0.07276860669310838,0.0
Chicago,154,7,C,79,8.455401500280004,S1_deficit_only,within-channel local/access deficit only,0.9998539435248296,1.0,0.9999739571129296,1.0
Chicago,154,7,C,79,8.455401500280004,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,7,C,79,8.455401500280004,S3_structure_only,within-channel static OD structure only,-0.4249513145082765,0.5068715098576468,0.49234195287118543,0.0
Chicago,154,7,C,79,8.455401500280004,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,7,C,79,8.455401500280004,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,7,S,112,10.14888543008,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.6232873201899751,0.3169982103204338,0.23429598026111673,0.0
Chicago,154,7,S,112,10.14888543008,S1_deficit_only,within-channel local/access deficit only,0.28093928315167255,0.7856866731397371,0.7699279279767542,0.5
Chicago,154,7,S,112,10.14888543008,S2_exposure_only,within-channel OD exposure only,0.9982659650801246,1.0000000000000002,0.9999567199552385,1.0
Chicago,154,7,S,112,10.14888543008,S3_structure_only,within-channel static OD structure only,-0.44499777906857557,0.578100410522996,0.5353228541352859,0.0
Chicago,154,7,S,112,10.14888543008,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9982659650801246,1.0000000000000002,0.9999567199552385,1.0
Chicago,154,7,S,112,10.14888543008,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,8,C,72,7.307538792540001,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9998070615473665,0.10473718066429978,0.09773630362310086,0.0
Chicago,154,8,C,72,7.307538792540001,S1_deficit_only,within-channel local/access deficit only,0.9998070615473665,1.0,0.9999739570975696,1.0
Chicago,154,8,C,72,7.307538792540001,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,8,C,72,7.307538792540001,S3_structure_only,within-channel static OD structure only,-0.47212039359444347,0.5157079776257839,0.5006066760943491,0.0
Chicago,154,8,C,72,7.307538792540001,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,8,C,72,7.307538792540001,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,8,S,105,9.41166968734,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.5137880986937591,0.3689099776180598,0.27703631882363483,0.0
Chicago,154,8,S,105,9.41166968734,S1_deficit_only,within-channel local/access deficit only,0.32788720713249014,0.8885150696795275,0.8450327095143654,0.5454545454545454
Chicago,154,8,S,105,9.41166968734,S2_exposure_only,within-channel OD exposure only,0.9979680696661828,1.0,0.9999549327443722,1.0
Chicago,154,8,S,105,9.41166968734,S3_structure_only,within-channel static OD structure only,-0.4533485382541986,0.5590265603297145,0.5175136582628955,0.0
Chicago,154,8,S,105,9.41166968734,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9979680696661828,1.0,0.9999549327443722,1.0
Chicago,154,8,S,105,9.41166968734,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,154,9,C,56,5.324516677151,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9998632946001367,0.08403291728869393,0.06531530605776796,0.0
Chicago,154,9,C,56,5.324516677151,S1_deficit_only,within-channel local/access deficit only,0.9998632946001367,1.0,0.9999699621646442,1.0
Chicago,154,9,C,56,5.324516677151,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,9,C,56,5.324516677151,S3_structure_only,within-channel static OD structure only,-0.4721804511278196,0.5419044841909763,0.5172232725717613,0.0
Chicago,154,9,C,56,5.324516677151,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,9,C,56,5.324516677151,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,9,S,77,6.75620899976,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.6101792943898207,0.19595375387543673,0.15448444406203618,0.0
Chicago,154,9,S,77,6.75620899976,S1_deficit_only,within-channel local/access deficit only,0.3392397076607603,0.6793662693223698,0.7121192043655629,0.5
Chicago,154,9,S,77,6.75620899976,S2_exposure_only,within-channel OD exposure only,0.9979757085020242,1.0,0.9999748696425208,1.0
Chicago,154,9,S,77,6.75620899976,S3_structure_only,within-channel static OD structure only,-0.4697407855302591,0.5334600755835508,0.4937056217182618,0.0
Chicago,154,9,S,77,6.75620899976,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9979757085020242,1.0,0.9999748696425208,1.0
Chicago,154,9,S,77,6.75620899976,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,10,C,33,2.5730071046109995,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9996657754010695,0.06914161017851046,0.06115359372502367,0.0
Chicago,154,10,C,33,2.5730071046109995,S1_deficit_only,within-channel local/access deficit only,0.9996657754010695,1.0,0.9999623289668752,1.0
Chicago,154,10,C,33,2.5730071046109995,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,154,10,C,33,2.5730071046109995,S3_structure_only,within-channel static OD structure only,-0.5411096256684492,0.4391884223118619,0.41502745118673695,0.0
Chicago,154,10,C,33,2.5730071046109995,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,154,10,C,33,2.5730071046109995,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,154,10,S,45,3.674588329836,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.6891963109354413,0.16846212578929973,0.12689498563106516,0.0
Chicago,154,10,S,45,3.674588329836,S1_deficit_only,within-channel local/access deficit only,0.2478260869565217,0.9096281352193922,0.8395768247524357,0.4
Chicago,154,10,S,45,3.674588329836,S2_exposure_only,within-channel OD exposure only,0.9942028985507244,0.9999999999999999,0.9999761659632408,1.0
Chicago,154,10,S,45,3.674588329836,S3_structure_only,within-channel static OD structure only,-0.5782608695652173,0.4053103869311906,0.3903129650234851,0.0
Chicago,154,10,S,45,3.674588329836,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9942028985507244,0.9999999999999999,0.9999761659632408,1.0
Chicago,154,10,S,45,3.674588329836,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,155,0,C,88,1.80699338144,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9998943327110705,0.15272075620478498,0.11664603596735189,0.0
Chicago,155,0,C,88,1.80699338144,S1_deficit_only,within-channel local/access deficit only,0.9998943327110705,1.0,0.99997545661123,1.0
Chicago,155,0,C,88,1.80699338144,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,155,0,C,88,1.80699338144,S3_structure_only,within-channel static OD structure only,-0.42120742488816887,0.4992254703660098,0.4849745219061645,0.0
Chicago,155,0,C,88,1.80699338144,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,155,0,C,88,1.80699338144,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,155,1,C,92,1.8016247354939998,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9999075258542299,0.08378020972452344,0.06725265338924985,0.0
Chicago,155,1,C,92,1.8016247354939998,S1_deficit_only,within-channel local/access deficit only,0.9999075258542299,1.0,0.9999767184257735,1.0
Chicago,155,1,C,92,1.8016247354939998,S2_exposure_only,within-channel OD exposure only,0.9999999999999999,1.0,1.0,1.0
Chicago,155,1,C,92,1.8016247354939998,S3_structure_only,within-channel static OD structure only,-0.3853551777815452,0.5012413579746817,0.48693412573825157,0.0
Chicago,155,1,C,92,1.8016247354939998,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9999999999999999,1.0,1.0,1.0
Chicago,155,1,C,92,1.8016247354939998,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,155,1,S,87,1.4079449540490003,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.5611103010862433,0.22851764939288038,0.17772704244303092,0.0
Chicago,155,1,S,87,1.4079449540490003,S1_deficit_only,within-channel local/access deficit only,0.27883283516803964,0.850288384281503,0.8197972901432758,0.5555555555555556
Chicago,155,1,S,87,1.4079449540490003,S2_exposure_only,within-channel OD exposure only,0.9982685718451555,1.0000000000000002,0.9999761795287876,1.0
Chicago,155,1,S,87,1.4079449540490003,S3_structure_only,within-channel static OD structure only,-0.3634176569220675,0.5671631664195175,0.5202501020105591,0.0
Chicago,155,1,S,87,1.4079449540490003,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",0.9982685718451555,1.0000000000000002,0.9999761795287876,1.0
Chicago,155,1,S,87,1.4079449540490003,S5_full_activation,within-channel activated bottleneck score with eta/cost,0.9999999999999999,1.0,1.0,1.0
Chicago,155,2,C,85,1.742552024025,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9998827437951925,0.13635392908393196,0.10669612254647534,0.0
Chicago,155,2,C,85,1.742552024025,S1_deficit_only,within-channel local/access deficit only,0.9998827437951925,1.0000000000000002,0.9999754566169335,1.0
Chicago,155,2,C,85,1.742552024025,S2_exposure_only,within-channel OD exposure only,1.0,1.0,1.0,1.0
Chicago,155,2,C,85,1.742552024025,S3_structure_only,within-channel static OD structure only,-0.43965213992573776,0.49922547035173154,0.4849745219113517,0.0
Chicago,155,2,C,85,1.742552024025,S4_parameter_light_activation,"within-channel future horizon times OD exposure, no eta/cost",1.0,1.0,1.0,1.0
Chicago,155,2,C,85,1.742552024025,S5_full_activation,within-channel activated bottleneck score with eta/cost,1.0,1.0,1.0,1.0
Chicago,155,2,R,50,0.786469724892,S0_efficiency_only,within-channel calibrated efficiency per cost only,-0.9999039615846338,0.09100199698382093,0.0841608666219517,0.0
Chicago,155,2,R,50,0.786469724892,S1_deficit_only,within-channel local/access deficit only,0.9999039615846338,1.0,0.9999675197045281,1.0
Chicago,155,2,R,50,0.786469724892,S2_exposure_only,within-channel OD exposure only,0.9999999999999999,1.0,1.0,1.0
