city,event_id,event_start,baseline_objective,recoverable_fraction,top_1pct_value_share,top_5pct_value_share,top_10pct_value_share,marginal_value_gini,optimizer_selected_value_share,loss_magnitude_rank,recoverable_rank,top_tail_rank,decision_criticality_score,decision_criticality_rank,event_peak_positive_abnormal_deficit,event_total_precip,activated_bottleneck_law,deficit_only,exposure_only,greedy_oracle,lp_optimizer_replay,random_positive,structure_only,best_simple_recoverable_fraction,lp_minus_random,lp_minus_best_simple,law_minus_random,law_minus_best_simple,static_fraction_of_lp_gain,residual_fraction_of_lp_gain,residual_gain_improvement_over_static,residual_gap_to_lp,static_gap_to_lp,log_baseline_objective,log_event_total_precip,baseline_objective_rank,event_total_precip_rank,event_peak_positive_abnormal_deficit_rank,recoverable_fraction_rank,decision_criticality_score_rank,lp_minus_random_rank,lp_minus_best_simple_rank,law_minus_random_rank,top_5pct_value_share_rank,marginal_value_gini_rank,high_loss_low_decision,moderate_loss_high_decision,high_rain_low_decision,high_speed_impact_low_decision,high_decision_not_high_loss
Austin,488,2024-07-23 15:00:00,0.08044947701,0.1159705655,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1915498651,0.4380952381,0.2,0.3285714286,0.007431247723,0.1619047619,0.01805766215,0.084645715,0.1016078152,0.04838440246,0.05279538285,0.1016078152,0.1159705655,0.02360379346,0.02554417932,0.05279538285,0.09236677203999999,0.06317518265,0.07800402174000001,0.048812432350000004,0.8761517613,0.9904600178,0.1143082564,0.009539982233,0.1238482387,0.07737713697291422,0.0812534037159925,0.4380952380952381,0.5047619047619047,0.5333333333333333,0.2,0.1619047619047619,0.17142857142857143,0.5428571428571428,0.3238095238095238,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,489,2024-07-23 19:00:00,0.03867617163,0.1273058319,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1194071657,0.2095238095,0.3904761905,0.3285714286,0.008157597314,0.2476190476,0.002355466562,0.12598432,0.1120917329,0.04830554719,0.05665977628,0.1120917329,0.1273058319,0.02021934728,0.02218166713,0.05665977628,0.10708648462,0.07064605562000001,0.09187238562,0.05543195662000001,0.8804917356,0.9941695597,0.1136778241,0.005830440323,0.1195082644,0.03794699041854657,0.11865760422089461,0.20952380952380953,0.5714285714285714,0.0761904761904762,0.3904761904761905,0.24761904761904763,0.37142857142857144,0.6190476190476191,0.6,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,490,2024-07-25 21:00:00,0.06749221661,0.172772258,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.198594142,0.3619047619,0.9047619048,0.3904761905,0.01107102862,0.6952380952,0.01358562402,0.005905515,0.1510531206,0.1039952871,0.1103305435,0.1510531206,0.172772258,0.03284992073,0.05728579492,0.1103305435,0.13992233727,0.06244171450000001,0.11820319987,0.040722577100000004,0.874290366,0.9889110812,0.1146207151,0.01108891882,0.125709634,0.06531217486221129,0.00588814579547694,0.3619047619047619,0.09523809523809523,0.37142857142857144,0.9047619047619048,0.6952380952380952,0.8380952380952381,0.5333333333333333,0.9714285714285714,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,491,2024-07-27 07:00:00,0.02247193429,0.143484268,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.09577759637,0.1333333333,0.6666666667,0.3285714286,0.009194291116,0.419047619,0.002076205508,0.005905515,0.105121155,0.04490361971,0.05265155436,0.105121155,0.143484268,0.02245690514,0.02066181641,0.05265155436,0.12102736286,0.09083271364,0.08266424986,0.052469600639999996,0.7326319213,0.9798345117,0.2472025904,0.02016548832,0.2673680787,0.02222316043097366,0.00588814579547694,0.13333333333333333,0.09523809523809523,0.05714285714285714,0.6666666666666666,0.41904761904761906,0.6952380952380952,0.8285714285714286,0.41904761904761906,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,492,2024-07-28 09:00:00,0.1299120167,0.1185037345,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1754566865,0.619047619,0.2571428571,0.3285714286,0.007593569999,0.1714285714,0.01758517343,0.076771695,0.1111084126,0.07080157015,0.07482964933,0.1111084126,0.1185037345,0.02378418552,0.03885401283,0.07482964933,0.09471954898,0.04367408517,0.08732422708,0.03627876327,0.9375941871,0.9987053427,0.06111115557,0.001294657348,0.06240581292,0.12213976836546507,0.07396739334441266,0.6190476190476191,0.49523809523809526,0.5142857142857142,0.2571428571428571,0.17142857142857143,0.19047619047619047,0.3333333333333333,0.5047619047619047,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1181618565,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1632194202,0.6095238095,0.2476190476,0.7571428571,0.0093301288,0.4476190476,0.02501185643,1.16141795,0.09685432053,0.06499373638,0.06835317959,0.09685432053,0.1181618565,0.0182727109,0.02413452341,0.06835317959,0.09988914559999999,0.04980867691,0.07858160963,0.028501140940000003,0.8196750069,0.9876679242,0.1679929174,0.01233207576,0.1803249931,0.11851567370046691,0.7707644646548863,0.6095238095238096,0.9714285714285714,0.6095238095238096,0.24761904761904763,0.44761904761904764,0.23809523809523808,0.3904761904761905,0.3333333333333333,0.7047619047619048,0.7047619047619048,False,False,True,False,False
Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1061907842,0.2285714286,0.4952380952,0.719047619,0.01045197211,0.6285714286,0.002347054096,0.0393701,0.09675677519,0.0543176133,0.05743533945,0.09675677519,0.1323694322,0.01614548761,0.01564145019,0.05743533945,0.11622394459,0.07493409275,0.08061128758000001,0.03932143574000001,0.7309601134,0.9767294735,0.24576936,0.02327052654,0.2690398866,0.040160379643793355,0.03861485658232482,0.22857142857142856,0.3952380952380952,0.06666666666666667,0.49523809523809526,0.6285714285714286,0.5714285714285714,0.6952380952380952,0.38095238095238093,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1050653095,0.219047619,0.4761904762,0.6714285714,0.01043829686,0.619047619,0.0006227181642,0.03149608,0.09392623078,0.05141534826,0.05496316426,0.09392623078,0.1321962513,0.01935604293,0.01464214331,0.05496316426,0.11284020837000001,0.07723308704000001,0.07457018785,0.03896306651999999,0.7105060083,0.9731309142,0.2626249059,0.02686908581,0.2894939917,0.03823334200701388,0.031010253231109754,0.21904761904761905,0.3619047619047619,0.009523809523809525,0.47619047619047616,0.6190476190476191,0.4857142857142857,0.7142857142857143,0.23809523809523808,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.06779619764,0.06666666667,0.8095238095,0.719047619,0.01215937493,0.819047619,0.0027008348,0.14173236,0.09339810721,0.03724818294,0.04282877364,0.09339810721,0.1539928517,0.01580796489,0.01006472194,0.04282877364,0.13818488681,0.11116407805999999,0.07759014232,0.05056933357,0.6065093681,0.9434368025,0.3369274344,0.05656319755,0.3934906319,0.01602645668670251,0.13254672299646364,0.06666666666666667,0.6095238095238096,0.09523809523809523,0.8095238095238095,0.819047619047619,0.8285714285714286,0.8857142857142857,0.3047619047619048,0.7047619047619048,0.7047619047619048,False,True,False,False,True
Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1377325231,0.4571428571,0.4571428571,0.6476190476,0.01036837837,0.5904761905,0.01441790021,0.05905515,0.1229519211,0.08892673267,0.09259519167,0.1229519211,0.1313108172,0.01856378949,0.03395534519,0.09259519167,0.11274702771000002,0.03871562553000002,0.10438813161,0.030356729430000007,0.9363426691,0.9971012998,0.06075863067,0.002898700205,0.06365733088,0.08004032696916409,0.05737714269482623,0.45714285714285713,0.4666666666666667,0.41904761904761906,0.45714285714285713,0.5904761904761905,0.47619047619047616,0.2761904761904762,0.8095238095238095,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.4012152347,0.1238095238,1.0,0.719047619,0.02116409507,0.9714285714,0.01334210144,0.27952771,0.1062998424,0.07931860302,0.08903569296,0.1062998424,0.2680336694,0.03864063041,0.02757553806,0.08903569296,0.22939303899000002,0.17899797644,0.06765921199,0.01726414944,0.3965913783,0.9082363141,0.5116449359,0.09176368587,0.6034086217,0.0219267315826765,0.2464910332804247,0.12380952380952381,0.7238095238095238,0.3523809523809524,1.0,0.9714285714285714,0.9904761904761905,1.0,0.1523809523809524,0.7047619047619048,0.7047619047619048,False,True,False,False,True
Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1547771334,0.8476190476,0.6952380952,0.7571428571,0.01143046856,0.7428571429,0.04130670755,1.42913463,0.1273414451,0.09822118205,0.1022657979,0.1273414451,0.1447617086,0.02119675625,0.03813432559,0.1022657979,0.12356495235,0.042495910700000014,0.10614468885,0.02507564720000001,0.8796624903,0.9958334162,0.1161709259,0.004166583767,0.1203375097,0.30743559942491244,0.8875350745853421,0.8476190476190476,0.9904761904761905,0.8666666666666667,0.6952380952380952,0.7428571428571429,0.7333333333333333,0.3142857142857143,0.8380952380952381,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.183939616,0.1523809524,0.980952381,0.719047619,0.01709188982,0.9428571429,0.005706766028,0.01181103,0.1172929519,0.07094601676,0.07626857429,0.1172929519,0.2164610235,0.02997216225,0.0211205968,0.07626857429,0.18648886125,0.14019244921,0.08732078965,0.041024377609999996,0.5418663834,0.9307294885,0.388863105,0.06927051151,0.4581336166,0.023763744945872595,0.01174182418018514,0.1523809523809524,0.22380952380952382,0.19047619047619047,0.9809523809523809,0.9428571428571428,0.9714285714285714,0.9523809523809523,0.49523809523809526,0.7047619047619048,0.7047619047619048,False,True,False,False,True
Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1629473074,0.6476190476,0.2761904762,0.719047619,0.009526989395,0.4857142857,0.02618788377,0.25196864,0.09922652422,0.06688772254,0.07032043568,0.09922652422,0.1206550068,0.01942808191,0.02488730646,0.07032043568,0.10122692489000001,0.050334571120000005,0.07979844231,0.02890608854,0.8223987286,0.9922455122,0.1698467836,0.007754487787,0.1776012714,0.13293229183697883,0.22471722444087963,0.6476190476190476,0.6952380952380952,0.6476190476190476,0.2761904761904762,0.4857142857142857,0.2761904761904762,0.4,0.3619047619047619,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1509027856,0.419047619,0.380952381,0.6714285714,0.00999887907,0.5523809524,0.004635041928,0.07086618,0.1079225048,0.07497534346,0.0787468227,0.1079225048,0.1266312759,0.01875840376,0.0266357966,0.0787468227,0.10787287214,0.04788445320000001,0.08916410104,0.029175682100000003,0.8522578964,0.9967044179,0.1444465214,0.003295582135,0.1477421036,0.07322147396815017,0.0684678350127542,0.41904761904761906,0.4857142857142857,0.18095238095238095,0.38095238095238093,0.5523809523809524,0.38095238095238093,0.38095238095238093,0.5333333333333333,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1398371658,0.7904761905,0.5619047619,0.6714285714,0.01063606192,0.6666666667,0.03362315382,0.09055123,0.1252559489,0.09287506449,0.09640826377,0.1252559489,0.1347009082,0.02018786268,0.03621724139,0.09640826377,0.11451304552,0.038292644429999995,0.10506808622,0.028847685129999995,0.9298819927,0.998443268,0.06856127534,0.001556731985,0.07011800733,0.24912709778344955,0.08668328400634603,0.7904761904761904,0.5238095238095238,0.7857142857142857,0.5619047619047619,0.6666666666666666,0.5428571428571428,0.26666666666666666,0.8285714285714286,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1495547779,0.7523809524,0.3523809524,0.719047619,0.009888094314,0.5333333333,0.03362315382,0.41338605,0.1098700715,0.07809583878,0.08139723771,0.1098700715,0.1252282371,0.01908553937,0.02977645423,0.08139723771,0.10614269773,0.04383099939,0.09078453213,0.02847283379,0.8773586058,0.9948131227,0.1174545169,0.005186877293,0.1226413942,0.21628692967746382,0.3459882794084485,0.7523809523809524,0.780952380952381,0.7857142857142857,0.3523809523809524,0.5333333333333333,0.3523809523809524,0.34285714285714286,0.5619047619047619,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.05046745039,0.1722164847,0.2851398725,0.4584960653,0.1722135345,0.6,0.6476190476,0.6714285714,0.01122197306,0.7238095238,0.01848159911,0.18110246,0.1161886836,0.08384079571,0.08780291378,0.1161886836,0.1421212074,0.02219898429,0.03186155478,0.08780291378,0.11992222311,0.05431829362,0.09398969931,0.02838576981999999,0.8175323429,0.9906988298,0.1731664869,0.009301170237,0.1824676571,0.11821024039144482,0.16644829043766105,0.6,0.6666666666666666,0.5428571428571428,0.6476190476190476,0.7238095238095238,0.6571428571428571,0.4380952380952381,0.638095238095238,0.7047619047619048,0.7047619047619048,False,False,False,False,False
Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.0370548108,0.1419750557,0.2448114678,0.4123877827,0.05999366042,0.9523809524,0.0380952381,0.0380952381,0.003755167506,0.0380952381,0.04385983862,0.01574804,0.06413741853,0.0489881451,0.05013033106,0.06413741853,0.06413741853,0.01151790362,0.02912828707,0.05013033106,0.052619514910000005,0.014007087470000006,0.052619514910000005,0.014007087470000006,1.0,1.0,-3.190351701e-11,3.190347986e-11,0.0,0.4884102561159992,0.01562532627517383,0.9523809523809523,0.2761904761904762,0.9047619047619048,0.0380952380952381,0.0380952380952381,0.047619047619047616,0.0380952380952381,0.047619047619047616,0.05238095238095238,0.05238095238095238,True,False,False,True,False
Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.0370548108,0.1419750557,0.2448114678,0.4123877827,0.0606949071,0.8857142857,0.07619047619,0.08095238095,0.004970851899,0.07619047619,0.04562321539,0.171259935,0.08482520378,0.06496311556,0.06639274385,0.08482520378,0.08490103523,0.0150908048,0.03857758091,0.06639274385,0.06981023043000001,0.01850829138,0.06973439898,0.018432459929999992,0.9991068253,0.9994608776,0.0003540522484,0.0005391224038,0.0008931746522,0.3558249249649437,0.15808003692512795,0.8857142857142857,0.6571428571428571,0.9142857142857143,0.0761904761904762,0.0761904761904762,0.0761904761904762,0.09523809523809523,0.17142857142857143,0.05238095238095238,0.05238095238095238,True,False,False,True,False
Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.0370548108,0.1419750557,0.2448114678,0.4123877827,0.05999366042,0.9333333333,0.02857142857,0.0380952381,0.003648929301,0.02857142857,0.04057741584,0.09448824,0.06232289383,0.04793352163,0.04871208371,0.06232289383,0.06232289383,0.0116632525,0.0283042128,0.04871208371,0.05065964133,0.013610810119999997,0.05065964133,0.013610810119999997,1.0,1.0,6.983895631e-11,-6.983902345e-11,0.0,0.45053183351000975,0.09028689329080443,0.9333333333333333,0.5333333333333333,0.8571428571428571,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05238095238095238,0.05238095238095238,True,False,False,True,False
Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.0370548108,0.1419750557,0.2448114678,0.4123877827,0.06076906118,0.8952380952,0.09523809524,0.0380952381,0.005482867238,0.09523809524,0.03655756319,0.009842525,0.09215459745,0.07222121595,0.07355435393,0.09215459745,0.09364614235,0.01790431224,0.04227426497,0.07355435393,0.07574183011,0.020091788420000006,0.07425028521,0.018600243520000004,0.9840725432,0.9972573159,0.0131847727,0.002742684102,0.0159274568,0.3604057587362717,0.009794402855445522,0.8952380952380953,0.1761904761904762,0.8,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.21904761904761905,0.05238095238095238,0.05238095238095238,True,False,False,True,False
Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.0370548108,0.1419750557,0.2448114678,0.4123877827,0.05999366042,0.9619047619,0.04761904762,0.08095238095,0.003845883828,0.04761904762,0.06215555493,2.210631115,0.06568683295,0.05041724876,0.05134136605,0.06568683295,0.06568683295,0.01342155315,0.02983196036,0.05134136605,0.052265279799999995,0.0143454669,0.052265279799999995,0.0143454669,1.0,1.0,1.229026896e-11,-1.229016888e-11,0.0,0.48906162735234143,1.166467526851169,0.9619047619047619,1.0,0.9714285714285714,0.047619047619047616,0.047619047619047616,0.0380952380952381,0.047619047619047616,0.0380952380952381,0.05238095238095238,0.05238095238095238,True,False,True,True,False
Dallas,60,2019-04-24 11:00:00,0.6434381403,0.07239293644,0.0370548108,0.1419750557,0.2448114678,0.4123877827,0.05999366042,0.9714285714,0.05714285714,0.0380952381,0.004238517995,0.05714285714,0.06215555493,0.041338605,0.07239293644,0.05530041976,0.0565829114,0.07239293644,0.07239293644,0.01527775785,0.03287756638,0.0565829114,0.057115178589999996,0.01581002504,0.057115178589999996,0.01581002504,1.0,0.9999999999,-9.026358445e-11,9.026357439e-11,0.0,0.4967904744116424,0.04050700571649023,0.9714285714285714,0.4095238095238095,0.9714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.0761904761904762,0.05238095238095238,0.05238095238095238,True,False,False,True,False
Dallas,61,2019-04-24 15:00:00,0.6946419693,0.05991398588,0.0370548108,0.1419750557,0.2448114678,0.4123877827,0.05999366042,0.9904761905,0.01904761905,0.08095238095,0.003507890684,0.01904761905,0.06215555493,0.352362395,0.05991398588,0.04610011874,0.04682926155,0.05991398588,0.05991398588,0.0122035854,0.0272101968,0.04682926155,0.04771040048,0.013084724329999999,0.04771040048,0.013084724329999999,1.0,1.0,2.39593988e-11,-2.395950105e-11,0.0,0.5274714909691098,0.3018529853425475,0.9904761904761905,0.7523809523809524,0.9714285714285714,0.01904761904761905,0.01904761904761905,0.01904761904761905,0.01904761904761905,0.01904761904761905,0.05238095238095238,0.05238095238095238,True,False,True,True,False
Dallas,62,2019-04-28 01:00:00,0.1708659535,0.08906290776,0.0370548108,0.1419750557,0.2448114678,0.4123877827,0.06081379187,0.7047619048,0.08571428571,0.0380952381,0.005214524452,0.08571428571,0.01786907333,0.053149635,0.08871843664,0.0683080617,0.06978653815,0.08871843664,0.08906290776,0.01700565892,0.04054954903,0.06978653815,0.07205724884,0.01927636961000001,0.07171277772,0.01893189849,0.9961322716,0.998685931,0.002553659419,0.001314069019,0.003867728438,0.1577436062442234,0.051785326569860735,0.7047619047619048,0.45714285714285713,0.5238095238095238,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.11428571428571428,0.19047619047619047,0.05238095238095238,0.05238095238095238,False,False,False,False,False
