city,event_id,event_start,baseline_objective,recoverable_fraction,top_1pct_value_share,top_5pct_value_share,top_10pct_value_share,marginal_value_gini,optimizer_selected_value_share,loss_magnitude_rank,recoverable_rank,top_tail_rank,decision_criticality_score,decision_criticality_rank,event_peak_positive_abnormal_deficit,event_total_precip,activated_bottleneck_law,deficit_only,exposure_only,greedy_oracle,lp_optimizer_replay,random_positive,structure_only,best_simple_recoverable_fraction,lp_minus_random,lp_minus_best_simple,law_minus_random,law_minus_best_simple,static_fraction_of_lp_gain,residual_fraction_of_lp_gain,residual_gain_improvement_over_static,residual_gap_to_lp,static_gap_to_lp,log_baseline_objective,log_event_total_precip,baseline_objective_rank,event_total_precip_rank,event_peak_positive_abnormal_deficit_rank,recoverable_fraction_rank,decision_criticality_score_rank,lp_minus_random_rank,lp_minus_best_simple_rank,law_minus_random_rank,top_5pct_value_share_rank,marginal_value_gini_rank,high_loss_low_decision,moderate_loss_high_decision,high_rain_low_decision,high_speed_impact_low_decision,high_decision_not_high_loss
Austin,478,2024-07-06 17:00:00,0.1342685328,0.1077933755,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1855294473,0.6285714286,0.1238095238,0.3904761905,0.006907263692,0.1142857143,0.02623511767,1.27165423,0.09555991207,0.04562610448,0.04902634559,0.09555991207,0.1077933755,0.02085465356,0.02394476413,0.04902634559,0.08693872193999999,0.05876702991,0.07470525851000001,0.04653356648,0.8865100624,0.9919053576,0.1053952951,0.008094642449,0.1134899376,0.1259879786834664,0.8205083017772122,0.6285714285714286,0.9809523809523809,0.6761904761904762,0.12380952380952381,0.11428571428571428,0.12380952380952381,0.4857142857142857,0.24761904761904763,0.3523809523809524,0.20952380952380953,False,False,True,False,False
Austin,479,2024-07-12 13:00:00,0.1559423619,0.1295473124,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1809469021,0.6666666667,0.4380952381,0.3285714286,0.008301228557,0.2761904762,0.02521753832,0.01574804,0.1176397703,0.06689318432,0.07117909101,0.1176397703,0.1295473124,0.02585318382,0.03589821427,0.07117909101,0.10369412858,0.05836822139,0.09178658648,0.04646067929,0.9080834493,0.9980534304,0.08996998106,0.001946569616,0.09191655068,0.1449159090590403,0.01562532627517383,0.6666666666666666,0.2761904761904762,0.6190476190476191,0.4380952380952381,0.2761904761904762,0.3047619047619048,0.47619047619047616,0.5904761904761905,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,480,2024-07-12 15:00:00,0.1171135872,0.1248134854,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1775013714,0.5904761905,0.3333333333,0.3285714286,0.007997890891,0.2380952381,0.0164342092,0.05118113,0.116291662,0.07729626622,0.08136514183,0.116291662,0.1248134854,0.02161134683,0.04200156127,0.08136514183,0.10320213856999999,0.04344834356999999,0.09468031517,0.03492652017,0.9317235362,0.9962038166,0.06448028041,0.003796183373,0.06827646379,0.11074820444254911,0.04991441767384743,0.5904761904761905,0.44285714285714284,0.49523809523809526,0.3333333333333333,0.23809523809523808,0.29523809523809524,0.3238095238095238,0.6761904761904762,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,481,2024-07-13 14:00:00,0.04695458667,0.1386977466,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1529291481,0.2476190476,0.6,0.4142857143,0.008887576856,0.3714285714,0.005791424598,0.02755907,0.125053343,0.06415333014,0.07201432411,0.125053343,0.1386977466,0.0251382061,0.03298937156,0.07201432411,0.1135595405,0.06668342249,0.0999151369,0.05303901889000001,0.9016249076,0.9955963006,0.09397139292,0.00440369944,0.09837509236,0.04588555622944691,0.027186154786915342,0.24761904761904763,0.3333333333333333,0.2,0.6,0.37142857142857144,0.5142857142857142,0.5619047619047619,0.7428571428571429,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,482,2024-07-18 08:00:00,0.1898500668,0.110259057,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1877241161,0.7333333333,0.1619047619,0.3285714286,0.007065261453,0.1333333333,0.04297045833,0.513779805,0.09826573152,0.04680160185,0.05074418987,0.09826573152,0.110259057,0.02230828388,0.02471988054,0.05074418987,0.08795077311999999,0.059514867129999996,0.07595744764,0.04752154165,0.8912259383,0.9945171136,0.1032911753,0.005482886362,0.1087740617,0.17382730489977694,0.4146097052041284,0.7333333333333333,0.8666666666666667,0.8761904761904762,0.1619047619047619,0.13333333333333333,0.14285714285714285,0.49523809523809526,0.2761904761904762,0.3523809523809524,0.20952380952380953,False,False,True,True,False
Austin,483,2024-07-21 17:00:00,0.09318860247,0.108858347,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1899283842,0.5047619048,0.1428571429,0.3285714286,0.006975505725,0.1238095238,0.02164519741,0.29133874,0.0957696454,0.04478447917,0.04834614422,0.0957696454,0.108858347,0.02136248736,0.02345768137,0.04834614422,0.08749585963999999,0.060512202779999996,0.07440715804,0.04742350118000001,0.8797639132,0.992236793,0.1124728797,0.00776320703,0.1202360868,0.0890987491758604,0.255679463194868,0.5047619047619047,0.7333333333333333,0.6,0.14285714285714285,0.12380952380952381,0.13333333333333333,0.5142857142857142,0.22857142857142856,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,484,2024-07-22 14:00:00,0.1084480967,0.1310122947,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1821571098,0.5619047619,0.4476190476,0.4142857143,0.008395102776,0.2857142857,0.01704210899,0.005905515,0.1211222808,0.08006499125,0.08417354881,0.1211222808,0.1310122947,0.02627123749,0.04387365648,0.08417354881,0.10474105721,0.046838745890000005,0.09485104331,0.03694873199,0.9245107958,0.9965044551,0.07199365932,0.00349554489,0.07548920421,0.1029609259739385,0.00588814579547694,0.5619047619047619,0.09523809523809523,0.5047619047619047,0.44761904761904764,0.2857142857142857,0.3333333333333333,0.3523809523809524,0.6857142857142857,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,485,2024-07-22 23:00:00,0.1053035213,0.1831544337,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.242008229,0.5333333333,0.9333333333,0.3904761905,0.01173630535,0.7904761905,0.03052262292,0.3543309,0.1358256143,0.05899786177,0.06514877653,0.1358256143,0.1831544337,0.03858120026,0.03019486118,0.06514877653,0.14457323344,0.11800565717000001,0.09724441404,0.07067683777000001,0.7415906433,0.9624838843,0.220893241,0.03751611568,0.2584093567,0.10011997716159875,0.30330753163392155,0.5333333333333333,0.7619047619047619,0.7428571428571429,0.9333333333333333,0.7904761904761904,0.8761904761904762,0.9238095238095239,0.7047619047619048,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,486,2024-07-23 03:00:00,0.1806597614,0.1435936695,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.2349829309,0.7238095238,0.6761904762,0.3285714286,0.009201301427,0.4285714286,0.03052262292,0.005905515,0.1097785577,0.07228668696,0.07738813496,0.1097785577,0.1435936695,0.03044935558,0.03933851737,0.07738813496,0.11314431391999999,0.06620553454,0.07932920212,0.03239042274000001,0.7645083382,0.9591003005,0.1945919623,0.0408996995,0.2354916618,0.1660734020588281,0.00588814579547694,0.7238095238095238,0.09523809523809523,0.7428571428571429,0.6761904761904762,0.42857142857142855,0.5047619047619047,0.5523809523809524,0.3523809523809524,0.3523809523809524,0.20952380952380953,False,False,False,False,False
Austin,487,2024-07-23 11:00:00,0.2254069291,0.1104156935,0.03943879511,0.1493988108,0.2550294411,0.4289106436,0.1782187069,0.7428571429,0.1714285714,0.3285714286,0.007075298524,0.1428571429,0.03052262292,0.490157745,0.1009131565,0.05249285136,0.05609177436,0.1009131565,0.1104156935,0.0217444586,0.02811924319,0.05609177436,0.08867123489999999,0.054323919139999996,0.0791686979,0.044821382140000005,0.9139385296,0.9950801989,0.08114166937,0.00491980106,0.08606147043,0.2032729758552059,0.39888198348114395,0.7428571428571429,0.8285714285714286,0.7428571428571429,0.17142857142857143,0.14285714285714285,0.1523809523809524,0.44761904761904764,0.34285714285714286,0.3523809523809524,0.20952380952380953,False,False,True,False,False
