city,delay_name,monotonic,first_slope,last_slope,slope_ratio_last_to_first,mean_slope,recoverable_at_0_18,recoverable_at_1_00
Chicago,base,True,0.22019874893098837,0.14639291045064928,0.6648217174772856,0.18045901447154142,0.0402048424900328,0.1723919295030761
Chicago,fast,True,0.2517361974945251,0.16133967790342274,0.6409077419505061,0.2011931806831139,0.0449455439775987,0.1922131666396699
Chicago,slow,True,0.19621101860830167,0.12602271253715447,0.6422815264454391,0.15880920742314006,0.0360714681628036,0.1518303165937724
Houston,base,True,0.25255028351922837,0.169212536791002,0.6700152319493188,0.21424185069596505,0.0474604107858304,0.2030799567349803
Houston,fast,True,0.26731352521419,0.18260873084781837,0.6831256693857884,0.23084928876457758,0.0504259802850293,0.2192899625609971
Houston,slow,True,0.2326464751254317,0.15102208627238234,0.649148396471335,0.19262230057028398,0.0440855470500819,0.1831913002004732
New York,base,True,0.18593659907327334,0.14056480479080358,0.7559824450452072,0.1630725353721945,0.035744824412034,0.1599023714241149
New York,fast,True,0.20375651859118502,0.1531897338411996,0.7518274011569559,0.17954035482611289,0.0385239985322199,0.1740732894543999
New York,slow,True,0.1712697477681917,0.12689924797747842,0.7409320655346128,0.14851027942184977,0.0334818935509362,0.1460474696209853
