city,status,objective,runtime_seconds,n_units,horizon,initial_mean_b,final_weighted_b,final_weighted_ell,total_intervention_cost,total_budget,mean_period_budget,total_u_C,total_e_C,total_cost_C,cap_utilization_C,total_u_R,total_e_R,total_cost_R,cap_utilization_R,total_u_S,total_e_S,total_cost_S,cap_utilization_S,baseline_objective,recoverable_fraction,scenario,optimized_objective,budget_intensity,best_heuristic_policy,best_heuristic_objective,best_heuristic_recoverable_fraction,decision_leverage_fraction,relative_gain_over_best_heuristic,delay_score,log_budget,budget_squared,cost_share_R,cost_share_C,cost_share_S,n_units_city,horizon_city,mean_b0,weighted_b0,max_b0,mean_a_retention,total_disturbance,total_budget_city,mean_period_budget_city,delay_R,delay_C,delay_S,q_row_sum_min,q_row_sum_max,pwl_enabled,mean_deficit,p90_deficit,severe_deficit_share_20pct,hourly_observations,max_lag_corr,mean_event_deficit_impact,median_event_recovery_hours,events_with_recovery_observed,od_rows,origin_zone_count,destination_zone_count,destination_volume_hhi,top10_destination_volume_share,congested_volume_share_speed_ratio_lt_0_8,volume_weighted_speed_kmph,tmc_deficit_gini,top_10pct_tmc_deficit_share,high_deficit_tmc_share_mean_gt_0_2,overall_data_support_score_0_5,functional_dependence_score_0_5,deficit_signal_score_0_5,baseline_loss_scale,disturbance_ratio,dependence_concentration_proxy
New York,OPTIMAL,1.3412387544910618,0.0369999408721923,35,12,0.1625164107325184,0.055197694591569,0.0568437014666796,1.3002399808073428,1.3002399808073424,0.3640671946260559,0.4749630097480911,0.1507422929810514,0.4755745235899155,0.0163943314190281,0.1208739386749154,0.0248440317774317,0.1796731901579676,0.0017880917971252,0.9220166890259566,0.3268004467421388,0.6449922670594594,0.0681971025571485,1.3877016328423497,0.0334818935509362,delayed_response,1.3412387544910618,0.18,exposure_based,1.3518295259058073,0.0258500142160008,0.007631879334935309,0.29523694923971383,2.0,0.16551443847757338,0.0324,0.13818463730549588,0.36575903726220027,0.4960563254323036,35,12,0.1651098388326784,0.1625164107325184,0.1880917742146668,0.9099921798282028,0.3326151671774802,1.3002399808073424,0.3640671946260559,2,0,1,0.9999999999999996,1.0000000000000002,True,0.0819105119643336,0.3014285714285714,0.1558918668785955,744.0,0.1406523297362777,0.0271498765654605,2.5,2.0,707640,1935,1940,0.0009493119432091,0.0337081622787335,0.7677892359554258,29.878563705656678,0.4293019740095902,0.3070006865577689,0.0707217998125195,4.39,4.59,4.57,0.14788866286033997,2.046655877263515,0.9830201054878336
New York,OPTIMAL,1.3342418171755717,0.0389997959136962,35,12,0.1625164107325184,0.0542334778473434,0.0564406185996287,1.3002399808073437,1.3002399808073424,0.3640671946260559,0.0,0.0,0.0,0.0,0.527738751171754,0.1087597391267279,0.7871434752222133,0.0078068551611712,0.7351876063294978,0.2715409658862874,0.5130965055851302,0.0543782614613669,1.3877016328423497,0.0385239985322199,fast_response,1.3342418171755717,0.18,access_based,1.3497527167497614,0.0273465961230151,0.011177402409204947,0.40873103032365926,0.0,0.16551443847757338,0.0324,0.6053832268205297,0.0,0.3946167731794702,35,12,0.1651098388326784,0.1625164107325184,0.1880917742146668,0.9099921798282028,0.3326151671774802,1.3002399808073424,0.3640671946260559,2,0,1,0.9999999999999996,1.0000000000000002,True,0.0819105119643336,0.3014285714285714,0.1558918668785955,744.0,0.1406523297362777,0.0271498765654605,2.5,2.0,707640,1935,1940,0.0009493119432091,0.0337081622787335,0.7677892359554258,29.878563705656678,0.4293019740095902,0.3070006865577689,0.0707217998125195,4.39,4.59,4.57,0.14788866286033997,2.046655877263515,0.9830201054878336
Houston,OPTIMAL,0.6474040730662509,0.0329999923706054,35,12,0.0926188415870923,0.0212414896961591,0.0213592711331732,0.7262850754103907,0.7262850754103907,0.2033598211149093,0.3279199098447717,0.1030403070332117,0.3241572682974575,0.0198523988794271,0.2179122365319655,0.0440217690190865,0.3168122071772972,0.0056539249508321,0.1174908968504515,0.0371847755196046,0.0853155999356359,0.0152420241233441,0.6796610664763543,0.0474604107858304,base,0.6474040730662509,0.18,access_based,0.6591298816903424,0.0302079754140606,0.017252435371769813,0.5711218688207584,1.0,0.16551443847757338,0.0324,0.4362091662124284,0.44632235918422386,0.11746847460334763,35,12,0.0922266762425893,0.0926188415870923,0.1104775153399721,0.8793135077048005,0.1805028512969487,0.7262850754103907,0.2033598211149093,2,0,1,0.9999999999999998,1.0000000000000002,True,0.0382388918242158,0.1923529411764706,0.0671119048966328,717.0,0.0667491968361065,0.0163806322428219,1.0,3.0,99541,393,393,0.0038936719659154,0.0943214169955035,0.4069717006593613,44.74483709083314,0.4178275810393426,0.2945417888027484,0.0012401030239435,3.63,4.08,2.59,0.08144099847550139,1.9488783081703351,3.9879933829109033
Houston,OPTIMAL,0.6624168263628808,0.0390000343322753,35,12,0.0926188415870923,0.0215916640033778,0.0222755786779438,0.3631425377051954,0.3631425377051953,0.1016799105574546,0.1972477703552754,0.0620791340191562,0.1953858170483042,0.0119414567326034,0.0810899917304091,0.0165319378432714,0.1192860019944726,0.0021039512732461,0.0667506084576538,0.0254153915460214,0.0484707186624185,0.0086595167083835,0.6796610664763543,0.0253718227570026,low_budget,0.6624168263628808,0.09,access_based,0.6693217354185473,0.0152124809964624,0.010159341760540239,0.6678293805528994,1.0,0.08617769624105233,0.0081,0.32848259184472295,0.5380416689353021,0.13347573921997472,35,12,0.0922266762425893,0.0926188415870923,0.1104775153399721,0.8793135077048005,0.1805028512969487,0.7262850754103907,0.2033598211149093,2,0,1,0.9999999999999998,1.0000000000000002,True,0.0382388918242158,0.1923529411764706,0.0671119048966328,717.0,0.0667491968361065,0.0163806322428219,1.0,3.0,99541,393,393,0.0038936719659154,0.0943214169955035,0.4069717006593613,44.74483709083314,0.4178275810393426,0.2945417888027484,0.0012401030239435,3.63,4.08,2.59,0.08144099847550139,1.9488783081703351,3.9879933829109033
Houston,OPTIMAL,0.6291129358894706,0.0380001068115234,35,12,0.0926188415870923,0.0206924231739726,0.0204189343162,1.2104751256839847,1.2104751256839847,0.3389330351915158,0.5193036489596579,0.1628172429289304,0.5118861398880533,0.031438844880048,0.388884508899581,0.0785083556953035,0.5648940073594667,0.0100899511787486,0.1854323041550116,0.0599242958675356,0.1336949784364649,0.0240560224574292,0.6796610664763543,0.0743725557930605,high_budget,0.6291129358894706,0.3,access_based,0.6459902039431678,0.0495406669499994,0.024831888843061055,0.5012425219895299,1.0,0.262364264467491,0.09,0.4666713056497304,0.42288034592929746,0.11044834842097224,35,12,0.0922266762425893,0.0926188415870923,0.1104775153399721,0.8793135077048005,0.1805028512969487,0.7262850754103907,0.2033598211149093,2,0,1,0.9999999999999998,1.0000000000000002,True,0.0382388918242158,0.1923529411764706,0.0671119048966328,717.0,0.0667491968361065,0.0163806322428219,1.0,3.0,99541,393,393,0.0038936719659154,0.0943214169955035,0.4069717006593613,44.74483709083314,0.4178275810393426,0.2945417888027484,0.0012401030239435,3.63,4.08,2.59,0.08144099847550139,1.9488783081703351,3.9879933829109033
Houston,OPTIMAL,0.5703873198060211,0.0509998798370361,35,12,0.0926188415870923,0.0184515641604815,0.0165626089054101,3.026187814209958,3.0261878142099614,0.8473325879787893,1.0263008093198065,0.318751070294579,0.9993976742660176,0.0621326501539366,1.1283000654766695,0.2183510676317767,1.6257161917600809,0.0292747391966138,0.5652392341509241,0.1999936781744392,0.401073948183859,0.0733281494425483,0.6796610664763543,0.1607768225372298,very_high_budget,0.5703873198060211,0.75,damage_based,0.6026036557798287,0.1133762319151563,0.04740059062207353,0.418082254290698,1.0,0.5596157879354227,0.5625,0.537215893913215,0.3302497186635882,0.1325343874231966,35,12,0.0922266762425893,0.0926188415870923,0.1104775153399721,0.8793135077048005,0.1805028512969487,0.7262850754103907,0.2033598211149093,2,0,1,0.9999999999999998,1.0000000000000002,True,0.0382388918242158,0.1923529411764706,0.0671119048966328,717.0,0.0667491968361065,0.0163806322428219,1.0,3.0,99541,393,393,0.0038936719659154,0.0943214169955035,0.4069717006593613,44.74483709083314,0.4178275810393426,0.2945417888027484,0.0012401030239435,3.63,4.08,2.59,0.08144099847550139,1.9488783081703351,3.9879933829109033
Houston,OPTIMAL,0.6496978365521021,0.0300002098083496,35,12,0.0926188415870923,0.021415641033698,0.0212476729447353,0.7262850754103909,0.7262850754103907,0.2033598211149093,0.4312030744579311,0.1347966465049508,0.4234312695188632,0.0261052018348822,0.1256207635275263,0.0254652280520006,0.1834471638265,0.0032593413777692,0.1655907965585178,0.0535615668839484,0.1194066420650277,0.0214819954856698,0.6796610664763543,0.0440855470500819,delayed_response,0.6496978365521021,0.18,exposure_based,0.6596279478246687,0.0294751599581032,0.014610387091978694,0.49568474311068367,2.0,0.16551443847757338,0.0324,0.25258286317234635,0.5830097352332365,0.1644074015944172,35,12,0.0922266762425893,0.0926188415870923,0.1104775153399721,0.8793135077048005,0.1805028512969487,0.7262850754103907,0.2033598211149093,2,0,1,0.9999999999999998,1.0000000000000002,True,0.0382388918242158,0.1923529411764706,0.0671119048966328,717.0,0.0667491968361065,0.0163806322428219,1.0,3.0,99541,393,393,0.0038936719659154,0.0943214169955035,0.4069717006593613,44.74483709083314,0.4178275810393426,0.2945417888027484,0.0012401030239435,3.63,4.08,2.59,0.08144099847550139,1.9488783081703351,3.9879933829109033
Houston,OPTIMAL,0.6453884909377157,0.0399999618530273,35,12,0.0926188415870923,0.0211056067561637,0.0214964218749939,0.7262850754103904,0.7262850754103907,0.2033598211149093,0.2089810363243701,0.0657423633789286,0.2068887486228064,0.0126517932177749,0.3200768925174251,0.0647399420792478,0.4660785362589237,0.0083046769543097,0.0734256693034192,0.0279569307006235,0.0533177905286604,0.0095254683792219,0.6796610664763543,0.0504259802850293,fast_response,0.6453884909377157,0.18,access_based,0.6587033212442603,0.0308355830072003,0.01959039727782893,0.6353178817230227,0.0,0.16551443847757338,0.0324,0.6417294696515194,0.28485887377749436,0.0734116565709862,35,12,0.0922266762425893,0.0926188415870923,0.1104775153399721,0.8793135077048005,0.1805028512969487,0.7262850754103907,0.2033598211149093,2,0,1,0.9999999999999998,1.0000000000000002,True,0.0382388918242158,0.1923529411764706,0.0671119048966328,717.0,0.0667491968361065,0.0163806322428219,1.0,3.0,99541,393,393,0.0038936719659154,0.0943214169955035,0.4069717006593613,44.74483709083314,0.4178275810393426,0.2945417888027484,0.0012401030239435,3.63,4.08,2.59,0.08144099847550139,1.9488783081703351,3.9879933829109033
Austin,OPTIMAL,0.8116125566500366,0.0399999618530273,35,12,0.1004544868496215,0.0319528159507589,0.0329942642165863,0.7986328236812643,0.7986328236812643,0.2236171906307539,0.1607592682146666,0.0517644843651226,0.1639744535789599,0.0086951591471384,0.3292606223237241,0.0623875976153468,0.4884010930304775,0.0076324597743101,0.2194768072611039,0.0782696594528151,0.1462572770718269,0.0254380236997702,0.8514459392174984,0.0467832198531239,base,0.8116125566500366,0.18,access_based,0.8282649025426196,0.0272254944291387,0.019557725423985192,0.7183607069061377,1.0,0.16551443847757338,0.0324,0.6115464811215914,0.20531895098316466,0.18313456789524396,35,12,0.1014136918960335,0.1004544868496215,0.1289405415843332,0.906916814977416,0.171371179719405,0.7986328236812643,0.2236171906307539,2,0,1,0.9999999999999998,1.0000000000000002,True,0.0567318929078411,0.2070982078853052,0.1021699622741738,744.0,0.1490196604731388,0.0177834194370646,3.0,3.0,38249,207,207,0.0068816044317246,0.1352355324039429,0.4185545535245554,44.37411923008718,0.5613203291033382,0.3989836255632581,0.0564285714285714,3.35,3.78,3.09,0.09110386326384945,1.7059584404223225,7.016839964128543
Austin,OPTIMAL,0.8290721624732317,0.0340001583099365,35,12,0.1004544868496215,0.0324114525574523,0.0341245027724373,0.3993164118406322,0.3993164118406321,0.1118085953153769,0.1428971273019258,0.0460128749912201,0.1457550698479643,0.0077290303530119,0.1667133151855802,0.0345096562434151,0.2500699727783703,0.0038645151765059,0.0049600413487002,0.0018439796468621,0.0034913692142974,0.0005748837471923,0.8514459392174984,0.0262773896893898,low_budget,0.8290721624732317,0.09,access_based,0.8398554208800586,0.0136127472145698,0.012664642474819982,0.9303516972139866,1.0,0.08617769624105233,0.0081,0.6262451663974522,0.36501146841451476,0.008743365188032419,35,12,0.1014136918960335,0.1004544868496215,0.1289405415843332,0.906916814977416,0.171371179719405,0.7986328236812643,0.2236171906307539,2,0,1,0.9999999999999998,1.0000000000000002,True,0.0567318929078411,0.2070982078853052,0.1021699622741738,744.0,0.1490196604731388,0.0177834194370646,3.0,3.0,38249,207,207,0.0068816044317246,0.1352355324039429,0.4185545535245554,44.37411923008718,0.5613203291033382,0.3989836255632581,0.0564285714285714,3.35,3.78,3.09,0.09110386326384945,1.7059584404223225,7.016839964128543
