city,event_id,policy_scenario,budget_scale,delay_add_hours,n_replans,mean_pass_cost,final_remaining_total
Austin,492,low_budget,0.5,0,10,0.07585080507,6.15826834e-16
Chicago,145,low_budget,0.5,0,10,0.2461535902,1.309716224e-16
Chicago,146,low_budget,0.5,0,10,0.08020000318,0
Chicago,147,low_budget,0.5,0,10,0.07603345713,0
Chicago,149,low_budget,0.5,0,10,0.03252734303,0
Chicago,150,low_budget,0.5,0,10,0.1731650828,0
Chicago,152,low_budget,0.5,0,10,0.1506849641,8.760353554e-17
Chicago,153,low_budget,0.5,0,10,0.8490635319,1.433228536e-14
Chicago,154,low_budget,0.5,0,10,0.09079184145,0
Chicago,155,low_budget,0.5,0,10,0.2843411514,2.908263907e-15
Chicago,156,low_budget,0.5,0,10,0.1564524269,1.33226763e-15
Chicago,157,low_budget,0.5,0,10,0.6038665152,3.764349943e-16
Chicago,158,low_budget,0.5,0,10,0.4877241604,0
Chicago,159,low_budget,0.5,0,10,0.3003597644,7.308606845e-15
Dallas,55,low_budget,0.5,0,10,0.2611682016,3.469446952e-17
Dallas,56,low_budget,0.5,0,10,0.234737261,1.387778781e-17
Dallas,57,low_budget,0.5,0,10,0.2293668865,1.110223025e-16
Dallas,58,low_budget,0.5,0,10,0.2640791649,4.163336342e-17
Dallas,59,low_budget,0.5,0,10,0.2679284788,6.938893904e-18
Dallas,60,low_budget,0.5,0,10,0.3012049063,1.387778781e-17
Dallas,61,low_budget,0.5,0,10,0.269121429,0
Dallas,62,low_budget,0.5,0,10,0.09865001171,2.775557562e-17
Dallas,63,low_budget,0.5,0,10,0.161640754,6.938893904e-18
Dallas,64,low_budget,0.5,0,10,0.2205700542,6.938893904e-18
Houston,52,low_budget,0.5,0,10,0.0752487334,0
Houston,60,low_budget,0.5,0,10,0.3121732546,4.003741783e-15
Houston,61,low_budget,0.5,0,10,0.3225185341,2.884845141e-15
Houston,62,low_budget,0.5,0,10,0.3504258473,2.896988205e-15
New York,98,low_budget,0.5,0,10,0.1798055496,0
New York,99,low_budget,0.5,0,10,0.4215956165,1.934216676e-16
New York,100,low_budget,0.5,0,10,0.4711867048,7.068998165e-17
New York,101,low_budget,0.5,0,10,0.4711867048,2.064320936e-16
New York,102,low_budget,0.5,0,10,0.9055558445,1.960237528e-16
New York,103,low_budget,0.5,0,10,1.279760649,2.851885395e-15
New York,104,low_budget,0.5,0,10,2.085515632,8.154935061e-15
New York,105,low_budget,0.5,0,10,0.6667658652,2.436072177e-14
New York,106,low_budget,0.5,0,10,0.4304981928,2.068657745e-16
New York,107,low_budget,0.5,0,10,1.343356332,3.833738882e-16
New York,108,low_budget,0.5,0,10,1.185480752,5.532727054e-14
New York,109,low_budget,0.5,0,10,2.910361887,1.179611964e-16
New York,110,low_budget,0.5,0,10,2.01440543,4.17721413e-14
New York,111,low_budget,0.5,0,10,0.9298678913,5.396724734e-15
New York,112,low_budget,0.5,0,10,0.163527915,1.214306433e-17
New York,113,low_budget,0.5,0,10,0.1599611836,0
New York,115,low_budget,0.5,0,10,0.07608539494,1.170938346e-17
New York,116,low_budget,0.5,0,10,0.07608539494,5.672545766e-16
New York,117,low_budget,0.5,0,10,0.07608539494,1.318389842e-16
New York,119,low_budget,0.5,0,10,0.1923249033,1.183081411e-15
New York,120,low_budget,0.5,0,10,0.1923249033,7.806255642e-18
New York,121,low_budget,0.5,0,10,1.753955322,3.327893516e-14
New York,122,low_budget,0.5,0,10,1.185774975,4.00721123e-16
New York,123,low_budget,0.5,0,10,0.8313921966,0
Philadelphia,640,low_budget,0.5,0,10,0.02064101168,8.760353554e-17
Philadelphia,641,low_budget,0.5,0,10,0.01091354722,9.974659987e-18
Philadelphia,642,low_budget,0.5,0,10,0.01052448003,1.409462824e-18
Philadelphia,643,low_budget,0.5,0,10,0.05252267193,0
Philadelphia,644,low_budget,0.5,0,10,0.2525584709,0
Philadelphia,645,low_budget,0.5,0,10,0.1953429183,1.343543332e-15
Philadelphia,646,low_budget,0.5,0,10,0.0476819935,0
Philadelphia,647,low_budget,0.5,0,10,0.02594118953,1.25767452e-16
Philadelphia,648,low_budget,0.5,0,10,0.2037708568,3.686287386e-17
Philadelphia,649,low_budget,0.5,0,10,0.1556470399,1.908195824e-17
Philadelphia,650,low_budget,0.5,0,10,0.05704451517,1.756407519e-17
Philadelphia,651,low_budget,0.5,0,10,0.2148365059,0
Philadelphia,652,low_budget,0.5,0,10,0.1835691066,1.30754782e-15
Philadelphia,653,low_budget,0.5,0,10,0.09069012756,7.489668608e-16
Philadelphia,654,low_budget,0.5,0,10,0.2132887177,0
Philadelphia,655,low_budget,0.5,0,10,0.1488381652,4.252674601e-15
Philadelphia,656,low_budget,0.5,0,10,0.3429010292,2.27075303e-15
Philadelphia,657,low_budget,0.5,0,10,0.11785234,1.965658539e-15
Philadelphia,658,low_budget,0.5,0,10,0.06245538235,5.564125549e-16
Philadelphia,659,low_budget,0.5,0,10,0.1039515627,6.932388691e-16
San Antonio,491,low_budget,0.5,0,10,0.05525201773,5.351621923e-16
San Antonio,492,low_budget,0.5,0,10,0.0898806559,1.811918671e-15
San Antonio,493,low_budget,0.5,0,10,0.07519646652,8.465450563e-16
San Antonio,494,low_budget,0.5,0,10,0.1030016653,0
San Antonio,495,low_budget,0.5,0,10,0.03162241979,2.033963276e-16
San Antonio,496,low_budget,0.5,0,10,0.1105428012,1.214306433e-17
San Antonio,497,low_budget,0.5,0,10,0.07113956884,2.125036258e-17
San Antonio,498,low_budget,0.5,0,10,0.05585072052,3.544256902e-16
San Antonio,499,low_budget,0.5,0,10,0.02039997878,9.410874857e-17
San Antonio,500,low_budget,0.5,0,10,0.1908353942,0
San Antonio,501,low_budget,0.5,0,10,0.1747662448,6.505213035e-17
San Antonio,502,low_budget,0.5,0,10,0.1647850241,6.635317296e-16
San Antonio,503,low_budget,0.5,0,10,0.06183481427,0
San Antonio,504,low_budget,0.5,0,10,0.06104590729,1.045170894e-16
San Antonio,505,low_budget,0.5,0,10,0.07536961009,6.444497713e-16
San Antonio,506,low_budget,0.5,0,10,0.005707794791,9.432558901e-18
San Antonio,507,low_budget,0.5,0,10,0.1780165678,2.923876419e-15
San Antonio,508,low_budget,0.5,0,10,0.163174589,1.44242257e-15
San Antonio,509,low_budget,0.5,0,10,0.06073963315,3.469446952e-18
Austin,478,scarce_and_late,0.5,2,10,0.07295715764,7.41594286e-16
Austin,479,scarce_and_late,0.5,2,10,0.1013258718,0
Austin,480,scarce_and_late,0.5,2,10,0.0726455456,0
Austin,481,scarce_and_late,0.5,2,10,0.03121949667,1.495114796e-16
Austin,482,scarce_and_late,0.5,2,10,0.1058700359,0
Austin,483,scarce_and_late,0.5,2,10,0.05145277718,5.286569793e-16
Austin,484,scarce_and_late,0.5,2,10,0.07148098493,1.040834086e-17
Austin,485,scarce_and_late,0.5,2,10,0.1063863006,0
Austin,486,scarce_and_late,0.5,2,10,0.1441635112,0
Austin,487,scarce_and_late,0.5,2,10,0.1239681507,0
Austin,488,scarce_and_late,0.5,2,10,0.04763736917,4.076600169e-17
Austin,489,scarce_and_late,0.5,2,10,0.02220496831,2.406928823e-16
Austin,490,scarce_and_late,0.5,2,10,0.06024345179,0
Austin,491,scarce_and_late,0.5,2,10,0.01392813099,4.878909776e-18
Austin,492,scarce_and_late,0.5,2,10,0.07585080507,6.904199434e-16
Chicago,145,scarce_and_late,0.5,2,10,0.2461535902,3.989863995e-17
Chicago,146,scarce_and_late,0.5,2,10,0.08020000318,0
Chicago,147,scarce_and_late,0.5,2,10,0.07603345713,0
Chicago,149,scarce_and_late,0.5,2,10,0.03252734303,1.040834086e-17
Chicago,150,scarce_and_late,0.5,2,10,0.1731650828,2.168404345e-18
Chicago,152,scarce_and_late,0.5,2,10,0.1506849641,1.328147661e-16
Chicago,153,scarce_and_late,0.5,2,10,0.8490635319,1.487872325e-14
Chicago,154,scarce_and_late,0.5,2,10,0.09079184145,3.903127821e-17
Chicago,155,scarce_and_late,0.5,2,10,0.2843411514,0
Chicago,156,scarce_and_late,0.5,2,10,0.1564524269,3.247836028e-15
Chicago,157,scarce_and_late,0.5,2,10,0.6038665152,0
Chicago,158,scarce_and_late,0.5,2,10,0.4877241604,1.127570259e-16
Chicago,159,scarce_and_late,0.5,2,10,0.3003597644,4.136881809e-15
Dallas,55,scarce_and_late,0.5,2,10,0.2611682016,4.163336342e-17
Dallas,56,scarce_and_late,0.5,2,10,0.234737261,4.943961907e-16
Dallas,57,scarce_and_late,0.5,2,10,0.2293668865,4.163336342e-17
Dallas,58,scarce_and_late,0.5,2,10,0.2640791649,2.081668171e-17
Dallas,59,scarce_and_late,0.5,2,10,0.2679284788,0
Dallas,60,scarce_and_late,0.5,2,10,0.3012049063,0
Dallas,61,scarce_and_late,0.5,2,10,0.269121429,1.207367539e-15
Dallas,62,scarce_and_late,0.5,2,10,0.09865001171,6.938893904e-18
Dallas,63,scarce_and_late,0.5,2,10,0.161640754,2.602085214e-18
Dallas,64,scarce_and_late,0.5,2,10,0.2205700542,8.326672685e-17
Houston,52,scarce_and_late,0.5,2,10,0.0752487334,0
Houston,60,scarce_and_late,0.5,2,10,0.3121732546,4.857225733e-15
Houston,61,scarce_and_late,0.5,2,10,0.3225185341,8.500145032e-16
Houston,62,scarce_and_late,0.5,2,10,0.3504258473,3.205768984e-15
New York,98,scarce_and_late,0.5,2,10,0.1798055496,0
New York,99,scarce_and_late,0.5,2,10,0.4215956165,8.283304598e-17
New York,100,scarce_and_late,0.5,2,10,0.4711867048,0
New York,101,scarce_and_late,0.5,2,10,0.4711867048,3.426078865e-17
New York,102,scarce_and_late,0.5,2,10,0.9055558445,0
New York,103,scarce_and_late,0.5,2,10,1.279760649,1.768550584e-14
New York,104,scarce_and_late,0.5,2,10,2.085515632,1.526556659e-16
New York,105,scarce_and_late,0.5,2,10,0.6667658652,2.328692794e-14
New York,106,scarce_and_late,0.5,2,10,0.4304981928,1.162264729e-16
New York,107,scarce_and_late,0.5,2,10,1.343356332,2.081668171e-16
New York,108,scarce_and_late,0.5,2,10,1.185480752,9.161074677e-15
New York,109,scarce_and_late,0.5,2,10,2.910361887,0
New York,110,scarce_and_late,0.5,2,10,2.01440543,1.449187992e-14
New York,111,scarce_and_late,0.5,2,10,0.9298678913,2.70894418e-14
New York,112,scarce_and_late,0.5,2,10,0.163527915,1.170938346e-17
New York,113,scarce_and_late,0.5,2,10,0.1599611836,0
New York,115,scarce_and_late,0.5,2,10,0.07608539494,1.170938346e-17
New York,116,scarce_and_late,0.5,2,10,0.07608539494,3.694961004e-16
New York,117,scarce_and_late,0.5,2,10,0.07608539494,1.006139616e-16
New York,119,scarce_and_late,0.5,2,10,0.1923249033,1.335737077e-15
New York,120,scarce_and_late,0.5,2,10,0.1923249033,1.604619215e-16
New York,121,scarce_and_late,0.5,2,10,1.753955322,2.376571162e-14
New York,122,scarce_and_late,0.5,2,10,1.185774975,4.371503159e-16
New York,123,scarce_and_late,0.5,2,10,0.8313921966,2.153225515e-16
Philadelphia,640,scarce_and_late,0.5,2,10,0.02064101168,3.610393234e-17
Philadelphia,641,scarce_and_late,0.5,2,10,0.01091354722,9.974659987e-18
Philadelphia,642,scarce_and_late,0.5,2,10,0.01052448003,1.409462824e-18
Philadelphia,643,scarce_and_late,0.5,2,10,0.05252267193,0
Philadelphia,644,scarce_and_late,0.5,2,10,0.2525584709,0
Philadelphia,645,scarce_and_late,0.5,2,10,0.1953429183,3.664603343e-16
Philadelphia,646,scarce_and_late,0.5,2,10,0.0476819935,5.204170428e-18
Philadelphia,647,scarce_and_late,0.5,2,10,0.02594118953,1.127570259e-17
Philadelphia,648,scarce_and_late,0.5,2,10,0.2037708568,0
Philadelphia,649,scarce_and_late,0.5,2,10,0.1556470399,0
Philadelphia,650,scarce_and_late,0.5,2,10,0.05704451517,0
Philadelphia,651,scarce_and_late,0.5,2,10,0.2148365059,5.095750211e-17
Philadelphia,652,scarce_and_late,0.5,2,10,0.1835691066,0
Philadelphia,653,scarce_and_late,0.5,2,10,0.09069012756,8.361367154e-16
Philadelphia,654,scarce_and_late,0.5,2,10,0.2132887177,4.380176777e-17
Philadelphia,655,scarce_and_late,0.5,2,10,0.1488381652,4.026293188e-15
Philadelphia,656,scarce_and_late,0.5,2,10,0.3429010292,7.849623729e-17
Philadelphia,657,scarce_and_late,0.5,2,10,0.11785234,2.54006885e-15
Philadelphia,658,scarce_and_late,0.5,2,10,0.06245538235,5.564125549e-16
Philadelphia,659,scarce_and_late,0.5,2,10,0.1039515627,2.402592014e-16
San Antonio,491,scarce_and_late,0.5,2,10,0.05525201773,6.548581122e-16
San Antonio,492,scarce_and_late,0.5,2,10,0.0898806559,1.216908518e-15
San Antonio,493,scarce_and_late,0.5,2,10,0.07519646652,7.383416795e-16
San Antonio,494,scarce_and_late,0.5,2,10,0.1030016653,2.602085214e-18
San Antonio,495,scarce_and_late,0.5,2,10,0.03162241979,1.421389048e-16
San Antonio,496,scarce_and_late,0.5,2,10,0.1105428012,3.07913417e-17
San Antonio,497,scarce_and_late,0.5,2,10,0.07113956884,1.561251128e-17
San Antonio,498,scarce_and_late,0.5,2,10,0.05585072052,2.237793284e-16
San Antonio,499,scarce_and_late,0.5,2,10,0.02039997878,5.323432667e-17
San Antonio,500,scarce_and_late,0.5,2,10,0.1908353942,3.035766083e-17
San Antonio,501,scarce_and_late,0.5,2,10,0.1747662448,6.505213035e-17
San Antonio,502,scarce_and_late,0.5,2,10,0.1647850241,5.581472784e-16
San Antonio,503,scarce_and_late,0.5,2,10,0.06183481427,0
San Antonio,504,scarce_and_late,0.5,2,10,0.06104590729,9.974659987e-18
San Antonio,505,scarce_and_late,0.5,2,10,0.07536961009,4.482091781e-16
San Antonio,506,scarce_and_late,0.5,2,10,0.005707794791,6.938893904e-18
San Antonio,507,scarce_and_late,0.5,2,10,0.1780165678,2.210471389e-15
San Antonio,508,scarce_and_late,0.5,2,10,0.163174589,2.420806611e-15
San Antonio,509,scarce_and_late,0.5,2,10,0.06073963315,0
