city,event_id,event_start,policy_scenario,budget_scale,delay_add_hours,policy_score,allocated_cost,value_proxy,selected_segment_count,selected_action_count,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,oracle_value_proxy,relative_to_greedy_oracle,value_proxy_vs_lp_recoverable_fraction
Dallas,59,2019-04-23 19:00:00,high_budget,2,0,activated_bottleneck_law,10.71713915,0.1148300393,536,483,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.1148300393,1,1.748143944
Dallas,59,2019-04-23 19:00:00,high_budget,2,0,exposure_only,10.71713915,0.09223818645,666,666,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.1148300393,0.8032583377,1.404211199
Dallas,59,2019-04-23 19:00:00,high_budget,2,0,deficit_only,10.71713915,0.09076798577,666,666,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.1148300393,0.7904550618,1.38182923
Dallas,59,2019-04-23 19:00:00,high_budget,2,0,structure_only,10.71713915,0.06006112454,638,638,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.1148300393,0.5230436646,0.914355615
Dallas,59,2019-04-23 19:00:00,high_budget,2,0,random_positive,10.71713915,0.02567889382,886,872,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.1148300393,0.2236252289,0.3909290898
Dallas,59,2019-04-23 19:00:00,delay_2h,1,2,greedy_oracle,5.358569577,0.05408689737,340,329,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05408689737,1,0.8234054672
Dallas,59,2019-04-23 19:00:00,delay_2h,1,2,activated_bottleneck_law,5.358569577,0.05408689737,340,329,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05408689737,1,0.8234054672
Dallas,59,2019-04-23 19:00:00,delay_2h,1,2,exposure_only,5.358569577,0.04305895453,328,328,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05408689737,0.796106943,0.6555188093
Dallas,59,2019-04-23 19:00:00,delay_2h,1,2,deficit_only,5.358569577,0.04231569753,326,326,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05408689737,0.7823650382,0.6442036498
Dallas,59,2019-04-23 19:00:00,delay_2h,1,2,structure_only,5.358569577,0.02747613513,343,343,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05408689737,0.5079998385,0.4182898444
Dallas,59,2019-04-23 19:00:00,delay_2h,1,2,random_positive,5.358569577,0.01095470461,466,462,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05408689737,0.2025389723,0.1667716971
Dallas,59,2019-04-23 19:00:00,delay_4h,1,4,greedy_oracle,5.358569577,0.04409196742,510,482,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.04409196742,1,0.6712451406
Dallas,59,2019-04-23 19:00:00,delay_4h,1,4,activated_bottleneck_law,5.358569577,0.04409196742,510,482,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.04409196742,1,0.6712451406
Dallas,59,2019-04-23 19:00:00,delay_4h,1,4,exposure_only,5.358569577,0.03550775024,340,340,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.04409196742,0.8053110877,0.5405611543
Dallas,59,2019-04-23 19:00:00,delay_4h,1,4,deficit_only,5.358569577,0.03481411433,338,338,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.04409196742,0.7895795169,0.5300014138
Dallas,59,2019-04-23 19:00:00,delay_4h,1,4,structure_only,5.358569577,0.0232168513,337,337,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.04409196742,0.5265551223,0.3534475671
Dallas,59,2019-04-23 19:00:00,delay_4h,1,4,random_positive,5.358569577,0.009037946033,484,478,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.04409196742,0.2049794228,0.1375914415
Dallas,59,2019-04-23 19:00:00,scarce_and_late,0.5,2,greedy_oracle,2.679284788,0.02998500402,154,153,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.02998500402,1,0.4564842401
Dallas,59,2019-04-23 19:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,2.679284788,0.02998500402,154,153,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.02998500402,1,0.4564842401
Dallas,59,2019-04-23 19:00:00,scarce_and_late,0.5,2,exposure_only,2.679284788,0.02349767511,160,160,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.02998500402,0.7836475557,0.357722759
Dallas,59,2019-04-23 19:00:00,scarce_and_late,0.5,2,deficit_only,2.679284788,0.0232405515,160,160,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.02998500402,0.7750724824,0.3538083732
Dallas,59,2019-04-23 19:00:00,scarce_and_late,0.5,2,structure_only,2.679284788,0.01371547394,170,170,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.02998500402,0.457411109,0.2088009625
Dallas,59,2019-04-23 19:00:00,scarce_and_late,0.5,2,random_positive,2.679284788,0.005712671932,241,239,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.02998500402,0.190517631,0.08696829601
Dallas,60,2019-04-24 11:00:00,base,1,0,greedy_oracle,6.024098126,0.07239293644,232,212,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.07239293644,1,1
Dallas,60,2019-04-24 11:00:00,base,1,0,activated_bottleneck_law,6.024098126,0.07239293644,232,212,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.07239293644,1,1
Dallas,60,2019-04-24 11:00:00,base,1,0,exposure_only,6.024098126,0.0565829114,317,317,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.07239293644,0.7816081814,0.7816081814
Dallas,60,2019-04-24 11:00:00,base,1,0,deficit_only,6.024098126,0.05530041976,320,320,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.07239293644,0.7638924801,0.7638924801
Dallas,60,2019-04-24 11:00:00,base,1,0,structure_only,6.024098126,0.03287756638,345,345,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.07239293644,0.4541543415,0.4541543415
Dallas,60,2019-04-24 11:00:00,base,1,0,random_positive,6.024098126,0.01527775785,443,438,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.07239293644,0.2110393444,0.2110393444
Dallas,60,2019-04-24 11:00:00,low_budget,0.5,0,greedy_oracle,3.012049063,0.04012039799,110,106,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.04012039799,1,0.5542032132
Dallas,60,2019-04-24 11:00:00,low_budget,0.5,0,activated_bottleneck_law,3.012049063,0.04012039799,110,106,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.04012039799,1,0.5542032132
Dallas,60,2019-04-24 11:00:00,low_budget,0.5,0,exposure_only,3.012049063,0.02995209486,158,158,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.04012039799,0.7465552777,0.4137433337
Dallas,60,2019-04-24 11:00:00,low_budget,0.5,0,deficit_only,3.012049063,0.02995566004,155,155,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.04012039799,0.7466441396,0.4137925813
Dallas,60,2019-04-24 11:00:00,low_budget,0.5,0,structure_only,3.012049063,0.01702546476,174,174,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.04012039799,0.4243593188,0.235181298
Dallas,60,2019-04-24 11:00:00,low_budget,0.5,0,random_positive,3.012049063,0.007200678482,215,213,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.04012039799,0.1794767461,0.09946658936
Dallas,60,2019-04-24 11:00:00,high_budget,2,0,greedy_oracle,12.04819625,0.1265532735,536,483,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.1265532735,1,1.748143944
Dallas,60,2019-04-24 11:00:00,high_budget,2,0,activated_bottleneck_law,12.04819625,0.1265532735,536,483,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.1265532735,1,1.748143944
Dallas,60,2019-04-24 11:00:00,high_budget,2,0,exposure_only,12.04819625,0.1016549721,666,666,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.1265532735,0.8032583377,1.404211199
Dallas,60,2019-04-24 11:00:00,high_budget,2,0,deficit_only,12.04819625,0.09984446259,662,662,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.1265532735,0.7889520347,1.379201722
Dallas,60,2019-04-24 11:00:00,high_budget,2,0,structure_only,12.04819625,0.06619288792,638,638,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.1265532735,0.5230436646,0.914355615
Dallas,60,2019-04-24 11:00:00,high_budget,2,0,random_positive,12.04819625,0.02993491707,863,844,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.1265532735,0.2365400455,0.4135060482
Dallas,60,2019-04-24 11:00:00,delay_2h,1,2,greedy_oracle,6.024098126,0.05960873965,340,329,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.05960873965,1,0.8234054672
Dallas,60,2019-04-24 11:00:00,delay_2h,1,2,activated_bottleneck_law,6.024098126,0.05960873965,340,329,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.05960873965,1,0.8234054672
Dallas,60,2019-04-24 11:00:00,delay_2h,1,2,exposure_only,6.024098126,0.0474549315,328,328,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.05960873965,0.796106943,0.6555188093
Dallas,60,2019-04-24 11:00:00,delay_2h,1,2,deficit_only,6.024098126,0.04674971988,326,326,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.05960873965,0.7842762681,0.6457773669
Dallas,60,2019-04-24 11:00:00,delay_2h,1,2,structure_only,6.024098126,0.03028123012,343,343,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.05960873965,0.5079998385,0.4182898444
Dallas,60,2019-04-24 11:00:00,delay_2h,1,2,random_positive,6.024098126,0.01308240168,451,447,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.05960873965,0.2194712011,0.1807137868
Dallas,60,2019-04-24 11:00:00,delay_4h,1,4,greedy_oracle,6.024098126,0.0485934068,510,482,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.0485934068,1,0.6712451406
Dallas,60,2019-04-24 11:00:00,delay_4h,1,4,activated_bottleneck_law,6.024098126,0.0485934068,510,482,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.0485934068,1,0.6712451406
Dallas,60,2019-04-24 11:00:00,delay_4h,1,4,exposure_only,6.024098126,0.03913280929,340,340,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.0485934068,0.8053110877,0.5405611543
Dallas,60,2019-04-24 11:00:00,delay_4h,1,4,deficit_only,6.024098126,0.03829743222,339,339,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.0485934068,0.7881199269,0.5290216712
Dallas,60,2019-04-24 11:00:00,delay_4h,1,4,structure_only,6.024098126,0.02558710726,337,337,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.0485934068,0.5265551223,0.3534475671
Dallas,60,2019-04-24 11:00:00,delay_4h,1,4,random_positive,6.024098126,0.01060460388,453,446,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.0485934068,0.2182313317,0.1464867209
Dallas,60,2019-04-24 11:00:00,scarce_and_late,0.5,2,greedy_oracle,3.012049063,0.03304623458,154,153,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.03304623458,1,0.4564842401
Dallas,60,2019-04-24 11:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,3.012049063,0.03304623458,154,153,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.03304623458,1,0.4564842401
Dallas,60,2019-04-24 11:00:00,scarce_and_late,0.5,2,exposure_only,3.012049063,0.02589660095,160,160,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.03304623458,0.7836475557,0.357722759
Dallas,60,2019-04-24 11:00:00,scarce_and_late,0.5,2,deficit_only,3.012049063,0.02549245036,160,160,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.03304623458,0.7714177026,0.3521400238
Dallas,60,2019-04-24 11:00:00,scarce_and_late,0.5,2,structure_only,3.012049063,0.01511571481,170,170,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.03304623458,0.457411109,0.2088009625
Dallas,60,2019-04-24 11:00:00,scarce_and_late,0.5,2,random_positive,3.012049063,0.0065814013,218,216,0.6434381403,0.07239293644,0.06215555493,0.041338605,0.03304623458,0.199157374,0.09091220253
Dallas,61,2019-04-24 15:00:00,base,1,0,greedy_oracle,5.38242858,0.05991398588,232,212,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.05991398588,1,1
Dallas,61,2019-04-24 15:00:00,base,1,0,activated_bottleneck_law,5.38242858,0.05991398588,232,212,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.05991398588,1,1
Dallas,61,2019-04-24 15:00:00,base,1,0,exposure_only,5.38242858,0.04682926155,317,317,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.05991398588,0.7816081814,0.7816081814
Dallas,61,2019-04-24 15:00:00,base,1,0,deficit_only,5.38242858,0.04610011874,319,319,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.05991398588,0.7694383551,0.7694383551
Dallas,61,2019-04-24 15:00:00,base,1,0,structure_only,5.38242858,0.0272101968,345,345,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.05991398588,0.4541543415,0.4541543415
Dallas,61,2019-04-24 15:00:00,base,1,0,random_positive,5.38242858,0.0122035854,440,438,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.05991398588,0.2036850865,0.2036850865
Dallas,61,2019-04-24 15:00:00,low_budget,0.5,0,greedy_oracle,2.69121429,0.03320452349,110,106,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.03320452349,1,0.5542032132
Dallas,61,2019-04-24 15:00:00,low_budget,0.5,0,activated_bottleneck_law,2.69121429,0.03320452349,110,106,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.03320452349,1,0.5542032132
Dallas,61,2019-04-24 15:00:00,low_budget,0.5,0,exposure_only,2.69121429,0.02478901225,158,158,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.03320452349,0.7465552777,0.4137433337
Dallas,61,2019-04-24 15:00:00,low_budget,0.5,0,deficit_only,2.69121429,0.02444661044,155,155,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.03320452349,0.7362433751,0.4080284442
Dallas,61,2019-04-24 15:00:00,low_budget,0.5,0,structure_only,2.69121429,0.01409064897,174,174,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.03320452349,0.4243593188,0.235181298
Dallas,61,2019-04-24 15:00:00,low_budget,0.5,0,random_positive,2.69121429,0.005752419158,225,225,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.03320452349,0.1732420331,0.0960112914
Dallas,61,2019-04-24 15:00:00,high_budget,2,0,greedy_oracle,10.76485716,0.1047382716,536,483,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.1047382716,1,1.748143944
Dallas,61,2019-04-24 15:00:00,high_budget,2,0,activated_bottleneck_law,10.76485716,0.1047382716,536,483,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.1047382716,1,1.748143944
Dallas,61,2019-04-24 15:00:00,high_budget,2,0,exposure_only,10.76485716,0.08413188994,666,666,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.1047382716,0.8032583377,1.404211199
Dallas,61,2019-04-24 15:00:00,high_budget,2,0,deficit_only,10.76485716,0.08270144087,667,667,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.1047382716,0.7896009701,1.380336154
Dallas,61,2019-04-24 15:00:00,high_budget,2,0,structure_only,10.76485716,0.05478268941,638,638,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.1047382716,0.5230436646,0.914355615
Dallas,61,2019-04-24 15:00:00,high_budget,2,0,random_positive,10.76485716,0.02446995613,883,865,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.1047382716,0.2336295582,0.4084180975
Dallas,61,2019-04-24 15:00:00,delay_2h,1,2,greedy_oracle,5.38242858,0.04933350354,340,329,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04933350354,1,0.8234054672
Dallas,61,2019-04-24 15:00:00,delay_2h,1,2,activated_bottleneck_law,5.38242858,0.04933350354,340,329,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04933350354,1,0.8234054672
Dallas,61,2019-04-24 15:00:00,delay_2h,1,2,exposure_only,5.38242858,0.03927474469,328,328,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04933350354,0.796106943,0.6555188093
Dallas,61,2019-04-24 15:00:00,delay_2h,1,2,deficit_only,5.38242858,0.03876447436,327,327,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04933350354,0.7857636613,0.6470020946
Dallas,61,2019-04-24 15:00:00,delay_2h,1,2,structure_only,5.38242858,0.02506141183,343,343,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04933350354,0.5079998385,0.4182898444
Dallas,61,2019-04-24 15:00:00,delay_2h,1,2,random_positive,5.38242858,0.01141698225,460,456,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04933350354,0.2314245174,0.1905562129
Dallas,61,2019-04-24 15:00:00,delay_4h,1,4,greedy_oracle,5.38242858,0.04021697188,510,482,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04021697188,1,0.6712451406
Dallas,61,2019-04-24 15:00:00,delay_4h,1,4,activated_bottleneck_law,5.38242858,0.04021697188,510,482,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04021697188,1,0.6712451406
Dallas,61,2019-04-24 15:00:00,delay_4h,1,4,exposure_only,5.38242858,0.03238717337,340,340,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04021697188,0.8053110877,0.5405611543
Dallas,61,2019-04-24 15:00:00,delay_4h,1,4,deficit_only,5.38242858,0.03175449723,338,338,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04021697188,0.7895795169,0.5300014138
Dallas,61,2019-04-24 15:00:00,delay_4h,1,4,structure_only,5.38242858,0.02117645255,337,337,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04021697188,0.5265551223,0.3534475671
Dallas,61,2019-04-24 15:00:00,delay_4h,1,4,random_positive,5.38242858,0.009402250052,461,452,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.04021697188,0.2337881151,0.1569291362
Dallas,61,2019-04-24 15:00:00,scarce_and_late,0.5,2,greedy_oracle,2.69121429,0.02734979032,154,153,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02734979032,1,0.4564842401
Dallas,61,2019-04-24 15:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,2.69121429,0.02734979032,154,153,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02734979032,1,0.4564842401
Dallas,61,2019-04-24 15:00:00,scarce_and_late,0.5,2,exposure_only,2.69121429,0.02143259633,160,160,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02734979032,0.7836475557,0.357722759
Dallas,61,2019-04-24 15:00:00,scarce_and_late,0.5,2,deficit_only,2.69121429,0.0207673151,159,159,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02734979032,0.7593226442,0.3466188202
Dallas,61,2019-04-24 15:00:00,scarce_and_late,0.5,2,structure_only,2.69121429,0.01251009792,170,170,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02734979032,0.457411109,0.2088009625
Dallas,61,2019-04-24 15:00:00,scarce_and_late,0.5,2,random_positive,2.69121429,0.005853503136,225,225,0.6946419693,0.05991398588,0.06215555493,0.352362395,0.02734979032,0.2140236934,0.09769844302
Dallas,62,2019-04-28 01:00:00,base,1,0,greedy_oracle,1.973000234,0.08928583376,232,212,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.08928583376,1,1.002503017
Dallas,62,2019-04-28 01:00:00,base,1,0,activated_bottleneck_law,1.973000234,0.08928583376,232,212,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.08928583376,1,1.002503017
Dallas,62,2019-04-28 01:00:00,base,1,0,exposure_only,1.973000234,0.06978653815,317,317,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.08928583376,0.7816081814,0.7835645602
Dallas,62,2019-04-28 01:00:00,base,1,0,deficit_only,1.973000234,0.0683080617,323,323,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.08928583376,0.7650492673,0.7669641989
Dallas,62,2019-04-28 01:00:00,base,1,0,structure_only,1.973000234,0.04054954903,345,345,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.08928583376,0.4541543415,0.4552910976
Dallas,62,2019-04-28 01:00:00,base,1,0,random_positive,1.973000234,0.01700565892,448,441,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.08928583376,0.1904631251,0.1909398576
Dallas,62,2019-04-28 01:00:00,low_budget,0.5,0,greedy_oracle,0.9865001171,0.04948249596,110,106,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04948249596,1,0.5555903934
Dallas,62,2019-04-28 01:00:00,low_budget,0.5,0,activated_bottleneck_law,0.9865001171,0.04948249596,110,106,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04948249596,1,0.5555903934
Dallas,62,2019-04-28 01:00:00,low_budget,0.5,0,exposure_only,0.9865001171,0.03694141851,158,158,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04948249596,0.7465552777,0.4147789404
Dallas,62,2019-04-28 01:00:00,low_budget,0.5,0,deficit_only,0.9865001171,0.03578314895,157,157,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04948249596,0.7231476153,0.4017738681
Dallas,62,2019-04-28 01:00:00,low_budget,0.5,0,structure_only,0.9865001171,0.02099835828,174,174,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04948249596,0.4243593188,0.2357699609
Dallas,62,2019-04-28 01:00:00,low_budget,0.5,0,random_positive,0.9865001171,0.00847775605,227,227,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04948249596,0.1713283836,0.09518840405
Dallas,62,2019-04-28 01:00:00,high_budget,2,0,greedy_oracle,3.946000468,0.1560844896,536,483,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.1560844896,1,1.752519579
Dallas,62,2019-04-28 01:00:00,high_budget,2,0,activated_bottleneck_law,3.946000468,0.1560844896,536,483,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.1560844896,1,1.752519579
Dallas,62,2019-04-28 01:00:00,high_budget,2,0,exposure_only,3.946000468,0.1253761677,666,666,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.1560844896,0.8032583377,1.407725964
Dallas,62,2019-04-28 01:00:00,high_budget,2,0,deficit_only,3.946000468,0.1233537181,666,666,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.1560844896,0.790300935,1.385017862
Dallas,62,2019-04-28 01:00:00,high_budget,2,0,structure_only,3.946000468,0.08163900344,638,638,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.1560844896,0.5230436646,0.9166442628
Dallas,62,2019-04-28 01:00:00,high_budget,2,0,random_positive,3.946000468,0.03608793325,884,858,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.1560844896,0.2312076834,0.4051959919
Dallas,62,2019-04-28 01:00:00,delay_2h,1,2,greedy_oracle,1.973000234,0.07351844366,340,329,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.07351844366,1,0.8254664653
Dallas,62,2019-04-28 01:00:00,delay_2h,1,2,activated_bottleneck_law,1.973000234,0.07351844366,340,329,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.07351844366,1,0.8254664653
Dallas,62,2019-04-28 01:00:00,delay_2h,1,2,exposure_only,1.973000234,0.05852854344,328,328,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.07351844366,0.796106943,0.6571595842
Dallas,62,2019-04-28 01:00:00,delay_2h,1,2,deficit_only,1.973000234,0.05772443142,327,327,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.07351844366,0.7851693881,0.6481309995
Dallas,62,2019-04-28 01:00:00,delay_2h,1,2,structure_only,1.973000234,0.03734735751,343,343,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.07351844366,0.5079998385,0.4193368311
Dallas,62,2019-04-28 01:00:00,delay_2h,1,2,random_positive,1.973000234,0.01527543144,454,443,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.07351844366,0.2077768609,0.1715128309
Dallas,62,2019-04-28 01:00:00,delay_4h,1,4,greedy_oracle,1.973000234,0.05993268204,510,482,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.05993268204,1,0.6729252788
Dallas,62,2019-04-28 01:00:00,delay_4h,1,4,activated_bottleneck_law,1.973000234,0.05993268204,510,482,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.05993268204,1,0.6729252788
Dallas,62,2019-04-28 01:00:00,delay_4h,1,4,exposure_only,1.973000234,0.04826445336,340,340,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.05993268204,0.8053110877,0.5419141882
Dallas,62,2019-04-28 01:00:00,delay_4h,1,4,deficit_only,1.973000234,0.04707696041,340,340,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.05993268204,0.7854973082,0.5285809951
Dallas,62,2019-04-28 01:00:00,delay_4h,1,4,structure_only,1.973000234,0.03155786072,337,337,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.05993268204,0.5265551223,0.3543322525
Dallas,62,2019-04-28 01:00:00,delay_4h,1,4,random_positive,1.973000234,0.0136704901,456,442,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.05993268204,0.2280974193,0.1534925195
Dallas,62,2019-04-28 01:00:00,scarce_and_late,0.5,2,greedy_oracle,0.9865001171,0.04075757598,154,153,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04075757598,1,0.457626828
Dallas,62,2019-04-28 01:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,0.9865001171,0.04075757598,154,153,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04075757598,1,0.457626828
Dallas,62,2019-04-28 01:00:00,scarce_and_late,0.5,2,exposure_only,0.9865001171,0.03193957479,160,160,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04075757598,0.7836475557,0.3586181452
Dallas,62,2019-04-28 01:00:00,scarce_and_late,0.5,2,deficit_only,0.9865001171,0.03109680858,159,159,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04075757598,0.7629700205,0.3491555504
Dallas,62,2019-04-28 01:00:00,scarce_and_late,0.5,2,structure_only,0.9865001171,0.01864296803,170,170,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04075757598,0.457411109,0.2093235949
Dallas,62,2019-04-28 01:00:00,scarce_and_late,0.5,2,random_positive,0.9865001171,0.0076015724,220,220,0.1708659535,0.08906290776,0.01786907333,0.053149635,0.04075757598,0.1865069798,0.08535059758
Dallas,63,2019-04-28 09:00:00,base,1,0,greedy_oracle,3.232815079,0.07400008392,232,212,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.07400008392,1,1
Dallas,63,2019-04-28 09:00:00,base,1,0,activated_bottleneck_law,3.232815079,0.07400008392,232,212,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.07400008392,1,1
Dallas,63,2019-04-28 09:00:00,base,1,0,exposure_only,3.232815079,0.05783907102,317,317,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.07400008392,0.7816081814,0.7816081814
Dallas,63,2019-04-28 09:00:00,base,1,0,deficit_only,3.232815079,0.05652810763,320,320,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.07400008392,0.7638924801,0.7638924801
Dallas,63,2019-04-28 09:00:00,base,1,0,structure_only,3.232815079,0.03360745938,345,345,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.07400008392,0.4541543415,0.4541543415
Dallas,63,2019-04-28 09:00:00,base,1,0,random_positive,3.232815079,0.01637087528,462,457,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.07400008392,0.2212277935,0.2212277935
Dallas,63,2019-04-28 09:00:00,low_budget,0.5,0,greedy_oracle,1.61640754,0.04101108429,110,106,0.3377999703,0.07400008392,0.02141410712,0.005905515,0.04101108429,1,0.5542032132
