city,event_id,event_start,policy_scenario,budget_scale,delay_add_hours,policy_score,allocated_cost,value_proxy,selected_segment_count,selected_action_count,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,oracle_value_proxy,relative_to_greedy_oracle,value_proxy_vs_lp_recoverable_fraction
Austin,478,2024-07-06 17:00:00,base,1,0,greedy_oracle,1.459143153,0.1126878882,407,386,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1126878882,1,1.045406433
Austin,478,2024-07-06 17:00:00,base,1,0,activated_bottleneck_law,1.459143153,0.1126878882,407,386,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1126878882,1,1.045406433
Austin,478,2024-07-06 17:00:00,base,1,0,exposure_only,1.459143153,0.08643344868,190,190,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1126878882,0.7670163145,0.8018437893
Austin,478,2024-07-06 17:00:00,base,1,0,deficit_only,1.459143153,0.08241805377,194,194,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1126878882,0.7313834264,0.7645929388
Austin,478,2024-07-06 17:00:00,base,1,0,structure_only,1.459143153,0.04664504609,159,159,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1126878882,0.4139313182,0.4327264627
Austin,478,2024-07-06 17:00:00,base,1,0,random_positive,1.459143153,0.02108025677,267,262,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1126878882,0.1870676353,0.1955617093
Austin,478,2024-07-06 17:00:00,low_budget,0.5,0,greedy_oracle,0.7295715764,0.06518556162,191,182,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06518556162,1,0.6047269724
Austin,478,2024-07-06 17:00:00,low_budget,0.5,0,activated_bottleneck_law,0.7295715764,0.06518556162,191,182,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06518556162,1,0.6047269724
Austin,478,2024-07-06 17:00:00,low_budget,0.5,0,exposure_only,0.7295715764,0.0496111916,94,94,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06518556162,0.7610763851,0.4602434181
Austin,478,2024-07-06 17:00:00,low_budget,0.5,0,deficit_only,0.7295715764,0.04733154916,93,93,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06518556162,0.7261047996,0.4390951571
Austin,478,2024-07-06 17:00:00,low_budget,0.5,0,structure_only,0.7295715764,0.02481717857,79,79,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06518556162,0.3807158817,0.2302291625
Austin,478,2024-07-06 17:00:00,low_budget,0.5,0,random_positive,0.7295715764,0.0114315481,127,126,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06518556162,0.1753693274,0.1060505624
Austin,478,2024-07-06 17:00:00,high_budget,2,0,greedy_oracle,2.918286305,0.1913241655,763,667,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1913241655,1,1.774915801
Austin,478,2024-07-06 17:00:00,high_budget,2,0,activated_bottleneck_law,2.918286305,0.1913241655,763,667,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1913241655,1,1.774915801
Austin,478,2024-07-06 17:00:00,high_budget,2,0,exposure_only,2.918286305,0.1527785686,401,401,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1913241655,0.7985325231,1.417327993
Austin,478,2024-07-06 17:00:00,high_budget,2,0,deficit_only,2.918286305,0.1470326673,401,401,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1913241655,0.7685002414,1.364023222
Austin,478,2024-07-06 17:00:00,high_budget,2,0,structure_only,2.918286305,0.08349323141,320,300,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1913241655,0.4363966842,0.7745673703
Austin,478,2024-07-06 17:00:00,high_budget,2,0,random_positive,2.918286305,0.04223432816,535,513,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1913241655,0.220747484,0.3918081975
Austin,478,2024-07-06 17:00:00,delay_2h,1,2,greedy_oracle,1.459143153,0.1041033014,412,385,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1041033014,1,0.9657671527
Austin,478,2024-07-06 17:00:00,delay_2h,1,2,activated_bottleneck_law,1.459143153,0.1041033014,412,385,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1041033014,1,0.9657671527
Austin,478,2024-07-06 17:00:00,delay_2h,1,2,exposure_only,1.459143153,0.07991900953,199,199,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1041033014,0.7676894824,0.7414092856
Austin,478,2024-07-06 17:00:00,delay_2h,1,2,deficit_only,1.459143153,0.07511521482,197,197,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1041033014,0.7215449831,0.6968444439
Austin,478,2024-07-06 17:00:00,delay_2h,1,2,structure_only,1.459143153,0.04237646455,163,163,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1041033014,0.4070616782,0.3931267979
Austin,478,2024-07-06 17:00:00,delay_2h,1,2,random_positive,1.459143153,0.02007791791,267,262,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.1041033014,0.1928653333,0.1862630038
Austin,478,2024-07-06 17:00:00,delay_4h,1,4,greedy_oracle,1.459143153,0.0938240843,437,388,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.0938240843,1,0.8704067745
Austin,478,2024-07-06 17:00:00,delay_4h,1,4,activated_bottleneck_law,1.459143153,0.0938240843,437,388,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.0938240843,1,0.8704067745
Austin,478,2024-07-06 17:00:00,delay_4h,1,4,exposure_only,1.459143153,0.07069028594,206,206,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.0938240843,0.7534343284,0.6557943436
Austin,478,2024-07-06 17:00:00,delay_4h,1,4,deficit_only,1.459143153,0.06651376576,204,204,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.0938240843,0.7089199565,0.6170487327
Austin,478,2024-07-06 17:00:00,delay_4h,1,4,structure_only,1.459143153,0.03781085079,167,167,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.0938240843,0.4029972802,0.3507715628
Austin,478,2024-07-06 17:00:00,delay_4h,1,4,random_positive,1.459143153,0.01810571707,267,257,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.0938240843,0.1929751535,0.1679668809
Austin,478,2024-07-06 17:00:00,scarce_and_late,0.5,2,greedy_oracle,0.7295715764,0.06079380301,203,195,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06079380301,1,0.5639845929
Austin,478,2024-07-06 17:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,0.7295715764,0.06079380301,203,195,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06079380301,1,0.5639845929
Austin,478,2024-07-06 17:00:00,scarce_and_late,0.5,2,exposure_only,0.7295715764,0.04517761646,98,98,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06079380301,0.743128645,0.4191131064
Austin,478,2024-07-06 17:00:00,scarce_and_late,0.5,2,deficit_only,0.7295715764,0.04292470687,99,99,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06079380301,0.706070434,0.3982128463
Austin,478,2024-07-06 17:00:00,scarce_and_late,0.5,2,structure_only,0.7295715764,0.0229719853,82,82,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06079380301,0.3778672194,0.2131112899
Austin,478,2024-07-06 17:00:00,scarce_and_late,0.5,2,random_positive,0.7295715764,0.01063234611,128,127,0.1342685328,0.1077933755,0.02623511767,1.27165423,0.06079380301,0.1748919394,0.09863635926
Austin,479,2024-07-12 13:00:00,base,1,0,greedy_oracle,2.026517436,0.134753427,407,386,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.134753427,1,1.040186975
Austin,479,2024-07-12 13:00:00,base,1,0,activated_bottleneck_law,2.026517436,0.134753427,407,386,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.134753427,1,1.040186975
Austin,479,2024-07-12 13:00:00,base,1,0,exposure_only,2.026517436,0.1033580769,190,190,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.134753427,0.7670163145,0.7978403801
Austin,479,2024-07-12 13:00:00,base,1,0,deficit_only,2.026517436,0.09836057214,194,194,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.134753427,0.7299300236,0.7592637033
Austin,479,2024-07-12 13:00:00,base,1,0,structure_only,2.026517436,0.05577866366,159,159,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.134753427,0.4139313182,0.4305659658
Austin,479,2024-07-12 13:00:00,base,1,0,random_positive,2.026517436,0.02585318382,273,272,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.134753427,0.191855483,0.1995655746
Austin,479,2024-07-12 13:00:00,low_budget,0.5,0,greedy_oracle,1.013258718,0.07794961784,191,182,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07794961784,1,0.6017077191
Austin,479,2024-07-12 13:00:00,low_budget,0.5,0,activated_bottleneck_law,1.013258718,0.07794961784,191,182,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07794961784,1,0.6017077191
Austin,479,2024-07-12 13:00:00,low_budget,0.5,0,exposure_only,1.013258718,0.05932561336,94,94,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07794961784,0.7610763851,0.4579455357
Austin,479,2024-07-12 13:00:00,low_budget,0.5,0,deficit_only,1.013258718,0.05646222167,95,95,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07794961784,0.7243425078,0.4358424782
Austin,479,2024-07-12 13:00:00,low_budget,0.5,0,structure_only,1.013258718,0.02967665748,79,79,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07794961784,0.3807158817,0.2290796848
Austin,479,2024-07-12 13:00:00,low_budget,0.5,0,random_positive,1.013258718,0.01305916075,142,142,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07794961784,0.1675333518,0.100806111
Austin,479,2024-07-12 13:00:00,high_budget,2,0,greedy_oracle,4.053034871,0.2287875599,763,667,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.2287875599,1,1.766054082
Austin,479,2024-07-12 13:00:00,high_budget,2,0,activated_bottleneck_law,4.053034871,0.2287875599,763,667,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.2287875599,1,1.766054082
Austin,479,2024-07-12 13:00:00,high_budget,2,0,exposure_only,4.053034871,0.1826943074,401,401,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.2287875599,0.7985325231,1.410251622
Austin,479,2024-07-12 13:00:00,high_budget,2,0,deficit_only,4.053034871,0.1753735683,402,402,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.2287875599,0.7665345459,1.353741464
Austin,479,2024-07-12 13:00:00,high_budget,2,0,structure_only,4.053034871,0.0998421325,320,300,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.2287875599,0.4363966842,0.7707001456
Austin,479,2024-07-12 13:00:00,high_budget,2,0,random_positive,4.053034871,0.0479826961,510,501,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.2287875599,0.2097259839,0.3703874301
Austin,479,2024-07-12 13:00:00,delay_2h,1,2,greedy_oracle,2.026517436,0.1244878828,412,385,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.1244878828,1,0.9609453144
Austin,479,2024-07-12 13:00:00,delay_2h,1,2,activated_bottleneck_law,2.026517436,0.1244878828,412,385,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.1244878828,1,0.9609453144
Austin,479,2024-07-12 13:00:00,delay_2h,1,2,exposure_only,2.026517436,0.09556803832,199,199,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.1244878828,0.7676894824,0.737707611
Austin,479,2024-07-12 13:00:00,delay_2h,1,2,deficit_only,2.026517436,0.09028610682,197,197,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.1244878828,0.7252602003,0.6969353912
Austin,479,2024-07-12 13:00:00,delay_2h,1,2,structure_only,2.026517436,0.05067424649,163,163,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.1244878828,0.4070616782,0.3911640123
Austin,479,2024-07-12 13:00:00,delay_2h,1,2,random_positive,2.026517436,0.02228287105,280,279,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.1244878828,0.178996305,0.1720056606
Austin,479,2024-07-12 13:00:00,delay_4h,1,4,greedy_oracle,2.026517436,0.112195881,437,388,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.112195881,1,0.8660610472
Austin,479,2024-07-12 13:00:00,delay_4h,1,4,activated_bottleneck_law,2.026517436,0.112195881,437,388,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.112195881,1,0.8660610472
Austin,479,2024-07-12 13:00:00,delay_4h,1,4,exposure_only,2.026517436,0.08453222826,206,206,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.112195881,0.7534343284,0.6525201235
Austin,479,2024-07-12 13:00:00,delay_4h,1,4,deficit_only,2.026517436,0.08000635852,205,205,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.112195881,0.7130953276,0.6175840861
Austin,479,2024-07-12 13:00:00,delay_4h,1,4,structure_only,2.026517436,0.04521463489,167,167,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.112195881,0.4029972802,0.3490202465
Austin,479,2024-07-12 13:00:00,delay_4h,1,4,random_positive,2.026517436,0.0197174601,282,279,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.112195881,0.1757413902,0.1522027724
Austin,479,2024-07-12 13:00:00,scarce_and_late,0.5,2,greedy_oracle,1.013258718,0.07269790416,203,195,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07269790416,1,0.5611687563
Austin,479,2024-07-12 13:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,1.013258718,0.07269790416,203,195,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07269790416,1,0.5611687563
Austin,479,2024-07-12 13:00:00,scarce_and_late,0.5,2,exposure_only,1.013258718,0.05402389502,98,98,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07269790416,0.743128645,0.4170205775
Austin,479,2024-07-12 13:00:00,scarce_and_late,0.5,2,deficit_only,1.013258718,0.04976592877,97,97,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07269790416,0.6845579573,0.3841525375
Austin,479,2024-07-12 13:00:00,scarce_and_late,0.5,2,structure_only,1.013258718,0.0274701549,82,82,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07269790416,0.3778672194,0.2120472776
Austin,479,2024-07-12 13:00:00,scarce_and_late,0.5,2,random_positive,1.013258718,0.01131884976,148,148,0.1559423619,0.1295473124,0.02521753832,0.01574804,0.07269790416,0.1556970575,0.08737232411
Austin,480,2024-07-12 15:00:00,base,1,0,greedy_oracle,1.452910912,0.1286427406,407,386,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1286427406,1,1.030679819
Austin,480,2024-07-12 15:00:00,base,1,0,activated_bottleneck_law,1.452910912,0.1286427406,407,386,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1286427406,1,1.030679819
Austin,480,2024-07-12 15:00:00,base,1,0,exposure_only,1.452910912,0.0986710808,190,190,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1286427406,0.7670163145,0.7905482366
Austin,480,2024-07-12 15:00:00,base,1,0,deficit_only,1.452910912,0.09388834257,194,194,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1286427406,0.7298378604,0.7522291542
Austin,480,2024-07-12 15:00:00,base,1,0,structure_only,1.452910912,0.0532492592,159,159,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1286427406,0.4139313182,0.4266306563
Austin,480,2024-07-12 15:00:00,base,1,0,random_positive,1.452910912,0.02161134683,278,272,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1286427406,0.1679950748,0.1731491333
Austin,480,2024-07-12 15:00:00,low_budget,0.5,0,greedy_oracle,0.726455456,0.07441482338,191,182,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.07441482338,1,0.5962081992
Austin,480,2024-07-12 15:00:00,low_budget,0.5,0,activated_bottleneck_law,0.726455456,0.07441482338,191,182,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.07441482338,1,0.5962081992
Austin,480,2024-07-12 15:00:00,low_budget,0.5,0,exposure_only,0.726455456,0.05663536478,94,94,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.07441482338,0.7610763851,0.453759981
Austin,480,2024-07-12 15:00:00,low_budget,0.5,0,deficit_only,0.726455456,0.05390181979,95,95,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.07441482338,0.7243425078,0.4318589422
Austin,480,2024-07-12 15:00:00,low_budget,0.5,0,structure_only,0.726455456,0.02833090509,79,79,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.07441482338,0.3807158817,0.2269859302
Austin,480,2024-07-12 15:00:00,low_budget,0.5,0,random_positive,0.726455456,0.01038025249,147,147,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.07441482338,0.1394917305,0.08316611344
Austin,480,2024-07-12 15:00:00,high_budget,2,0,greedy_oracle,2.905821824,0.2184126918,763,667,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.2184126918,1,1.749912608
Austin,480,2024-07-12 15:00:00,high_budget,2,0,activated_bottleneck_law,2.905821824,0.2184126918,763,667,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.2184126918,1,1.749912608
Austin,480,2024-07-12 15:00:00,high_budget,2,0,exposure_only,2.905821824,0.1744096379,401,401,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.2184126918,0.7985325231,1.39736213
Austin,480,2024-07-12 15:00:00,high_budget,2,0,deficit_only,2.905821824,0.1668502642,402,402,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.2184126918,0.7639220174,1.33679677
Austin,480,2024-07-12 15:00:00,high_budget,2,0,structure_only,2.905821824,0.09531457449,320,300,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.2184126918,0.4363966842,0.7636560598
Austin,480,2024-07-12 15:00:00,high_budget,2,0,random_positive,2.905821824,0.04703120666,541,525,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.2184126918,0.2153318393,0.3768119006
Austin,480,2024-07-12 15:00:00,delay_2h,1,2,greedy_oracle,1.452910912,0.1188427098,412,385,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1188427098,1,0.9521624159
Austin,480,2024-07-12 15:00:00,delay_2h,1,2,activated_bottleneck_law,1.452910912,0.1188427098,412,385,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1188427098,1,0.9521624159
Austin,480,2024-07-12 15:00:00,delay_2h,1,2,exposure_only,1.452910912,0.09123429838,199,199,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1188427098,0.7676894824,0.7309650722
Austin,480,2024-07-12 15:00:00,delay_2h,1,2,deficit_only,1.452910912,0.08578491426,199,199,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1188427098,0.7218357305,0.687304853
Austin,480,2024-07-12 15:00:00,delay_2h,1,2,structure_only,1.452910912,0.04837631289,163,163,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1188427098,0.4070616782,0.3875888309
Austin,480,2024-07-12 15:00:00,delay_2h,1,2,random_positive,1.452910912,0.02084189579,285,277,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1188427098,0.1753737846,0.1669843264
Austin,480,2024-07-12 15:00:00,delay_4h,1,4,greedy_oracle,1.452910912,0.1071081155,437,388,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1071081155,1,0.8581453768
Austin,480,2024-07-12 15:00:00,delay_4h,1,4,activated_bottleneck_law,1.452910912,0.1071081155,437,388,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1071081155,1,0.8581453768
Austin,480,2024-07-12 15:00:00,delay_4h,1,4,exposure_only,1.452910912,0.08069893106,206,206,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1071081155,0.7534343284,0.6465561857
Austin,480,2024-07-12 15:00:00,delay_4h,1,4,deficit_only,1.452910912,0.07636343012,205,205,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1071081155,0.7129565279,0.6118203483
Austin,480,2024-07-12 15:00:00,delay_4h,1,4,structure_only,1.452910912,0.04316427922,167,167,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1071081155,0.4029972802,0.3458302528
Austin,480,2024-07-12 15:00:00,delay_4h,1,4,random_positive,1.452910912,0.02175328408,283,273,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.1071081155,0.2030965066,0.1742863282
Austin,480,2024-07-12 15:00:00,scarce_and_late,0.5,2,greedy_oracle,0.726455456,0.06940126005,203,195,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.06940126005,1,0.5560397566
Austin,480,2024-07-12 15:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,0.726455456,0.06940126005,203,195,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.06940126005,1,0.5560397566
Austin,480,2024-07-12 15:00:00,scarce_and_late,0.5,2,exposure_only,0.726455456,0.05157406435,98,98,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.06940126005,0.743128645,0.4132090709
Austin,480,2024-07-12 15:00:00,scarce_and_late,0.5,2,deficit_only,0.726455456,0.04895812703,97,97,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.06940126005,0.7054357081,0.3922502994
Austin,480,2024-07-12 15:00:00,scarce_and_late,0.5,2,structure_only,0.726455456,0.02622446116,82,82,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.06940126005,0.3778672194,0.2101091967
Austin,480,2024-07-12 15:00:00,scarce_and_late,0.5,2,random_positive,0.726455456,0.0095764422,147,145,0.1171135872,0.1248134854,0.0164342092,0.05118113,0.06940126005,0.1379865754,0.07672602177
Austin,481,2024-07-13 14:00:00,base,1,0,greedy_oracle,0.6243899333,0.1437786308,309,296,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1437786308,1,1.036632781
Austin,481,2024-07-13 14:00:00,base,1,0,activated_bottleneck_law,0.6243899333,0.1437786308,309,296,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1437786308,1,1.036632781
Austin,481,2024-07-13 14:00:00,base,1,0,exposure_only,0.6243899333,0.1097917118,162,162,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1437786308,0.76361634,0.79158973
Austin,481,2024-07-13 14:00:00,base,1,0,deficit_only,0.6243899333,0.1023275492,157,157,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1437786308,0.7117020705,0.7377736965
Austin,481,2024-07-13 14:00:00,base,1,0,structure_only,0.6243899333,0.05923684149,117,117,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1437786308,0.4120003172,0.4270930345
Austin,481,2024-07-13 14:00:00,base,1,0,random_positive,0.6243899333,0.02515596698,183,182,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1437786308,0.1749631836,0.1813725716
Austin,481,2024-07-13 14:00:00,low_budget,0.5,0,greedy_oracle,0.3121949667,0.08201044992,141,132,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.08201044992,1,0.5912889857
Austin,481,2024-07-13 14:00:00,low_budget,0.5,0,activated_bottleneck_law,0.3121949667,0.08201044992,141,132,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.08201044992,1,0.5912889857
Austin,481,2024-07-13 14:00:00,low_budget,0.5,0,exposure_only,0.3121949667,0.06261148061,77,77,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.08201044992,0.763457348,0.4514239209
Austin,481,2024-07-13 14:00:00,low_budget,0.5,0,deficit_only,0.3121949667,0.05820832503,77,77,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.08201044992,0.709767171,0.4196775106
Austin,481,2024-07-13 14:00:00,low_budget,0.5,0,structure_only,0.3121949667,0.03205607094,58,58,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.08201044992,0.3908778817,0.2311217862
Austin,481,2024-07-13 14:00:00,low_budget,0.5,0,random_positive,0.3121949667,0.0129310095,96,95,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.08201044992,0.157675144,0.09323157594
Austin,481,2024-07-13 14:00:00,high_budget,2,0,greedy_oracle,1.248779867,0.2459106898,598,542,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.2459106898,1,1.772997008
Austin,481,2024-07-13 14:00:00,high_budget,2,0,activated_bottleneck_law,1.248779867,0.2459106898,598,542,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.2459106898,1,1.772997008
Austin,481,2024-07-13 14:00:00,high_budget,2,0,exposure_only,1.248779867,0.195761088,317,317,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.2459106898,0.7960657918,1.411422267
Austin,481,2024-07-13 14:00:00,high_budget,2,0,deficit_only,1.248779867,0.1870611834,319,319,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.2459106898,0.7606874818,1.348696629
Austin,481,2024-07-13 14:00:00,high_budget,2,0,structure_only,1.248779867,0.1073560065,232,232,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.2459106898,0.4365650252,0.7740284836
Austin,481,2024-07-13 14:00:00,high_budget,2,0,random_positive,1.248779867,0.04850760825,350,344,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.2459106898,0.1972570135,0.3497360947
Austin,481,2024-07-13 14:00:00,delay_2h,1,2,greedy_oracle,0.6243899333,0.1337638267,322,306,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1337638267,1,0.9644268201
Austin,481,2024-07-13 14:00:00,delay_2h,1,2,activated_bottleneck_law,0.6243899333,0.1337638267,322,306,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1337638267,1,0.9644268201
Austin,481,2024-07-13 14:00:00,delay_2h,1,2,exposure_only,0.6243899333,0.09900266972,159,159,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1337638267,0.7401303636,0.713801573
Austin,481,2024-07-13 14:00:00,delay_2h,1,2,deficit_only,0.6243899333,0.09342853598,160,160,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1337638267,0.6984589052,0.6736125009
Austin,481,2024-07-13 14:00:00,delay_2h,1,2,structure_only,0.6243899333,0.05432646986,117,117,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1337638267,0.4061372284,0.3916896357
Austin,481,2024-07-13 14:00:00,delay_2h,1,2,random_positive,0.6243899333,0.02474746831,189,188,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1337638267,0.1850086747,0.1784273278
Austin,481,2024-07-13 14:00:00,delay_4h,1,4,greedy_oracle,0.6243899333,0.1210021377,332,307,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1210021377,1,0.8724160317
Austin,481,2024-07-13 14:00:00,delay_4h,1,4,activated_bottleneck_law,0.6243899333,0.1210021377,332,307,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1210021377,1,0.8724160317
Austin,481,2024-07-13 14:00:00,delay_4h,1,4,exposure_only,0.6243899333,0.08856415271,162,162,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1210021377,0.7319222154,0.6385406747
Austin,481,2024-07-13 14:00:00,delay_4h,1,4,deficit_only,0.6243899333,0.08278047767,159,159,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1210021377,0.6841240925,0.596840826
Austin,481,2024-07-13 14:00:00,delay_4h,1,4,structure_only,0.6243899333,0.04837064646,119,119,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1210021377,0.3997503463,0.3487486108
Austin,481,2024-07-13 14:00:00,delay_4h,1,4,random_positive,0.6243899333,0.02214597421,180,179,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.1210021377,0.1830213468,0.1596707571
Austin,481,2024-07-13 14:00:00,scarce_and_late,0.5,2,greedy_oracle,0.3121949667,0.07689872496,159,152,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.07689872496,1,0.554433845
Austin,481,2024-07-13 14:00:00,scarce_and_late,0.5,2,activated_bottleneck_law,0.3121949667,0.07689872496,159,152,0.04695458667,0.1386977466,0.005791424598,0.02755907,0.07689872496,1,0.554433845
