city,event_id,event_start,perturbation_id,unit,t,intervention,perturbed_u,perturbed_e,perturbed_cost
San Antonio,506,2024-07-27 11:00:00,0,95,5,C,9.777656177e-05,3.117645814e-05,9.567382925e-05
San Antonio,506,2024-07-27 11:00:00,0,95,6,C,7.062509935e-05,2.261982571e-05,7.055047914e-05
San Antonio,506,2024-07-27 11:00:00,0,95,7,C,5.194066752e-05,1.641163062e-05,5.078719495e-05
San Antonio,506,2024-07-27 11:00:00,0,95,8,C,3.696887834e-05,1.190732515e-05,3.627776331e-05
San Antonio,506,2024-07-27 11:00:00,0,95,9,C,2.647994497e-05,8.639262944e-06,2.611476031e-05
San Antonio,506,2024-07-27 11:00:00,0,98,0,C,0.002601361047,0.0008450933771,0.002944929016
San Antonio,506,2024-07-27 11:00:00,0,98,1,C,0.001681592453,0.0005206961694,0.001881796375
San Antonio,506,2024-07-27 11:00:00,0,98,2,C,0.0002602948718,8.008403146e-05,0.0002788501701
San Antonio,506,2024-07-27 11:00:00,0,98,3,S,0.0007300016839,0.0002979796199,0.0004230759662
San Antonio,506,2024-07-27 11:00:00,0,98,4,C,0.0002537392952,7.980760407e-05,0.0002883667064
San Antonio,506,2024-07-27 11:00:00,0,98,5,C,9.630362308e-05,3.049862835e-05,0.0001072634782
San Antonio,506,2024-07-27 11:00:00,0,98,6,C,6.949328909e-05,2.210676025e-05,7.881659386e-05
San Antonio,506,2024-07-27 11:00:00,0,98,7,C,5.106144606e-05,1.602396157e-05,5.683682209e-05
San Antonio,506,2024-07-27 11:00:00,0,98,7,S,0.0001569037272,6.3281524e-05,9.35692482e-05
San Antonio,506,2024-07-27 11:00:00,0,98,8,C,3.630585566e-05,1.161487895e-05,4.053924284e-05
San Antonio,506,2024-07-27 11:00:00,1,1,1,S,0.001320782189,0.0005313938037,0.0007417310873
San Antonio,506,2024-07-27 11:00:00,1,1,2,C,0.002459381324,0.0007200535845,0.002251110249
San Antonio,506,2024-07-27 11:00:00,1,1,2,S,0.0004302784513,0.0001782223759,0.0002888082607
San Antonio,506,2024-07-27 11:00:00,1,1,3,C,0.0001758192689,5.051338034e-05,0.000156014185
San Antonio,506,2024-07-27 11:00:00,1,1,3,S,0.0002464159394,0.0001046256037,0.0001474814484
San Antonio,506,2024-07-27 11:00:00,1,1,4,C,0.0001238782745,3.63773246e-05,0.000115979954
San Antonio,506,2024-07-27 11:00:00,1,1,4,S,0.0001869983605,7.671233222e-05,0.0001270237276
San Antonio,506,2024-07-27 11:00:00,1,1,5,S,0.0001347724217,5.777838504e-05,8.278153752e-05
San Antonio,506,2024-07-27 11:00:00,1,1,6,S,0.0001021066726,4.179568073e-05,6.355982803e-05
San Antonio,506,2024-07-27 11:00:00,1,1,7,S,7.018199947e-05,3.080842036e-05,4.400048943e-05
San Antonio,506,2024-07-27 11:00:00,1,1,8,S,5.358300801e-05,2.261074078e-05,3.332504569e-05
San Antonio,506,2024-07-27 11:00:00,1,1,9,S,3.873401416e-05,1.620475739e-05,2.40461347e-05
San Antonio,506,2024-07-27 11:00:00,1,1,10,S,2.790235994e-05,1.237254605e-05,1.658285963e-05
San Antonio,506,2024-07-27 11:00:00,1,122,2,C,0.001993186901,0.0006630959834,0.001626165964
San Antonio,506,2024-07-27 11:00:00,1,122,3,C,0.0001320263928,4.321836122e-05,0.0001041478774
San Antonio,506,2024-07-27 11:00:00,1,122,4,C,9.267042574e-05,3.090876191e-05,7.748034223e-05
San Antonio,506,2024-07-27 11:00:00,1,131,0,C,0.002680131075,0.0007918770648,0.002583885048
San Antonio,506,2024-07-27 11:00:00,1,131,1,C,0.002126884995,0.0006498172423,0.002109374664
San Antonio,506,2024-07-27 11:00:00,1,131,2,C,0.0002909757585,9.433727019e-05,0.0002783751134
San Antonio,506,2024-07-27 11:00:00,1,131,3,C,0.0002165681215,6.896133402e-05,0.0002006905463
San Antonio,506,2024-07-27 11:00:00,1,131,4,C,0.0001550475411,5.041131231e-05,0.0001518155193
San Antonio,506,2024-07-27 11:00:00,1,131,5,C,0.0001177142243,3.68510912e-05,0.0001111013855
San Antonio,506,2024-07-27 11:00:00,1,131,6,C,8.617853712e-05,2.693845607e-05,8.308617463e-05
San Antonio,506,2024-07-27 11:00:00,1,131,7,C,6.795676805e-05,1.969223684e-05,6.612158901e-05
San Antonio,506,2024-07-27 11:00:00,1,131,8,C,4.84630627e-05,1.439518994e-05,4.874727626e-05
San Antonio,506,2024-07-27 11:00:00,1,131,9,C,3.291454571e-05,1.052300432e-05,3.106210401e-05
San Antonio,506,2024-07-27 11:00:00,1,131,10,C,2.374274776e-05,7.692404224e-06,2.20917384e-05
San Antonio,506,2024-07-27 11:00:00,1,136,0,C,0.002889035128,0.0008592898849,0.002134006111
San Antonio,506,2024-07-27 11:00:00,1,136,2,C,0.0009617193453,0.0003116939093,0.0007039319862
San Antonio,506,2024-07-27 11:00:00,1,136,3,C,0.0001401584226,4.467362486e-05,0.0001001886232
San Antonio,506,2024-07-27 11:00:00,1,136,4,C,9.846068456e-05,3.199561954e-05,7.407393782e-05
San Antonio,506,2024-07-27 11:00:00,1,136,5,C,7.303689617e-05,2.29155273e-05,5.260685183e-05
San Antonio,506,2024-07-27 11:00:00,1,136,6,C,5.238190045e-05,1.641229015e-05,3.869357645e-05
San Antonio,506,2024-07-27 11:00:00,1,15,2,C,0.002402283008,0.0007025021086,0.002121858715
San Antonio,506,2024-07-27 11:00:00,1,15,3,C,0.0001680073114,4.821782316e-05,0.0001437459414
