city,event_id,unit,t,intervention,selected_count,mean_perturbed_cost,total_perturbed_cost,n_successful_perturbations,selection_frequency,selected_by_base_lp,selected_by_static_small_signal_greedy,selected_by_residual_finite_greedy
Chicago,159,849,6,C,3,0.004276274974,0.01282882492,3,1,True,True,True
Chicago,159,457,7,C,3,0.004274807249,0.01282442175,3,1,True,False,True
Chicago,159,562,7,C,3,0.004268780729,0.01280634219,3,1,True,True,True
Chicago,159,411,9,C,3,0.004260653406,0.01278196022,3,1,True,True,True
Chicago,159,161,6,C,3,0.004256444102,0.01276933231,3,1,True,False,True
Austin,491,63,1,C,3,0.004253471407,0.01276041422,3,1,True,True,True
Chicago,159,393,8,C,3,0.004253209577,0.01275962873,3,1,True,False,True
Chicago,159,825,2,C,3,0.004252851958,0.01275855587,3,1,True,True,True
Chicago,159,849,5,S,3,0.004248044214,0.01274413264,3,1,True,True,True
Chicago,159,190,1,C,3,0.00424778184,0.01274334552,3,1,True,True,True
Chicago,159,746,1,C,3,0.004241996979,0.01272599094,3,1,True,False,True
Chicago,159,52,2,C,3,0.004239287024,0.01271786107,3,1,True,False,True
Chicago,159,849,4,S,3,0.004236501598,0.01270950479,3,1,True,True,True
Chicago,159,707,5,C,3,0.004234956165,0.01270486849,3,1,True,False,True
Chicago,159,707,0,C,3,0.004234890758,0.01270467227,3,1,True,False,True
Chicago,159,49,5,C,3,0.004234410949,0.01270323285,3,1,True,False,True
Chicago,159,49,0,C,3,0.004234344007,0.01270303202,3,1,True,True,True
Chicago,159,190,4,C,3,0.004233710115,0.01270113034,3,1,True,True,True
Chicago,159,64,7,C,3,0.004230795282,0.01269238585,3,1,True,True,True
Chicago,159,707,3,C,3,0.004230059055,0.01269017717,3,1,True,False,True
Chicago,159,49,3,C,3,0.004229398909,0.01268819673,3,1,True,True,True
Chicago,159,849,3,S,3,0.004229010446,0.01268703134,3,1,True,True,True
Chicago,159,746,4,C,3,0.004228351936,0.01268505581,3,1,True,False,True
Chicago,159,823,6,C,3,0.004227998704,0.01268399611,3,1,True,True,True
Chicago,159,289,7,C,3,0.004225208715,0.01267562615,3,1,True,True,True
Chicago,159,174,7,C,3,0.004225093298,0.01267527989,3,1,True,True,True
Chicago,159,849,6,S,3,0.004220257295,0.01266077188,3,1,True,True,True
Philadelphia,656,86,8,C,3,0.004219859096,0.01265957729,3,1,True,True,True
Chicago,159,50,7,C,3,0.0042198225,0.0126594675,3,1,True,False,True
Philadelphia,656,627,7,C,3,0.004219482732,0.01265844819,3,1,True,True,False
Chicago,159,161,1,C,3,0.004216949799,0.0126508494,3,1,True,True,True
Chicago,159,414,7,C,3,0.004201359838,0.01260407951,3,1,True,True,True
Chicago,159,551,6,C,3,0.004200084589,0.01260025377,3,1,True,True,True
Chicago,159,119,2,C,3,0.004197688287,0.01259306486,3,1,True,True,True
Philadelphia,656,248,7,C,3,0.00419451747,0.01258355241,3,1,True,True,True
Philadelphia,656,515,7,C,3,0.004192631165,0.01257789349,3,1,True,True,False
Philadelphia,656,493,8,C,3,0.004177573939,0.01253272182,3,1,True,True,True
Chicago,159,849,1,S,3,0.004173478041,0.01252043412,3,1,True,True,True
Chicago,159,825,5,C,3,0.004164437919,0.01249331376,3,1,True,False,True
Chicago,159,825,0,C,3,0.004164370634,0.0124931119,3,1,True,True,True
Chicago,159,825,3,C,3,0.004159400199,0.0124782006,3,1,True,True,True
Chicago,159,707,6,C,3,0.00415868766,0.01247606298,3,1,False,False,False
Chicago,159,49,6,C,3,0.004156352494,0.01246905748,3,1,True,False,True
Chicago,159,190,7,C,3,0.004156182291,0.01246854687,3,1,True,False,True
Philadelphia,656,505,8,C,3,0.004154720043,0.01246416013,3,1,True,True,True
Chicago,159,52,3,C,3,0.004148592463,0.01244577739,3,1,True,False,True
Philadelphia,656,343,7,C,3,0.004145571268,0.01243671381,3,1,True,True,True
Chicago,159,715,5,C,3,0.004140259347,0.01242077804,3,1,True,False,True
Chicago,159,715,0,C,3,0.004140192213,0.01242057664,3,1,True,True,True
Chicago,159,306,3,C,3,0.004138608827,0.01241582648,3,1,True,False,True
Chicago,159,715,3,C,3,0.004135232922,0.01240569877,3,1,True,True,True
Chicago,159,463,6,C,3,0.004131778584,0.01239533575,3,1,True,True,True
Philadelphia,656,583,9,C,3,0.004126864478,0.01238059343,3,1,True,True,False
Chicago,159,161,7,C,3,0.004126545951,0.01237963785,3,1,True,False,True
Chicago,159,707,1,C,3,0.004120263148,0.01236078944,3,1,True,False,True
Chicago,159,49,1,C,3,0.004117026194,0.01235107858,3,1,True,True,True
Philadelphia,656,417,7,C,3,0.004112782075,0.01233834623,3,1,True,False,False
Chicago,159,119,5,C,3,0.004108624824,0.01232587447,3,1,True,True,True
Chicago,159,119,0,C,3,0.004108557045,0.01232567113,3,1,True,True,True
Chicago,159,119,3,C,3,0.004103550101,0.0123106503,3,1,True,True,True
Chicago,159,49,4,C,3,0.004103197233,0.0123095917,3,1,True,False,True
Philadelphia,656,234,7,C,3,0.004095352705,0.01228605811,3,1,True,True,True
Chicago,159,88,7,C,3,0.004093052481,0.01227915744,3,1,True,True,True
Philadelphia,656,281,7,C,3,0.004092956369,0.01227886911,3,1,True,True,True
Philadelphia,656,546,9,C,3,0.004089012577,0.01226703773,3,1,True,True,False
Chicago,159,173,6,C,3,0.004074240329,0.01222272099,3,1,True,True,True
Chicago,159,385,0,C,3,0.004073566738,0.01222070021,3,1,True,False,True
Chicago,159,719,9,C,3,0.004071022524,0.01221306757,3,1,True,True,True
Chicago,159,385,3,C,3,0.004068743306,0.01220622992,3,1,True,False,True
Philadelphia,656,113,9,C,3,0.004053111574,0.01215933472,3,1,True,True,True
Chicago,159,825,1,C,3,0.004046451719,0.01213935516,3,1,True,True,True
Philadelphia,656,314,8,C,3,0.004040323747,0.01212097124,3,1,True,True,True
Chicago,159,52,1,C,3,0.004038976411,0.01211692923,3,1,True,False,True
Chicago,159,209,6,C,3,0.004035851528,0.01210755458,3,1,True,True,True
Chicago,159,825,4,C,3,0.004032551902,0.01209765571,3,1,True,True,True
Philadelphia,656,505,4,S,3,0.004029938468,0.0120898154,3,1,True,True,True
Chicago,159,119,6,C,3,0.004029590124,0.01208877037,3,1,True,True,True
Chicago,159,306,1,C,3,0.004026791178,0.01208037353,3,1,True,False,True
Chicago,159,52,4,C,3,0.004025486695,0.01207646008,3,1,True,False,True
Philadelphia,656,301,7,C,3,0.004024216078,0.01207264824,3,1,True,True,True
Chicago,159,715,1,C,3,0.004022537686,0.01206761306,3,1,True,True,True
Chicago,159,306,4,C,3,0.004013030525,0.01203909158,3,1,True,False,True
Philadelphia,656,505,1,S,3,0.00400543715,0.01201631145,3,1,True,True,True
Chicago,159,328,0,C,3,0.003997509193,0.01199252758,3,1,True,False,True
Chicago,159,328,3,C,3,0.003992648592,0.01197794578,3,1,True,False,True
Philadelphia,656,30,7,C,3,0.00399061691,0.01197185073,3,1,True,False,False
Chicago,159,119,1,C,3,0.003989771985,0.01196931596,3,1,True,True,True
Chicago,159,646,2,C,3,0.003988322387,0.01196496716,3,1,True,False,True
Philadelphia,656,413,6,C,3,0.00397692579,0.01193077737,3,1,True,True,True
Chicago,159,119,4,C,3,0.003975770071,0.01192731021,3,1,True,True,True
Philadelphia,656,505,3,S,3,0.003956790716,0.01187037215,3,1,True,True,True
Philadelphia,656,505,2,S,3,0.003955089633,0.0118652689,3,1,True,True,True
Philadelphia,656,94,7,C,3,0.003953922355,0.01186176707,3,1,True,True,False
Philadelphia,656,603,9,C,3,0.003946429679,0.01183928904,3,1,True,True,False
Chicago,159,257,6,C,3,0.00394029641,0.01182088923,3,1,True,True,True
Chicago,159,411,6,C,3,0.003939829427,0.01181948828,3,1,True,True,True
Chicago,159,470,0,C,3,0.003938085617,0.01181425685,3,1,False,False,False
Chicago,159,470,3,C,3,0.00393333172,0.01179999516,3,1,False,False,False
Chicago,159,119,7,C,3,0.003922435849,0.01176730755,3,1,True,False,True
Chicago,159,646,5,C,3,0.003902505864,0.01170751759,3,1,False,False,True
Chicago,159,646,0,C,3,0.003902440555,0.01170732167,3,1,True,False,True
Chicago,159,646,3,C,3,0.003897616147,0.01169284844,3,1,True,False,True
Philadelphia,656,596,7,C,3,0.003889924589,0.01166977377,3,1,True,True,True
Philadelphia,656,319,7,C,3,0.003876826145,0.01163047844,3,1,True,True,True
Chicago,159,143,3,C,3,0.003873042908,0.01161912872,3,1,False,False,False
Chicago,159,282,6,C,3,0.003870118461,0.01161035538,3,1,True,True,True
Philadelphia,656,489,9,C,3,0.003859035538,0.01157710661,3,1,True,True,False
Chicago,159,391,8,C,3,0.003842233681,0.01152670104,3,1,True,True,True
Chicago,159,516,6,C,3,0.003831223497,0.01149367049,3,1,True,True,True
Philadelphia,656,248,9,C,3,0.003830944242,0.01149283273,3,1,True,True,False
Chicago,159,627,6,C,3,0.003829586081,0.01148875824,3,1,True,True,True
Philadelphia,656,519,7,C,3,0.003829580521,0.01148874156,3,1,True,True,False
Chicago,159,700,6,C,3,0.003822898655,0.01146869597,3,1,True,True,True
Philadelphia,656,350,6,C,3,0.003819944553,0.01145983366,3,1,True,True,True
Chicago,159,242,7,C,3,0.003813439996,0.01144031999,3,1,True,True,True
Chicago,159,646,4,C,3,0.003809704555,0.01142911367,3,1,True,False,True
Chicago,159,538,8,C,3,0.00380578024,0.01141734072,3,1,True,True,True
Chicago,159,646,1,C,3,0.003804365645,0.01141309693,3,1,True,False,True
Chicago,159,275,7,C,3,0.003793816551,0.01138144965,3,1,True,True,True
Chicago,159,391,7,C,3,0.003782413571,0.01134724071,3,1,True,True,True
Chicago,159,607,8,C,3,0.00377754305,0.01133262915,3,1,True,True,True
Philadelphia,656,343,9,C,3,0.003768275075,0.01130482523,3,1,True,True,True
Chicago,159,143,1,C,3,0.003764900423,0.01129470127,3,1,False,False,False
Philadelphia,656,350,8,C,3,0.003723780996,0.01117134299,3,1,True,True,True
Philadelphia,656,281,9,C,3,0.003716835905,0.01115050772,3,1,True,True,False
Philadelphia,656,413,8,C,3,0.003716020151,0.01114806045,3,1,True,True,False
Chicago,159,733,7,C,3,0.003710212153,0.01113063646,3,1,True,True,True
Philadelphia,656,267,8,C,3,0.003709636338,0.01112890902,3,1,True,True,True
Philadelphia,656,234,9,C,3,0.00370661183,0.01111983549,3,1,True,True,False
Chicago,159,538,7,C,3,0.003704307862,0.01111292359,3,1,True,True,True
Chicago,159,439,7,C,3,0.003691779798,0.01107533939,3,1,True,True,True
Chicago,159,607,7,C,3,0.003690523183,0.01107156955,3,1,True,True,True
Philadelphia,656,301,9,C,3,0.003660573623,0.01098172087,3,1,True,True,False
Philadelphia,656,426,8,C,3,0.003642386938,0.01092716081,3,1,True,True,False
Chicago,159,717,8,C,3,0.00363474037,0.01090422111,3,1,True,False,True
Chicago,159,719,6,C,3,0.003617635939,0.01085290782,3,1,True,True,True
Chicago,159,691,7,C,3,0.003615571096,0.01084671329,3,1,True,True,True
Philadelphia,656,515,9,C,3,0.003604328486,0.01081298546,3,1,True,False,False
Philadelphia,656,53,8,C,3,0.003592502562,0.01077750769,3,1,True,True,True
Chicago,159,881,7,C,3,0.003585293304,0.01075587991,3,1,True,True,True
Chicago,159,551,7,C,3,0.003557247509,0.01067174253,3,1,True,True,True
Philadelphia,656,101,8,C,3,0.003549463646,0.01064839094,3,1,True,True,True
Philadelphia,656,319,9,C,3,0.003490885887,0.01047265766,3,1,True,True,True
Chicago,159,719,5,C,3,0.003482535482,0.01044760645,3,1,True,True,True
Philadelphia,656,505,5,S,3,0.003482114925,0.01044634477,3,1,True,True,True
Chicago,159,793,7,C,3,0.003482009786,0.01044602936,3,1,True,True,True
Austin,491,63,2,C,3,0.003464362197,0.01039308659,3,1,True,True,True
Chicago,159,215,9,C,3,0.003461642567,0.0103849277,3,1,True,False,False
Philadelphia,656,59,8,C,3,0.0034604714,0.0103814142,3,1,True,True,True
Philadelphia,656,48,8,C,3,0.00343280546,0.01029841638,3,1,True,True,False
Philadelphia,656,550,8,C,3,0.003424382691,0.01027314807,3,1,True,True,False
Chicago,159,516,7,C,3,0.003413256113,0.01023976834,3,1,True,True,True
Chicago,159,627,7,C,3,0.003407042262,0.01022112678,3,1,True,True,True
Philadelphia,656,596,9,C,3,0.003389863973,0.01016959192,3,1,True,False,False
Philadelphia,656,550,6,C,3,0.003385558331,0.01015667499,3,1,True,True,True
Austin,491,63,8,C,3,0.003380159846,0.01014047954,3,1,True,True,True
Philadelphia,656,234,6,C,3,0.00337697166,0.01013091498,3,1,True,True,True
Philadelphia,656,321,8,C,3,0.003376818701,0.0101304561,3,1,True,True,True
Philadelphia,656,519,9,C,3,0.003374710778,0.01012413234,3,1,False,False,False
Chicago,159,770,7,C,3,0.003317150659,0.009951451977,3,1,True,True,True
Philadelphia,656,583,8,C,3,0.00327341806,0.009820254179,3,1,True,True,True
Chicago,159,845,8,C,3,0.003224315091,0.009672945274,3,1,True,True,True
Philadelphia,656,113,8,C,3,0.003215902276,0.009647706827,3,1,True,True,False
Philadelphia,656,546,8,C,3,0.003207166452,0.009621499356,3,1,True,True,True
Chicago,159,411,1,S,3,0.003187857746,0.009563573239,3,1,True,True,True
Philadelphia,656,505,7,S,3,0.003172589584,0.009517768751,3,1,True,True,True
Philadelphia,656,400,8,C,3,0.003160544952,0.009481634857,3,1,True,True,True
Chicago,159,275,8,C,3,0.003124637534,0.009373912603,3,1,True,True,True
Philadelphia,656,505,6,S,3,0.003124589213,0.009373767639,3,1,True,True,True
Chicago,159,411,5,S,3,0.003124162075,0.009372486224,3,1,True,True,True
Austin,491,3,0,C,3,0.003112570976,0.009337712927,3,1,True,True,True
Chicago,159,50,4,S,3,0.003097659323,0.00929297797,3,1,True,True,True
Chicago,159,64,1,S,3,0.003093230311,0.009279690934,3,1,True,True,True
Philadelphia,656,303,8,C,3,0.003092801189,0.009278403566,3,1,True,True,True
Chicago,159,50,3,S,3,0.003091884278,0.009275652833,3,1,True,True,True
Chicago,159,50,6,S,3,0.003085136337,0.009255409012,3,1,True,True,True
Philadelphia,656,603,8,C,3,0.003078816985,0.009236450955,3,1,True,True,True
Philadelphia,656,314,4,S,3,0.003078689763,0.009236069288,3,1,True,True,True
Chicago,159,50,1,S,3,0.003072074547,0.00921622364,3,1,True,True,True
Chicago,159,849,7,C,3,0.003071347094,0.009214041283,3,1,True,True,True
Philadelphia,656,489,8,C,3,0.003049517375,0.009148552126,3,1,True,True,True
Chicago,159,876,9,C,3,0.003043311579,0.009129934737,3,1,True,False,False
Philadelphia,656,314,1,S,3,0.003034329645,0.009102988936,3,1,True,True,True
Philadelphia,656,602,8,C,3,0.003024374929,0.009073124788,3,1,True,True,True
Austin,491,165,3,C,3,0.003024251575,0.009072754726,3,1,True,True,True
Philadelphia,656,314,3,S,3,0.003003236162,0.009009708487,3,1,True,True,True
Philadelphia,656,314,2,S,3,0.00300252371,0.009007571129,3,1,True,True,True
Philadelphia,656,248,8,C,3,0.002998356138,0.008995068415,3,1,True,True,True
Philadelphia,656,314,6,S,3,0.002992899295,0.008978697886,3,1,True,True,True
Philadelphia,656,390,8,C,3,0.002991973467,0.008975920401,3,1,True,True,True
Philadelphia,656,540,8,C,3,0.002969269861,0.008907809582,3,1,True,True,True
Chicago,159,463,7,C,3,0.002951408067,0.0088542242,3,1,True,True,True
Chicago,159,849,7,S,3,0.002941510051,0.008824530153,3,1,True,True,True
Philadelphia,656,234,8,C,3,0.002939291349,0.008817874048,3,1,True,True,True
Austin,491,63,9,C,3,0.002928558709,0.008785676128,3,1,True,True,True
Philadelphia,656,281,8,C,3,0.002924158549,0.008772475648,3,1,True,True,True
Austin,491,165,1,C,3,0.002918364314,0.008755092942,3,1,True,True,True
Austin,491,165,2,C,3,0.002918038371,0.008754115113,3,1,True,True,True
Philadelphia,656,343,8,C,3,0.002912486247,0.008737458741,3,1,True,True,False
Philadelphia,656,85,2,S,3,0.002911782869,0.008735348606,3,1,True,True,True
Philadelphia,656,85,1,S,3,0.002909451743,0.00872835523,3,1,True,True,True
Austin,491,165,0,C,3,0.002903889769,0.008711669307,3,1,True,True,True
Philadelphia,656,86,4,S,3,0.002903839064,0.008711517192,3,1,True,True,True
Philadelphia,656,85,6,S,3,0.002901497232,0.008704491696,3,1,True,True,True
Philadelphia,656,314,5,S,3,0.002895928658,0.008687785975,3,1,True,True,True
Chicago,159,551,8,C,3,0.002891094615,0.008673283844,3,1,True,True,True
Chicago,159,551,1,S,3,0.002888405978,0.008665217935,3,1,True,True,True
Philadelphia,656,85,3,S,3,0.002885323002,0.008655969007,3,1,True,True,True
Philadelphia,656,301,8,C,3,0.002879370854,0.008638112561,3,1,True,True,True
San Antonio,506,57,0,C,3,0.002878877807,0.008636633421,3,1,True,True,True
Philadelphia,656,626,3,S,3,0.002878355527,0.008635066582,3,1,True,True,True
Philadelphia,656,86,1,S,3,0.002859171999,0.008577515998,3,1,True,True,True
San Antonio,506,98,0,C,3,0.00285691662,0.008570749861,3,1,True,True,True
Philadelphia,656,86,3,S,3,0.002827863367,0.0084835901,3,1,True,True,True
Philadelphia,656,86,2,S,3,0.002827145984,0.008481437953,3,1,True,True,True
Chicago,159,562,8,C,3,0.002824493815,0.008473481446,3,1,True,True,True
San Antonio,506,95,0,C,3,0.002819005963,0.008457017889,3,1,True,True,True
Philadelphia,656,86,6,S,3,0.002817454974,0.008452364922,3,1,True,True,True
San Antonio,506,268,0,C,3,0.002812162303,0.00843648691,3,1,True,True,True
Philadelphia,656,515,8,C,3,0.002800480044,0.008401440132,3,1,True,True,True
Philadelphia,656,485,8,C,3,0.002799235225,0.008397705675,3,1,True,False,True
Philadelphia,656,626,5,S,3,0.002791201309,0.008373603926,3,1,True,True,True
Philadelphia,656,85,5,S,3,0.002791096748,0.008373290243,3,1,True,True,True
Chicago,159,625,7,C,3,0.002790751185,0.008372253555,3,1,True,True,True
Chicago,159,411,7,C,3,0.002786438593,0.00835931578,3,1,True,True,True
Philadelphia,656,314,7,S,3,0.00278396344,0.008351890321,3,1,True,True,True
Philadelphia,656,319,8,C,3,0.002783015369,0.008349046107,3,1,True,True,False
Chicago,159,396,7,C,3,0.002769245676,0.008307737029,3,1,True,True,True
San Antonio,506,239,0,C,3,0.002761967856,0.008285903567,3,1,True,False,True
Austin,491,183,3,C,3,0.002761463692,0.008284391076,3,1,True,True,True
Philadelphia,656,267,4,S,3,0.00275726323,0.008271789689,3,1,True,False,True
Austin,491,183,1,C,3,0.002757202665,0.008271607996,3,1,True,True,True
Austin,491,183,2,C,3,0.00275687622,0.00827062866,3,1,True,True,True
Philadelphia,656,627,8,C,3,0.002750954005,0.008252862015,3,1,True,False,False
Austin,491,183,0,C,3,0.002742705799,0.008228117397,3,1,True,True,True
Philadelphia,656,169,8,C,3,0.00274124805,0.008223744149,3,1,True,False,True
Austin,491,63,3,C,3,0.00273341798,0.008200253941,3,1,True,True,True
Philadelphia,656,101,7,S,3,0.002732245779,0.008196737336,3,1,True,True,True
Chicago,159,516,8,C,3,0.0027296646,0.008188993799,3,1,True,True,True
Austin,491,144,1,C,3,0.002721682086,0.008165046258,3,1,True,True,True
Philadelphia,656,86,5,S,3,0.002719813355,0.008159440064,3,1,True,True,True
San Antonio,506,131,0,C,3,0.002710450234,0.008131350702,3,1,True,True,True
Austin,491,144,0,C,3,0.002707224951,0.008121674852,3,1,True,True,True
Philadelphia,656,505,9,S,3,0.002706558762,0.008119676287,3,1,True,True,True
Chicago,159,700,7,C,3,0.002703925606,0.008111776818,3,1,True,True,True
San Antonio,506,51,0,C,3,0.002692555585,0.008077666756,3,1,True,False,True
Philadelphia,656,393,7,S,3,0.002688696323,0.008066088968,3,1,True,True,True
Chicago,159,209,7,C,3,0.00268677181,0.008060315431,3,1,True,True,True
Philadelphia,656,267,2,S,3,0.002683375243,0.008050125728,3,1,True,False,True
Philadelphia,656,101,4,S,3,0.002680127633,0.008040382899,3,1,True,True,True
Philadelphia,656,393,4,S,3,0.002674663088,0.008023989265,3,1,True,True,True
Philadelphia,656,267,6,S,3,0.002674038687,0.008022116061,3,1,True,False,True
San Antonio,506,57,1,C,3,0.002670412304,0.008011236912,3,1,True,True,True
Chicago,159,47,7,C,3,0.002670243208,0.008010729625,3,1,True,True,True
Chicago,159,173,7,C,3,0.002656823242,0.007970469727,3,1,True,True,True
Philadelphia,656,393,6,S,3,0.002653918108,0.007961754323,3,1,True,True,True
Chicago,159,64,8,C,3,0.002650778865,0.007952336596,3,1,True,True,True
Philadelphia,656,596,8,C,3,0.002646214758,0.007938644275,3,1,True,True,True
Chicago,159,411,2,S,3,0.002646165311,0.007938495934,3,1,True,True,True
Philadelphia,656,393,2,S,3,0.002642307204,0.007926921611,3,1,True,True,True
Chicago,159,391,9,C,3,0.002640279148,0.007920837443,3,1,True,True,False
Philadelphia,656,113,6,S,3,0.002637896736,0.007913690207,3,1,True,True,True
Philadelphia,656,101,1,S,3,0.002637019919,0.007911059758,3,1,True,True,True
Austin,491,16,1,C,3,0.002630426691,0.007891280073,3,1,True,True,True
Philadelphia,656,393,1,S,3,0.002627550711,0.007882652132,3,1,True,True,True
Philadelphia,656,343,7,S,3,0.002626533165,0.007879599495,3,1,True,True,True
Philadelphia,656,519,8,C,3,0.002626397354,0.007879192062,3,1,True,False,True
Philadelphia,656,267,8,S,3,0.002624280166,0.007872840499,3,1,True,False,True
Chicago,159,31,7,C,3,0.002623772252,0.007871316757,3,1,True,True,True
Austin,491,16,0,C,3,0.002615962392,0.007847887176,3,1,True,True,True
Philadelphia,656,393,3,S,3,0.002615835957,0.007847507871,3,1,True,True,True
Philadelphia,656,101,6,S,3,0.002614590465,0.007843771396,3,1,True,True,True
Chicago,159,50,7,S,3,0.00261272416,0.007838172481,3,1,True,True,True
Philadelphia,656,101,3,S,3,0.002606804287,0.007820412862,3,1,True,True,True
Philadelphia,656,101,2,S,3,0.002606111949,0.007818335847,3,1,True,True,True
Philadelphia,656,417,8,C,3,0.002604205508,0.007812616524,3,1,False,False,False
Philadelphia,656,86,8,S,3,0.002603826679,0.007811480036,3,1,True,False,True
Chicago,159,849,8,C,3,0.002600720133,0.007802160399,3,1,True,True,True
Philadelphia,656,602,7,S,3,0.002599466329,0.007798398986,3,1,True,True,True
Philadelphia,656,393,5,S,3,0.002598967333,0.007796901998,3,1,True,True,True
Philadelphia,656,101,9,S,3,0.002598814416,0.007796443248,3,1,True,True,True
Philadelphia,656,30,8,C,3,0.002595149239,0.007785447716,3,1,False,False,False
Chicago,159,411,4,S,3,0.002594468796,0.007783406389,3,1,True,True,True
Austin,491,105,3,C,3,0.002591584741,0.007774754222,3,1,True,True,True
Philadelphia,656,101,8,S,3,0.002587711875,0.007763135626,3,1,True,True,True
Philadelphia,656,343,4,S,3,0.002580951294,0.007742853883,3,1,True,True,True
Philadelphia,656,267,5,S,3,0.002579968365,0.007739905094,3,1,True,False,True
Chicago,159,50,2,S,3,0.002576652486,0.007729957457,3,1,True,True,True
Chicago,159,411,3,S,3,0.002575248023,0.007725744069,3,1,True,True,True
Philadelphia,656,147,4,S,3,0.002567723646,0.007703170938,3,1,True,False,True
Philadelphia,656,481,7,S,3,0.002565345988,0.007696037965,3,1,True,False,True
Chicago,159,770,8,C,3,0.002564997997,0.007694993992,3,1,True,True,True
Chicago,159,282,7,C,3,0.002563657541,0.007690972624,3,1,True,True,True
Philadelphia,656,314,6,C,3,0.002558648067,0.0076759442,3,1,True,True,True
Chicago,159,411,6,S,3,0.002556499023,0.007669497069,3,1,True,True,True
Philadelphia,656,602,4,S,3,0.002554790145,0.007664370436,3,1,True,True,True
Chicago,159,50,8,S,3,0.002553109468,0.007659328404,3,1,True,True,True
Austin,491,187,1,C,3,0.002551883318,0.007655649954,3,1,True,False,True
Philadelphia,656,113,5,S,3,0.002551763149,0.007655289448,3,1,True,True,True
Austin,491,14,2,C,3,0.002551741536,0.007655224607,3,1,True,False,True
Chicago,159,719,7,C,3,0.00254708011,0.00764124033,3,1,True,True,True
Austin,491,63,10,C,3,0.002545720685,0.007637162055,3,1,True,True,True
Philadelphia,656,343,1,S,3,0.002543249833,0.007629749498,3,1,True,True,True
San Antonio,506,214,0,C,3,0.002541520424,0.007624561271,3,1,True,True,True
Philadelphia,656,101,5,S,3,0.002540217317,0.00762065195,3,1,True,True,True
Austin,491,14,0,C,3,0.002537659972,0.007612979915,3,1,True,False,True
Austin,491,187,0,C,3,0.002537494212,0.007612482636,3,1,True,False,True
Philadelphia,656,400,7,S,3,0.002532066415,0.007596199245,3,1,True,True,True
Philadelphia,656,147,1,S,3,0.002531133358,0.007593400073,3,1,True,False,True
Philadelphia,656,481,4,S,3,0.00252879731,0.007586391931,3,1,True,True,True
Chicago,159,793,8,C,3,0.002528428885,0.007585286654,3,1,True,True,True
Chicago,159,773,7,C,3,0.002520609272,0.007561827815,3,1,True,True,True
Philadelphia,656,602,1,S,3,0.002517837791,0.007553513374,3,1,True,True,True
Philadelphia,656,343,3,S,3,0.002516823624,0.007550470871,3,1,True,True,True
Philadelphia,656,343,2,S,3,0.002516218113,0.00754865434,3,1,True,True,True
Philadelphia,656,400,4,S,3,0.002513458663,0.007540375989,3,1,True,True,True
Philadelphia,656,343,6,S,3,0.002508038367,0.007524115101,3,1,True,True,True
Philadelphia,656,343,9,S,3,0.002505494931,0.007516484792,3,1,True,True,True
Philadelphia,656,147,3,S,3,0.002505486006,0.007516458019,3,1,True,False,True
Austin,491,128,1,C,3,0.002499317763,0.007497953288,3,1,True,True,True
Austin,491,128,2,C,3,0.002498992028,0.007496976083,3,1,True,True,True
Philadelphia,656,481,1,S,3,0.002493345246,0.007480035737,3,1,True,True,True
Chicago,159,257,7,C,3,0.002492624814,0.007477874443,3,1,True,True,True
Philadelphia,656,602,3,S,3,0.002491936656,0.007475809969,3,1,True,True,True
Philadelphia,656,602,2,S,3,0.002491343177,0.007474029532,3,1,True,True,True
Austin,491,128,0,C,3,0.002484852434,0.007454557302,3,1,True,True,True
Philadelphia,656,602,6,S,3,0.002483325958,0.007449977875,3,1,True,True,True
Philadelphia,656,397,7,S,3,0.002477492108,0.007432476324,3,1,True,True,True
Chicago,159,463,8,C,3,0.002477463832,0.007432391496,3,1,True,True,True
Philadelphia,656,400,1,S,3,0.002476799682,0.007430399047,3,1,True,True,True
Austin,491,105,1,C,3,0.0024740804,0.007422241199,3,1,True,True,True
Austin,491,105,2,C,3,0.002473754586,0.007421263759,3,1,True,True,True
Philadelphia,656,481,3,S,3,0.002468495714,0.007405487141,3,1,True,True,True
Philadelphia,656,345,7,S,3,0.002468037223,0.007404111668,3,1,True,True,True
Philadelphia,656,481,2,S,3,0.00246792633,0.007403778991,3,1,True,True,True
Philadelphia,656,397,4,S,3,0.002467865305,0.007403595915,3,1,True,True,True
Austin,491,128,3,C,3,0.002463765932,0.007391297795,3,1,True,True,True
Austin,491,3,8,C,3,0.002462612852,0.007387838556,3,1,True,False,True
Philadelphia,656,481,6,S,3,0.002460234616,0.007380703847,3,1,True,True,True
Austin,491,105,0,C,3,0.002459611601,0.007378834803,3,1,True,True,True
Austin,491,3,1,C,3,0.002457508343,0.00737252503,3,1,True,True,True
Chicago,159,823,7,C,3,0.002453318169,0.007359954506,3,1,True,True,True
Philadelphia,656,400,3,S,3,0.002451104182,0.007353312547,3,1,True,True,True
Philadelphia,656,400,2,S,3,0.002450515415,0.007351546246,3,1,True,True,True
Philadelphia,656,505,8,S,3,0.002443445738,0.007330337213,3,1,True,True,True
Philadelphia,656,400,6,S,3,0.002442561847,0.007327685541,3,1,True,True,True
Philadelphia,656,397,1,S,3,0.00243508515,0.00730525545,3,1,True,True,True
Philadelphia,656,345,4,S,3,0.002428658375,0.007285975124,3,1,True,True,True
Austin,491,3,2,C,3,0.00242773198,0.007283195939,3,1,True,True,True
