model_id,family,description,train_mode,train_parameter_scenario,test_parameter_scenario,heldout_city,n_features,city,event_id,n_tokens,total_value,spearman,top_1pct_value_capture,top_1pct_ndcg,top_1pct_precision,top_1pct_regret,top_5pct_value_capture,top_5pct_ndcg,top_5pct_precision,top_5pct_regret,top_10pct_value_capture,top_10pct_ndcg,top_10pct_precision,top_10pct_regret
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,New York,6,New York,123,1945,10.55420474,0.7645475022,0.930762015,0.912982431,0.4,0.06923798503,0.9097925629,0.9099350159,0.6836734694,0.09020743711,0.9156360575,0.9141307984,0.6564102564,0.08436394246
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,640,1286,333.5612098,0.9582638143,0.9612851355,0.9737187748,0.7692307692,0.03871486448,0.967538866,0.9728345898,0.8,0.03246113403,0.9765723596,0.9781301847,0.8062015504,0.02342764043
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,641,1200,609.6209153,0.9628456557,0.9571506357,0.9717899029,0.75,0.04284936432,0.9816761531,0.9823454442,0.85,0.01832384695,0.9775756372,0.9788774937,0.8083333333,0.02242436278
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,642,1200,690.1435943,0.9622273085,0.9571506357,0.9717899029,0.75,0.04284936431,0.981676153,0.9823454442,0.85,0.01832384695,0.9775756372,0.9788774937,0.8083333333,0.02242436279
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,643,1265,138.0021825,0.9598102068,0.9612851355,0.9737187748,0.7692307692,0.03871486447,0.9714850994,0.9755013088,0.8125,0.02851490057,0.9767405928,0.9782594226,0.8031496063,0.02325940722
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,644,1925,44.19607821,0.9282983755,0.9765515992,0.9811218853,0.8,0.02344840084,0.9754704682,0.9758488246,0.8350515464,0.02452953176,0.9755389824,0.9757470649,0.7772020725,0.02446101762
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,645,2307,62.95283571,0.9135542297,0.9610826712,0.9703468261,0.8333333333,0.03891732878,0.9707436237,0.9718436702,0.8017241379,0.02925637633,0.9708010419,0.971521433,0.7922077922,0.02919895814
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,646,1200,140.4955235,0.9608028111,0.9571506357,0.9717899029,0.75,0.04284936433,0.981676153,0.9823454442,0.85,0.01832384696,0.9775756372,0.9788774937,0.8083333333,0.02242436279
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,647,1200,253.678079,0.9621321359,0.9571506357,0.9717899029,0.75,0.04284936435,0.9816761531,0.9823454442,0.85,0.01832384695,0.9775756372,0.9788774937,0.8083333333,0.02242436277
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,648,1764,55.41184987,0.938212589,0.9706271119,0.9777817278,0.7777777778,0.02937288812,0.9735352892,0.9745622975,0.8314606742,0.02646471082,0.9762700951,0.9762607067,0.790960452,0.02372990489
E1_parameter_light_factorized,factorized,"delay, future horizon, OD exposure, and intervention type; no eta/cost",base_train_transfer,base,base,Philadelphia,6,Philadelphia,649,1768,62.06591403,0.9362799509,0.9706271119,0.9777817278,0.7777777778,0.0293728881,0.9735352892,0.9745622975,0.8314606742,0.02646471082,0.9744543221,0.9747475659,0.790960452,0.02554567795
