city,policy,objective,baseline_objective,recoverable_fraction,total_intervention_cost,total_budget,total_cost_R,total_cost_C,total_cost_S,scenario
Houston,access_based,0.6459902039431678,0.6796610664763543,0.04954066694999948,1.2104751256839847,1.2104751256839847,0.37573147901230897,0.32343895358276076,0.5113046930889151,high_budget
Houston,damage_based,0.6026036557798287,0.6796610664763543,0.11337623191515633,3.0261878142099614,3.0261878142099614,1.1741608719134649,1.2128960759353524,0.6391308663611439,very_high_budget
Houston,exposure_based,0.6120542487540329,0.6796610664763543,0.09947137044766041,3.026187814209961,3.0261878142099614,0.544713806557793,0.9683801005471876,1.5130939071049805,very_high_budget
Houston,access_based,0.6058497142094265,0.6796610664763543,0.10860023607001146,3.026187814209962,3.0261878142099614,0.9393286975307723,0.8085973839569017,1.2782617327222878,very_high_budget
Houston,damage_based,0.661930104460696,0.6796610664763543,0.02608794719930474,0.7262850754103907,0.7262850754103907,0.2614626271477406,0.27889346895759,0.18592897930506003,delayed_response
Houston,exposure_based,0.6596279478246687,0.6796610664763543,0.029475159958103236,0.7262850754103907,0.7262850754103907,0.10531133593450666,0.20699124649196138,0.4139824929839227,delayed_response
Houston,access_based,0.6596690814679089,0.6796610664763543,0.029414639140788346,0.7262850754103907,0.7262850754103907,0.1929013160289998,0.17779458646046364,0.35558917292092723,delayed_response
Houston,damage_based,0.6605349235569835,0.6796610664763543,0.028140706982862307,0.7262850754103906,0.7262850754103907,0.36314253770519533,0.21788552262311714,0.1452570150820781,fast_response
Houston,exposure_based,0.659184835467685,0.6796610664763543,0.03012712073508428,0.7262850754103909,0.7262850754103907,0.18157126885259772,0.18157126885259772,0.36314253770519545,fast_response
Houston,access_based,0.6587033212442603,0.6796610664763543,0.03083558300720035,0.7262850754103907,0.7262850754103907,0.2905140301641563,0.1452570150820781,0.2905140301641562,fast_response
Austin,damage_based,0.8300870241071088,0.8514459392174984,0.02508546241939813,0.7986328236812644,0.7986328236812643,0.3098695355883306,0.3200920357314508,0.16867125236148306,base
Austin,exposure_based,0.8292571489262566,0.8514459392174984,0.02606012815286185,0.7986328236812643,0.7986328236812643,0.14375390826262757,0.2555625035780046,0.3993164118406322,base
Austin,access_based,0.8282649025426196,0.8514459392174984,0.027225494429138797,0.7986328236812644,0.7986328236812643,0.24789562847066451,0.21339469048763382,0.3373425047229661,base
Austin,damage_based,0.8407664816623033,0.8514459392174984,0.012542731209699398,0.3993164118406322,0.39931641184063216,0.1549347677941653,0.1600460178657254,0.08433562618074153,low_budget
Austin,exposure_based,0.8402964100542131,0.8514459392174984,0.01309481747429797,0.39931641184063216,0.39931641184063216,0.07187695413131379,0.1277812517890023,0.1996582059203161,low_budget
Austin,access_based,0.8398554208800586,0.8514459392174984,0.013612747214569842,0.3993164118406322,0.39931641184063216,0.12394781423533226,0.10669734524381691,0.16867125236148306,low_budget
Austin,damage_based,0.8158477473668495,0.8514459392174984,0.041809104032329514,1.3310547061354403,1.3310547061354407,0.5164492259805509,0.5334867262190846,0.281118753935805,high_budget
Austin,exposure_based,0.8161179825722321,0.8514459392174984,0.041491720164563484,1.3310547061354407,1.3310547061354407,0.23958984710437936,0.42593750596334107,0.6655273530677205,high_budget
Austin,access_based,0.8136148464401143,0.8514459392174984,0.04443158518337875,1.3310547061354407,1.3310547061354407,0.4131593807844408,0.35565781747938974,0.5622375078716102,high_budget
Austin,damage_based,0.7630235495620101,0.8514459392174984,0.10384968156257912,3.3276367653386014,3.3276367653386014,1.2911230649513774,1.3337168155477115,0.7027968848395126,very_high_budget
Austin,exposure_based,0.777917085863048,0.8514459392174984,0.0863576299653569,3.3276367653386014,3.3276367653386014,0.5989746177609483,1.0648437649083524,1.6638183826693007,very_high_budget
Austin,access_based,0.7682244838635437,0.8514459392174984,0.09774132627896204,3.327636765338602,3.3276367653386014,1.0328984519611022,0.8891445436984743,1.4055937696790255,very_high_budget
Austin,damage_based,0.8313413676444926,0.8514459392174984,0.023612270194726004,0.7986328236812643,0.7986328236812643,0.28750781652525514,0.30667500429360556,0.20445000286240367,delayed_response
Austin,exposure_based,0.8294905182979246,0.8514459392174984,0.025786042199874015,0.7986328236812642,0.7986328236812643,0.1158017594337833,0.2276103547491603,0.4552207094983206,delayed_response
Austin,access_based,0.8290610785146584,0.8514459392174984,0.026290407495997203,0.7986328236812644,0.7986328236812643,0.21211687796974382,0.19550531523717352,0.3910106304743471,delayed_response
