city,unit,t,intervention,u,e,cost,effective_cost,scenario
New York,379,1,R,0.0,0.0,1.4002926746865403,0.0,delayed_response
New York,379,1,C,0.0,0.0,0.9521990187868473,0.0,delayed_response
New York,379,1,S,0.0,0.0,0.7281521908370009,0.0,delayed_response
New York,1520,1,R,0.0,0.0,1.3217595984368828,0.0,delayed_response
New York,1520,1,C,0.0,0.0,0.8987965269370803,0.0,delayed_response
New York,1520,1,S,0.0,0.0,0.6873149911871792,0.0,delayed_response
New York,33,1,R,0.0,0.0,1.2799008307399504,0.0,delayed_response
New York,33,1,C,0.0,0.0,0.8703325649031662,0.0,delayed_response
New York,33,1,S,0.0,0.0,0.6655484319847742,0.0,delayed_response
New York,487,1,R,0.0,0.0,1.3903846059051064,0.0,delayed_response
New York,487,1,C,0.0,0.0,0.9454615320154723,0.0,delayed_response
New York,487,1,S,0.0,0.0,0.7229999950706554,0.0,delayed_response
New York,947,1,R,0.0,0.0,1.3717247219295108,0.0,delayed_response
New York,947,1,C,0.0,0.0,0.9327728109120674,0.0,delayed_response
New York,947,1,S,0.0,0.0,0.7132968554033456,0.0,delayed_response
New York,431,1,R,0.0,0.0,1.3634048028270598,0.0,delayed_response
New York,431,1,C,0.0,0.0,0.9271152659224007,0.0,delayed_response
New York,431,1,S,0.0,0.0,0.7089704974700711,0.0,delayed_response
New York,1533,1,R,0.0,0.0,1.3406436171126086,0.0,delayed_response
New York,1533,1,C,0.0,0.0,0.9116376596365737,0.0,delayed_response
New York,1533,1,S,0.0,0.0,0.6971346808985565,0.0,delayed_response
New York,21,1,R,0.0,0.0,1.3689658137044847,0.0,delayed_response
New York,21,1,C,0.0,0.0,0.9308967533190495,0.0,delayed_response
New York,21,1,S,0.0,0.0,0.7118622231263321,0.0,delayed_response
New York,480,1,R,0.0,0.0,1.3903713824272135,0.0,delayed_response
New York,480,1,C,0.0,0.0,0.9454525400505052,0.0,delayed_response
New York,480,1,S,0.0,0.0,0.722993118862151,0.0,delayed_response
New York,343,1,R,0.0,0.0,1.3535258050158432,0.0,delayed_response
New York,343,1,C,0.0,0.0,0.9203975474107734,0.0,delayed_response
New York,343,1,S,0.0,0.0,0.7038334186082386,0.0,delayed_response
New York,1495,1,R,0.0,0.0,1.3474169721996931,0.0,delayed_response
New York,1495,1,C,0.0,0.0,0.9162435410957913,0.0,delayed_response
New York,1495,1,S,0.0,0.0,0.7006568255438405,0.0,delayed_response
New York,1875,1,R,0.0,0.0,1.4165542357568612,0.0,delayed_response
New York,1875,1,C,0.0,0.0,0.9632568803146655,0.0,delayed_response
New York,1875,1,S,0.0,0.0,0.7366082025935679,0.0,delayed_response
New York,1903,1,R,0.0,0.0,1.3549262925906258,0.0,delayed_response
New York,1903,1,C,0.0,0.0,0.9213498789616256,0.0,delayed_response
New York,1903,1,S,0.0,0.0,0.7045616721471254,0.0,delayed_response
New York,1548,1,R,0.0,0.0,1.3759728218194114,0.0,delayed_response
New York,1548,1,C,0.0,0.0,0.9356615188371997,0.0,delayed_response
New York,1548,1,S,0.0,0.0,0.715505867346094,0.0,delayed_response
New York,1672,1,R,0.0,0.0,1.3599917973013587,0.0,delayed_response
New York,1672,1,C,0.0,0.0,0.9247944221649239,0.0,delayed_response
New York,1672,1,S,0.0,0.0,0.7071957345967065,0.0,delayed_response
New York,386,1,R,0.0,0.0,1.2663699385590352,0.0,delayed_response
New York,386,1,C,0.0,0.0,0.8611315582201439,0.0,delayed_response
New York,386,1,S,0.0,0.0,0.6585123680506983,0.0,delayed_response
New York,1370,1,R,0.0,0.0,1.3832014371977663,0.0,delayed_response
New York,1370,1,C,0.0,0.0,0.9405769772944811,0.0,delayed_response
New York,1370,1,S,0.0,0.0,0.7192647473428385,0.0,delayed_response
New York,1067,1,R,0.0,0.0,1.3119361013031647,0.0,delayed_response
New York,1067,1,C,0.0,0.0,0.892116548886152,0.0,delayed_response
New York,1067,1,S,0.0,0.0,0.6822067726776456,0.0,delayed_response
New York,1471,1,R,0.0,0.0,1.3818605325603153,0.0,delayed_response
New York,1471,1,C,0.0,0.0,0.9396651621410144,0.0,delayed_response
New York,1471,1,S,0.0,0.0,0.718567476931364,0.0,delayed_response
New York,1565,2,R,0.0,0.0,1.4918426716835067,0.0,delayed_response
New York,1565,2,C,0.0,0.0,1.0144530167447845,0.0,delayed_response
New York,1565,2,S,0.0,0.0,0.7757581892754235,0.0,delayed_response
New York,1166,2,R,0.0,0.0,1.3375983986326903,0.0,delayed_response
New York,1166,2,C,0.0,0.0,0.9095669110702294,0.0,delayed_response
New York,1166,2,S,0.36345227279001835,0.13389424126242802,0.695551167288999,0.25279965259293696,delayed_response
New York,1286,2,R,0.0,0.0,1.5000000000000002,0.0,delayed_response
New York,1286,2,C,0.0,0.0,1.02,0.0,delayed_response
New York,1286,2,S,0.0,0.0,0.7800000000000001,0.0,delayed_response
New York,1224,2,R,0.0,0.0,1.4072941249159223,0.0,delayed_response
New York,1224,2,C,0.0,0.0,0.9569600049428272,0.0,delayed_response
New York,1224,2,S,0.0,0.0,0.7317929449562797,0.0,delayed_response
New York,1695,2,R,0.0,0.0,1.4924799452471906,0.0,delayed_response
New York,1695,2,C,0.0,0.0,1.0148863627680897,0.0,delayed_response
New York,1695,2,S,0.0,0.0,0.7760895715285392,0.0,delayed_response
New York,1910,2,R,0.0,0.0,1.4891273390373438,0.0,delayed_response
New York,1910,2,C,0.0,0.0,1.0126065905453938,0.0,delayed_response
New York,1910,2,S,0.0,0.0,0.7743462162994188,0.0,delayed_response
New York,1605,2,R,0.0,0.0,1.4864510259832757,0.0,delayed_response
New York,1605,2,C,0.0,0.0,1.0107866976686275,0.0,delayed_response
New York,1605,2,S,0.0,0.0,0.7729545335113035,0.0,delayed_response
New York,1085,2,R,0.0,0.0,1.337227595314881,0.0,delayed_response
New York,1085,2,C,0.0,0.0,0.9093147648141191,0.0,delayed_response
New York,1085,2,S,0.0,0.0,0.6953583495637381,0.0,delayed_response
New York,945,2,R,0.0,0.0,1.4477899208394642,0.0,delayed_response
New York,945,2,C,0.0,0.0,0.9844971461708357,0.0,delayed_response
New York,945,2,S,0.0,0.0,0.7528507588365214,0.0,delayed_response
New York,717,2,R,0.0,0.0,1.406953120788944,0.0,delayed_response
New York,717,2,C,0.0,0.0,0.956728122136482,0.0,delayed_response
New York,717,2,S,0.0,0.0,0.7316156228102509,0.0,delayed_response
New York,175,2,R,0.0,0.0,1.459540761180365,0.0,delayed_response
New York,175,2,C,0.0,0.0,0.9924877176026483,0.0,delayed_response
New York,175,2,S,0.0,0.0,0.7589611958137898,0.0,delayed_response
New York,731,2,R,0.0,0.0,1.3928063508434885,0.0,delayed_response
New York,731,2,C,0.0,0.0,0.9471083185735721,0.0,delayed_response
New York,731,2,S,0.0,0.0,0.724259302438614,0.0,delayed_response
New York,1538,2,R,0.0,0.0,1.3905868125221654,0.0,delayed_response
New York,1538,2,C,0.0,0.0,0.9455990325150725,0.0,delayed_response
New York,1538,2,S,0.0,0.0,0.723105142511526,0.0,delayed_response
New York,1048,2,R,0.0,0.0,1.4257769775355833,0.0,delayed_response
New York,1048,2,C,0.0,0.0,0.9695283447241966,0.0,delayed_response
New York,1048,2,S,0.0,0.0,0.7414040283185034,0.0,delayed_response
New York,1884,2,R,0.0,0.0,1.3814343813225403,0.0,delayed_response
New York,1884,2,C,0.0,0.0,0.9393753792993274,0.0,delayed_response
New York,1884,2,S,0.0,0.0,0.7183458782877209,0.0,delayed_response
New York,854,2,R,0.0,0.0,1.3861918666136859,0.0,delayed_response
New York,854,2,C,0.0,0.0,0.9426104692973063,0.0,delayed_response
New York,854,2,S,0.0,0.0,0.7208197706391166,0.0,delayed_response
New York,379,2,R,0.0,0.0,1.4002926746865403,0.0,delayed_response
New York,379,2,C,0.0,0.0,0.9521990187868473,0.0,delayed_response
New York,379,2,S,0.0,0.0,0.7281521908370009,0.0,delayed_response
New York,1520,2,R,0.0,0.0,1.3217595984368828,0.0,delayed_response
New York,1520,2,C,0.0,0.0,0.8987965269370803,0.0,delayed_response
New York,1520,2,S,0.0,0.0,0.6873149911871792,0.0,delayed_response
New York,33,2,R,0.0,0.0,1.2799008307399504,0.0,delayed_response
New York,33,2,C,0.0,0.0,0.8703325649031662,0.0,delayed_response
New York,33,2,S,0.16718173567218986,0.05956337076930694,0.6655484319847742,0.11126754203311895,delayed_response
New York,487,2,R,0.0,0.0,1.3903846059051064,0.0,delayed_response
New York,487,2,C,0.0,0.0,0.9454615320154723,0.0,delayed_response
New York,487,2,S,0.0,0.0,0.7229999950706554,0.0,delayed_response
New York,947,2,R,0.0,0.0,1.3717247219295108,0.0,delayed_response
New York,947,2,C,0.0,0.0,0.9327728109120674,0.0,delayed_response
New York,947,2,S,0.0,0.0,0.7132968554033456,0.0,delayed_response
New York,431,2,R,0.0,0.0,1.3634048028270598,0.0,delayed_response
New York,431,2,C,0.0,0.0,0.9271152659224007,0.0,delayed_response
New York,431,2,S,0.0,0.0,0.7089704974700711,0.0,delayed_response
New York,1533,2,R,0.0,0.0,1.3406436171126086,0.0,delayed_response
New York,1533,2,C,0.0,0.0,0.9116376596365737,0.0,delayed_response
New York,1533,2,S,0.0,0.0,0.6971346808985565,0.0,delayed_response
New York,21,2,R,0.0,0.0,1.3689658137044847,0.0,delayed_response
New York,21,2,C,0.0,0.0,0.9308967533190495,0.0,delayed_response
New York,21,2,S,0.0,0.0,0.7118622231263321,0.0,delayed_response
New York,480,2,R,0.0,0.0,1.3903713824272135,0.0,delayed_response
New York,480,2,C,0.0,0.0,0.9454525400505052,0.0,delayed_response
New York,480,2,S,0.0,0.0,0.722993118862151,0.0,delayed_response
New York,343,2,R,0.0,0.0,1.3535258050158432,0.0,delayed_response
New York,343,2,C,0.0,0.0,0.9203975474107734,0.0,delayed_response
New York,343,2,S,0.0,0.0,0.7038334186082386,0.0,delayed_response
New York,1495,2,R,0.0,0.0,1.3474169721996931,0.0,delayed_response
New York,1495,2,C,0.0,0.0,0.9162435410957913,0.0,delayed_response
New York,1495,2,S,0.0,0.0,0.7006568255438405,0.0,delayed_response
New York,1875,2,R,0.0,0.0,1.4165542357568612,0.0,delayed_response
New York,1875,2,C,0.0,0.0,0.9632568803146655,0.0,delayed_response
New York,1875,2,S,0.0,0.0,0.7366082025935679,0.0,delayed_response
New York,1903,2,R,0.0,0.0,1.3549262925906258,0.0,delayed_response
New York,1903,2,C,0.0,0.0,0.9213498789616256,0.0,delayed_response
New York,1903,2,S,0.0,0.0,0.7045616721471254,0.0,delayed_response
New York,1548,2,R,0.0,0.0,1.3759728218194114,0.0,delayed_response
New York,1548,2,C,0.0,0.0,0.9356615188371997,0.0,delayed_response
New York,1548,2,S,0.0,0.0,0.715505867346094,0.0,delayed_response
New York,1672,2,R,0.0,0.0,1.3599917973013587,0.0,delayed_response
New York,1672,2,C,0.0,0.0,0.9247944221649239,0.0,delayed_response
New York,1672,2,S,0.0,0.0,0.7071957345967065,0.0,delayed_response
New York,386,2,R,0.0,0.0,1.2663699385590352,0.0,delayed_response
New York,386,2,C,0.0,0.0,0.8611315582201439,0.0,delayed_response
New York,386,2,S,0.0,0.0,0.6585123680506983,0.0,delayed_response
New York,1370,2,R,0.0,0.0,1.3832014371977663,0.0,delayed_response
New York,1370,2,C,0.0,0.0,0.9405769772944811,0.0,delayed_response
New York,1370,2,S,0.0,0.0,0.7192647473428385,0.0,delayed_response
New York,1067,2,R,0.0,0.0,1.3119361013031647,0.0,delayed_response
New York,1067,2,C,0.0,0.0,0.892116548886152,0.0,delayed_response
New York,1067,2,S,0.0,0.0,0.6822067726776456,0.0,delayed_response
New York,1471,2,R,0.0,0.0,1.3818605325603153,0.0,delayed_response
New York,1471,2,C,0.0,0.0,0.9396651621410144,0.0,delayed_response
New York,1471,2,S,0.0,0.0,0.718567476931364,0.0,delayed_response
New York,1565,3,R,0.0,0.0,1.4918426716835067,0.0,delayed_response
New York,1565,3,C,0.0,0.0,1.0144530167447845,0.0,delayed_response
New York,1565,3,S,0.0,0.0,0.7757581892754235,0.0,delayed_response
New York,1166,3,R,0.0,0.0,1.3375983986326903,0.0,delayed_response
New York,1166,3,C,0.0,0.0,0.9095669110702294,0.0,delayed_response
New York,1166,3,S,0.17002397776174022,0.06263609613463766,0.695551167288999,0.11826037619929722,delayed_response
New York,1286,3,R,0.0,0.0,1.5000000000000002,0.0,delayed_response
New York,1286,3,C,0.0,0.0,1.02,0.0,delayed_response
New York,1286,3,S,0.0,0.0,0.7800000000000001,0.0,delayed_response
New York,1224,3,R,0.0,0.0,1.4072941249159223,0.0,delayed_response
New York,1224,3,C,0.0,0.0,0.9569600049428272,0.0,delayed_response
New York,1224,3,S,0.0,0.0,0.7317929449562797,0.0,delayed_response
New York,1695,3,R,0.0,0.0,1.4924799452471906,0.0,delayed_response
New York,1695,3,C,0.0,0.0,1.0148863627680897,0.0,delayed_response
New York,1695,3,S,0.0,0.0,0.7760895715285392,0.0,delayed_response
New York,1910,3,R,0.0,0.0,1.4891273390373438,0.0,delayed_response
New York,1910,3,C,0.0,0.0,1.0126065905453938,0.0,delayed_response
New York,1910,3,S,0.0,0.0,0.7743462162994188,0.0,delayed_response
New York,1605,3,R,0.0,0.0,1.4864510259832757,0.0,delayed_response
New York,1605,3,C,0.0,0.0,1.0107866976686275,0.0,delayed_response
New York,1605,3,S,0.0,0.0,0.7729545335113035,0.0,delayed_response
New York,1085,3,R,0.0,0.0,1.337227595314881,0.0,delayed_response
New York,1085,3,C,0.0,0.0,0.9093147648141191,0.0,delayed_response
New York,1085,3,S,0.0,0.0,0.6953583495637381,0.0,delayed_response
New York,945,3,R,0.0,0.0,1.4477899208394642,0.0,delayed_response
New York,945,3,C,0.0,0.0,0.9844971461708357,0.0,delayed_response
New York,945,3,S,0.0,0.0,0.7528507588365214,0.0,delayed_response
New York,717,3,R,0.0,0.0,1.406953120788944,0.0,delayed_response
New York,717,3,C,0.0,0.0,0.956728122136482,0.0,delayed_response
New York,717,3,S,0.0,0.0,0.7316156228102509,0.0,delayed_response
New York,175,3,R,0.0,0.0,1.459540761180365,0.0,delayed_response
New York,175,3,C,0.0,0.0,0.9924877176026483,0.0,delayed_response
New York,175,3,S,0.0,0.0,0.7589611958137898,0.0,delayed_response
New York,731,3,R,0.0,0.0,1.3928063508434885,0.0,delayed_response
New York,731,3,C,0.0,0.0,0.9471083185735721,0.0,delayed_response
New York,731,3,S,0.0,0.0,0.724259302438614,0.0,delayed_response
New York,1538,3,R,0.0,0.0,1.3905868125221654,0.0,delayed_response
New York,1538,3,C,0.0,0.0,0.9455990325150725,0.0,delayed_response
New York,1538,3,S,0.0,0.0,0.723105142511526,0.0,delayed_response
New York,1048,3,R,0.0,0.0,1.4257769775355833,0.0,delayed_response
New York,1048,3,C,0.0,0.0,0.9695283447241966,0.0,delayed_response
New York,1048,3,S,0.0,0.0,0.7414040283185034,0.0,delayed_response
New York,1884,3,R,0.0,0.0,1.3814343813225403,0.0,delayed_response
New York,1884,3,C,0.0,0.0,0.9393753792993274,0.0,delayed_response
New York,1884,3,S,0.0,0.0,0.7183458782877209,0.0,delayed_response
New York,854,3,R,0.0,0.0,1.3861918666136859,0.0,delayed_response
New York,854,3,C,0.0,0.0,0.9426104692973063,0.0,delayed_response
New York,854,3,S,0.0,0.0,0.7208197706391166,0.0,delayed_response
New York,379,3,R,0.0,0.0,1.4002926746865403,0.0,delayed_response
New York,379,3,C,0.0,0.0,0.9521990187868473,0.0,delayed_response
New York,379,3,S,0.0,0.0,0.7281521908370009,0.0,delayed_response
New York,1520,3,R,0.0,0.0,1.3217595984368828,0.0,delayed_response
New York,1520,3,C,0.0,0.0,0.8987965269370803,0.0,delayed_response
New York,1520,3,S,0.0,0.0,0.6873149911871792,0.0,delayed_response
New York,33,3,R,0.0,0.0,1.2799008307399504,0.0,delayed_response
New York,33,3,C,0.0,0.0,0.8703325649031662,0.0,delayed_response
New York,33,3,S,0.2389381523153245,0.08512868765279993,0.6655484319847742,0.15902491261480337,delayed_response
New York,487,3,R,0.0,0.0,1.3903846059051064,0.0,delayed_response
New York,487,3,C,0.0,0.0,0.9454615320154723,0.0,delayed_response
New York,487,3,S,0.0,0.0,0.7229999950706554,0.0,delayed_response
New York,947,3,R,0.0,0.0,1.3717247219295108,0.0,delayed_response
New York,947,3,C,0.0,0.0,0.9327728109120674,0.0,delayed_response
New York,947,3,S,0.0,0.0,0.7132968554033456,0.0,delayed_response
New York,431,3,R,0.0,0.0,1.3634048028270598,0.0,delayed_response
New York,431,3,C,0.0,0.0,0.9271152659224007,0.0,delayed_response
New York,431,3,S,0.0,0.0,0.7089704974700711,0.0,delayed_response
New York,1533,3,R,0.0,0.0,1.3406436171126086,0.0,delayed_response
New York,1533,3,C,0.0,0.0,0.9116376596365737,0.0,delayed_response
New York,1533,3,S,0.0,0.0,0.6971346808985565,0.0,delayed_response
New York,21,3,R,0.0,0.0,1.3689658137044847,0.0,delayed_response
New York,21,3,C,0.0,0.0,0.9308967533190495,0.0,delayed_response
New York,21,3,S,0.0,0.0,0.7118622231263321,0.0,delayed_response
New York,480,3,R,0.0,0.0,1.3903713824272135,0.0,delayed_response
New York,480,3,C,0.0,0.0,0.9454525400505052,0.0,delayed_response
New York,480,3,S,0.0,0.0,0.722993118862151,0.0,delayed_response
New York,343,3,R,0.0,0.0,1.3535258050158432,0.0,delayed_response
New York,343,3,C,0.0,0.0,0.9203975474107734,0.0,delayed_response
New York,343,3,S,0.0,0.0,0.7038334186082386,0.0,delayed_response
New York,1495,3,R,0.0,0.0,1.3474169721996931,0.0,delayed_response
New York,1495,3,C,0.0,0.0,0.9162435410957913,0.0,delayed_response
New York,1495,3,S,0.0,0.0,0.7006568255438405,0.0,delayed_response
New York,1875,3,R,0.0,0.0,1.4165542357568612,0.0,delayed_response
New York,1875,3,C,0.0,0.0,0.9632568803146655,0.0,delayed_response
New York,1875,3,S,0.0,0.0,0.7366082025935679,0.0,delayed_response
New York,1903,3,R,0.0,0.0,1.3549262925906258,0.0,delayed_response
New York,1903,3,C,0.0,0.0,0.9213498789616256,0.0,delayed_response
New York,1903,3,S,0.0,0.0,0.7045616721471254,0.0,delayed_response
New York,1548,3,R,0.0,0.0,1.3759728218194114,0.0,delayed_response
New York,1548,3,C,0.0,0.0,0.9356615188371997,0.0,delayed_response
New York,1548,3,S,0.0,0.0,0.715505867346094,0.0,delayed_response
New York,1672,3,R,0.0,0.0,1.3599917973013587,0.0,delayed_response
New York,1672,3,C,0.0,0.0,0.9247944221649239,0.0,delayed_response
New York,1672,3,S,0.0,0.0,0.7071957345967065,0.0,delayed_response
New York,386,3,R,0.0,0.0,1.2663699385590352,0.0,delayed_response
New York,386,3,C,0.0,0.0,0.8611315582201439,0.0,delayed_response
New York,386,3,S,0.0,0.0,0.6585123680506983,0.0,delayed_response
New York,1370,3,R,0.0,0.0,1.3832014371977663,0.0,delayed_response
New York,1370,3,C,0.0,0.0,0.9405769772944811,0.0,delayed_response
New York,1370,3,S,0.0,0.0,0.7192647473428385,0.0,delayed_response
New York,1067,3,R,0.0,0.0,1.3119361013031647,0.0,delayed_response
New York,1067,3,C,0.0,0.0,0.892116548886152,0.0,delayed_response
New York,1067,3,S,0.0,0.0,0.6822067726776456,0.0,delayed_response
New York,1471,3,R,0.0,0.0,1.3818605325603153,0.0,delayed_response
New York,1471,3,C,0.0,0.0,0.9396651621410144,0.0,delayed_response
New York,1471,3,S,0.0,0.0,0.718567476931364,0.0,delayed_response
New York,1565,4,R,0.0,0.0,1.4918426716835067,0.0,delayed_response
New York,1565,4,C,0.0,0.0,1.0144530167447845,0.0,delayed_response
New York,1565,4,S,0.0,0.0,0.7757581892754235,0.0,delayed_response
New York,1166,4,R,0.0,0.0,1.3375983986326903,0.0,delayed_response
New York,1166,4,C,0.0,0.0,0.9095669110702294,0.0,delayed_response
New York,1166,4,S,0.15416723588909956,0.05679454118814263,0.695551167288999,0.10723120088038166,delayed_response
New York,1286,4,R,0.0,0.0,1.5000000000000002,0.0,delayed_response
New York,1286,4,C,0.0,0.0,1.02,0.0,delayed_response
New York,1286,4,S,0.0,0.0,0.7800000000000001,0.0,delayed_response
New York,1224,4,R,0.0,0.0,1.4072941249159223,0.0,delayed_response
New York,1224,4,C,0.0,0.0,0.9569600049428272,0.0,delayed_response
New York,1224,4,S,0.0,0.0,0.7317929449562797,0.0,delayed_response
New York,1695,4,R,0.0,0.0,1.4924799452471906,0.0,delayed_response
New York,1695,4,C,0.0,0.0,1.0148863627680897,0.0,delayed_response
New York,1695,4,S,0.0,0.0,0.7760895715285392,0.0,delayed_response
New York,1910,4,R,0.0,0.0,1.4891273390373438,0.0,delayed_response
New York,1910,4,C,0.0,0.0,1.0126065905453938,0.0,delayed_response
New York,1910,4,S,0.0,0.0,0.7743462162994188,0.0,delayed_response
New York,1605,4,R,0.0,0.0,1.4864510259832757,0.0,delayed_response
New York,1605,4,C,0.0,0.0,1.0107866976686275,0.0,delayed_response
New York,1605,4,S,0.0,0.0,0.7729545335113035,0.0,delayed_response
New York,1085,4,R,0.0,0.0,1.337227595314881,0.0,delayed_response
New York,1085,4,C,0.0,0.0,0.9093147648141191,0.0,delayed_response
New York,1085,4,S,0.0,0.0,0.6953583495637381,0.0,delayed_response
New York,945,4,R,0.0,0.0,1.4477899208394642,0.0,delayed_response
New York,945,4,C,0.0,0.0,0.9844971461708357,0.0,delayed_response
New York,945,4,S,0.0,0.0,0.7528507588365214,0.0,delayed_response
New York,717,4,R,0.0,0.0,1.406953120788944,0.0,delayed_response
New York,717,4,C,0.0,0.0,0.956728122136482,0.0,delayed_response
New York,717,4,S,0.0,0.0,0.7316156228102509,0.0,delayed_response
New York,175,4,R,0.0,0.0,1.459540761180365,0.0,delayed_response
New York,175,4,C,0.0,0.0,0.9924877176026483,0.0,delayed_response
New York,175,4,S,0.0,0.0,0.7589611958137898,0.0,delayed_response
New York,731,4,R,0.0,0.0,1.3928063508434885,0.0,delayed_response
New York,731,4,C,0.0,0.0,0.9471083185735721,0.0,delayed_response
New York,731,4,S,0.0,0.0,0.724259302438614,0.0,delayed_response
New York,1538,4,R,0.0,0.0,1.3905868125221654,0.0,delayed_response
New York,1538,4,C,0.0,0.0,0.9455990325150725,0.0,delayed_response
New York,1538,4,S,0.0,0.0,0.723105142511526,0.0,delayed_response
New York,1048,4,R,0.0,0.0,1.4257769775355833,0.0,delayed_response
New York,1048,4,C,0.0,0.0,0.9695283447241966,0.0,delayed_response
New York,1048,4,S,0.0,0.0,0.7414040283185034,0.0,delayed_response
New York,1884,4,R,0.0,0.0,1.3814343813225403,0.0,delayed_response
New York,1884,4,C,0.0,0.0,0.9393753792993274,0.0,delayed_response
New York,1884,4,S,0.0,0.0,0.7183458782877209,0.0,delayed_response
New York,854,4,R,0.0,0.0,1.3861918666136859,0.0,delayed_response
New York,854,4,C,0.0,0.0,0.9426104692973063,0.0,delayed_response
New York,854,4,S,0.0,0.0,0.7208197706391166,0.0,delayed_response
New York,379,4,R,0.0,0.0,1.4002926746865403,0.0,delayed_response
New York,379,4,C,0.0,0.0,0.9521990187868473,0.0,delayed_response
New York,379,4,S,0.0,0.0,0.7281521908370009,0.0,delayed_response
New York,1520,4,R,0.0,0.0,1.3217595984368828,0.0,delayed_response
New York,1520,4,C,0.0,0.0,0.8987965269370803,0.0,delayed_response
New York,1520,4,S,0.0,0.0,0.6873149911871792,0.0,delayed_response
New York,33,4,R,0.0,0.0,1.2799008307399504,0.0,delayed_response
New York,33,4,C,0.0,0.0,0.8703325649031662,0.0,delayed_response
New York,33,4,S,0.11844166419946099,0.04219829834210642,0.6655484319847742,0.07882866388961843,delayed_response
New York,487,4,R,0.0,0.0,1.3903846059051064,0.0,delayed_response
New York,487,4,C,0.0,0.0,0.9454615320154723,0.0,delayed_response
New York,487,4,S,0.0,0.0,0.7229999950706554,0.0,delayed_response
New York,947,4,R,0.0,0.0,1.3717247219295108,0.0,delayed_response
New York,947,4,C,0.0,0.0,0.9327728109120674,0.0,delayed_response
New York,947,4,S,0.0,0.0,0.7132968554033456,0.0,delayed_response
New York,431,4,R,0.0,0.0,1.3634048028270598,0.0,delayed_response
New York,431,4,C,0.0,0.0,0.9271152659224007,0.0,delayed_response
New York,431,4,S,0.0,0.0,0.7089704974700711,0.0,delayed_response
New York,1533,4,R,0.0,0.0,1.3406436171126086,0.0,delayed_response
New York,1533,4,C,0.0,0.0,0.9116376596365737,0.0,delayed_response
New York,1533,4,S,0.0,0.0,0.6971346808985565,0.0,delayed_response
New York,21,4,R,0.0,0.0,1.3689658137044847,0.0,delayed_response
New York,21,4,C,0.0,0.0,0.9308967533190495,0.0,delayed_response
New York,21,4,S,0.0,0.0,0.7118622231263321,0.0,delayed_response
New York,480,4,R,0.0,0.0,1.3903713824272135,0.0,delayed_response
New York,480,4,C,0.0,0.0,0.9454525400505052,0.0,delayed_response
New York,480,4,S,0.0,0.0,0.722993118862151,0.0,delayed_response
New York,343,4,R,0.0,0.0,1.3535258050158432,0.0,delayed_response
New York,343,4,C,0.0,0.0,0.9203975474107734,0.0,delayed_response
New York,343,4,S,0.0,0.0,0.7038334186082386,0.0,delayed_response
New York,1495,4,R,0.0,0.0,1.3474169721996931,0.0,delayed_response
New York,1495,4,C,0.0,0.0,0.9162435410957913,0.0,delayed_response
New York,1495,4,S,0.0,0.0,0.7006568255438405,0.0,delayed_response
New York,1875,4,R,0.0,0.0,1.4165542357568612,0.0,delayed_response
New York,1875,4,C,0.0,0.0,0.9632568803146655,0.0,delayed_response
New York,1875,4,S,0.0,0.0,0.7366082025935679,0.0,delayed_response
New York,1903,4,R,0.0,0.0,1.3549262925906258,0.0,delayed_response
New York,1903,4,C,0.0,0.0,0.9213498789616256,0.0,delayed_response
New York,1903,4,S,0.0,0.0,0.7045616721471254,0.0,delayed_response
New York,1548,4,R,0.0,0.0,1.3759728218194114,0.0,delayed_response
New York,1548,4,C,0.0,0.0,0.9356615188371997,0.0,delayed_response
New York,1548,4,S,0.0,0.0,0.715505867346094,0.0,delayed_response
New York,1672,4,R,0.0,0.0,1.3599917973013587,0.0,delayed_response
New York,1672,4,C,0.0,0.0,0.9247944221649239,0.0,delayed_response
New York,1672,4,S,0.0,0.0,0.7071957345967065,0.0,delayed_response
New York,386,4,R,0.0,0.0,1.2663699385590352,0.0,delayed_response
New York,386,4,C,0.0,0.0,0.8611315582201439,0.0,delayed_response
New York,386,4,S,0.0,0.0,0.6585123680506983,0.0,delayed_response
New York,1370,4,R,0.0,0.0,1.3832014371977663,0.0,delayed_response
New York,1370,4,C,0.0,0.0,0.9405769772944811,0.0,delayed_response
New York,1370,4,S,0.0,0.0,0.7192647473428385,0.0,delayed_response
New York,1067,4,R,0.0,0.0,1.3119361013031647,0.0,delayed_response
New York,1067,4,C,0.0,0.0,0.892116548886152,0.0,delayed_response
New York,1067,4,S,0.0,0.0,0.6822067726776456,0.0,delayed_response
New York,1471,4,R,0.0,0.0,1.3818605325603153,0.0,delayed_response
New York,1471,4,C,0.0,0.0,0.9396651621410144,0.0,delayed_response
New York,1471,4,S,0.0,0.0,0.718567476931364,0.0,delayed_response
New York,1565,5,R,0.0,0.0,1.4918426716835067,0.0,delayed_response
New York,1565,5,C,0.0,0.0,1.0144530167447845,0.0,delayed_response
New York,1565,5,S,0.0,0.0,0.7757581892754235,0.0,delayed_response
New York,1166,5,R,0.0,0.0,1.3375983986326903,0.0,delayed_response
New York,1166,5,C,0.0,0.0,0.9095669110702294,0.0,delayed_response
New York,1166,5,S,0.14066117088897293,0.05181896540827189,0.695551167288999,0.09783704160406248,delayed_response
New York,1286,5,R,0.0,0.0,1.5000000000000002,0.0,delayed_response
New York,1286,5,C,0.0,0.0,1.02,0.0,delayed_response
