city,n_units,horizon,q_nnz,q_density,mean_b0,weighted_b0,max_b0,mean_a_retention,total_disturbance,total_budget,mean_period_budget,delay_R,delay_C,delay_S,q_row_sum_min,q_row_sum_max,pwl_enabled,scenario_type,event_id,event_start,event_end,event_total_precip,event_peak_precip,event_peak_positive_abnormal_deficit,city_signal_b0,city_signal_h_total,city_signal_h_peak,dynamic_a_retention,dynamic_rain_kernel_sum,h_observed_innovation_steps,h_rain_kernel_fallback_steps,h_signal_source,scenario
New York,1940,12,707646,0.1880237007120841,0.0,0.0,0.0,0.9068545482878572,37.47516591338547,8.431912330511729,2.360935452543284,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,99,2019-06-02 22:00:00,2019-06-02 23:00:00,0.3740159499999999,0.28740173,0.0158117953226626,0.0,0.0197442261656091,0.0070955533205566,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0,0.0,0.0,0.9068545482878572,41.883262648016185,9.42373409580364,2.638645546825019,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,100,2019-06-05 21:00:00,2019-06-05 21:00:00,0.0104986933333333,0.0104986933333333,0.0187516106067029,0.0,0.0220666830985442,0.0105936371161875,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0013469593751291,0.0013767426931161,0.0019500692911305,0.9068545482878572,39.270161460265726,9.42373409580364,2.638645546825019,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,101,2019-06-06 02:00:00,2019-06-06 03:00:00,0.1036745966666665,0.0931759033333333,0.0187516106067029,0.0013767426931161,0.0206899404054281,0.0105936371161875,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0082246295148476,0.008406488567681,0.0119072614541871,0.9068545482878572,64.53807158212844,18.1111168892099,5.071112728978774,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,102,2019-06-10 12:00:00,2019-06-10 21:00:00,0.620735243333333,0.3897639899999999,0.043281661301787,0.008406488567681,0.0340026321579186,0.0201674779302614,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0070644500227257,0.0072206557445278,0.0102276039666926,0.9068545482878572,100.05146906549427,25.595212974655997,7.166659632903677,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,103,2019-06-11 01:00:00,2019-06-11 01:00:00,0.00393701,0.00393701,0.043281661301787,0.0072206557445278,0.052713277854361,0.0184899170774754,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0166249362490221,0.0169925388448842,0.024068860757671,0.9068545482878572,153.12679094013362,41.71031263422822,11.678887537583902,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,104,2019-06-11 05:00:00,2019-06-11 08:00:00,0.3412075333333332,0.2690290166666666,0.0468159178098303,0.0169925388448842,0.0806766272716102,0.0184899170774754,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0305505551045276,0.0312260742880741,0.0442297670118092,0.9068545482878572,0.0,13.335317303126306,3.733888844875366,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,105,2019-06-13 08:00:00,2019-06-13 13:00:00,0.4317587633333331,0.1469817066666666,0.0312260742880741,0.0312260742880741,0.0,0.0,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.004560266462093,0.0046611008811957,0.0066021557526544,0.9068545482878572,29.419589090834197,8.609963856141325,2.410789879719572,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,106,2019-06-13 22:00:00,2019-06-14 00:00:00,0.1994751733333332,0.1154856266666666,0.0141390978200705,0.0046611008811957,0.0155000520091425,0.0101668398428353,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0266468745675932,0.02723607744428,0.0385781878491263,0.9068545482878572,67.71451507693403,26.86712664106459,7.522795459498085,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,107,2019-06-16 03:00:00,2019-06-16 06:00:00,0.0341207533333332,0.0131233666666666,0.0273420963831678,0.02723607744428,0.0356761782846702,0.013693094223995,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0173322286595866,0.0177154705651136,0.0250928479952663,0.9068545482878572,71.75154326298357,23.70961504408088,6.638692212342647,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,108,2019-06-16 19:00:00,2019-06-16 20:00:00,0.0301837433333332,0.0170603766666666,0.0259572648763609,0.0177154705651136,0.0378031334454966,0.0096255528363447,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0414512049116454,0.0423677540219031,0.0600112544380292,0.9068545482878572,178.2834968876123,58.207237743646,16.29802656822088,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,109,2019-06-18 07:00:00,2019-06-18 11:00:00,0.1036745966666666,0.06692917,0.0681389739369214,0.0423677540219031,0.093930729813991,0.0165298438449571,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0322015929728069,0.0329136191117579,0.0466200679406079,0.9068545482878572,116.58717007407418,40.2881085992969,11.28067040780313,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,110,2019-06-18 13:00:00,2019-06-18 21:00:00,0.8070870499999999,0.2427822833333333,0.0681389739369214,0.0329136191117579,0.0614253038738023,0.0165298438449571,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0326553634264782,0.033377423119495,0.0472770170982927,0.9068545482878572,19.303518627110613,18.597357826757623,5.207260191492134,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,111,2019-06-18 23:00:00,2019-06-18 23:00:00,0.00787402,0.00787402,0.0070867303235727,0.033377423119495,0.0101702828600309,0.0070867303235727,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0005592661386837,0.0005716323626066,0.0008096812292589,0.9068545482878572,13.450838358096412,3.2705583001071648,0.9157563240300064,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,112,2019-06-19 07:00:00,2019-06-19 07:00:00,0.00393701,0.00393701,0.0070867303235727,0.0005716323626066,0.0070867303235727,0.0070867303235727,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
New York,1940,12,707646,0.1880237007120841,0.0003958420184872,0.0004045946868505,0.0005730828847879,0.9068545482878572,13.450838358096412,3.199223671641394,0.8957826280595905,2,0,1,0.9999999999999982,1.0000000000000018,True,observed_rainfall_event,113,2019-06-19 10:00:00,2019-06-19 10:00:00,0.00393701,0.00393701,0.0070867303235727,0.0004045946868505,0.0070867303235727,0.0070867303235727,0.9021352768402808,0.0005168224335782,12,0,observed_innovation,base
