city,status,objective,runtime_seconds,n_units,horizon,initial_mean_b,final_weighted_b,final_weighted_ell,total_intervention_cost,total_budget,mean_period_budget,total_u_C,total_e_C,total_cost_C,cap_utilization_C,total_u_R,total_e_R,total_cost_R,cap_utilization_R,total_u_S,total_e_S,total_cost_S,cap_utilization_S,baseline_objective,recoverable_fraction,scenario_type,event_id,event_start,event_end,event_total_precip,event_peak_precip,event_peak_positive_abnormal_deficit,city_signal_b0,city_signal_h_total,city_signal_h_peak,dynamic_a_retention,dynamic_rain_kernel_sum,h_observed_innovation_steps,h_rain_kernel_fallback_steps,h_signal_source,scenario,optimized_objective,weighted_b0,weighted_h_total,weighted_h_peak,budget_intensity,error
Austin,OPTIMAL,0.0711197056687216,5.148999929428101,207.0,12.0,0.0180576621545909,0.0030586369825553,0.0029083871452918,0.9527473834385944,0.952747383438592,0.2667692673628057,0.758320581195795,0.2190377025536968,0.689624142785552,0.0342111704546191,0.0250067984198432,0.0050683740938178,0.0365098904159713,0.0004834999100907,0.3426141866916395,0.1201784504190661,0.226613350237071,0.0331217786619494,0.0804494770115545,0.115970565495322,observed_rainfall_event,488,2024-07-23 15:00:00,2024-07-23 16:00:00,0.084645715,0.045275615,0.018057662154591,0.018057662154591,0.0026992524744833,0.0013979668862401,0.7540815049632587,0.0004088333920429,12.0,0.0,observed_innovation,base,0.0711197056687216,0.0180576621545909,0.0026992524744833,0.0013979668862401,0.18,
Austin,OPTIMAL,0.0337524694218991,8.608000040054321,207.0,12.0,0.0069760641827316,0.001065739028235,0.0009652430121883,0.4440993661066357,0.4440993661066357,0.124347822509858,0.3345137224106488,0.098394824872861,0.3099458793261824,0.0156424888492588,0.0082142721614828,0.0017003543374269,0.0123214082422242,0.000164620614619,0.1843711466450179,0.0653338916641854,0.121832078538229,0.0184747296425406,0.038676171626151,0.1273058319175187,observed_rainfall_event,489,2024-07-23 19:00:00,2024-07-23 19:00:00,0.12598432,0.12598432,0.002355466561708,0.0069760641827317,0.0026992524744833,0.0013979668862401,0.7540815049632587,0.0004088333920429,12.0,0.0,observed_innovation,base,0.0337524694218991,0.0069760641827317,0.0026992524744833,0.0013979668862401,0.18,
Austin,OPTIMAL,0.0558314339494215,2.125999927520752,207.0,12.0,0.0010976873286752,0.0140683310877963,0.0140225750570525,1.2048690358276404,1.2048690358276395,0.3373633300317391,0.912128082452081,0.2653878601213765,0.8311758223648489,0.0330345078695031,0.0488045011111936,0.0100113275971299,0.0723622689548721,0.0007575217499016,0.4549537028897708,0.1592066955557864,0.3013309445079193,0.035307944686504,0.0674922166137228,0.1727722580373858,observed_rainfall_event,490,2024-07-25 21:00:00,2024-07-25 21:00:00,0.005905515,0.005905515,0.0135856240244855,0.0010976873286753,0.0251520449200004,0.0087856598288638,0.7540815049632587,0.0004088333920429,12.0,0.0,observed_innovation,base,0.0558314339494215,0.0010976873286753,0.0251520449200004,0.0087856598288638,0.18,
Austin,OPTIMAL,0.0192475652482372,5.351999998092651,207.0,12.0,0.0016080064710278,0.0012029943441773,0.0011596962201538,0.2785626198240337,0.2785626198240336,0.0779975335507294,0.2089523020928485,0.061809695791338,0.1948549497529183,0.0097710014165036,4.750265379282759e-05,9.83304933511531e-06,7.125398068924139e-05,9.519913523295444e-07,0.1260507900844339,0.0448056890919831,0.083636416090426,0.012630795601235,0.0224719342909968,0.1434842680209954,observed_rainfall_event,491,2024-07-27 07:00:00,2024-07-27 07:00:00,0.005905515,0.005905515,0.002076205507701,0.0016080064710279,0.0044608640596582,0.0017330773532413,0.7540815049632587,0.0004088333920429,12.0,0.0,observed_innovation,base,0.0192475652482372,0.0016080064710278,0.0044608640596582,0.0017330773532412,0.18,
Austin,OPTIMAL,0.1145169575671488,1.133000135421753,207.0,12.0,0.0080847641697244,0.0042706837351561,0.0039370101950993,1.5170161013642531,1.5170161013642522,0.4247645083819906,1.1380490339511624,0.330429902404202,1.0422776153535318,0.0327357761277925,0.0973227079649167,0.0197849293187638,0.1426426616698391,0.001199772951671,0.5015456928845479,0.1750645788078967,0.332095824340882,0.0309147252955052,0.1299120166986313,0.1185037344712756,observed_rainfall_event,492,2024-07-28 09:00:00,2024-07-28 11:00:00,0.076771695,0.05511814,0.0175851734335335,0.0080847641697245,0.0249655220386747,0.0114886023011546,0.7540815049632587,0.0004088333920429,12.0,0.0,observed_innovation,base,0.1145169575671488,0.0080847641697245,0.0249655220386747,0.0114886023011546,0.18,
Chicago,OPTIMAL,0.1109568609192343,174.02700018882751,882.0,12.0,0.0250118564281654,0.0018245651469316,0.001532271554006,4.923071804850577,4.923071804850587,1.3784601053581649,3.050627154035884,0.8602922135098269,2.8151932105921333,0.0267980498379979,0.9552194032421224,0.182976581959081,1.340084161383512,0.0035961716181782,1.1359195962818045,0.4031737728257884,0.767794432874932,0.0213823222121344,0.1258245197731579,0.1181618565342245,observed_rainfall_event,145,2019-07-02 20:00:00,2019-07-02 21:00:00,1.16141795,0.7716539600000001,0.0250118564281655,0.0250118564281655,0.0004393686151223,0.0003084468410293,0.7942534536841872,0.0071298815569445,12.0,0.0,observed_innovation,base,0.1109568609192343,0.0250118564281654,0.0004393686151223,0.0003084468410293,0.18,
Chicago,OPTIMAL,0.0355535133770963,130.0640001296997,882.0,12.0,0.0078529675936856,0.0006121334142941,0.0005357268882411,1.604000063513254,1.6040000635132552,0.4491200177837114,1.2178027712661077,0.3541796519841043,1.131159275266293,0.0132462345158467,0.1612557436669034,0.0321960771571691,0.2309219323348007,0.0007517161638644,0.3525331241514594,0.1274421478662405,0.2419188559121603,0.0082169118970941,0.0409777124388764,0.132369494023636,observed_rainfall_event,146,2019-07-02 23:00:00,2019-07-02 23:00:00,0.0393701,0.0393701,0.002347054095767,0.0078529675936856,0.0004393686151223,0.0003084468410293,0.7942534536841872,0.0071298815569445,12.0,0.0,observed_innovation,base,0.0355535133770963,0.0078529675936856,0.0004393686151223,0.0003084468410293,0.18,
Chicago,OPTIMAL,0.0338214695602556,57.12100005149841,882.0,12.0,0.0075530863844713,0.0005528282164577,0.000483288493859,1.5206691426260102,1.5206691426260108,0.425787359935283,1.173415313873065,0.3422835076654314,1.0891415730484255,0.0127634250789958,0.1344166071636667,0.0269114143254445,0.1931728426211066,0.0006266017817353,0.3475245973187878,0.1256376638658467,0.2383547269564779,0.0081001721614527,0.0389736407948842,0.132196303182043,observed_rainfall_event,147,2019-07-03 02:00:00,2019-07-03 03:00:00,0.0314960799999999,0.01968505,0.0006227181642452,0.0075530863844713,0.0003084468410293,0.0003084468410293,0.7942534536841872,0.0071298815569445,12.0,0.0,observed_innovation,base,0.0338214695602556,0.0075530863844713,0.0003084468410293,0.0003084468410293,0.18,
Chicago,OPTIMAL,0.0136677249569301,281.316999912262,882.0,12.0,0.0027008348000933,0.000363200828926,0.0003306744805087,0.6505468606558394,0.6505468606558396,0.1821531209836351,0.5949064684011472,0.1782519232402617,0.5612796654216918,0.0064708923163665,0.0,0.0,0.0,0.0,0.1258120969732039,0.0468382719450995,0.0892671952341476,0.0029324532805414,0.0161555691580156,0.1539929777002715,observed_rainfall_event,149,2019-07-13 20:00:00,2019-07-13 20:00:00,0.14173236,0.14173236,0.0027008348000933,0.0027008348000933,0.0006623529022357,0.0005894065277523,0.7942534536841872,0.0071298815569445,12.0,0.0,observed_innovation,base,0.0136677249569301,0.0027008348000933,0.0006623529022357,0.0005894065277523,0.18,
Chicago,OPTIMAL,0.0723885247977165,22.973000049591064,882.0,12.0,0.0036022025521834,0.0024388034394291,0.00222808304303,3.463301656824728,3.46330165682473,0.9697244639109246,2.018375305340065,0.5660796312686636,1.8808915337233605,0.0218884128967674,0.8349308782877288,0.1594975991306147,1.188160741052251,0.0038804856890598,0.57807653773619,0.2070568665530938,0.3942493820491166,0.013433553544378,0.0833307542376166,0.1313108172367971,observed_rainfall_event,150,2019-07-16 04:00:00,2019-07-16 04:00:00,0.05905515,0.05905515,0.0144179002132126,0.0036022025521834,0.0143023240025156,0.0097626548597098,0.7942534536841872,0.0071298815569445,12.0,0.0,observed_innovation,base,0.0723885247977165,0.0036022025521834,0.0143023240025156,0.0097626548597098,0.18,
Chicago,OPTIMAL,0.0162268801027919,891.2809998989105,882.0,12.0,0.0006363047420098,0.0141254916937859,0.01388084096007,3.013699282253511,3.0136992822535245,0.843835799030987,1.8013451760771737,0.5214302587086609,1.6083428224848386,0.0195872639121622,0.0026626457593504,0.0005482753540051,0.0039671879151332,1.2408333002381236e-05,2.154964142996022,0.753586430346785,1.4013892718535392,0.050212298426451,0.0221688890316022,0.2680336809093049,observed_rainfall_event,152,2019-07-17 19:00:00,2019-07-17 19:00:00,0.27952771,0.27952771,0.0133421014371372,0.0006363047420099,0.0149438739931156,0.0133421014371372,0.7942534536841872,0.0071298815569445,12.0,0.0,observed_innovation,base,0.0162268801027919,0.0006363047420098,0.0149438739931156,0.0133421014371372,0.18,
