model_id,family,description,heldout_city,n_features,n_tokens,n_events,pearson,spearman,mae,top_1pct_value_capture,top_1pct_ndcg,top_1pct_precision,top_1pct_regret,top_5pct_value_capture,top_5pct_ndcg,top_5pct_precision,top_5pct_regret,top_10pct_value_capture,top_10pct_ndcg,top_10pct_precision,top_10pct_regret
O4_factorized_low_dim,factorized_law,compact activated law components,San Antonio,7,25076,19,0.30411636092809124,0.7136888124954374,0.060545413085023196,0.9589015631299421,0.9723093232650234,0.7546430178009125,0.041098436870057875,0.9571902890257541,0.9648412307570409,0.7343595045150645,0.04280971097424591,0.9764622833794476,0.9766285595479137,0.7881411379688893,0.023537716620552374
O5_factorized_plus_message,factorized_law,compact activated law plus OD message-passing summaries,Austin,18,18007,15,0.799382416463894,0.8590091442966915,0.040873772786401114,0.9513636843613713,0.9484378933653541,0.8111111111111112,0.04863631563862869,0.9479219800439384,0.9509932455688378,0.6226229508196722,0.05207801995606165,0.9594115514715899,0.9576840518211017,0.7162580348943985,0.04058844852841015
O5_factorized_plus_message,factorized_law,compact activated law plus OD message-passing summaries,Chicago,18,26081,13,0.8689050856368804,0.9285116810029693,0.02349648714104515,0.8958607137472531,0.8951262802305047,0.3338281527762639,0.10413928625274693,0.9287131304302242,0.9213721833374451,0.6540284220211778,0.07128686956977581,0.9273318004665351,0.9229146223037605,0.656136995285747,0.07266819953346493
O5_factorized_plus_message,factorized_law,compact activated law plus OD message-passing summaries,Dallas,18,12000,10,0.9584012809637569,0.929012657651477,0.01886420303012787,0.9811846623073276,0.9846435858914973,0.8333333333333334,0.018815337692672407,0.9445561148251793,0.9503204325514188,0.465,0.055443885174820684,0.9685208427332819,0.9661477585382064,0.7525000000000001,0.03147915726671813
O5_factorized_plus_message,factorized_law,compact activated law plus OD message-passing summaries,Houston,18,4800,4,0.9753780783650671,0.9105148180701302,0.023402752606474224,0.9715853565747502,0.9816053592024873,0.7916666666666666,0.028414643425249797,0.985915858591632,0.9864821542280581,0.8625,0.014084141408368,0.9924212139027693,0.9908874385901674,0.8916666666666666,0.0075787860972307275
O5_factorized_plus_message,factorized_law,compact activated law plus OD message-passing summaries,New York,18,50454,24,0.7050667263359686,0.8887584842980735,0.01698711133906728,0.8944814920431726,0.8802160923420042,0.26972993907578086,0.10551850795682738,0.8968677985162149,0.8928078434183918,0.5973364585442003,0.1031322014837851,0.8981464171137844,0.8950717983010547,0.5476224330091637,0.1018535828862156
O5_factorized_plus_message,factorized_law,compact activated law plus OD message-passing summaries,Philadelphia,18,33719,20,0.6775340502208376,0.740216291726809,0.06710384354737702,0.9036393737193447,0.9027415679737377,0.4410440193621309,0.09636062628065534,0.92410968023033,0.9192657230541542,0.6908310659637252,0.07589031976966998,0.9426527463102614,0.934902130076404,0.6976878927753198,0.057347253689738587
O5_factorized_plus_message,factorized_law,compact activated law plus OD message-passing summaries,San Antonio,18,25076,19,0.6883444047782091,0.6986520663709104,0.058255699347036664,0.9364804830473297,0.9375814110343236,0.6762900841848211,0.06351951695267033,0.9529980740526265,0.9495849492882628,0.7322840007443875,0.04700192594737351,0.9662497307248461,0.9601184912037322,0.7549240787514078,0.0337502692751539
O6_full_interaction_reference,full_reference,full additive feature set plus explicit interaction terms,Austin,39,18007,15,0.9023082255117124,0.9431521803106999,0.04117265717928237,0.9505092507560773,0.9582026571140562,0.6854700854700854,0.049490749243922716,0.9592995712844219,0.9613372711467031,0.7491803278688525,0.04070042871557811,0.9575243174178835,0.9587625091273094,0.635238751147842,0.042475682582116536
O6_full_interaction_reference,full_reference,full additive feature set plus explicit interaction terms,Chicago,39,26081,13,0.8994665005247362,0.9581626601327765,0.013747783701701818,0.9409045555872464,0.9356049602926715,0.7669057574916371,0.059095444412753606,0.9688456076166256,0.9611716727847475,0.8364733040282064,0.031154392383374363,0.9722922211235769,0.9663162149120019,0.8496076870636836,0.02770777887642306
O6_full_interaction_reference,full_reference,full additive feature set plus explicit interaction terms,Dallas,39,12000,10,0.9126091895927634,0.9181333927704645,0.0069212173273563,0.656724666897898,0.6452917675427063,0.0,0.343275333102102,0.797849304292197,0.7597740893120842,0.16666666666666669,0.20215069570780297,0.8649126246862455,0.8217981490037684,0.5,0.13508737531375448
O6_full_interaction_reference,full_reference,full additive feature set plus explicit interaction terms,Houston,39,4800,4,0.9416242742423593,0.9688553023562299,0.009965162970836763,0.9952346712527029,0.9970080146709055,0.9166666666666666,0.004765328747297071,0.9514379317635107,0.9634106271407531,0.7875,0.04856206823648934,0.9465370538822232,0.9563913144594297,0.7333333333333333,0.0534629461177768
O6_full_interaction_reference,full_reference,full additive feature set plus explicit interaction terms,New York,39,50454,24,0.8884558148758024,0.9490440309998016,0.017909924744994817,0.9667138792235566,0.9662614902603939,0.6446984684433974,0.03328612077644344,0.9761622666849341,0.9734614745199973,0.8355703978965762,0.02383773331506589,0.9833158889616942,0.9797058706914227,0.8442384493872409,0.016684111038305804
O6_full_interaction_reference,full_reference,full additive feature set plus explicit interaction terms,Philadelphia,39,33719,20,0.7048780483892042,0.8829342112860465,0.05589077004792028,0.9844810538272213,0.9822339640601712,0.8953023792512956,0.015518946172778714,0.9846310489991673,0.9837127848513131,0.8986429491724971,0.015368951000832687,0.9869417588825076,0.9857173034058435,0.8836486575813801,0.01305824111749243
O6_full_interaction_reference,full_reference,full additive feature set plus explicit interaction terms,San Antonio,39,25076,19,0.7421308187064246,0.9363769360331226,0.0412948762047247,0.950549123165085,0.957573883849221,0.8076119786646103,0.049450876834915,0.9460353335175228,0.9503378961658843,0.7348119374295591,0.05396466648247722,0.9458509533187633,0.948826777691669,0.6863480096692874,0.05414904668123666
