city,event_id,event_start,screen_mode,screen_mode_label,strategy,strategy_label,requested_screen_fraction,n_units,active_unit_count,active_unit_fraction,full_action_tokens,active_action_tokens,active_action_token_fraction,full_estimated_total_variables,restricted_estimated_total_variables,restricted_total_variable_fraction,restricted_variable_reduction,full_estimated_total_constraints,restricted_estimated_total_constraints,restricted_constraint_fraction,small_signal_value_capture,finite_value_capture,footprint_mass_capture,origin_exposure_capture,destination_importance_capture,local_need_capture,positive_footprint_unit_share,positive_value_unit_share,top5_small_units_share,top5_finite_units_share,top5_footprint_units_share,footprint_blend,footprint_relative_max,footprint_relative_gini,hybrid_relative_max,hybrid_relative_gini,od_footprint_relative_cosine,od_hybrid_relative_cosine
New York,112,2019-06-19 07:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.05,1940,97,0.05,69840,3492,0.05,475300,143560,0.3020408163265306,0.6979591836734693,550973,147356,0.2674468621874393,0.136470127107086,0.21514452894551747,0.39552235065257546,0.10987307700999795,0.15564431200236095,0.07243273472311655,0.06657515442690459,0.05,0.6082474226804123,1.0,0.38144329896907214,0.5,17.452751744411987,0.6929920579978646,9.295737907715509,0.3486069779830636,0.410089891835713,0.6711295232821788
New York,112,2019-06-19 07:00:00,token_columns,active action columns,finite_value_only,finite value only,0.05,1940,471,0.24278350515463917,69840,3201,0.04583333333333333,475300,142105,0.29897959183673467,0.7010204081632654,550973,145319,0.26374976632248764,0.14944194357092416,0.29484572017888605,0.6677059021774706,0.4208914629019225,0.457680680331693,0.26611755362519157,0.2862045298558682,0.24278350515463917,1.0,1.0,0.7010309278350515,0.5,17.452751744411987,0.6929920579978646,9.295737907715509,0.3486069779830636,0.410089891835713,0.6711295232821788
New York,113,2019-06-19 10:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.05,1940,97,0.05,69840,3492,0.05,475300,143560,0.3020408163265306,0.6979591836734693,550973,147356,0.2674468621874393,0.13550036393409332,0.22274518177505162,0.3846669486336668,0.10649035148432043,0.15619736632117717,0.07100507303667097,0.06652949245541838,0.05,0.5773195876288659,1.0,0.38144329896907214,0.5,17.587509122087564,0.7078595237005096,9.363116596553297,0.3536240963415225,0.4022784271906411,0.66530841181084
New York,113,2019-06-19 10:00:00,token_columns,active action columns,finite_value_only,finite value only,0.05,1940,595,0.30670103092783507,69840,3201,0.04583333333333333,475300,142105,0.29897959183673467,0.7010204081632654,550973,145319,0.26374976632248764,0.14585439126521343,0.31471364543924185,0.7469086554616546,0.4900397818171428,0.5396564657818828,0.3300489683398827,0.35939643347050754,0.30670103092783507,1.0,1.0,0.8144329896907216,0.5,17.587509122087564,0.7078595237005096,9.363116596553297,0.3536240963415225,0.4022784271906411,0.66530841181084
New York,115,2019-06-20 01:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.05,1940,97,0.05,69840,3492,0.05,475300,143560,0.3020408163265306,0.6979591836734693,550973,147356,0.2674468621874393,0.13620525473571804,0.210449776629457,0.411499341386893,0.10723510404560296,0.15468913177610422,0.05479299951733699,0.06657515442690459,0.05,0.5567010309278351,1.0,0.36082474226804123,0.5,17.636422617120584,0.6957092499764326,9.387573344069807,0.35256328563345884,0.4139253610762857,0.672650022177561
New York,115,2019-06-20 01:00:00,token_columns,active action columns,finite_value_only,finite value only,0.05,1940,366,0.18865979381443299,69840,3201,0.04583333333333333,475300,142105,0.29897959183673467,0.7010204081632654,550973,145319,0.26374976632248764,0.12368003778385092,0.2738935689651558,0.6323145088432013,0.35035400590117705,0.3836841076862709,0.19374443961357024,0.22649279341111875,0.18865979381443299,0.9381443298969072,1.0,0.6185567010309279,0.5,17.636422617120584,0.6957092499764326,9.387573344069807,0.35256328563345884,0.4139253610762857,0.672650022177561
New York,116,2019-06-20 04:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.05,1940,97,0.05,69840,3492,0.05,475300,143560,0.3020408163265306,0.6979591836734693,550973,147356,0.2674468621874393,0.13470234153296873,0.213265383233099,0.4108480627411369,0.10751990176466864,0.15413367915607534,0.054753007522756324,0.06657515442690459,0.05,0.5773195876288659,1.0,0.4020618556701031,0.5,17.45809194970101,0.7046492306103735,9.29840801036002,0.35602197750972486,0.409042123339284,0.668540291929829
New York,116,2019-06-20 04:00:00,token_columns,active action columns,finite_value_only,finite value only,0.05,1940,491,0.25309278350515463,69840,3201,0.04583333333333333,475300,142105,0.29897959183673467,0.7010204081632654,550973,145319,0.26374976632248764,0.1368570677351422,0.29893217976431247,0.6931995038347927,0.4335698002679008,0.46546440395721544,0.257979564155927,0.2978723404255319,0.25309278350515463,1.0,1.0,0.7216494845360825,0.5,17.45809194970101,0.7046492306103735,9.29840801036002,0.35602197750972486,0.409042123339284,0.668540291929829
New York,117,2019-06-20 07:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.05,1940,97,0.05,69840,3492,0.05,475300,143560,0.3020408163265306,0.6979591836734693,550973,147356,0.2674468621874393,0.13316671984023437,0.21932533431105874,0.4185072282025837,0.10636429470305592,0.1523849845024465,0.05472381458916146,0.06675843083275981,0.05,0.5567010309278351,1.0,0.422680412371134,0.5,17.321119486279464,0.7193024302240911,9.229921778649247,0.3620796766728789,0.40410356151573273,0.6644564468513166
New York,117,2019-06-20 07:00:00,token_columns,active action columns,finite_value_only,finite value only,0.05,1940,630,0.3247422680412371,69840,3201,0.04583333333333333,475300,142105,0.29897959183673467,0.7010204081632654,550973,145319,0.26374976632248764,0.1433140050288581,0.3158066927801836,0.7614877247995178,0.5119259588408019,0.5510078643104529,0.3293543076473787,0.3812801101169993,0.3247422680412371,1.0,1.0,0.8041237113402062,0.5,17.321119486279464,0.7193024302240911,9.229921778649247,0.3620796766728789,0.40410356151573273,0.6644564468513166
New York,112,2019-06-19 07:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.1,1940,194,0.1,69840,6984,0.1,475300,161020,0.33877551020408164,0.6612244897959183,550973,168599,0.3060022904933636,0.24128503284631944,0.3264754467533588,0.5440525151098495,0.1967646239498087,0.2728080050239143,0.1253107279408578,0.13109128345916266,0.1,0.9381443298969072,1.0,0.5463917525773195,0.5,17.452751744411987,0.6929920579978646,9.295737907715509,0.3486069779830636,0.410089891835713,0.6711295232821788
New York,112,2019-06-19 07:00:00,token_columns,active action columns,finite_value_only,finite value only,0.1,1940,904,0.465979381443299,69840,6402,0.09166666666666666,475300,158110,0.3326530612244898,0.6673469387755102,550973,164525,0.2986080987634603,0.24792671883072667,0.43924423467746504,0.8040745742466844,0.6630313212465178,0.6825213152219564,0.485101439575327,0.5229924502402197,0.465979381443299,1.0,1.0,0.865979381443299,0.5,17.452751744411987,0.6929920579978646,9.295737907715509,0.3486069779830636,0.410089891835713,0.6711295232821788
New York,113,2019-06-19 10:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.1,1940,194,0.1,69840,6984,0.1,475300,161020,0.33877551020408164,0.6612244897959183,550973,168599,0.3060022904933636,0.24000939867752058,0.33483581394693973,0.5632800497121245,0.1968363192573166,0.27064220220119856,0.1253601896496381,0.1310013717421125,0.1,0.9381443298969072,1.0,0.5567010309278351,0.5,17.587509122087564,0.7078595237005096,9.363116596553297,0.3536240963415225,0.4022784271906411,0.66530841181084
New York,113,2019-06-19 10:00:00,token_columns,active action columns,finite_value_only,finite value only,0.1,1940,1065,0.5489690721649485,69840,6402,0.09166666666666666,475300,158110,0.3326530612244898,0.6673469387755102,550973,164525,0.2986080987634603,0.24323834757869647,0.4627110212129049,0.8663751598609551,0.7342250503295594,0.7551981409945001,0.5656266844807673,0.6063100137174211,0.5489690721649485,1.0,1.0,0.9278350515463918,0.5,17.587509122087564,0.7078595237005096,9.363116596553297,0.3536240963415225,0.4022784271906411,0.66530841181084
New York,115,2019-06-20 01:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.1,1940,194,0.1,69840,6984,0.1,475300,161020,0.33877551020408164,0.6612244897959183,550973,168599,0.3060022904933636,0.24154968560648243,0.3214258006758327,0.5494253359130651,0.1965143872756196,0.27012190037465045,0.10542015693017481,0.13109128345916266,0.1,0.8762886597938144,1.0,0.5051546391752577,0.5,17.636422617120584,0.6957092499764326,9.387573344069807,0.35256328563345884,0.4139253610762857,0.672650022177561
New York,115,2019-06-20 01:00:00,token_columns,active action columns,finite_value_only,finite value only,0.1,1940,710,0.36597938144329895,69840,6402,0.09166666666666666,475300,158110,0.3326530612244898,0.6673469387755102,550973,164525,0.2986080987634603,0.21069374820140205,0.41477087622920034,0.7537085848019318,0.5597895251145728,0.5867377054868135,0.3700128030130399,0.42072752230610844,0.36597938144329895,1.0,1.0,0.7835051546391752,0.5,17.636422617120584,0.6957092499764326,9.387573344069807,0.35256328563345884,0.4139253610762857,0.672650022177561
New York,116,2019-06-20 04:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.1,1940,194,0.1,69840,6984,0.1,475300,161020,0.33877551020408164,0.6612244897959183,550973,168599,0.3060022904933636,0.23966388241337477,0.32451430603990267,0.5522410354838015,0.1992273703099514,0.26842136003781963,0.10544164799129557,0.12971859986273165,0.1,0.9072164948453608,1.0,0.5257731958762887,0.5,17.45809194970101,0.7046492306103735,9.29840801036002,0.35602197750972486,0.409042123339284,0.668540291929829
New York,116,2019-06-20 04:00:00,token_columns,active action columns,finite_value_only,finite value only,0.1,1940,928,0.47835051546391755,69840,6402,0.09166666666666666,475300,158110,0.3326530612244898,0.6673469387755102,550973,164525,0.2986080987634603,0.23022980135732535,0.4469850461803608,0.8185243053963165,0.6749255701964398,0.6933288969522983,0.48216712453326244,0.5374056280027454,0.47835051546391755,1.0,1.0,0.865979381443299,0.5,17.45809194970101,0.7046492306103735,9.29840801036002,0.35602197750972486,0.409042123339284,0.668540291929829
New York,117,2019-06-20 07:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.1,1940,194,0.1,69840,6984,0.1,475300,161020,0.33877551020408164,0.6612244897959183,550973,168599,0.3060022904933636,0.23902266576750797,0.3310651469833811,0.5618679391403884,0.19615544859045558,0.26943884843163624,0.10546179834575943,0.1307639366827254,0.1,0.9175257731958762,1.0,0.5463917525773195,0.5,17.321119486279464,0.7193024302240911,9.229921778649247,0.3620796766728789,0.40410356151573273,0.6644564468513166
New York,117,2019-06-20 07:00:00,token_columns,active action columns,finite_value_only,finite value only,0.1,1940,1114,0.5742268041237113,69840,6402,0.09166666666666666,475300,158110,0.3326530612244898,0.6673469387755102,550973,164525,0.2986080987634603,0.23993680584044022,0.4658784464900469,0.8685570177115148,0.7572426697206125,0.7701137518397626,0.5774705589977748,0.629043358568479,0.5742268041237113,1.0,1.0,0.9072164948453608,0.5,17.321119486279464,0.7193024302240911,9.229921778649247,0.3620796766728789,0.40410356151573273,0.6644564468513166
New York,112,2019-06-19 07:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.15,1940,291,0.15,69840,10476,0.15,475300,178480,0.37551020408163266,0.6244897959183673,550973,189842,0.3445577187992878,0.3250742599227026,0.4123715934552172,0.6276694937642101,0.2755574429417157,0.36008623586523103,0.17671308415117976,0.1928620452985587,0.15,1.0,1.0,0.6804123711340206,0.5,17.452751744411987,0.6929920579978646,9.295737907715509,0.3486069779830636,0.410089891835713,0.6711295232821788
New York,112,2019-06-19 07:00:00,token_columns,active action columns,finite_value_only,finite value only,0.15,1940,1235,0.6365979381443299,69840,9603,0.1375,475300,174115,0.3663265306122449,0.633673469387755,550973,183731,0.33346643120443287,0.33070327464431787,0.547127524341121,0.8740473532452875,0.8092577559612335,0.8109128532315544,0.6492600821309077,0.6801647220315717,0.6365979381443299,1.0,1.0,0.9175257731958762,0.5,17.452751744411987,0.6929920579978646,9.295737907715509,0.3486069779830636,0.410089891835713,0.6711295232821788
New York,113,2019-06-19 10:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.15,1940,291,0.15,69840,10476,0.15,475300,178480,0.37551020408163266,0.6244897959183673,550973,189842,0.3445577187992878,0.3247814979545727,0.42099253053475666,0.6437539544250537,0.2754225286764218,0.35968621680566104,0.17612379766093655,0.1934156378600823,0.15,1.0,1.0,0.6701030927835051,0.5,17.587509122087564,0.7078595237005096,9.363116596553297,0.3536240963415225,0.4022784271906411,0.66530841181084
New York,113,2019-06-19 10:00:00,token_columns,active action columns,finite_value_only,finite value only,0.15,1940,1411,0.727319587628866,69840,9603,0.1375,475300,174115,0.3663265306122449,0.633673469387755,550973,183731,0.33346643120443287,0.3252718288939609,0.5709370452309003,0.9160415008887898,0.8741697617259868,0.8763237909475632,0.7373129549758786,0.7592592592592593,0.727319587628866,1.0,1.0,0.9381443298969072,0.5,17.587509122087564,0.7078595237005096,9.363116596553297,0.3536240963415225,0.4022784271906411,0.66530841181084
New York,115,2019-06-20 01:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.15,1940,291,0.15,69840,10476,0.15,475300,178480,0.37551020408163266,0.6244897959183673,550973,189842,0.3445577187992878,0.32658037637688514,0.40783235016563657,0.6290900052440962,0.2767738855190043,0.35821694348092936,0.15565715515086,0.1928620452985587,0.15,0.9896907216494846,1.0,0.6185567010309279,0.5,17.636422617120584,0.6957092499764326,9.387573344069807,0.35256328563345884,0.4139253610762857,0.672650022177561
New York,115,2019-06-20 01:00:00,token_columns,active action columns,finite_value_only,finite value only,0.15,1940,1019,0.5252577319587629,69840,9603,0.1375,475300,174115,0.3663265306122449,0.633673469387755,550973,183731,0.33346643120443287,0.28503495015251157,0.5209879180417828,0.8407778607410308,0.7170830515847989,0.7291739216910188,0.5287553668258085,0.5806451612903226,0.5252577319587629,1.0,1.0,0.8865979381443299,0.5,17.636422617120584,0.6957092499764326,9.387573344069807,0.35256328563345884,0.4139253610762857,0.672650022177561
New York,116,2019-06-20 04:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.15,1940,291,0.15,69840,10476,0.15,475300,178480,0.37551020408163266,0.6244897959183673,550973,189842,0.3445577187992878,0.3216047159245119,0.41193889460791605,0.641388308387969,0.27468516542114785,0.3548016921952689,0.15567497788717174,0.1928620452985587,0.15,1.0,1.0,0.6701030927835051,0.5,17.45809194970101,0.7046492306103735,9.29840801036002,0.35602197750972486,0.409042123339284,0.668540291929829
New York,116,2019-06-20 04:00:00,token_columns,active action columns,finite_value_only,finite value only,0.15,1940,1272,0.6556701030927835,69840,9603,0.1375,475300,174115,0.3663265306122449,0.633673469387755,550973,183731,0.33346643120443287,0.3112435473409091,0.5564451271185447,0.8880806947000204,0.8247943596832759,0.8209596309286863,0.6583026818623575,0.693891557995882,0.6556701030927835,1.0,1.0,0.9175257731958762,0.5,17.45809194970101,0.7046492306103735,9.29840801036002,0.35602197750972486,0.409042123339284,0.668540291929829
New York,117,2019-06-20 07:00:00,unit_block,active units with all actions,finite_value_only,finite value only,0.15,1940,291,0.15,69840,10476,0.15,475300,178480,0.37551020408163266,0.6244897959183673,550973,189842,0.3445577187992878,0.32121317853194387,0.41857131566266215,0.6467704533860676,0.27233122439007984,0.35575988510412576,0.1556234923325298,0.19339298004129388,0.15,1.0,1.0,0.6597938144329897,0.5,17.321119486279464,0.7193024302240911,9.229921778649247,0.3620796766728789,0.40410356151573273,0.6644564468513166
New York,117,2019-06-20 07:00:00,token_columns,active action columns,finite_value_only,finite value only,0.15,1940,1439,0.7417525773195877,69840,9603,0.1375,475300,174115,0.3663265306122449,0.633673469387755,550973,183731,0.33346643120443287,0.3223737313812851,0.5748153549879877,0.9208016086191491,0.8844959376481599,0.8811209564324558,0.7437200363896913,0.7701307639366827,0.7417525773195877,1.0,1.0,0.9484536082474226,0.5,17.321119486279464,0.7193024302240911,9.229921778649247,0.3620796766728789,0.40410356151573273,0.6644564468513166
