screen_mode,screen_mode_label,strategy,strategy_label,requested_screen_fraction,active_unit_count_mean,active_unit_count_min,active_unit_fraction_mean,active_unit_fraction_min,active_action_token_fraction_mean,active_action_token_fraction_min,restricted_total_variable_fraction_mean,restricted_total_variable_fraction_min,restricted_variable_reduction_mean,restricted_variable_reduction_min,restricted_constraint_fraction_mean,restricted_constraint_fraction_min,small_signal_value_capture_mean,small_signal_value_capture_min,finite_value_capture_mean,finite_value_capture_min,footprint_mass_capture_mean,footprint_mass_capture_min,origin_exposure_capture_mean,origin_exposure_capture_min,destination_importance_capture_mean,destination_importance_capture_min,local_need_capture_mean,local_need_capture_min,positive_footprint_unit_share_mean,positive_footprint_unit_share_min,positive_value_unit_share_mean,positive_value_unit_share_min,top5_small_units_share_mean,top5_small_units_share_min,top5_finite_units_share_mean,top5_finite_units_share_min,top5_footprint_units_share_mean,top5_footprint_units_share_min
token_columns,active action columns,footprint_only,observed footprint only,0.01,20.0,20,0.010309278350515464,0.010309278350515464,0.009178121420389462,0.009178121420389462,0.2720492320639596,0.2720492320639596,0.7279507679360404,0.7279507679360404,0.2358718122303634,0.23587181223036338,0.00876325021315644,0.008707577982504855,0.046594913850678064,0.04605351457625039,0.45945394725973765,0.45291412557640515,0.010242599901924415,0.010217207493643788,0.00824173028128521,0.008185172179086988,0.02394930592923556,0.016665375425848852,0.013732510786346061,0.013717421124828532,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.1422680412371134,0.13402061855670103,0.20618556701030927,0.20618556701030927
token_columns,active action columns,footprint_only,observed footprint only,0.025,49.0,49,0.025257731958762887,0.025257731958762887,0.022923825887743412,0.022923825887743412,0.28214811697875025,0.28214811697875025,0.7178518830212497,0.7178518830212497,0.24632604501490998,0.24632604501490998,0.023737799371046614,0.022207620338780674,0.0926325666855867,0.08773177343266059,0.5513582701906424,0.5453076717670637,0.025942738142381055,0.024015031322237024,0.02266300487724892,0.021220132169551542,0.04397896257449944,0.032626730660112686,0.03364465142654785,0.033607681755829906,0.025257731958762887,0.025257731958762887,0.014432989690721649,0.010309278350515464,0.27628865979381445,0.25773195876288657,0.5051546391752577,0.5051546391752577
token_columns,active action columns,footprint_only,observed footprint only,0.05,97.0,97,0.05,0.05,0.04583333333333333,0.04583333333333333,0.29897959183673467,0.29897959183673467,0.7010204081632654,0.7010204081632654,0.26374976632248764,0.26374976632248764,0.0493521677394276,0.046951186682121934,0.14236676708933768,0.13536162822778583,0.626216087707876,0.6188689827586465,0.051012192592139696,0.04728683310958372,0.04827230835265099,0.04672318071398744,0.06875853108250818,0.057181948496344615,0.06660267731377839,0.06652949245541838,0.05,0.05,0.03711340206185567,0.020618556701030927,0.38969072164948454,0.36082474226804123,1.0,1.0
token_columns,active action columns,footprint_only,observed footprint only,0.1,194.0,194,0.1,0.1,0.09166666666666666,0.09166666666666666,0.3326530612244898,0.3326530612244898,0.6673469387755102,0.6673469387755102,0.2986080987634603,0.2986080987634603,0.10121772022742818,0.09923723904218969,0.21800970698081956,0.2145905310255056,0.7174561139139412,0.7068836205040994,0.10149750773551092,0.10048742381115229,0.10107216862814912,0.0984357270936083,0.11777123997290248,0.1068039512070633,0.13320535462755678,0.13305898491083676,0.1,0.1,0.10309278350515463,0.09278350515463918,0.5092783505154639,0.4742268041237113,1.0,1.0
token_columns,active action columns,footprint_only,observed footprint only,0.15,291.0,291,0.15,0.15,0.1375,0.1375,0.3663265306122449,0.3663265306122449,0.633673469387755,0.633673469387755,0.33346643120443287,0.33346643120443287,0.16055694081515878,0.15263295690550063,0.2909271200184064,0.27885695290821155,0.7776810987427936,0.766135197714801,0.16086646500476937,0.1536070620965635,0.16064799440841077,0.15214808724575593,0.16678394886329678,0.156425953917782,0.1998080319413352,0.19958847736625515,0.15,0.15,0.20824742268041238,0.17525773195876287,0.6226804123711339,0.5670103092783505,1.0,1.0
token_columns,active action columns,footprint_only,observed footprint only,0.2,388.0,388,0.2,0.2,0.18333333333333332,0.18333333333333332,0.4,0.4,0.6,0.6,0.3683247636454055,0.3683247636454055,0.21714725714950806,0.2106532661208851,0.353283152765063,0.3430108885293675,0.8234330531439008,0.8118365082877261,0.21204690574657148,0.20471334599422453,0.2207896299271345,0.21481549018223678,0.21579665775369108,0.20604795662850067,0.26641070925511356,0.2661179698216735,0.2,0.2,0.2701030927835052,0.24742268041237114,0.6865979381443299,0.6391752577319587,1.0,1.0
token_columns,active action columns,footprint_only,observed footprint only,0.3,582.0,582,0.3,0.3,0.275,0.275,0.46734693877551015,0.4673469387755102,0.5326530612244897,0.5326530612244897,0.43804142852735073,0.43804142852735073,0.3294003147015128,0.3243914820423588,0.46513390679239386,0.4564135688053407,0.8908939144902327,0.8798651720544313,0.3160919251938862,0.31127646042941626,0.3383823207979622,0.3333845945252292,0.3138220755344797,0.30529196204993814,0.3996160638826704,0.3991769547325103,0.3,0.3,0.4020618556701031,0.38144329896907214,0.7896907216494846,0.7525773195876289,1.0,1.0
token_columns,active action columns,footprint_only,observed footprint only,0.4,776.0,776,0.4,0.4,0.36666666666666664,0.36666666666666664,0.5346938775510204,0.5346938775510204,0.4653061224489797,0.4653061224489796,0.5077580934092959,0.5077580934092959,0.44255548238288284,0.43983183458815056,0.56929615372672,0.564416981163025,0.9372077424385548,0.9291287752212807,0.42454000706426626,0.4224584340897592,0.4547454773557571,0.45054484946412643,0.4118474933152683,0.40453596747137543,0.5328214185102271,0.532235939643347,0.4,0.4,0.5525773195876289,0.5257731958762887,0.88659793814433,0.865979381443299,1.0,1.0
token_columns,active action columns,footprint_only,observed footprint only,0.5,970.0,970,0.5,0.5,0.4583333333333333,0.4583333333333333,0.6020408163265306,0.6020408163265306,0.3979591836734694,0.3979591836734694,0.5774747582912412,0.5774747582912412,0.5512104140574465,0.5467661943742262,0.6617824920118067,0.658966414473995,0.9694669368897308,0.965427734240108,0.5273932135721051,0.5210296119992096,0.5671422488817457,0.5617519946217872,0.5098729110960569,0.503779972892813,0.666026773137784,0.6652949245541838,0.5,0.5,0.6989690721649484,0.6701030927835051,0.9484536082474226,0.9381443298969072,1.0,1.0
token_columns,active action columns,footprint_only,observed footprint only,0.6,1164.0,1164,0.6,0.6,0.55,0.55,0.6693877551020408,0.6693877551020408,0.33061224489795915,0.33061224489795915,0.6471914231731863,0.6471914231731863,0.651151453259202,0.6492144479075752,0.7424438229444567,0.7394277359242926,0.9903403196619014,0.9890392429189897,0.6271139296828598,0.6244361365551241,0.6672036379754243,0.6646033690412194,0.6078983288768456,0.6030239783142503,0.7992321277653408,0.7983539094650206,0.6,0.6,0.8144329896907216,0.7835051546391752,0.975257731958763,0.9690721649484536,1.0,1.0
token_columns,active action columns,od_structure_only,OD exposure only,0.01,32.0,32,0.016494845360824743,0.016494845360824743,0.009178121420389462,0.009178121420389462,0.2720492320639596,0.2720492320639596,0.7279507679360404,0.7279507679360404,0.2358718122303634,0.23587181223036338,0.05008500168060888,0.04978780423503555,0.055028449566855,0.053104664868724547,0.013726988413089253,0.012615791096113695,0.04393281672258312,0.04393281672258312,0.08210245949479504,0.08210245949479504,0.01628029016989193,0.016086313245484676,0.021972017258153696,0.02194787379972565,0.016494845360824743,0.016494845360824743,0.32989690721649484,0.32989690721649484,0.311340206185567,0.30927835051546393,0.010309278350515464,0.010309278350515464
