screen_mode,screen_mode_label,strategy,strategy_label,requested_screen_fraction,active_unit_count_mean,active_unit_count_min,active_unit_fraction_mean,active_unit_fraction_min,active_action_token_fraction_mean,active_action_token_fraction_min,restricted_total_variable_fraction_mean,restricted_total_variable_fraction_min,restricted_variable_reduction_mean,restricted_variable_reduction_min,restricted_constraint_fraction_mean,restricted_constraint_fraction_min,small_signal_value_capture_mean,small_signal_value_capture_min,finite_value_capture_mean,finite_value_capture_min,footprint_mass_capture_mean,footprint_mass_capture_min,origin_exposure_capture_mean,origin_exposure_capture_min,destination_importance_capture_mean,destination_importance_capture_min,local_need_capture_mean,local_need_capture_min,positive_footprint_unit_share_mean,positive_footprint_unit_share_min,positive_value_unit_share_mean,positive_value_unit_share_min,top5_small_units_share_mean,top5_small_units_share_min,top5_finite_units_share_mean,top5_finite_units_share_min,top5_footprint_units_share_mean,top5_footprint_units_share_min
token_columns,active action columns,od_structure_only,OD exposure only,0.025,76.0,76,0.03917525773195876,0.03917525773195876,0.022923825887743412,0.022923825887743412,0.28214811697875025,0.28214811697875025,0.7178518830212497,0.7178518830212497,0.24632604501490998,0.24632604501490998,0.10352647045609971,0.10296372223880763,0.10663363727948243,0.10414679149089315,0.04559426728042507,0.04252955329528575,0.09270005275536128,0.09270005275536126,0.15880233916649192,0.1588023391664919,0.03929890788003147,0.03920644661676352,0.04943703883084582,0.04938271604938271,0.03917525773195876,0.03917525773195876,0.7216494845360825,0.7216494845360825,0.4886597938144329,0.4742268041237113,0.030927835051546393,0.020618556701030927
token_columns,active action columns,od_structure_only,OD exposure only,0.05,148.0,148,0.07628865979381444,0.07628865979381444,0.04583333333333333,0.04583333333333333,0.29897959183673467,0.29897959183673467,0.7010204081632654,0.7010204081632654,0.26374976632248764,0.26374976632248764,0.17416405993844436,0.17348766749559838,0.1753933108350046,0.17096051556052586,0.06837962738542532,0.06436630707713052,0.16494845574958206,0.16494845574958206,0.2525717078393672,0.2525717078393672,0.07570306644394638,0.07500744018465431,0.09200782226851861,0.09190672153635117,0.07628865979381444,0.07628865979381444,0.9690721649484535,0.9690721649484536,0.6371134020618557,0.6185567010309279,0.06391752577319587,0.030927835051546393
token_columns,active action columns,od_structure_only,OD exposure only,0.1,293.0,293,0.15103092783505154,0.15103092783505154,0.09166666666666666,0.09166666666666666,0.3326530612244898,0.3326530612244898,0.6673469387755102,0.6673469387755102,0.2986080987634603,0.2986080987634603,0.28545274830891126,0.2847600070430873,0.29298910457936944,0.2872400815514324,0.1251797393051041,0.11901339454489573,0.2895625251909427,0.28956252519094267,0.39139170069571827,0.39139170069571827,0.1504005597874935,0.15021209708607444,0.1771493891438642,0.17695473251028807,0.15103092783505154,0.15103092783505154,1.0,1.0,0.777319587628866,0.7628865979381443,0.16907216494845362,0.15463917525773196
token_columns,active action columns,od_structure_only,OD exposure only,0.15,424.0,424,0.21855670103092786,0.21855670103092784,0.1375,0.1375,0.3663265306122449,0.3663265306122449,0.633673469387755,0.633673469387755,0.33346643120443287,0.33346643120443287,0.3731128109719106,0.3724811715672015,0.37677144527552525,0.3716577837878348,0.22660079370288355,0.21889490506661607,0.3864181478680212,0.3864181478680212,0.4857506037476935,0.4857506037476935,0.21816434072131868,0.217879965041161,0.24910780241253788,0.2484557309540151,0.21855670103092786,0.21855670103092784,1.0,1.0,0.822680412371134,0.8144329896907216,0.2288659793814433,0.20618556701030927
token_columns,active action columns,od_structure_only,OD exposure only,0.2,568.0,568,0.2927835051546392,0.2927835051546392,0.18333333333333332,0.18333333333333332,0.4,0.4,0.6,0.6,0.3683247636454055,0.3683247636454055,0.4474459426150835,0.4468825494364986,0.4535861705952044,0.4499058587135204,0.29088754620196705,0.28399943859112153,0.4786414096189059,0.47864140961890594,0.5710784921454937,0.5710784921454937,0.292509858816519,0.29221780908743994,0.32751991021646215,0.3273850377487989,0.2927835051546392,0.2927835051546392,1.0,1.0,0.8824742268041238,0.8762886597938144,0.30103092783505153,0.27835051546391754
token_columns,active action columns,od_structure_only,OD exposure only,0.3,837.0,837,0.43144329896907224,0.4314432989690722,0.275,0.275,0.46734693877551015,0.4673469387755102,0.5326530612244897,0.5326530612244897,0.43804142852735073,0.43804142852735073,0.5718739258776603,0.5714629411369639,0.5786956963039003,0.5751495010032475,0.3997000257622243,0.39107322584911736,0.6262372774233992,0.6262372774233992,0.7056406746895992,0.7056406746895991,0.430775747260432,0.430240813027927,0.4653944694079918,0.46502057613168724,0.43144329896907224,0.4314432989690722,1.0,1.0,0.9195876288659793,0.9175257731958762,0.4391752577319588,0.422680412371134
token_columns,active action columns,od_structure_only,OD exposure only,0.4,1088.0,1088,0.5608247422680412,0.5608247422680412,0.36666666666666664,0.36666666666666664,0.5346938775510204,0.5346938775510204,0.4653061224489797,0.4653061224489796,0.5077580934092959,0.5077580934092959,0.6774300684455059,0.6772823564802583,0.688484448899086,0.6857981171097214,0.5205630575816673,0.515818698919147,0.7467249937379167,0.7467249937379167,0.8018797631734695,0.8018797631734695,0.5590938754309611,0.5575947629572091,0.586651897368875,0.5863730213351687,0.5608247422680412,0.5608247422680412,1.0,1.0,0.9402061855670103,0.9381443298969072,0.554639175257732,0.5360824742268041
token_columns,active action columns,od_structure_only,OD exposure only,0.5,1319.0,1319,0.6798969072164949,0.6798969072164949,0.4583333333333333,0.4583333333333333,0.6020408163265306,0.6020408163265306,0.3979591836734694,0.3979591836734694,0.5774747582912412,0.5774747582912412,0.765345616667439,0.7650868634694179,0.7792502171444706,0.7772857382632923,0.6263796492839371,0.622809316914591,0.8415613181919562,0.8415613181919561,0.8731062996908234,0.8731062996908233,0.6772673896099508,0.675129375553226,0.6963747153000004,0.6959505833905285,0.6798969072164949,0.6798969072164949,1.0,1.0,0.9608247422680412,0.9587628865979382,0.6350515463917525,0.6288659793814433
token_columns,active action columns,od_structure_only,OD exposure only,0.6,1509.0,1509,0.7778350515463918,0.7778350515463918,0.55,0.55,0.6693877551020408,0.6693877551020408,0.33061224489795915,0.33061224489795915,0.6471914231731863,0.6471914231731863,0.8386321806686361,0.8379589356551852,0.8517498327641997,0.8496439116913678,0.6951561864025676,0.6937491007434036,0.9075354399705302,0.9075354399705303,0.9239075010911717,0.9239075010911717,0.7749158302061079,0.7726646258015253,0.7813786359262063,0.7810569663692519,0.7778350515463918,0.7778350515463918,1.0,1.0,0.9814432989690722,0.979381443298969,0.7010309278350515,0.6804123711340206
token_columns,active action columns,small_signal_only,small-signal value only,0.01,72.8,66,0.037525773195876286,0.03402061855670103,0.009178121420389462,0.009178121420389462,0.2720492320639596,0.2720492320639596,0.7279507679360404,0.7279507679360404,0.2358718122303634,0.23587181223036338,0.05831210479381379,0.056397671764024895,0.06440604871787052,0.0502432278768329,0.04471250583018689,0.039691109280779645,0.08915237991382917,0.0799992456936897,0.15271003185078355,0.14380921542086306,0.03772466304661469,0.034091078081627625,0.04710092304699696,0.043209876543209874,0.037525773195876286,0.03402061855670103,0.6824742268041237,0.6391752577319587,0.47216494845360824,0.4329896907216495,0.0288659793814433,0.020618556701030927
token_columns,active action columns,small_signal_only,small-signal value only,0.025,150.8,136,0.0777319587628866,0.07010309278350516,0.022923825887743412,0.022923825887743412,0.28214811697875025,0.28214811697875025,0.7178518830212497,0.7178518830212497,0.24632604501490998,0.24632604501490998,0.11756599449109759,0.11400498937688851,0.12649448373153246,0.10001801671746328,0.07147967729994127,0.06382838885358343,0.1681542326156126,0.15366121676328146,0.25485548221323,0.2398641020441155,0.07721069838541841,0.06905819038172842,0.09337710097172813,0.08367626886145405,0.0777319587628866,0.07010309278350516,0.9690721649484537,0.9587628865979382,0.6474226804123712,0.6185567010309279,0.07216494845360824,0.061855670103092786
token_columns,active action columns,small_signal_only,small-signal value only,0.05,263.4,238,0.13577319587628867,0.12268041237113401,0.04583333333333333,0.04583333333333333,0.29897959183673467,0.29897959183673467,0.7010204081632654,0.7010204081632654,0.26374976632248764,0.26374976632248764,0.19446528781201242,0.18904932490784082,0.20855766730262498,0.16421136430218514,0.12993552627142152,0.1124672678520843,0.26585859161308173,0.24474571135320164,0.3644843354132109,0.34385898015576577,0.13550902109136728,0.12217456098702659,0.1620376687157459,0.14746227709190673,0.13577319587628867,0.12268041237113401,1.0,1.0,0.7752577319587629,0.7525773195876289,0.16907216494845362,0.15463917525773196
token_columns,active action columns,small_signal_only,small-signal value only,0.1,474.6,423,0.244639175257732,0.21804123711340206,0.09166666666666666,0.09166666666666666,0.3326530612244898,0.3326530612244898,0.6673469387755102,0.6673469387755102,0.2986080987634603,0.2986080987634603,0.3114810419711516,0.3037500337874028,0.3238489801920567,0.2573373610666169,0.250247606456004,0.22095380890081556,0.4196903430930134,0.3860726170856967,0.5129604637018155,0.48441731054625037,0.24434869616869165,0.21745477756635415,0.2764236384993117,0.24708304735758407,0.244639175257732,0.21804123711340206,1.0,1.0,0.8412371134020619,0.8144329896907216,0.2556701030927835,0.2268041237113402
token_columns,active action columns,small_signal_only,small-signal value only,0.15,687.8,611,0.3545360824742268,0.3149484536082474,0.1375,0.1375,0.3663265306122449,0.3663265306122449,0.633673469387755,0.633673469387755,0.33346643120443287,0.33346643120443287,0.4034403156947356,0.3940591856482144,0.41443487023635894,0.3338201641435979,0.3484385698905775,0.29497537169418664,0.5453939090853969,0.5032767530058349,0.6284012194004923,0.5925265214037321,0.3539252582532282,0.31379647032827473,0.3902614815119226,0.3514070006863418,0.3545360824742268,0.3149484536082474,1.0,1.0,0.8948453608247423,0.8762886597938144,0.3546391752577319,0.30927835051546393
token_columns,active action columns,small_signal_only,small-signal value only,0.2,888.0,808,0.4577319587628866,0.41649484536082476,0.18333333333333332,0.18333333333333332,0.4,0.4,0.6,0.6,0.3683247636454055,0.3683247636454055,0.4813581689813087,0.47059894351183074,0.4926591461470401,0.39625817158111387,0.42462369528492605,0.3857958504312248,0.651258014833733,0.6126408340524925,0.721528979061961,0.6906602859568454,0.45711441998572094,0.41586345933752267,0.4889983849623659,0.4499314128943759,0.4577319587628866,0.41649484536082476,1.0,1.0,0.9216494845360824,0.9175257731958762,0.46185567010309275,0.422680412371134
token_columns,active action columns,small_signal_only,small-signal value only,0.3,1201.8,1115,0.6194845360824741,0.5747422680412371,0.275,0.275,0.46734693877551015,0.4673469387755102,0.5326530612244897,0.5326530612244897,0.43804142852735073,0.43804142852735073,0.6112321894632748,0.5992467910784304,0.6202269825374193,0.5002724191294148,0.5621425724913595,0.5225371120645013,0.7934985924263293,0.7594700454900494,0.8352069463529865,0.8096955662592323,0.6174001550497155,0.5710356498903554,0.640878857991038,0.6005490734385724,0.6194845360824741,0.5747422680412371,1.0,1.0,0.9484536082474226,0.9381443298969072,0.5938144329896907,0.5463917525773195
token_columns,active action columns,small_signal_only,small-signal value only,0.4,1450.4,1374,0.7476288659793815,0.7082474226804124,0.36666666666666664,0.36666666666666664,0.5346938775510204,0.5346938775510204,0.4653061224489797,0.4653061224489796,0.5077580934092959,0.5077580934092959,0.7154809745119701,0.703958943596295,0.7207781791157848,0.5844127007366995,0.6790343693842475,0.6477248706751025,0.8863089791076652,0.8623380032392735,0.9063565110858149,0.8877532569561479,0.7452601943569155,0.7044084504556007,0.7581559755601627,0.7213452299245025,0.7476288659793815,0.7082474226804124,1.0,1.0,0.9773195876288661,0.9690721649484536,0.6989690721649484,0.6701030927835051
token_columns,active action columns,small_signal_only,small-signal value only,0.5,1627.8,1567,0.8390721649484536,0.8077319587628866,0.4583333333333333,0.4583333333333333,0.6020408163265306,0.6020408163265306,0.3979591836734694,0.3979591836734694,0.5774747582912412,0.5774747582912412,0.7997830201420253,0.7897526393795837,0.7989332862410821,0.6575871435247547,0.7724534721159012,0.7440453321250667,0.939878226769542,0.9245640059791004,0.9496567476781094,0.9372200564881912,0.8369449420006395,0.8040256882158676,0.8435739711941121,0.8119423472889499,0.8390721649484536,0.8077319587628866,1.0,1.0,1.0,1.0,0.7917525773195877,0.7525773195876289
token_columns,active action columns,small_signal_only,small-signal value only,0.6,1760.8,1722,0.9076288659793814,0.8876288659793814,0.55,0.55,0.6693877551020408,0.6693877551020408,0.33061224489795915,0.33061224489795915,0.6471914231731863,0.6471914231731863,0.8675266647282166,0.8594952640569813,0.8607876128054956,0.7236593723773714,0.8314809974492494,0.783906630966816,0.9729186701467677,0.9652238124807484,0.9766455438368886,0.9700519936876284,0.9047535400886033,0.8819160817777166,0.9112800923175748,0.891947694425327,0.9076288659793814,0.8876288659793814,1.0,1.0,1.0,1.0,0.8515463917525773,0.8041237113402062
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.01,203.2,184,0.10474226804123712,0.09484536082474226,0.030123138602520045,0.029080756013745705,0.28743740795287187,0.28667157584683356,0.7125625920471281,0.7118030717441616,0.2518014494358163,0.2510086701163215,0.10705771554288616,0.10174177173827234,0.17168259177529505,0.16274781374225514,0.5705305417106646,0.5499764861030902,0.19839912602006554,0.18162632560012476,0.29445598376598037,0.2772705106946516,0.11984447399093537,0.10130758764321628,0.13005545640459582,0.11736444749485243,0.10474226804123712,0.09484536082474226,0.9855670103092784,0.9690721649484536,0.9670103092783506,0.9072164948453608,0.4659793814432989,0.3917525773195876
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.025,406.4,352,0.20948453608247425,0.18144329896907216,0.070893470790378,0.06831328751431844,0.3173911213970124,0.3154954765411319,0.6826088786029876,0.6808121186618977,0.2828091394678142,0.28084679285554826,0.20664520269329328,0.19945435544144707,0.2949456319008936,0.28289275881120446,0.6740537360239618,0.6477092945977836,0.3511778081837048,0.3092540951021101,0.46038038657419983,0.4242689998273304,0.22480785557857286,0.18763154325132675,0.2510454372859856,0.22031571722717913,0.20948453608247425,0.18144329896907216,1.0,1.0,1.0,1.0,0.6989690721649484,0.6288659793814433
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.05,714.6,625,0.36835051546391756,0.32216494845360827,0.13422680412371135,0.12995418098510883,0.3639217336419104,0.3607826635808963,0.6360782663580896,0.6325794235219862,0.33097701702261273,0.3277274929987495,0.32533322841179013,0.31650276557340257,0.4298247957606711,0.4173932621589536,0.7860969044677703,0.758609032711625,0.5360982166005652,0.4779250145138576,0.6367985978643099,0.5959927917123973,0.3808493848806322,0.3272893446948959,0.42037421078901216,0.37199725463280714,0.36835051546391756,0.32216494845360827,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.1,1183.8,1070,0.6102061855670102,0.5515463917525774,0.25116552119129437,0.24553264604810995,0.44983589312013467,0.44569745423942775,0.5501641068798653,0.5449715968861771,0.41991422447197957,0.4156301669954789,0.49489912994707197,0.4837704772086781,0.6067288084932214,0.5918665282946795,0.8976169583539303,0.8758339667883224,0.765735084677891,0.7094617794649583,0.8269948139818377,0.7923478017586418,0.6178811427195489,0.554936676718296,0.6656370830178691,0.6122168840082362,0.6102061855670102,0.5515463917525774,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.15,1489.2,1368,0.7676288659793815,0.7051546391752578,0.35439003436426114,0.3494702176403207,0.5256743109614981,0.5220597517357458,0.474325689038502,0.4665158847043972,0.49842115675359777,0.4946794126027954,0.6165318205969322,0.6072795758188755,0.7241098493446254,0.7116833367915657,0.948698339652158,0.9352780220114967,0.8848636152516078,0.8352966727407044,0.9146940654972422,0.8868509198592582,0.772138577885966,0.707383654118236,0.8028172718792769,0.7522306108442004,0.7676288659793815,0.7051546391752578,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.2,1681.6,1581,0.8668041237113402,0.8149484536082474,0.4455297823596792,0.4388602520045819,0.5926341258152746,0.5877340626972438,0.40736587418472536,0.39570797391121393,0.5677370760454686,0.5626645951798,0.7086270203867974,0.7008993442717966,0.8074363229430551,0.8000162932433859,0.9744737935711058,0.9649792132625927,0.9452668100650399,0.9112041961422402,0.9592887448740107,0.9398579957882276,0.8693763000326429,0.8163474332665152,0.8898782330083341,0.8490048043925875,0.8668041237113402,0.8149484536082474,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.3,1862.4,1816,0.96,0.9360824742268041,0.5899684994272623,0.5828465063001146,0.6987523669261518,0.693519882179676,0.3012476330738481,0.28768146433831265,0.677589282959419,0.6721726835979258,0.8304848211590832,0.8234762591472062,0.904694437288726,0.8990395445504168,0.9940541178065192,0.9909220461609636,0.9892467553029242,0.978213453559194,0.9911414666975074,0.9851042628242208,0.9607456679072801,0.9365656872564008,0.9704789787404688,0.9505833905284832,0.96,0.9360824742268041,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.4,1915.4,1898,0.9873195876288661,0.9783505154639175,0.6961139747995417,0.688717067583047,0.7767367978119083,0.7713023353671365,0.22326320218809173,0.208973280033663,0.7583177397077534,0.7526920556905692,0.9039811644179242,0.8969857961824809,0.9534744928162349,0.9493288563082325,0.9988461214125929,0.99786340223571,0.9977931142267042,0.9950844677380205,0.998011220143686,0.9961760189745926,0.9875568533087359,0.978514184393297,0.9918989910006374,0.9855868222374743,0.9873195876288661,0.9783505154639175,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.5,1929.4,1924,0.9945360824742269,0.9917525773195877,0.775380870561283,0.7679266895761742,0.8349737008205345,0.8294971596886177,0.1650262991794656,0.15320849989480323,0.8186038154319721,0.8129345721115191,0.9492322323985676,0.9440053479882027,0.9786558577667881,0.975982184867605,0.9997318769914203,0.9995705129557587,0.999462212203263,0.9987813013931931,0.9993704595402224,0.9990007953380257,0.9946370838395204,0.9918149273879225,0.9972537815838326,0.9958819492107069,0.9945360824742269,0.9917525773195877,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_structure_union,value + footprint + OD structure union,0.6,1935.6,1934,0.9977319587628866,0.9969072164948454,0.8332502863688431,0.8282789232531501,0.8774900063118031,0.8738375762676205,0.12250999368819693,0.1115190406059331,0.8626161354549134,0.8588351879311691,0.9758753722897,0.9734215679521788,0.9912379610816314,0.9902208229579557,0.9999699984533217,0.9999327301325617,0.9999146943180038,0.999726653604576,0.9998612420137137,0.9997097915687113,0.9977742305500426,0.9969305977704709,0.9993133744606828,0.9993117687543015,0.9977319587628866,0.9969072164948454,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_union,value + footprint union,0.01,150.8,136,0.0777319587628866,0.07010309278350516,0.022769186712485682,0.022064719358533793,0.28203450452345885,0.28151693667157585,0.7179654954765411,0.7173574584472964,0.24620843489608385,0.24567265546587583,0.07995180231402639,0.07707020805748994,0.15725985280587249,0.14738095922049846,0.5600316761827531,0.5399180783611623,0.1592318264901935,0.14612569181865975,0.21825138149762296,0.2019620520988479,0.093340275851295,0.07777550388349402,0.09833256590080343,0.08853809196980096,0.0777319587628866,0.07010309278350516,0.8268041237113403,0.8041237113402062,0.956701030927835,0.8969072164948454,0.4659793814432989,0.3917525773195876
token_columns,active action columns,value_footprint_union,value + footprint union,0.025,320.4,274,0.16515463917525772,0.14123711340206185,0.05472794959908363,0.05303550973654066,0.3055144119503471,0.3042709867452135,0.6944855880496529,0.6933094887439513,0.2705145261201547,0.2692273487085574,0.16245996352375575,0.15879733281660355,0.27392340424005085,0.25691187349669664,0.6604521895947034,0.6328150515609179,0.300740339756678,0.26095686535282925,0.36940522315259383,0.34197284957503415,0.18134149649260906,0.14772931426744987,0.201609158121885,0.17433081674673986,0.16515463917525772,0.14123711340206185,1.0,1.0,0.9979381443298969,0.9896907216494846,0.6989690721649484,0.6288659793814433
token_columns,active action columns,value_footprint_union,value + footprint union,0.05,567.6,482,0.29257731958762884,0.24845360824742269,0.1056815578465063,0.10234822451317296,0.3429497159688618,0.34050073637702505,0.6570502840311383,0.6539659162634126,0.3092670602733709,0.30673190882311835,0.2659679276312834,0.2601687631436933,0.40510428182377495,0.3878600471212252,0.7646583128776171,0.7304588619157912,0.46514158008489864,0.40663113542812523,0.5220965100565251,0.48525544875159976,0.30653290937473987,0.25413525822445493,0.3455354357843997,0.29718599862731643,0.29257731958762884,0.24845360824742269,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_union,value + footprint union,0.1,1019.0,875,0.5252577319587629,0.45103092783505155,0.20347365406643755,0.1986397479954181,0.41479697033452556,0.41124552913949086,0.5852030296654744,0.5805386071954555,0.3836423926399297,0.3799659874440308,0.4221962010616176,0.41353282033040856,0.5802728181036505,0.5609186111583006,0.8778331875852172,0.8493125391964382,0.7025729073287772,0.6272127473748603,0.7321939032960825,0.6817829371814965,0.5345313057827372,0.45518110425860386,0.5877805785856104,0.51681537405628,0.5252577319587629,0.45103092783505155,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_union,value + footprint union,0.15,1357.2,1192,0.6995876288659794,0.6144329896907217,0.29259163802978233,0.2888029782359679,0.48027140753208497,0.4774879023774458,0.519728592467915,0.5130233536713655,0.45142066852640694,0.44853922061516627,0.5399296784247856,0.5324827795691824,0.6985207041574861,0.6805342501763291,0.9353115440043942,0.9129188508029312,0.8433455663441094,0.7740666986574833,0.8538264351211104,0.8085920380978949,0.7053484144508853,0.6173478553853855,0.7441850547310181,0.6705559368565546,0.6995876288659794,0.6144329896907217,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_union,value + footprint union,0.2,1583.6,1434,0.8162886597938144,0.7391752577319588,0.37400343642611683,0.36742554410080186,0.5400841573742899,0.5352514201556912,0.45991584262571006,0.44942141805175684,0.5133380401580476,0.5083352541776094,0.6325911222482169,0.6266031929455277,0.7837474103622628,0.7708933896779739,0.9663853161531417,0.9519813944916486,0.9207657676384386,0.8689288515369642,0.9221620134259723,0.8847515216413158,0.8197592414186289,0.7411470786430548,0.8459411978711767,0.7844886753603294,0.8162886597938144,0.7391752577319588,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_union,value + footprint union,0.3,1819.8,1736,0.9380412371134021,0.8948453608247423,0.5105040091638029,0.50327892325315,0.6403702924468757,0.6350620660635388,0.35962970755312434,0.345097832947612,0.6171529276389224,0.6116579215315451,0.7646666571544545,0.7576349753146413,0.8865060324602405,0.8802282633380653,0.99140665110042,0.9853660406173246,0.9815781372675902,0.9619502528790929,0.978519779653077,0.9621755209524234,0.9391798263039417,0.8956403241960139,0.9520820856929632,0.9169526424159231,0.9380412371134021,0.8948453608247423,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_union,value + footprint union,0.4,1901.8,1874,0.9803092783505155,0.965979381443299,0.6213631156930126,0.6112972508591066,0.7218177992846624,0.7144224700189354,0.2781822007153377,0.2573848095939407,0.7014663150462909,0.6938107674967738,0.8532675415290809,0.8445162189995015,0.9409632335987876,0.9355157374455448,0.9982775676452856,0.9966772595876775,0.9962934242170034,0.9918644325507584,0.9949295845646604,0.9908301811860233,0.9806688038035384,0.9662365754751809,0.9862697591424683,0.9752916952642416,0.9803092783505155,0.965979381443299,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_union,value + footprint union,0.5,1925.0,1916,0.9922680412371134,0.9876288659793815,0.7129696449026346,0.7012457044673539,0.7891205554386703,0.7805070481800968,0.2108794445613297,0.1889438249526615,0.7711372426598037,0.7622206532806508,0.9143152037244919,0.9064132597814207,0.9710066175726612,0.9669169688307663,0.9996125338777848,0.9992998987339993,0.9991544966607918,0.9981557226347617,0.9985814448358037,0.9976061315097731,0.992411409034655,0.987722391081884,0.9958808142462997,0.9931365820178449,0.9922680412371134,0.9876288659793815,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_footprint_union,value + footprint union,0.6,1934.8,1933,0.997319587628866,0.9963917525773196,0.7864747995418099,0.7765177548682703,0.8431243425205134,0.8358089627603619,0.15687565747948665,0.13561960866820955,0.8270412524751667,0.8194684676018608,0.9547723964713922,0.949718840788308,0.9870472992683398,0.9850636253361029,0.9999544350906173,0.9999105734823095,0.9998807518478131,0.9996618134458581,0.9997451800173556,0.9995913472179353,0.9973713042293587,0.9964190307322162,0.9989015693817533,0.9979409746053535,0.997319587628866,0.9963917525773196,1.0,1.0,1.0,1.0,1.0,1.0
token_columns,active action columns,value_union,small + finite value union,0.01,146.2,130,0.07536082474226805,0.06701030927835051,0.01543528064146621,0.014819587628865979,0.2766463286345466,0.27619398274773826,0.7233536713654534,0.7226067746686303,0.24063066611249556,0.24016240360235439,0.07472665429787048,0.0721222999692498,0.13725793543628612,0.12676678888602788,0.45703401220374973,0.3499798608556648,0.15836195521364177,0.14515332354749977,0.21751873116435821,0.20117606577695218,0.08803874790068442,0.07100481034924028,0.09517492029520332,0.08373369938229239,0.07536082474226805,0.06701030927835051,0.8268041237113403,0.8041237113402062,0.9484536082474226,0.8762886597938144,0.4185567010309278,0.30927835051546393
token_columns,active action columns,value_union,small + finite value union,0.025,306.2,254,0.15783505154639174,0.1309278350515464,0.03715635738831615,0.035824742268041235,0.2926046707342731,0.29162634125815273,0.7073953292657269,0.7061014096360194,0.2571505318772426,0.25613777807623966,0.14901383351292982,0.14586082428693087,0.2393794640772025,0.2221346915034689,0.6017264919416139,0.5398400682710822,0.29698645262284,0.25537899318381474,0.36661999694362424,0.337526273358422,0.17081411626144366,0.13611417922546473,0.1918604554729965,0.16060398078242966,0.15783505154639174,0.1309278350515464,1.0,1.0,0.9979381443298969,0.9896907216494846,0.5525773195876289,0.422680412371134
token_columns,active action columns,value_union,small + finite value union,0.05,541.6,445,0.2791752577319587,0.22938144329896906,0.0713717067583047,0.06834192439862542,0.31774247843467285,0.3155165158847044,0.6822575215653272,0.6791394908478856,0.2831728596501099,0.2808685725071827,0.2394818983430234,0.23402554455658423,0.3569227415864017,0.33765032221021274,0.7036058198484382,0.6428314263016002,0.4581550180684995,0.3959853606071621,0.5170710223346104,0.47712674151542017,0.2912220515171845,0.23415823563570198,0.32768506380146756,0.2717913520933425,0.2791752577319587,0.22938144329896906,1.0,1.0,1.0,1.0,0.7319587628865979,0.6185567010309279
token_columns,active action columns,value_union,small + finite value union,0.1,976.2,814,0.5031958762886598,0.4195876288659794,0.13867983963344788,0.13306128293241695,0.3671933515674311,0.3630654323585104,0.6328066484325688,0.6265937302756154,0.3343637528517731,0.3300905852010897,0.3754908210678082,0.3677626815732715,0.519169841517574,0.49805158546573075,0.824993996599942,0.7645808649811867,0.6925025015552912,0.6106424835954162,0.724412283923497,0.6686694786590073,0.5123637880775651,0.42321577499154245,0.5583955037204429,0.47494852436513385,0.5031958762886598,0.4195876288659794,1.0,1.0,1.0,1.0,0.8701030927835053,0.7835051546391752
token_columns,active action columns,value_union,small + finite value union,0.15,1307.4,1123,0.6739175257731959,0.5788659793814434,0.20324742268041235,0.19643470790378006,0.41463075952030304,0.40962549968440987,0.585369240479697,0.5761939827477383,0.3834703333920174,0.3782889542681765,0.47961749374545415,0.4727815788363361,0.6336827123386569,0.6144571241241688,0.8900909175961219,0.8485616956163962,0.8338443248946357,0.7584158403716905,0.8455376363609103,0.7964234087076595,0.6798605402290171,0.5819583388043109,0.709996622910685,0.6231983527796843,0.6739175257731959,0.5788659793814434,1.0,1.0,1.0,1.0,0.9216494845360824,0.8865979381443299
