city,event_id,event_start,policy_scenario,budget_scale,delay_add_hours,policy_score,allocated_cost,value_proxy,selected_action_count,baseline_objective,optimized_objective,lp_recoverable_fraction,replay_objective,replay_gain,replay_recoverable_fraction,replay_fraction_of_base_lp_gain,objective_gap_to_base_lp,event_peak_positive_abnormal_deficit,event_total_precip,oracle_replay_gain,oracle_replay_recoverable_fraction,law_replay_gain,law_replay_recoverable_fraction,law_allocated_cost,relative_to_oracle_replay_gain,law_minus_policy_replay_gain,law_minus_policy_recoverable_fraction,law_to_policy_replay_gain_ratio,law_minus_policy_replay_gain_per_cost
Austin,478,2024-07-06 17:00:00,budget_1.5,1.5,0,random_positive,2.188714729,0.0315968059,381,0.1342685328,0.1197952744,0.1077933755,0.130101571,0.004166961778,0.03103453722,0.287907648,0.0103062966,0.02623511767,1.27165423,0.01710503172,0.1273941956,0.01710503172,0.1273941956,2.188714729,0.2436102923,0.01293806995,0.09635965834,4.104916876,0.005911263708
Austin,478,2024-07-06 17:00:00,budget_2,2,0,greedy_oracle,2.918286305,0.1913241655,667,0.1342685328,0.1197952744,0.1077933755,0.1133523732,0.02091615964,0.1557785671,1.445159003,-0.006442901266,0.02623511767,1.27165423,0.02091615964,0.1557785671,0.02091615964,0.1557785671,2.918286305,1,0,0,1,0
Austin,478,2024-07-06 17:00:00,budget_2,2,0,activated_bottleneck_law,2.918286305,0.1913241655,667,0.1342685328,0.1197952744,0.1077933755,0.1133523732,0.02091615964,0.1557785671,1.445159003,-0.006442901266,0.02623511767,1.27165423,0.02091615964,0.1557785671,0.02091615964,0.1557785671,2.918286305,1,0,0,1,0
Austin,478,2024-07-06 17:00:00,budget_2,2,0,exposure_only,2.918286305,0.1527785686,401,0.1342685328,0.1197952744,0.1077933755,0.1226436162,0.01162491662,0.08657960564,0.8031996885,0.002848341756,0.02623511767,1.27165423,0.02091615964,0.1557785671,0.02091615964,0.1557785671,2.918286305,0.5557863785,0.009291243022,0.06919896143,1.799252444,0.003183801056
Austin,478,2024-07-06 17:00:00,budget_2,2,0,deficit_only,2.918286305,0.1470326673,401,0.1342685328,0.1197952744,0.1077933755,0.1233666032,0.01090192964,0.08119497107,0.7532463909,0.00357132874,0.02623511767,1.27165423,0.02091615964,0.1557785671,0.02091615964,0.1557785671,2.918286305,0.5212204259,0.01001423001,0.074583596,1.918574082,0.003431544735
Austin,478,2024-07-06 17:00:00,budget_2,2,0,structure_only,2.918286305,0.08349323141,300,0.1342685328,0.1197952744,0.1077933755,0.1289437466,0.005324786172,0.03965773708,0.3679051416,0.009148472204,0.02623511767,1.27165423,0.02091615964,0.1557785671,0.02091615964,0.1557785671,2.918286305,0.2545776215,0.01559137347,0.11612083,3.928075037,0.005342646964
Austin,478,2024-07-06 17:00:00,budget_2,2,0,random_positive,2.918286305,0.04223432816,513,0.1342685328,0.1197952744,0.1077933755,0.1287198486,0.005548684167,0.04132527594,0.3833749128,0.008924574208,0.02623511767,1.27165423,0.02091615964,0.1557785671,0.02091615964,0.1557785671,2.918286305,0.2652821676,0.01536747547,0.1144532911,3.769571129,0.005265924541
Austin,478,2024-07-06 17:00:00,budget_3,3,0,greedy_oracle,4.377429458,0.2598248507,1001,0.1342685328,0.1197952744,0.1077933755,0.107426068,0.02684246482,0.1999162742,1.854624862,-0.01236920644,0.02623511767,1.27165423,0.02684246482,0.1999162742,0.02684246482,0.1999162742,4.377429458,1,0,0,1,0
Austin,478,2024-07-06 17:00:00,budget_3,3,0,activated_bottleneck_law,4.377429458,0.2598248507,1001,0.1342685328,0.1197952744,0.1077933755,0.107426068,0.02684246482,0.1999162742,1.854624862,-0.01236920644,0.02623511767,1.27165423,0.02684246482,0.1999162742,0.02684246482,0.1999162742,4.377429458,1,0,0,1,0
Austin,478,2024-07-06 17:00:00,budget_3,3,0,exposure_only,4.377429458,0.2106006984,620,0.1342685328,0.1197952744,0.1077933755,0.1183318289,0.01593670393,0.1186927689,1.101113759,-0.001463445558,0.02623511767,1.27165423,0.02684246482,0.1999162742,0.02684246482,0.1999162742,4.377429458,0.5937123897,0.01090576089,0.0812235053,1.684317217,0.00249136188
Austin,478,2024-07-06 17:00:00,budget_3,3,0,deficit_only,4.377429458,0.2006144737,614,0.1342685328,0.1197952744,0.1077933755,0.1195852684,0.01468326436,0.10935745,1.014509932,-0.000210005988,0.02623511767,1.27165423,0.02684246482,0.1999162742,0.02684246482,0.1999162742,4.377429458,0.5470162469,0.01215920046,0.09055882419,1.828099267,0.002777703347
Austin,478,2024-07-06 17:00:00,budget_3,3,0,structure_only,4.377429458,0.1174767981,451,0.1342685328,0.1197952744,0.1077933755,0.1268995315,0.007369001342,0.05488256398,0.5091459816,0.007104257034,0.02623511767,1.27165423,0.02684246482,0.1999162742,0.02684246482,0.1999162742,4.377429458,0.2745277452,0.01947346348,0.1450337102,3.642619071,0.004448607034
Austin,478,2024-07-06 17:00:00,budget_3,3,0,random_positive,4.377429458,0.06410947405,748,0.1342685328,0.1197952744,0.1077933755,0.1259559135,0.008312619259,0.06191040511,0.5743433195,0.006160639117,0.02623511767,1.27165423,0.02684246482,0.1999162742,0.02684246482,0.1999162742,4.377429458,0.3096816673,0.01852984556,0.1380058691,3.229122372,0.004233042642
Austin,479,2024-07-12 13:00:00,budget_0.1,0.1,0,greedy_oracle,0.2026517436,0.0202001858,29,0.1559423619,0.135740448,0.1295473124,0.1529957345,0.002946627356,0.01889561836,0.1458588219,0.01725528651,0.02521753832,0.01574804,0.002946627356,0.01889561836,0.002946627356,0.01889561836,0.2026517436,1,0,0,1,0
Austin,479,2024-07-12 13:00:00,budget_0.1,0.1,0,activated_bottleneck_law,0.2026517436,0.0202001858,29,0.1559423619,0.135740448,0.1295473124,0.1529957345,0.002946627356,0.01889561836,0.1458588219,0.01725528651,0.02521753832,0.01574804,0.002946627356,0.01889561836,0.002946627356,0.01889561836,0.2026517436,1,0,0,1,0
Austin,479,2024-07-12 13:00:00,budget_0.1,0.1,0,exposure_only,0.2026517436,0.01601020369,17,0.1559423619,0.135740448,0.1295473124,0.1535867371,0.002355624759,0.0151057399,0.1166040393,0.01784628911,0.02521753832,0.01574804,0.002946627356,0.01889561836,0.002946627356,0.01889561836,0.2026517436,0.799430832,0.0005910025973,0.003789878453,1.250889958,0.002916345978
Austin,479,2024-07-12 13:00:00,budget_0.1,0.1,0,deficit_only,0.2026517436,0.01396764488,18,0.1559423619,0.135740448,0.1295473124,0.1537806544,0.002161707522,0.01386222125,0.1070050856,0.01804020634,0.02521753832,0.01574804,0.002946627356,0.01889561836,0.002946627356,0.01889561836,0.2026517436,0.7336209371,0.0007849198338,0.005033397111,1.363101773,0.003873244908
Austin,479,2024-07-12 13:00:00,budget_0.1,0.1,0,structure_only,0.2026517436,0.006436284226,16,0.1559423619,0.135740448,0.1295473124,0.1551912272,0.0007511346879,0.004816745615,0.03718136276,0.01945077918,0.02521753832,0.01574804,0.002946627356,0.01889561836,0.002946627356,0.01889561836,0.2026517436,0.2549133627,0.002195492668,0.01407887274,3.92290145,0.01083382077
Austin,479,2024-07-12 13:00:00,budget_0.1,0.1,0,random_positive,0.2026517436,0.002851319813,21,0.1559423619,0.135740448,0.1295473124,0.1554977203,0.0004446415461,0.002851319813,0.02200987238,0.01975727232,0.02521753832,0.01574804,0.002946627356,0.01889561836,0.002946627356,0.01889561836,0.2026517436,0.1508984654,0.00250198581,0.01604429854,6.62697263,0.01234623382
Austin,479,2024-07-12 13:00:00,budget_0.2,0.2,0,greedy_oracle,0.4053034871,0.03612920437,61,0.1559423619,0.135740448,0.1295473124,0.1511163306,0.004826031254,0.03094753213,0.2388898045,0.01537588261,0.02521753832,0.01574804,0.004826031254,0.03094753213,0.004826031254,0.03094753213,0.4053034871,1,0,0,1,0
Austin,479,2024-07-12 13:00:00,budget_0.2,0.2,0,activated_bottleneck_law,0.4053034871,0.03612920437,61,0.1559423619,0.135740448,0.1295473124,0.1511163306,0.004826031254,0.03094753213,0.2388898045,0.01537588261,0.02521753832,0.01574804,0.004826031254,0.03094753213,0.004826031254,0.03094753213,0.4053034871,1,0,0,1,0
