model_id,family,description,heldout_city,n_features,n_tokens,n_events,pearson,spearman,mae,top_1pct_value_capture,top_1pct_ndcg,top_1pct_precision,top_1pct_regret,top_5pct_value_capture,top_5pct_ndcg,top_5pct_precision,top_5pct_regret,top_10pct_value_capture,top_10pct_ndcg,top_10pct_precision,top_10pct_regret
M5_full_additive,additive_ladder,"add time window, feasibility, intervention, and event context",New York,30,50454,24,0.8979087991,0.9487625288,0.01672635957,0.9034834138,0.8592484587,0.6258280344,0.09651658616,0.9793023721,0.9477620172,0.8658923574,0.02069762791,0.9821648071,0.9604911256,0.848184828,0.01783519291
M5_full_additive,additive_ladder,"add time window, feasibility, intervention, and event context",Philadelphia,30,33719,20,0.6985661945,0.8838677508,0.05591311083,0.9839238954,0.9832392763,0.8812538445,0.01607610461,0.9800898907,0.9807623023,0.8726690537,0.01991010926,0.9787747567,0.9796309875,0.8391719319,0.02122524334
M5_full_additive,additive_ladder,"add time window, feasibility, intervention, and event context",San Antonio,30,25076,19,0.7384883488,0.9347692744,0.04191466538,0.9584580518,0.9634384632,0.7925743847,0.04154194825,0.9427684974,0.948968794,0.7089940779,0.05723150257,0.9414202917,0.9457898384,0.6733877393,0.05857970826
M6_full_interaction,interaction_ablation,full additive model plus explicit pairwise and triple interaction terms,Austin,39,18007,15,0.9023082255,0.9431521803,0.04117265718,0.9505092508,0.9582026571,0.6854700855,0.04949074924,0.9592995713,0.9613372711,0.7491803279,0.04070042872,0.9575243174,0.9587625091,0.6352387511,0.04247568258
M6_full_interaction,interaction_ablation,full additive model plus explicit pairwise and triple interaction terms,Chicago,39,26081,13,0.8994665005,0.9581626601,0.0137477837,0.9409045556,0.9356049603,0.7669057575,0.05909544441,0.9688456076,0.9611716728,0.836473304,0.03115439238,0.9722922211,0.9663162149,0.8496076871,0.02770777888
M6_full_interaction,interaction_ablation,full additive model plus explicit pairwise and triple interaction terms,Dallas,39,12000,10,0.9126091896,0.9181333928,0.006921217327,0.6567246669,0.6452917675,0,0.3432753331,0.7978493043,0.7597740893,0.1666666667,0.2021506957,0.8649126247,0.821798149,0.5,0.1350873753
M6_full_interaction,interaction_ablation,full additive model plus explicit pairwise and triple interaction terms,Houston,39,4800,4,0.9416242742,0.9688553024,0.009965162971,0.9952346713,0.9970080147,0.9166666667,0.004765328747,0.9514379318,0.9634106271,0.7875,0.04856206824,0.9465370539,0.9563913145,0.7333333333,0.05346294612
M6_full_interaction,interaction_ablation,full additive model plus explicit pairwise and triple interaction terms,New York,39,50454,24,0.8884558149,0.949044031,0.01790992474,0.9667138792,0.9662614903,0.6446984684,0.03328612078,0.9761622667,0.9734614745,0.8355703979,0.02383773332,0.983315889,0.9797058707,0.8442384494,0.01668411104
M6_full_interaction,interaction_ablation,full additive model plus explicit pairwise and triple interaction terms,Philadelphia,39,33719,20,0.7048780484,0.8829342113,0.05589077005,0.9844810538,0.9822339641,0.8953023793,0.01551894617,0.984631049,0.9837127849,0.8986429492,0.015368951,0.9869417589,0.9857173034,0.8836486576,0.01305824112
M6_full_interaction,interaction_ablation,full additive model plus explicit pairwise and triple interaction terms,San Antonio,39,25076,19,0.7421308187,0.936376936,0.0412948762,0.9505491232,0.9575738838,0.8076119787,0.04945087683,0.9460353335,0.9503378962,0.7348119374,0.05396466648,0.9458509533,0.9488267777,0.6863480097,0.05414904668
M7_factorized_low_dim,factorized_law,low-dimensional interpretable activated components only,Austin,7,18007,15,0.5118985511,0.7231495986,0.05129678047,0.9540352032,0.9714770382,0.8290598291,0.04596479682,0.9596167716,0.9634528048,0.8157741348,0.04038322839,0.9428740066,0.949314445,0.590224977,0.05712599335
M7_factorized_low_dim,factorized_law,low-dimensional interpretable activated components only,Chicago,7,26081,13,0.4145956633,0.4183748979,0.03389305563,0.990499092,0.9933821059,0.8062523743,0.009500907987,0.9714301274,0.9764912175,0.8182275985,0.02856987257,0.9707832449,0.9743690284,0.8064142191,0.0292167551
M7_factorized_low_dim,factorized_law,low-dimensional interpretable activated components only,Dallas,7,12000,10,0.5697949568,0.7484393135,0.03462068914,0.6696037685,0.6538485454,0,0.3303962315,0.8292498315,0.7825687089,0.1666666667,0.1707501685,0.8521596736,0.8153414708,0.4666666667,0.1478403264
M7_factorized_low_dim,factorized_law,low-dimensional interpretable activated components only,Houston,7,4800,4,0.5152664282,0.7239632957,0.02621809463,0.9690579116,0.9798900688,0.8333333333,0.03094208838,0.9497992813,0.9605456983,0.8,0.05020071873,0.9680583245,0.9703821413,0.8083333333,0.03194167547
