city,intervention,rank,unit,total_cost,primitive_cost_share,origin_exposure_rank_pct,destination_importance_rank_pct,initial_deficit_rank_pct,out_degree_rank_pct,in_degree_rank_pct
Houston,S,6,385,0.1128356244624794,0.06466199405105454,0.9847328244274809,0.9770992366412213,0.9770992366412213,0.9923664122137404,0.9618320610687023
Houston,S,7,224,0.1084043684693757,0.06212260234715122,0.9796437659033079,0.9923664122137404,0.9923664122137404,0.9211195928753181,0.9223918575063613
Houston,S,8,118,0.1038521357919494,0.059513883303772885,0.9923664122137404,0.8625954198473282,0.8625954198473282,0.9974554707379135,0.9872773536895675
New York,C,1,1286,2.7698973309847332,0.02140404712744232,0.9577319587628866,1.0,1.0,0.8471649484536082,0.9159793814432989
New York,C,2,1910,2.736137411724044,0.02114317142826341,0.8747422680412371,0.9984536082474227,0.9984536082474227,0.4268041237113402,0.979381443298969
New York,C,3,1695,2.733734119622261,0.021124600278772724,0.9335051546391753,0.9994845360824742,0.9994845360824742,0.6698453608247422,0.9953608247422681
New York,C,4,1565,2.731073926653554,0.021104043958856688,0.9948453608247423,0.9989690721649485,0.9989690721649485,0.9958762886597938,0.9958762886597938
New York,C,5,1605,2.7197484039614186,0.02101652734994353,0.8814432989690721,0.9979381443298969,0.9979381443298969,0.9007731958762887,0.9927835051546392
New York,C,6,175,2.5502498327490004,0.019706747609849355,0.8561855670103092,0.9974226804123711,0.9974226804123711,0.7644329896907216,0.9824742268041237
New York,C,7,945,2.4946331446942818,0.019276976369276964,0.9371134020618557,0.9969072164948454,0.9969072164948454,0.8899484536082474,0.9922680412371134
New York,C,8,1048,2.3786390755921296,0.018380646207940762,0.9216494845360824,0.9963917525773196,0.9963917525773196,0.5319587628865979,0.9804123711340206
New York,R,1,1286,6.132163296329671,0.024706121944079174,0.9577319587628866,1.0,1.0,0.8471649484536082,0.9159793814432989
New York,R,2,1695,6.049309782860357,0.02437231005611241,0.9335051546391753,0.9994845360824742,0.9994845360824742,0.6698453608247422,0.9953608247422681
New York,R,3,1565,6.043282923749095,0.024348028198479598,0.9948453608247423,0.9989690721649485,0.9989690721649485,0.9958762886597938,0.9958762886597938
New York,R,4,1910,5.942972143198434,0.023943882017624672,0.8747422680412371,0.9984536082474227,0.9984536082474227,0.4268041237113402,0.979381443298969
New York,R,5,1605,5.916799105179891,0.02383843240095837,0.8814432989690721,0.9979381443298969,0.9979381443298969,0.9007731958762887,0.9927835051546392
New York,R,6,175,5.296710075073022,0.021340130504272792,0.8561855670103092,0.9974226804123711,0.9974226804123711,0.7644329896907216,0.9824742268041237
New York,R,7,945,5.12153564926723,0.02063436314024445,0.9371134020618557,0.9969072164948454,0.9969072164948454,0.8899484536082474,0.9922680412371134
New York,R,8,1048,4.819692740922097,0.019418255978519993,0.9216494845360824,0.9963917525773196,0.9963917525773196,0.5319587628865979,0.9804123711340206
