city,unit,origin_exposure_p,destination_importance,initial_deficit_b0,local_disturbance_h,out_degree,in_degree,origin_exposure_p_rank_pct,origin_exposure_p_top10,origin_exposure_p_top25,destination_importance_rank_pct,destination_importance_top10,destination_importance_top25,initial_deficit_b0_rank_pct,initial_deficit_b0_top10,initial_deficit_b0_top25,local_disturbance_h_rank_pct,local_disturbance_h_top10,local_disturbance_h_top25,out_degree_rank_pct,out_degree_top10,out_degree_top25,in_degree_rank_pct,in_degree_top10,in_degree_top25
Chicago,375,0.001246320673644744,0.0014682839593093088,0.036343664558009185,0.05137478118038143,410,517,0.6507936507936508,False,False,0.7709750566893424,False,True,0.7709750566893424,False,True,0.7709750566893424,False,True,0.6201814058956916,False,False,0.8100907029478458,False,True
Chicago,690,0.0009884492309363189,0.0017259341873481799,0.03702513522773715,0.052338096436668834,209,457,0.5056689342403629,False,False,0.8435374149659864,False,True,0.8435374149659864,False,True,0.8435374149659864,False,True,0.05215419501133787,False,False,0.7431972789115646,False,False
Chicago,480,0.001188003552794251,0.0015172797956586478,0.036473927774554334,0.051558919030189554,457,319,0.6258503401360545,False,False,0.7868480725623582,False,True,0.7868480725623582,False,True,0.7868480725623582,False,True,0.7556689342403629,False,True,0.42290249433106575,False,False
Chicago,216,0.0008862476935224443,0.0018168045311375259,0.037269796572087455,0.05268394551881718,421,614,0.4387755102040816,False,False,0.8639455782312925,False,True,0.8639455782312925,False,True,0.8639455782312925,False,True,0.6558956916099773,False,False,0.8990929705215419,False,True
Chicago,20,0.0009396906972295287,0.0017699603883866847,0.037104168928742486,0.05244981712153659,502,797,0.46938775510204084,False,False,0.8514739229024944,False,True,0.8514739229024944,False,True,0.8514739229024944,False,True,0.8599773242630385,False,True,0.9591836734693877,True,True
Chicago,605,0.0016969935140301719,0.001004756541040824,0.03509390971923593,0.049608149164817386,586,420,0.8140589569160998,False,True,0.5759637188208617,False,False,0.5736961451247166,False,False,0.5736961451247166,False,False,0.9478458049886621,True,True,0.6785714285714286,False,False
Chicago,598,0.0017425451089764612,0.0009667705196385162,0.03496678762874975,0.049428451556957964,566,372,0.828798185941043,False,True,0.5589569160997733,False,False,0.5419501133786848,False,False,0.5419501133786848,False,False,0.9342403628117913,True,True,0.5770975056689343,False,False
Chicago,35,0.0015111663497798969,0.0011766624811378253,0.03556886132181958,0.050279532608142434,420,309,0.7505668934240363,False,True,0.6643990929705216,False,False,0.6632653061224489,False,False,0.6632653061224489,False,False,0.6519274376417233,False,False,0.38605442176870747,False,False
Chicago,555,0.0013749233617054407,0.0013129204273844455,0.03592939793880838,0.050789180989244745,212,372,0.6938775510204082,False,False,0.7108843537414966,False,False,0.7108843537414966,False,False,0.7108843537414966,False,False,0.05555555555555555,False,False,0.5770975056689343,False,False
Chicago,518,0.0008444676462997876,0.0018413875547684802,0.037333433118031695,0.05277390104924373,370,574,0.4217687074829932,False,False,0.8684807256235828,False,True,0.8684807256235828,False,True,0.8684807256235828,False,True,0.4954648526077097,False,False,0.8696145124716553,False,True
Chicago,812,0.0013654231737959927,0.0013042787489103383,0.03591012901589868,0.0507619427701464,346,493,0.6859410430839002,False,False,0.7074829931972789,False,False,0.7074829931972789,False,False,0.7074829931972789,False,False,0.39172335600907027,False,False,0.7891156462585034,False,True
Chicago,66,0.0009613630688102577,0.0017021233947362945,0.03697139986247388,0.05226213704551711,504,612,0.48299319727891155,False,False,0.8390022675736961,False,True,0.8401360544217688,False,True,0.8401360544217688,False,True,0.8639455782312925,False,True,0.8979591836734694,False,True
Chicago,880,0.0011714252130842365,0.0014823244852322013,0.03638377934790501,0.051431486759690996,323,387,0.6145124716553289,False,False,0.7789115646258503,False,True,0.780045351473923,False,True,0.780045351473923,False,True,0.3253968253968254,False,False,0.6213151927437641,False,False
Chicago,8,0.0014903783271872021,0.0011620451066629747,0.03553079821951514,0.05022572725923998,351,256,0.7426303854875284,False,False,0.6541950113378685,False,False,0.6541950113378685,False,False,0.6541950113378685,False,False,0.4087301587301587,False,False,0.2290249433106576,False,False
Chicago,383,0.001374724864446618,0.0012967353538250004,0.035833309165452104,0.0506533515464765,608,624,0.6927437641723356,False,False,0.7052154195011338,False,False,0.7029478458049887,False,False,0.7029478458049887,False,False,0.95578231292517,True,True,0.9036281179138322,True,True
Chicago,349,0.0015274839577536638,0.001119905180472536,0.035421562559543075,0.05007131360292853,438,358,0.7551020408163265,False,True,0.6326530612244898,False,False,0.6326530612244898,False,False,0.6326530612244898,False,False,0.699546485260771,False,False,0.5351473922902494,False,False
Chicago,373,0.0009416716665516243,0.0016953401312341763,0.03694731286112022,0.05222808807332664,267,684,0.47052154195011336,False,False,0.8367346938775511,False,True,0.8367346938775511,False,True,0.8367346938775511,False,True,0.17517006802721088,False,False,0.9251700680272109,True,True
Chicago,522,0.0015331482995544611,0.0011059209703833384,0.035379996026045746,0.05001255586375108,292,161,0.7573696145124716,False,True,0.6235827664399093,False,False,0.6235827664399093,False,False,0.6235827664399093,False,False,0.24773242630385486,False,False,0.035147392290249435,False,False
Chicago,851,0.0007938307945269329,0.0018341852431235674,0.037319328613455195,0.05275396316336767,335,649,0.3843537414965986,False,False,0.8673469387755102,False,True,0.8673469387755102,False,True,0.8673469387755102,False,True,0.358843537414966,False,False,0.9087301587301587,True,True
Chicago,25,0.0016634536648667572,0.0009643040843478141,0.03501050820371579,0.04949025421222888,526,365,0.800453514739229,False,True,0.5521541950113379,False,False,0.5555555555555556,False,False,0.5555555555555556,False,False,0.9030612244897959,True,True,0.564625850340136,False,False
Chicago,454,0.0011821519283572142,0.001446038652018512,0.03628462837272631,0.05129132864092187,266,371,0.6201814058956916,False,False,0.764172335600907,False,True,0.764172335600907,False,True,0.764172335600907,False,True,0.17290249433106575,False,False,0.5731292517006803,False,False
Chicago,760,0.0011742280023984758,0.0014500945491157063,0.03629791908074985,0.05131011615794155,501,663,0.6167800453514739,False,False,0.7664399092970522,False,True,0.7664399092970522,False,True,0.7664399092970522,False,True,0.8571428571428571,False,True,0.9183673469387755,True,True
Chicago,786,0.0020859218307251797,0.000538645057274121,0.033877058093685096,0.04788802856740536,606,133,0.9024943310657596,True,True,0.23809523809523808,False,False,0.24149659863945577,False,False,0.24149659863945577,False,False,0.9546485260770975,True,True,0.01927437641723356,False,False
Chicago,355,0.00144056716873704,0.0011807579590611553,0.03558212470279824,0.05029828149611996,442,322,0.7222222222222222,False,False,0.6666666666666666,False,False,0.6678004535147393,False,False,0.6678004535147393,False,False,0.7103174603174603,False,False,0.43253968253968256,False,False
Chicago,236,0.001506190218966902,0.0011119528368488969,0.03539796474366964,0.0500379561349468,438,315,0.7482993197278912,False,False,0.6292517006802721,False,False,0.6281179138321995,False,False,0.6281179138321995,False,False,0.699546485260771,False,False,0.4064625850340136,False,False
