city,unit,intervention,total_u,total_e,total_cost,event_count,origin_exposure_p,destination_importance,initial_deficit_b0,local_disturbance_h,out_degree,in_degree,origin_exposure_p_rank_pct,origin_exposure_p_top10,origin_exposure_p_top25,destination_importance_rank_pct,destination_importance_top10,destination_importance_top25,initial_deficit_b0_rank_pct,initial_deficit_b0_top10,initial_deficit_b0_top25,local_disturbance_h_rank_pct,local_disturbance_h_top10,local_disturbance_h_top25,out_degree_rank_pct,out_degree_top10,out_degree_top25,in_degree_rank_pct,in_degree_top10,in_degree_top25
New York,1391,R,1.7589239408421575,0.3228789728554541,2.3596982215065077,22,0.0012672273086047458,0.0019680596935923145,0.03849482579574629,0.0718412753105021,1019,1333,0.9649484536082474,True,True,0.9783505154639175,True,True,0.977319587628866,True,True,0.977319587628866,True,True,0.9927835051546392,True,True,0.977319587628866,True,True
New York,1391,S,0.0467114882287882,0.0172471496071343,0.0325864051490487,5,0.0012672273086047458,0.0019680596935923145,0.03849482579574629,0.0718412753105021,1019,1333,0.9649484536082474,True,True,0.9783505154639175,True,True,0.977319587628866,True,True,0.977319587628866,True,True,0.9927835051546392,True,True,0.977319587628866,True,True
New York,1394,C,0.7537569686347065,0.217757889514707,0.6691285069225685,18,0.0013424913341273902,0.001532879896190787,0.03664453335595188,0.06838815230437331,879,958,0.9731958762886598,True,True,0.959278350515464,True,True,0.959278350515464,True,True,0.959278350515464,True,True,0.9850515463917526,True,True,0.9427835051546392,True,True
New York,1394,R,0.7231633687407091,0.1345022641201226,0.9440732641369646,16,0.0013424913341273902,0.001532879896190787,0.03664453335595188,0.06838815230437331,879,958,0.9731958762886598,True,True,0.959278350515464,True,True,0.959278350515464,True,True,0.959278350515464,True,True,0.9850515463917526,True,True,0.9427835051546392,True,True
New York,1394,S,0.0747122938332568,0.0265787163477572,0.0507183006258148,6,0.0013424913341273902,0.001532879896190787,0.03664453335595188,0.06838815230437331,879,958,0.9731958762886598,True,True,0.959278350515464,True,True,0.959278350515464,True,True,0.959278350515464,True,True,0.9850515463917526,True,True,0.9427835051546392,True,True
New York,1395,C,0.0158120737611668,0.0044719488742115,0.013620657877574,3,0.001020326978483858,0.001078406480140062,0.03465993414496039,0.06468437821654253,668,1318,0.9304123711340206,True,True,0.9015463917525773,True,True,0.9015463917525773,True,True,0.9015463917525773,True,True,0.9497422680412371,True,True,0.9757731958762886,True,True
New York,1395,R,0.0079741133068933,0.0014497892473001,0.0101014273008328,1,0.001020326978483858,0.001078406480140062,0.03465993414496039,0.06468437821654253,668,1318,0.9304123711340206,True,True,0.9015463917525773,True,True,0.9015463917525773,True,True,0.9015463917525773,True,True,0.9497422680412371,True,True,0.9757731958762886,True,True
New York,1395,S,0.0227666596482758,0.0080485440684028,0.0149969519122518,4,0.001020326978483858,0.001078406480140062,0.03465993414496039,0.06468437821654253,668,1318,0.9304123711340206,True,True,0.9015463917525773,True,True,0.9015463917525773,True,True,0.9015463917525773,True,True,0.9497422680412371,True,True,0.9757731958762886,True,True
New York,1398,S,0.0042151128454896,0.00147,0.0027267255501438,2,0.0007923986832118926,0.0008128219466293586,0.03349310508005166,0.062506774178608,625,810,0.8577319587628865,False,True,0.8417525773195876,False,True,0.8407216494845361,False,True,0.8407216494845361,False,True,0.9365979381443299,True,True,0.918041237113402,True,True
New York,140,C,0.7756650631552336,0.22417217149020072,0.6888837833758906,18,0.0005171158521675634,0.001539416556470742,0.03667437442971342,0.06844384344600983,419,1449,0.6118556701030928,False,False,0.9603092783505155,True,True,0.9608247422680413,True,True,0.9608247422680413,True,True,0.688659793814433,False,False,0.9891752577319588,True,True
New York,140,R,0.7235097292522674,0.1346121534090695,0.9449464406733271,16,0.0005171158521675634,0.001539416556470742,0.03667437442971342,0.06844384344600983,419,1449,0.6118556701030928,False,False,0.9603092783505155,True,True,0.9608247422680413,True,True,0.9608247422680413,True,True,0.688659793814433,False,False,0.9891752577319588,True,True
New York,1409,C,0.0547857017432627,0.015688341577297,0.047977814699901,5,0.000473785284682484,0.001325180208201276,0.035740429633593244,0.06670086152997542,531,1137,0.5402061855670103,False,False,0.9376288659793814,True,True,0.9371134020618557,True,True,0.9371134020618557,True,True,0.8644329896907217,False,True,0.961340206185567,True,True
New York,1409,R,0.0886316077167468,0.0163159703945768,0.114143963401142,5,0.000473785284682484,0.001325180208201276,0.035740429633593244,0.06670086152997542,531,1137,0.5402061855670103,False,False,0.9376288659793814,True,True,0.9371134020618557,True,True,0.9371134020618557,True,True,0.8644329896907217,False,True,0.961340206185567,True,True
New York,1416,C,1.479720525127029,0.4363260591694112,1.3563817950007224,24,0.000914761490386455,0.0020328967054695115,0.038825741625406474,0.07245884961384774,448,1311,0.9020618556701031,True,True,0.9809278350515463,True,True,0.9809278350515463,True,True,0.9809278350515463,True,True,0.7497422680412371,False,False,0.9747422680412371,True,True
New York,1416,R,2.000805566704356,0.3648137824476062,2.697107325266629,22,0.000914761490386455,0.0020328967054695115,0.038825741625406474,0.07245884961384774,448,1311,0.9020618556701031,True,True,0.9809278350515463,True,True,0.9809278350515463,True,True,0.9809278350515463,True,True,0.7497422680412371,False,False,0.9747422680412371,True,True
New York,1416,S,0.0103576012834021,0.0038383431709712998,0.0072603218595733,3,0.000914761490386455,0.0020328967054695115,0.038825741625406474,0.07245884961384774,448,1311,0.9020618556701031,True,True,0.9809278350515463,True,True,0.9809278350515463,True,True,0.9809278350515463,True,True,0.7497422680412371,False,False,0.9747422680412371,True,True
New York,1425,C,0.0164439321702336,0.0046290118575923,0.0140773624515471,3,0.00022460683748117146,0.0009851227070782449,0.034258259366835395,0.06393474946192297,155,926,0.1324742268041237,False,False,0.8871134020618556,False,True,0.8876288659793814,False,True,0.8876288659793814,False,True,0.0731958762886598,False,False,0.938659793814433,True,True
New York,1429,S,0.0291917992770179,0.0099341153378202,0.0182738719455329,4,0.0010324614599313644,0.000337852112226342,0.03143202751652878,0.058660271756100404,570,237,0.9329896907216495,True,True,0.45618556701030927,False,False,0.45979381443298967,False,False,0.45979381443298967,False,False,0.9043814432989691,True,True,0.40335051546391754,False,False
