scope,target_top5_count,hidden_from_all_simple_top5_count,hidden_from_all_simple_top5_share,hidden_from_all_simple_top20_count,hidden_from_all_simple_top20_share,target_top5_low_deficit_top20_share,target_top5_low_exposure_top20_share,target_top5_low_structure_top20_share
all_events,8536,2922,0.3423149016,82,0.009606373008,0.1392924086,0.0217900656,0.8391518276
