city,event_id,event_start,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,weighted_b0,weighted_h_total,budget_fraction_of_baseline,heuristic,heuristic_label,heuristic_interpretation,candidate_action_count,target_top5_count,heuristic_top5_count,total_value,oracle_top5_value,heuristic_top5_value,top5_relative_to_oracle,top5_share_of_total_value,oracle_top5_share_of_total_value,false_positive_count,false_positive_share,zero_value_count,zero_value_share,target_top5_hit_count,target_top5_precision,target_top5_recall,target_top5_missed_by_top20_count,target_top5_missed_by_top20_share
Philadelphia,652,2023-07-19 06:00:00,0.08686271948,0.1410089263,0.01343162498,0.05118113,0.01343162498,0.01241087592,42.26648847,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1898,95,95,55.74681261,6.15488155,6.15488155,1,0.1104077751,0.1104077751,0,0,0,0,95,1,1,0,0
Philadelphia,653,2023-07-19 11:00:00,0.03839710662,0.1511064161,0.003021297138,0.005905515,0.009745882189,0.003021297138,47.23800075,deficit_only,Highest remaining deficit,large local/access remaining loss only,2136,107,107,140.5924093,15.35831612,13.08506645,0.8519857484,0.09307093119,0.1092400094,30,0.2803738318,0,0,57,0.5327102804,0.5327102804,0,0
Philadelphia,653,2023-07-19 11:00:00,0.03839710662,0.1511064161,0.003021297138,0.005905515,0.009745882189,0.003021297138,47.23800075,exposure_only,Highest OD exposure,large demand exposure only,2136,107,107,140.5924093,15.35831612,12.65013724,0.8236669403,0.08997738433,0.1092400094,14,0.1308411215,1,0.009345794393,39,0.3644859813,0.3644859813,0,0
Philadelphia,653,2023-07-19 11:00:00,0.03839710662,0.1511064161,0.003021297138,0.005905515,0.009745882189,0.003021297138,47.23800075,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2136,107,107,140.5924093,15.35831612,6.876986263,0.4477695478,0.04891434963,0.1092400094,93,0.8691588785,0,0,0,0,0,85,0.7943925234
Philadelphia,653,2023-07-19 11:00:00,0.03839710662,0.1511064161,0.003021297138,0.005905515,0.009745882189,0.003021297138,47.23800075,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2136,107,107,140.5924093,15.35831612,15.35831612,1,0.1092400094,0.1092400094,0,0,0,0,107,1,1,0,0
Philadelphia,654,2023-07-20 18:00:00,0.06758702171,0.1946529106,0.01436661912,0.12992133,0.008836431925,0.02118993788,63.11528821,deficit_only,Highest remaining deficit,large local/access remaining loss only,2425,122,122,89.14410741,9.709153672,8.101733071,0.8344427687,0.09088355144,0.1089152604,31,0.2540983607,0,0,58,0.4754098361,0.4754098361,0,0
Philadelphia,654,2023-07-20 18:00:00,0.06758702171,0.1946529106,0.01436661912,0.12992133,0.008836431925,0.02118993788,63.11528821,exposure_only,Highest OD exposure,large demand exposure only,2425,122,122,89.14410741,9.709153672,8.072502235,0.8314321214,0.09055564601,0.1089152604,18,0.1475409836,0,0,45,0.368852459,0.368852459,0,0
Philadelphia,654,2023-07-20 18:00:00,0.06758702171,0.1946529106,0.01436661912,0.12992133,0.008836431925,0.02118993788,63.11528821,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2425,122,122,89.14410741,9.709153672,4.26569206,0.4393474658,0.04785164364,0.1089152604,112,0.9180327869,4,0.03278688525,0,0,0,101,0.8278688525
Philadelphia,654,2023-07-20 18:00:00,0.06758702171,0.1946529106,0.01436661912,0.12992133,0.008836431925,0.02118993788,63.11528821,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2425,122,122,89.14410741,9.709153672,9.709153672,1,0.1089152604,0.1089152604,0,0,0,0,122,1,1,0,0
Philadelphia,655,2023-07-21 04:00:00,0.06696318033,0.1448335335,0.01436661912,0.273622195,0.004054198464,0.01689894822,44.45373247,deficit_only,Highest remaining deficit,large local/access remaining loss only,2041,103,103,77.50686962,8.535027798,7.211226865,0.8448978768,0.09303984151,0.1101196299,30,0.2912621359,0,0,54,0.5242718447,0.5242718447,0,0
Philadelphia,655,2023-07-21 04:00:00,0.06696318033,0.1448335335,0.01436661912,0.273622195,0.004054198464,0.01689894822,44.45373247,exposure_only,Highest OD exposure,large demand exposure only,2041,103,103,77.50686962,8.535027798,7.106044375,0.8325742509,0.09168276838,0.1101196299,14,0.1359223301,0,0,39,0.3786407767,0.3786407767,0,0
Philadelphia,655,2023-07-21 04:00:00,0.06696318033,0.1448335335,0.01436661912,0.273622195,0.004054198464,0.01689894822,44.45373247,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2041,103,103,77.50686962,8.535027798,3.629863812,0.4252902156,0.04683280114,0.1101196299,93,0.9029126214,1,0.009708737864,0,0,0,82,0.7961165049
Philadelphia,655,2023-07-21 04:00:00,0.06696318033,0.1448335335,0.01436661912,0.273622195,0.004054198464,0.01689894822,44.45373247,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2041,103,103,77.50686962,8.535027798,8.535027798,1,0.1101196299,0.1101196299,0,0,0,0,103,1,1,0,0
Philadelphia,656,2023-07-25 15:00:00,0.1611150664,0.1410576712,0.02881938331,0.50000027,0.02365991661,0.02461302167,42.5659793,deficit_only,Highest remaining deficit,large local/access remaining loss only,1966,99,99,31.08141769,3.433385842,2.837433144,0.8264241991,0.09129033856,0.1104642612,30,0.303030303,0,0,51,0.5151515152,0.5151515152,0,0
Philadelphia,656,2023-07-25 15:00:00,0.1611150664,0.1410576712,0.02881938331,0.50000027,0.02365991661,0.02461302167,42.5659793,exposure_only,Highest OD exposure,large demand exposure only,1966,99,99,31.08141769,3.433385842,2.858429148,0.8325394464,0.09196585485,0.1104642612,16,0.1616161616,0,0,39,0.3939393939,0.3939393939,0,0
Philadelphia,656,2023-07-25 15:00:00,0.1611150664,0.1410576712,0.02881938331,0.50000027,0.02365991661,0.02461302167,42.5659793,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1966,99,99,31.08141769,3.433385842,1.520701642,0.4429160347,0.04892639253,0.1104642612,89,0.898989899,1,0.0101010101,0,0,0,78,0.7878787879
Philadelphia,656,2023-07-25 15:00:00,0.1611150664,0.1410576712,0.02881938331,0.50000027,0.02365991661,0.02461302167,42.5659793,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1966,99,99,31.08141769,3.433385842,3.433385842,1,0.1104642612,0.1104642612,0,0,0,0,99,1,1,0,0
Philadelphia,657,2023-07-28 22:00:00,0.05620795867,0.1357204427,0.01507816758,0.261811165,0.01507816758,0.00151285505,41.93439604,deficit_only,Highest remaining deficit,large local/access remaining loss only,2060,103,103,92.34449849,10.16817937,8.668544629,0.8525168879,0.09387180363,0.1101113714,29,0.2815533981,0,0,55,0.5339805825,0.5339805825,0,0
Philadelphia,657,2023-07-28 22:00:00,0.05620795867,0.1357204427,0.01507816758,0.261811165,0.01507816758,0.00151285505,41.93439604,exposure_only,Highest OD exposure,large demand exposure only,2060,103,103,92.34449849,10.16817937,8.438271872,0.8298704781,0.09137817639,0.1101113714,15,0.145631068,0,0,39,0.3786407767,0.3786407767,0,0
Philadelphia,657,2023-07-28 22:00:00,0.05620795867,0.1357204427,0.01507816758,0.261811165,0.01507816758,0.00151285505,41.93439604,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2060,103,103,92.34449849,10.16817937,4.485149443,0.4410966095,0.04856975257,0.1101113714,91,0.8834951456,3,0.02912621359,0,0,0,82,0.7961165049
Philadelphia,657,2023-07-28 22:00:00,0.05620795867,0.1357204427,0.01507816758,0.261811165,0.01507816758,0.00151285505,41.93439604,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2060,103,103,92.34449849,10.16817937,10.16817937,1,0.1101113714,0.1101113714,0,0,0,0,103,1,1,0,0
Philadelphia,658,2023-07-29 09:00:00,0.0198147851,0.126623227,0.00879234695,0.01574804,0,0.00879234695,63.03917206,deficit_only,Highest remaining deficit,large local/access remaining loss only,1386,70,70,91.83634687,11.74968086,8.410046694,0.7157680959,0.09157645072,0.1279415096,34,0.4857142857,0,0,21,0.3,0.3,26,0.3714285714
Philadelphia,658,2023-07-29 09:00:00,0.0198147851,0.126623227,0.00879234695,0.01574804,0,0.00879234695,63.03917206,exposure_only,Highest OD exposure,large demand exposure only,1386,70,70,91.83634687,11.74968086,8.991896523,0.7652885753,0.09791217561,0.1279415096,27,0.3857142857,0,0,28,0.4,0.4,0,0
Philadelphia,658,2023-07-29 09:00:00,0.0198147851,0.126623227,0.00879234695,0.01574804,0,0.00879234695,63.03917206,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1386,70,70,91.83634687,11.74968086,4.546182586,0.3869196655,0.0495030861,0.1279415096,64,0.9142857143,0,0,1,0.01428571429,0.01428571429,62,0.8857142857
Philadelphia,658,2023-07-29 09:00:00,0.0198147851,0.126623227,0.00879234695,0.01574804,0,0.00879234695,63.03917206,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1386,70,70,91.83634687,11.74968086,11.74968086,1,0.1279415096,0.1279415096,0,0,0,0,70,1,1,0,0
Philadelphia,659,2023-07-29 19:00:00,0.046383602,0.1553082087,0.00879234695,0.12598432,0.00879234695,0.005841751362,44.82254859,deficit_only,Highest remaining deficit,large local/access remaining loss only,1619,81,81,89.42180204,10.08522245,8.360552327,0.8289903739,0.09349568155,0.1127825901,25,0.3086419753,0,0,41,0.5061728395,0.5061728395,0,0
Philadelphia,659,2023-07-29 19:00:00,0.046383602,0.1553082087,0.00879234695,0.12598432,0.00879234695,0.005841751362,44.82254859,exposure_only,Highest OD exposure,large demand exposure only,1619,81,81,89.42180204,10.08522245,7.952710523,0.7885508291,0.08893480495,0.1127825901,17,0.2098765432,0,0,26,0.3209876543,0.3209876543,0,0
Philadelphia,659,2023-07-29 19:00:00,0.046383602,0.1553082087,0.00879234695,0.12598432,0.00879234695,0.005841751362,44.82254859,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1619,81,81,89.42180204,10.08522245,4.546594669,0.4508174899,0.05084436419,0.1127825901,73,0.9012345679,1,0.01234567901,0,0,0,65,0.8024691358
Philadelphia,659,2023-07-29 19:00:00,0.046383602,0.1553082087,0.00879234695,0.12598432,0.00879234695,0.005841751362,44.82254859,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1619,81,81,89.42180204,10.08522245,10.08522245,1,0.1127825901,0.1127825901,0,0,0,0,81,1,1,0,0
San Antonio,491,2024-07-06 20:00:00,0.05846105751,0.1250674491,0.01636790638,0.6548559967,0.01636790638,0.0001062181489,18.90216157,deficit_only,Highest remaining deficit,large local/access remaining loss only,1205,61,61,92.94227661,10.54072813,9.31073841,0.8833107441,0.1001776452,0.1134115552,15,0.2459016393,0,0,34,0.5573770492,0.5573770492,13,0.2131147541
San Antonio,491,2024-07-06 20:00:00,0.05846105751,0.1250674491,0.01636790638,0.6548559967,0.01636790638,0.0001062181489,18.90216157,exposure_only,Highest OD exposure,large demand exposure only,1205,61,61,92.94227661,10.54072813,9.431505349,0.8947679165,0.1014770209,0.1134115552,11,0.1803278689,0,0,35,0.5737704918,0.5737704918,0,0
San Antonio,491,2024-07-06 20:00:00,0.05846105751,0.1250674491,0.01636790638,0.6548559967,0.01636790638,0.0001062181489,18.90216157,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1205,61,61,92.94227661,10.54072813,6.363924553,0.6037461998,0.06847179546,0.1134115552,36,0.5901639344,0,0,3,0.04918032787,0.04918032787,49,0.8032786885
San Antonio,491,2024-07-06 20:00:00,0.05846105751,0.1250674491,0.01636790638,0.6548559967,0.01636790638,0.0001062181489,18.90216157,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1205,61,61,92.94227661,10.54072813,10.54072813,1,0.1134115552,0.1134115552,0,0,0,0,61,1,1,0,0
San Antonio,492,2024-07-09 16:00:00,0.09517465171,0.1233021434,0.02679911393,0.1666667567,0.02679911393,0,18.88751979,deficit_only,Highest remaining deficit,large local/access remaining loss only,1259,63,63,59.10501874,6.655856274,5.831440287,0.8761367503,0.09866235409,0.1126106787,16,0.253968254,0,0,35,0.5555555556,0.5555555556,14,0.2222222222
San Antonio,492,2024-07-09 16:00:00,0.09517465171,0.1233021434,0.02679911393,0.1666667567,0.02679911393,0,18.88751979,exposure_only,Highest OD exposure,large demand exposure only,1259,63,63,59.10501874,6.655856274,6.04316352,0.9079468172,0.1022445073,0.1126106787,11,0.1746031746,0,0,38,0.6031746032,0.6031746032,0,0
San Antonio,492,2024-07-09 16:00:00,0.09517465171,0.1233021434,0.02679911393,0.1666667567,0.02679911393,0,18.88751979,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1259,63,63,59.10501874,6.655856274,3.802575101,0.5713126823,0.0643359089,0.1126106787,37,0.5873015873,2,0.03174603175,3,0.04761904762,0.04761904762,51,0.8095238095
San Antonio,492,2024-07-09 16:00:00,0.09517465171,0.1233021434,0.02679911393,0.1666667567,0.02679911393,0,18.88751979,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1259,63,63,59.10501874,6.655856274,6.655856274,1,0.1126106787,0.1126106787,0,0,0,0,63,1,1,0,0
San Antonio,493,2024-07-10 17:00:00,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.01371397697,0.008706850437,20.3741065,deficit_only,Highest remaining deficit,large local/access remaining loss only,1258,63,63,76.7174194,8.581760188,7.440923426,0.8670626145,0.09699131545,0.1118619507,17,0.2698412698,0,0,35,0.5555555556,0.5555555556,14,0.2222222222
San Antonio,493,2024-07-10 17:00:00,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.01371397697,0.008706850437,20.3741065,exposure_only,Highest OD exposure,large demand exposure only,1258,63,63,76.7174194,8.581760188,7.791781848,0.9079468172,0.1015647021,0.1118619507,11,0.1746031746,0,0,38,0.6031746032,0.6031746032,0,0
San Antonio,493,2024-07-10 17:00:00,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.01371397697,0.008706850437,20.3741065,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1258,63,63,76.7174194,8.581760188,5.329818408,0.6210635454,0.06947337971,0.1118619507,31,0.4920634921,2,0.03174603175,3,0.04761904762,0.04761904762,51,0.8095238095
San Antonio,493,2024-07-10 17:00:00,0.07381571949,0.1331121895,0.0160701046,0.06692917,0.01371397697,0.008706850437,20.3741065,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1258,63,63,76.7174194,8.581760188,8.581760188,1,0.1118619507,0.1118619507,0,0,0,0,63,1,1,0,0
San Antonio,494,2024-07-12 13:00:00,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.01986233264,0.01084898488,19.07438519,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,50.00318665,5.625818127,4.806269232,0.8543236065,0.09611925867,0.112509192,17,0.2833333333,1,0.01666666667,33,0.55,0.55,13,0.2166666667
San Antonio,494,2024-07-12 13:00:00,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.01986233264,0.01084898488,19.07438519,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,50.00318665,5.625818127,5.067665501,0.9007872965,0.1013468509,0.112509192,10,0.1666666667,0,0,35,0.5833333333,0.5833333333,0,0
San Antonio,494,2024-07-12 13:00:00,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.01986233264,0.01084898488,19.07438519,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,50.00318665,5.625818127,3.313195446,0.5889268674,0.06625968599,0.112509192,38,0.6333333333,2,0.03333333333,2,0.03333333333,0.03333333333,49,0.8166666667
San Antonio,494,2024-07-12 13:00:00,0.1079999845,0.1286389832,0.01986233264,0.03018374333,0.01986233264,0.01084898488,19.07438519,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,50.00318665,5.625818127,5.625818127,1,0.112509192,0.112509192,0,0,0,0,60,1,1,0,0
San Antonio,495,2024-07-13 13:00:00,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.009428645376,0,18.88751979,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,161.590779,18.14509383,15.38785573,0.8480449795,0.09522731322,0.1122904038,18,0.3,1,0.01666666667,32,0.5333333333,0.5333333333,13,0.2166666667
San Antonio,495,2024-07-13 13:00:00,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.009428645376,0,18.88751979,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,161.590779,18.14509383,16.28409523,0.897437918,0.1007736662,0.1122904038,10,0.1666666667,0,0,35,0.5833333333,0.5833333333,0,0
San Antonio,495,2024-07-13 13:00:00,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.009428645376,0,18.88751979,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,161.590779,18.14509383,10.76841039,0.5934612679,0.06664000543,0.1122904038,38,0.6333333333,0,0,2,0.03333333333,0.03333333333,49,0.8166666667
San Antonio,495,2024-07-13 13:00:00,0.03348498918,0.1345568653,0.009428645376,0.1443570333,0.009428645376,0,18.88751979,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,161.590779,18.14509383,18.14509383,1,0.1122904038,0.1122904038,0,0,0,0,60,1,1,0,0
San Antonio,496,2024-07-18 12:00:00,0.1142010555,0.133067066,0.02527631584,0.02362206,0.02527631584,0.007683491728,19.3593309,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,47.24113587,5.320338484,4.468076171,0.8398105091,0.09458020196,0.112620884,18,0.3,2,0.03333333333,32,0.5333333333,0.5333333333,13,0.2166666667
San Antonio,496,2024-07-18 12:00:00,0.1142010555,0.133067066,0.02527631584,0.02362206,0.02527631584,0.007683491728,19.3593309,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,47.24113587,5.320338484,4.642138781,0.8725269633,0.09826475795,0.112620884,11,0.1833333333,2,0.03333333333,34,0.5666666667,0.5666666667,0,0
San Antonio,496,2024-07-18 12:00:00,0.1142010555,0.133067066,0.02527631584,0.02362206,0.02527631584,0.007683491728,19.3593309,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,47.24113587,5.320338484,3.079118015,0.5787447592,0.06517874641,0.112620884,38,0.6333333333,3,0.05,2,0.03333333333,0.03333333333,49,0.8166666667
San Antonio,496,2024-07-18 12:00:00,0.1142010555,0.133067066,0.02527631584,0.02362206,0.02527631584,0.007683491728,19.3593309,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,47.24113587,5.320338484,5.320338484,1,0.112620884,0.112620884,0,0,0,0,60,1,1,0,0
San Antonio,497,2024-07-19 12:00:00,0.06820293445,0.1394337131,0.01603436315,0.4540684867,0.01603436315,0.005176846213,20.86114605,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,78.96833936,8.908535615,7.814938593,0.8772416625,0.09896293447,0.1128114848,16,0.2666666667,0,0,34,0.5666666667,0.5666666667,13,0.2166666667
San Antonio,497,2024-07-19 12:00:00,0.06820293445,0.1394337131,0.01603436315,0.4540684867,0.01603436315,0.005176846213,20.86114605,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,78.96833936,8.908535615,8.024695712,0.9007872965,0.1016191524,0.1128114848,10,0.1666666667,0,0,35,0.5833333333,0.5833333333,0,0
San Antonio,497,2024-07-19 12:00:00,0.06820293445,0.1394337131,0.01603436315,0.4540684867,0.01603436315,0.005176846213,20.86114605,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,78.96833936,8.908535615,5.211838289,0.5850387218,0.06599908687,0.1128114848,38,0.6333333333,1,0.01666666667,2,0.03333333333,0.03333333333,49,0.8166666667
San Antonio,497,2024-07-19 12:00:00,0.06820293445,0.1394337131,0.01603436315,0.4540684867,0.01603436315,0.005176846213,20.86114605,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,78.96833936,8.908535615,8.908535615,1,0.1128114848,0.1128114848,0,0,0,0,60,1,1,0,0
San Antonio,498,2024-07-21 19:00:00,0.05579872396,0.1322226481,0.01193186401,0.08792655667,0.01193186401,0.004720771728,20.01863719,deficit_only,Highest remaining deficit,large local/access remaining loss only,1205,61,61,98.11009511,11.0436596,9.663683598,0.8750435949,0.09849836132,0.1125639476,16,0.262295082,0,0,34,0.5573770492,0.5573770492,13,0.2131147541
San Antonio,498,2024-07-21 19:00:00,0.05579872396,0.1322226481,0.01193186401,0.08792655667,0.01193186401,0.004720771728,20.01863719,exposure_only,Highest OD exposure,large demand exposure only,1205,61,61,98.11009511,11.0436596,10.00549928,0.9059949008,0.1019823625,0.1125639476,10,0.1639344262,0,0,36,0.5901639344,0.5901639344,0,0
San Antonio,498,2024-07-21 19:00:00,0.05579872396,0.1322226481,0.01193186401,0.08792655667,0.01193186401,0.004720771728,20.01863719,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1205,61,61,98.11009511,11.0436596,6.524556163,0.5907965656,0.06650239362,0.1125639476,38,0.6229508197,0,0,3,0.04918032787,0.04918032787,49,0.8032786885
San Antonio,498,2024-07-21 19:00:00,0.05579872396,0.1322226481,0.01193186401,0.08792655667,0.01193186401,0.004720771728,20.01863719,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1205,61,61,98.11009511,11.0436596,11.0436596,1,0.1125639476,0.1125639476,0,0,0,0,61,1,1,0,0
San Antonio,499,2024-07-22 20:00:00,0.02160154324,0.1417816949,0.006082525209,0.1902888167,0.006082525209,0,18.88751979,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,249.4745481,28.12707703,24.02132373,0.8540284404,0.09628767306,0.112745277,18,0.3,0,0,32,0.5333333333,0.5333333333,13,0.2166666667
San Antonio,499,2024-07-22 20:00:00,0.02160154324,0.1417816949,0.006082525209,0.1902888167,0.006082525209,0,18.88751979,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,249.4745481,28.12707703,25.33651367,0.9007872965,0.1015595132,0.112745277,10,0.1666666667,0,0,35,0.5833333333,0.5833333333,0,0
San Antonio,499,2024-07-22 20:00:00,0.02160154324,0.1417816949,0.006082525209,0.1902888167,0.006082525209,0,18.88751979,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,249.4745481,28.12707703,16.86632414,0.599647241,0.06760739428,0.112745277,38,0.6333333333,0,0,2,0.03333333333,0.03333333333,49,0.8166666667
San Antonio,499,2024-07-22 20:00:00,0.02160154324,0.1417816949,0.006082525209,0.1902888167,0.006082525209,0,18.88751979,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,249.4745481,28.12707703,28.12707703,1,0.112745277,0.112745277,0,0,0,0,60,1,1,0,0
San Antonio,500,2024-07-23 00:00:00,0.1073168078,0.165266663,0.03970233648,0.01706037667,0.004840032831,0.05206008008,35.56486596,deficit_only,Highest remaining deficit,large local/access remaining loss only,2715,136,136,104.2810182,11.12654954,8.521702532,0.765889057,0.08171863567,0.1066977455,55,0.4044117647,0,0,50,0.3676470588,0.3676470588,23,0.1691176471
San Antonio,500,2024-07-23 00:00:00,0.1073168078,0.165266663,0.03970233648,0.01706037667,0.004840032831,0.05206008008,35.56486596,exposure_only,Highest OD exposure,large demand exposure only,2715,136,136,104.2810182,11.12654954,9.936409704,0.893036037,0.09528493178,0.1066977455,18,0.1323529412,2,0.01470588235,83,0.6102941176,0.6102941176,0,0
San Antonio,500,2024-07-23 00:00:00,0.1073168078,0.165266663,0.03970233648,0.01706037667,0.004840032831,0.05206008008,35.56486596,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2715,136,136,104.2810182,11.12654954,6.289284484,0.565250212,0.06031092325,0.1066977455,91,0.6691176471,1,0.007352941176,15,0.1102941176,0.1102941176,103,0.7573529412
San Antonio,500,2024-07-23 00:00:00,0.1073168078,0.165266663,0.03970233648,0.01706037667,0.004840032831,0.05206008008,35.56486596,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2715,136,136,104.2810182,11.12654954,11.12654954,1,0.1066977455,0.1066977455,0,0,0,0,136,1,1,0,0
San Antonio,501,2024-07-23 03:00:00,0.1521064054,0.1231274136,0.03970233648,0.006561683333,4.880206693e-05,0.05206008008,22.97947208,deficit_only,Highest remaining deficit,large local/access remaining loss only,1792,90,90,52.50519509,5.606976377,4.513653612,0.805006711,0.08596584784,0.1067889828,33,0.3666666667,0,0,38,0.4222222222,0.4222222222,19,0.2111111111
San Antonio,501,2024-07-23 03:00:00,0.1521064054,0.1231274136,0.03970233648,0.006561683333,4.880206693e-05,0.05206008008,22.97947208,exposure_only,Highest OD exposure,large demand exposure only,1792,90,90,52.50519509,5.606976377,4.966077867,0.8856962351,0.09458260003,0.1067889828,16,0.1777777778,0,0,49,0.5444444444,0.5444444444,0,0
San Antonio,501,2024-07-23 03:00:00,0.1521064054,0.1231274136,0.03970233648,0.006561683333,4.880206693e-05,0.05206008008,22.97947208,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1792,90,90,52.50519509,5.606976377,3.193321129,0.5695264105,0.06081914607,0.1067889828,59,0.6555555556,0,0,11,0.1222222222,0.1222222222,73,0.8111111111
San Antonio,501,2024-07-23 03:00:00,0.1521064054,0.1231274136,0.03970233648,0.006561683333,4.880206693e-05,0.05206008008,22.97947208,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1792,90,90,52.50519509,5.606976377,5.606976377,1,0.1067889828,0.1067889828,0,0,0,0,90,1,1,0,0
San Antonio,502,2024-07-23 11:00:00,0.1743211916,0.124190477,0.03970233648,0.4435697933,0.03970233648,0.009430511855,18.90590841,deficit_only,Highest remaining deficit,large local/access remaining loss only,1242,63,63,31.90392735,3.63391735,3.20756795,0.8826749872,0.1005383417,0.1139018814,15,0.2380952381,0,0,35,0.5555555556,0.5555555556,14,0.2222222222
San Antonio,502,2024-07-23 11:00:00,0.1743211916,0.124190477,0.03970233648,0.4435697933,0.03970233648,0.009430511855,18.90590841,exposure_only,Highest OD exposure,large demand exposure only,1242,63,63,31.90392735,3.63391735,3.299403692,0.9079468172,0.1034168507,0.1139018814,11,0.1746031746,0,0,38,0.6031746032,0.6031746032,0,0
San Antonio,502,2024-07-23 11:00:00,0.1743211916,0.124190477,0.03970233648,0.4435697933,0.03970233648,0.009430511855,18.90590841,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1242,63,63,31.90392735,3.63391735,2.139120668,0.5886541882,0.06704881955,0.1139018814,35,0.5555555556,2,0.03174603175,3,0.04761904762,0.04761904762,51,0.8095238095
San Antonio,502,2024-07-23 11:00:00,0.1743211916,0.124190477,0.03970233648,0.4435697933,0.03970233648,0.009430511855,18.90590841,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1242,63,63,31.90392735,3.63391735,3.63391735,1,0.1139018814,0.1139018814,0,0,0,0,63,1,1,0,0
San Antonio,503,2024-07-24 09:00:00,0.0637757722,0.1339534857,0.01448938751,0.00393701,0,0.01843687294,19.39131809,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,85.38429541,9.526944946,8.331138044,0.8744815984,0.09757225266,0.1115772508,16,0.2666666667,0,0,34,0.5666666667,0.5666666667,13,0.2166666667
San Antonio,503,2024-07-24 09:00:00,0.0637757722,0.1339534857,0.01448938751,0.00393701,0,0.01843687294,19.39131809,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,85.38429541,9.526944946,8.27557952,0.8686498733,0.0969215648,0.1115772508,12,0.2,1,0.01666666667,33,0.55,0.55,0,0
San Antonio,503,2024-07-24 09:00:00,0.0637757722,0.1339534857,0.01448938751,0.00393701,0,0.01843687294,19.39131809,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,85.38429541,9.526944946,5.688460134,0.5970917399,0.06662185483,0.1115772508,37,0.6166666667,0,0,2,0.03333333333,0.03333333333,49,0.8166666667
