city,status,objective,runtime_seconds,n_units,horizon,initial_mean_b,final_weighted_b,final_weighted_ell,total_intervention_cost,total_budget,mean_period_budget,total_u_C,total_e_C,total_cost_C,cap_utilization_C,total_u_R,total_e_R,total_cost_R,cap_utilization_R,total_u_S,total_e_S,total_cost_S,cap_utilization_S,baseline_objective,recoverable_fraction,scenario,optimized_objective,budget_intensity,n_units_cal,horizon_cal,q_nnz,q_density,mean_b0,weighted_b0,max_b0,mean_a_retention,total_disturbance,total_budget_cal,mean_period_budget_cal,delay_R,delay_C,delay_S,q_row_sum_min,q_row_sum_max,pwl_enabled,demand_available,od_available,od_rows,od_total_volume,origin_zone_count,destination_zone_count,od_density_observed,within_zone_volume_share,top10_destination_volume_share,destination_volume_hhi,origin_volume_hhi,destination_volume_gini,link_performance_available,link_performance_rows,link_count_observed,link_total_vehicle_volume,volume_weighted_speed_kmph,congested_volume_share_speed_ratio_lt_0_8,doc_over_1_volume_share,top10_link_volume_share,link_volume_hhi,total_vmt,total_vht,speed_available,speed_file,speed_file_size_gb,scanned_valid_rows,sampled_distribution_rows,sampled_unique_tmc,sample_start,sample_end,mean_speed_ratio,median_speed_ratio,mean_deficit,median_deficit,p90_deficit,p95_deficit,severe_deficit_share_20pct,severe_deficit_share_40pct,hourly_observations,tmc_concentration_available,tmc_count,total_speed_deficit_burden,tmc_deficit_gini,top_1pct_tmc_deficit_share,top_5pct_tmc_deficit_share,top_10pct_tmc_deficit_share,tmc_mean_deficit_p90,high_deficit_tmc_share_mean_gt_0_2,rainfall_available,rainfall_hours,rainy_hour_count,rainy_hour_share,positive_rain_event_count,positive_precip_p75,positive_precip_p90,max_hourly_precip,speed_overlap_start,speed_overlap_end,rain_events_in_speed_overlap,events_with_impact_window,events_with_positive_speed_impact,mean_peak_extra_deficit,median_peak_extra_deficit,max_peak_extra_deficit,mean_affected_hours,median_recovery_hours_after_peak,worst_event_start,worst_event_total_precip,worst_event_peak_extra_deficit,coverage_score_0_5,deficit_signal_score_0_5,rainfall_alignment_score_0_5,recovery_dynamics_score_0_5,functional_dependence_score_0_5,overall_data_support_score_0_5,counterfactual_model_need_0_5,interpretation,best_heuristic_policy,best_heuristic_objective,best_heuristic_recoverable_fraction,decision_leverage_fraction,od_sparsity,log_n_units,log_od_rows,baseline_loss_per_unit,total_budget_per_unit
New York,OPTIMAL,0.9622658153249624,108.54299998283386,1940,12,0.1327921920329055,0.0353871311988419,0.0339624668246714,56.70985087013629,56.70985087013619,15.878758243638137,21.068801233304384,6.023458387619165,19.647531421515257,0.0153352565716197,25.060490981737992,4.525245581609767,34.504304557299925,0.007817430171345,3.810224569843146,1.350291257859876,2.558014891321118,0.0059428533410614,1.0689127254573283,0.0997713916136022,base,0.9622658153249624,0.18,1940,12,707646,0.1880237007120841,0.1299194750747679,0.1327921920329055,0.1880917742146668,0.8944032184857202,10.373815993874189,56.70985087013619,15.878758243638137,2,0,1,0.9999999999999982,1.0000000000000018,True,True,True,707640,1987319.2219475128,1935,1940,0.1885079517302006,0.090161569990833,0.0337081622787335,0.0009493119432091,0.0007194622619785,0.4286855768671356,True,182044,182044,114272913.412,29.878563705656678,0.7677892359554258,0.6078111613605387,0.0021410308155695,2.277778834054948e-05,8024462.267999999,12349866.631,True,NYC_201906.csv,4.944,85653904.0,500000.0,19202.0,2019-06-01 00:00:00,2019-07-01 23:50:00,1.007670561031804,1.0,0.0819105119643336,0.0,0.3014285714285714,0.4379344827586198,0.1558918668785955,0.0601134537895669,744.0,True,19202.0,7015955.128383885,0.4293019740095902,0.051213790217076,0.1868513049894283,0.3070006865577689,0.171061013626932,0.0707217998125195,True,35056,3554,0.1013806481058877,868,0.0603674866666666,0.13385834,0.96063044,2019-06-01 00:00:00,2019-07-01 23:00:00,26,26,23,0.0429922602252622,0.0371994116478732,0.1013191490256364,8.652173913043478,2.0,2019-06-18 07:00:00,0.1036745966666666,0.1013191490256364,5.0,4.57,2.76,5.0,4.59,4.39,4.25,"strong empirical basis, counterfactual model still essential",access_based,1.0258016126857852,0.0403317424751384,0.05943964913846394,0.8119762992879159,7.57095858316901,13.46969218192948,0.0005509859409573857,0.029231881891822777
Chicago,OPTIMAL,2.2676453168729167,29.085000038146973,882,12,0.2810483716165473,0.0953036435287415,0.0931682969867772,54.36364307617064,54.36364307617064,15.22182006132778,17.051400843522458,4.969609754335419,16.315804447764382,0.0128714748584081,25.667554929880755,4.684640082978632,36.05261796446286,0.008303782469804,2.739207787715527,1.0035166506372402,1.9952206639433905,0.0044308438553887,2.4832517590582293,0.0868242381783638,base,2.2676453168729167,0.18,882,12,337138,0.4333816671037273,0.2739412601469924,0.2810483716165473,0.3902447936924462,0.9114760647573434,13.048356196271213,54.36364307617064,15.22182006132778,2,0,1,0.9999999999999982,1.000000000000002,True,True,True,337138,1339432.4399383035,882,882,0.4333816671037273,0.0699086857934849,0.0577824339428413,0.0018846257749401,0.0015526473189266,0.3873834826756188,True,170723,170723,77318250.03899999,45.7336399155774,0.382552756083854,0.3275385159548489,0.0010427764720403,1.640631195298091e-05,6441402.144000001,275046.91000000003,True,Chicago_201907.csv,2.775,56311871.0,500000.0,12700.0,2019-07-01 00:00:00,2019-07-31 23:50:00,0.779946177806,0.7815122927387078,0.226559687006538,0.2186842105263157,0.5333333333333333,0.6284010526315787,0.4829293453950411,0.1949256489808339,744.0,True,12700.0,12757999.868512545,0.2764497568447168,0.0269729679023505,0.1119442301749944,0.2006479886141348,0.3759096248246845,0.5533858267716535,True,35055,1904,0.0543146484096419,849,0.07086618,0.14173236,1.30708732,2019-07-01 00:00:00,2019-07-31 23:00:00,15,15,11,0.1208880068868794,0.1362469660243651,0.2370050700663195,8.545454545454545,1.0,2019-07-18 08:00:00,1.42913463,0.2370050700663195,5.0,5.0,4.63,5.0,4.35,4.8,4.25,"strong empirical basis, counterfactual model still essential",access_based,2.3951460946312317,0.0354799565149254,0.051344281663438573,0.5666183328962727,6.78332520060396,12.728250587203068,0.0028154781848732757,0.06163678353307329
Houston,OPTIMAL,0.5391931055851696,4.141000032424927,393,12,0.0809349945196799,0.0167681131265051,0.0163351704767988,6.981802701730414,6.981802701730402,1.954904756484513,2.9766612662895167,0.8691585016257392,2.8244767433981424,0.0177746473614935,2.6021383833992715,0.4875713966175868,3.678107637543021,0.0066592478734284,0.6753382315646037,0.2411856447695448,0.4792183207892518,0.0086414402690539,0.5881157392139789,0.0831853840439548,base,0.5391931055851696,0.18,393,12,99541,0.6444910617744368,0.0789573390074119,0.0809349945196799,0.1104775153399721,0.8749508231277265,1.394161219446137,6.981802701730402,1.954904756484513,2,0,1,0.9999999999999988,1.000000000000001,True,True,True,99541,522168.4900897707,393,393,0.6444910617744368,0.1023038986283005,0.0943214169955035,0.0038936719659154,0.0032456309264035,0.3649698202777625,True,214644,214644,33082814.577000003,44.74483709083314,0.4069717006593613,0.1704244057553604,0.0018651817201459,3.104851631194287e-05,2933449.281,93975.494,True,Houston_201904.csv,2.644,44887580.0,500000.0,10483.0,2019-04-01 00:00:00,2019-04-30 23:50:00,1.0080547384235576,1.0,0.0382388918242158,0.0,0.1923529411764706,0.3377283263094519,0.0671119048966328,0.0259040919559486,717.0,True,10483.0,1716451.315870835,0.4178275810393426,0.0459298948730203,0.1751009752969397,0.2945417888027484,0.0806761221666616,0.0012401030239435,True,35055,1164,0.0332049636285836,462,0.09842525,0.27952771,2.11811138,2019-04-01 00:00:00,2019-04-30 23:00:00,11,11,10,0.0258319989596505,0.0139426321600267,0.0809369954584498,5.3,1.0,2019-04-18 05:00:00,0.8622051900000001,0.0809369954584498,5.0,2.59,1.49,5.0,4.08,3.63,4.25,"moderate empirical basis, model needed for recoverability",access_based,0.5655912450646488,0.0382994241566027,0.044885959887352146,0.3555089382255632,5.976350909297934,11.50833494463585,0.0014964777079236103,0.01776540127666769
Philadelphia,OPTIMAL,0.7488126699782854,8.763000011444092,642,12,0.0901434714552153,0.0333681367345893,0.0327927454124648,12.806466825010016,12.806466825010004,3.585810711002801,3.947103619420893,1.141472899787699,3.763316749160354,0.0129800015383898,6.287939711770382,1.136250677280563,8.79967510936441,0.008861919487766,0.3470152120188736,0.1286902598245412,0.2434749664852508,0.0024453326613364,0.8104023430410675,0.0759988832604608,base,0.7488126699782854,0.18,642,12,152419,0.3698018264574296,0.0886567450675666,0.0901434714552153,0.1250212072293311,0.919933479435258,1.762311556737656,12.806466825010004,3.585810711002801,2,0,1,0.999999999999999,1.0000000000000016,True,True,True,152418,590661.65693236,641,642,0.3703763103795179,0.1095806526966257,0.065513538408127,0.0023277134265623,0.0019277006057955,0.3470596199207594,True,221435,221435,32009338.666,42.63853041586273,0.5076143450054745,0.1060386822551043,0.0014345215775661,2.520220195021973e-05,2285424.234,65521.965,True,PA_2023.csv,3.443,57303484.0,500000.0,12867.0,2023-07-01 00:00:00,2023-07-31 23:50:00,1.004884307817946,1.0,0.0545129255138625,0.0,0.2016129032258065,0.3076923076923077,0.0976458429648012,0.025897570207075,744.0,True,12867.0,3123780.554976818,0.5498663796951759,0.0654134649788564,0.241765593060038,0.391394402478168,0.1372456496393252,0.0475635346234553,True,35056,2839,0.0809847101780009,946,0.049212625,0.11023628,1.1692919700000002,2023-07-01 00:00:00,2023-07-31 23:00:00,20,20,16,0.0303230871934258,0.0277450055372931,0.062661126129553,8.5,2.0,2023-07-19 06:00:00,0.05118113,0.062661126129553,5.0,2.99,1.6,2.5,4.22,3.26,5.0,"moderate empirical basis, model needed for recoverability",access_based,0.7844098731394398,0.0320735374531248,0.04392534580733613,0.6301981735425704,6.466144724237619,11.934388586379796,0.0012623089455468342,0.019947767640202497
San Antonio,OPTIMAL,0.6453698876715805,2.4230000972747803,304,12,0.0828909243356339,0.0252055683419798,0.0252660385926934,5.560102224236222,5.560102224236222,1.5568286227861423,1.9547192391987356,0.5747762055090002,1.870409034994443,0.0147362012184423,2.475016289765896,0.4628234299053134,3.4943896665149725,0.007996545853934,0.2786362910731077,0.1032532519547227,0.1953035227268068,0.0045012388147695,0.6942666962318205,0.0704294312626987,base,0.6453698876715805,0.18,304,12,78928,0.8540512465373962,0.0812880442139798,0.0828909243356339,0.1124633007925099,0.9032416434836744,1.087136639214632,5.560102224236222,1.5568286227861423,2,0,1,0.9999999999999984,1.000000000000001,True,True,True,78928,501541.1655390027,304,304,0.8540512465373962,0.0965776908385035,0.1052488057398549,0.0047951886208659,0.0039705503033847,0.3503716728374222,True,180594,180594,32575905.84,43.52782636697573,0.4358540163928716,0.2102057140523709,0.0019502161294311,3.4857716725080024e-05,3176398.879,108287.059,True,SanAnto_2024.csv,1.994,33396264.0,500000.0,7490.0,2024-07-01 00:00:00,2024-07-31 23:50:00,1.0108935768397855,1.0,0.0444008480488947,0.0,0.1882267552182166,0.2967754838709674,0.0778087932230982,0.0194892159194812,744.0,True,7490.0,1482822.443264774,0.5680850577363277,0.0699611156141685,0.2544222211693131,0.4114823689793596,0.1164986804139745,0.0289719626168224,True,35055,1444,0.0411924119241192,553,0.0341207533333333,0.0997375866666666,1.20078805,2024-07-01 00:00:00,2024-07-31 23:00:00,19,19,17,0.0297395835211515,0.0278236747348259,0.06624639453529,6.235294117647059,3.0,2024-07-23 03:00:00,0.0065616833333333,0.06624639453529,5.0,2.66,2.94,2.5,3.98,3.42,5.0,"moderate empirical basis, model needed for recoverability",access_based,0.6714894549418937,0.0328076248127006,0.037621806449998095,0.14594875346260383,5.720311776607412,11.276303993168243,0.002283772027078357,0.01828980994814547
Austin,OPTIMAL,0.7254004986314769,1.1529998779296875,207,12,0.0939752222166014,0.0282621980537536,0.0282583999942401,4.313485345722601,4.3134853457226,1.207775896802328,1.520826803732688,0.446506096951597,1.42946479311136,0.0147647963699624,1.7887181643510102,0.3375868717858299,2.476365289472769,0.0074423970458724,0.6158553484995952,0.2185173531073283,0.4076552631384721,0.0128120799511787,0.7787108953182296,0.0684598058242997,base,0.7254004986314769,0.18,207,12,38249,0.8926462694578636,0.0926137487004315,0.0939752222166015,0.1289405415843332,0.9023896928338896,0.8079841731255804,4.3134853457226,1.207775896802328,2,0,1,0.9999999999999988,1.000000000000001,True,True,True,38249,337604.4468425681,207,207,0.8926462694578636,0.098237887349848,0.1352355324039429,0.0068816044317246,0.0061510867682062,0.3443805799328945,True,121592,121588,20690011.694,44.37411923008718,0.4185545535245554,0.2555473909438767,0.0028776781067091,5.842385158843952e-05,2267252.357,79704.514,True,Austin_2024.csv,1.133,18734381.0,500000.0,4200.0,2024-07-01 00:00:00,2024-07-31 23:50:00,1.0163181194433075,1.0,0.0567318929078411,0.0,0.2070982078853052,0.3199999999999999,0.1021699622741738,0.0284526080685558,744.0,True,4200.0,1062836.8965866943,0.5613203291033382,0.064814281869211,0.2431732780238968,0.3989836255632581,0.1496519981630494,0.0564285714285714,True,35055,1363,0.038881757238625,534,0.05511814,0.159448905,1.753937955,2024-07-01 00:00:00,2024-07-31 23:00:00,15,15,14,0.0280951682410614,0.026448226867076,0.0609897044939276,6.214285714285714,4.0,2024-07-18 08:00:00,0.5137798050000001,0.0609897044939276,5.0,3.09,2.38,2.5,3.78,3.35,5.0,"moderate empirical basis, model needed for recoverability",access_based,0.7527888632533057,0.0332883901082833,0.03517141571601644,0.10735373054213637,5.337538079701318,10.551898839254681,0.003761888383179853,0.0208380934575971
Dallas,OPTIMAL,0.6129012937437963,4.331999778747559,366,12,0.0805668030157681,0.0224569877483893,0.0228631379930766,6.466402349664798,6.466402349664793,1.810592657906142,2.182217098172195,0.6835853008830413,2.1485980400444733,0.0142048121681189,2.6850730308022603,0.5250165790877416,3.8984082059574336,0.0074906043475904,0.5839841426791242,0.2204701158867446,0.4193961036628908,0.0081457638356471,0.6547738109284078,0.0639495906613005,base,0.6129012937437963,0.18,366,12,87499,0.6531920929260354,0.0785234043675141,0.0805668030157681,0.1045003516588994,0.8946220580895059,1.6267563625178283,6.466402349664793,1.810592657906142,2,0,1,0.9999999999999988,1.0000000000000009,True,True,True,87499,449446.797421685,366,366,0.6531920929260354,0.1070525909340658,0.0806253959370078,0.0037802310127929,0.0033996707071879,0.332592021977347,True,196461,196461,27550472.782,45.22166085301324,0.3768695249681396,0.1452689359877279,0.0016899826499681,3.423446116602279e-05,2472061.152,73539.304,True,Dallas_2019.csv,4.396,74758020.0,500000.0,17446.0,2019-04-01 00:00:00,2019-04-30 23:50:00,1.0010855633500095,1.0,0.0375518999484541,0.0,0.18,0.3288571428571428,0.0660199668209511,0.0262659711961338,717.0,True,17446.0,2807305.6873845346,0.4450609572994766,0.0475489297303935,0.1839847374977099,0.3101305757716868,0.0835666887346863,0.0013183537773701,True,35055,1528,0.0435886464127799,555,0.0787402,0.16929143,1.6043315750000002,2019-04-01 00:00:00,2019-04-30 23:00:00,17,17,16,0.0276334331829884,0.0267084277978708,0.0563966842051645,6.5625,2.0,2019-04-18 02:00:00,0.1712599349999999,0.0563966842051645,5.0,2.46,1.21,2.5,4.04,3.04,5.0,"moderate empirical basis, model needed for recoverability",access_based,0.633348892517603,0.0327210985736071,0.031228492087693405,0.3468079070739646,5.905361848054571,11.379394072345706,0.0017889994834109503,0.01766776598269069
