parameter_scenario,parameter_description,city,event_id,event_start,baseline_objective,recoverable_fraction,event_peak_positive_abnormal_deficit,event_total_precip,weighted_b0,weighted_h_total,budget_fraction_of_baseline,heuristic,heuristic_label,heuristic_interpretation,candidate_action_count,target_top5_count,heuristic_top5_count,total_value,oracle_top5_value,heuristic_top5_value,top5_relative_to_oracle,top5_share_of_total_value,oracle_top5_share_of_total_value,false_positive_count,false_positive_share,zero_value_count,zero_value_share,target_top5_hit_count,target_top5_precision,target_top5_recall,target_top5_missed_by_top20_count,target_top5_missed_by_top20_share
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1181618565,0.02501185643,1.16141795,0.02501185643,0.0004393686151,39.12648992,exposure_only,Highest OD exposure,large demand exposure only,1896,95,95,42.03545712,5.93392764,4.121359443,0.6945415739,0.09804483465,0.1411648177,48,0.5052631579,1,0.01052631579,35,0.3684210526,0.3684210526,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1181618565,0.02501185643,1.16141795,0.02501185643,0.0004393686151,39.12648992,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1896,95,95,42.03545712,5.93392764,2.554883108,0.4305551505,0.06077923931,0.1411648177,71,0.7473684211,1,0.01052631579,0,0,0,88,0.9263157895
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1181618565,0.02501185643,1.16141795,0.02501185643,0.0004393686151,39.12648992,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1896,95,95,42.03545712,5.93392764,5.93392764,1,0.1411648177,0.1411648177,0,0,0,0,95,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.002347054096,0.0393701,0.007852967594,0.0004393686151,39.14323099,deficit_only,Highest remaining deficit,large local/access remaining loss only,1331,67,67,94.66794131,13.5796575,9.931700084,0.7313660219,0.1049109123,0.1434451548,31,0.4626865672,0,0,31,0.4626865672,0.4626865672,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.002347054096,0.0393701,0.007852967594,0.0004393686151,39.14323099,exposure_only,Highest OD exposure,large demand exposure only,1331,67,67,94.66794131,13.5796575,9.463395115,0.6968802502,0.09996409539,0.1434451548,31,0.4626865672,0,0,25,0.3731343284,0.3731343284,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.002347054096,0.0393701,0.007852967594,0.0004393686151,39.14323099,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1331,67,67,94.66794131,13.5796575,5.449116277,0.4012705238,0.05756031241,0.1434451548,63,0.9402985075,3,0.0447761194,0,0,0,62,0.9253731343
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,146,2019-07-02 23:00:00,0.04097771244,0.132369494,0.002347054096,0.0393701,0.007852967594,0.0004393686151,39.14323099,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1331,67,67,94.66794131,13.5796575,13.5796575,1,0.1434451548,0.1434451548,0,0,0,0,67,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.0006227181642,0.03149608,0.007553086384,0.000308446841,39.01788777,deficit_only,Highest remaining deficit,large local/access remaining loss only,1332,67,67,99.46030098,14.27793988,10.02798059,0.7023408614,0.1008239518,0.1435541592,33,0.4925373134,1,0.01492537313,29,0.4328358209,0.4328358209,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.0006227181642,0.03149608,0.007553086384,0.000308446841,39.01788777,exposure_only,Highest OD exposure,large demand exposure only,1332,67,67,99.46030098,14.27793988,9.867384287,0.6910929989,0.09920927435,0.1435541592,31,0.4626865672,1,0.01492537313,25,0.3731343284,0.3731343284,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.0006227181642,0.03149608,0.007553086384,0.000308446841,39.01788777,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1332,67,67,99.46030098,14.27793988,6.179917378,0.4328297662,0.06213451314,0.1435541592,63,0.9402985075,1,0.01492537313,0,0,0,62,0.9253731343
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,147,2019-07-03 02:00:00,0.03897364079,0.1321963032,0.0006227181642,0.03149608,0.007553086384,0.000308446841,39.01788777,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1332,67,67,99.46030098,14.27793988,14.27793988,1,0.1435541592,0.1435541592,0,0,0,0,67,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,215.7978214,31.38893337,22.02474065,0.7016721589,0.1020619231,0.1454552839,30,0.5,0,0,26,0.4333333333,0.4333333333,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,215.7978214,31.38893337,20.88538951,0.6653742982,0.09678220745,0.1454552839,29,0.4833333333,0,0,20,0.3333333333,0.3333333333,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,215.7978214,31.38893337,11.23526338,0.3579370872,0.05206384064,0.1454552839,60,1,1,0.01666666667,0,0,0,56,0.9333333333
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,149,2019-07-13 20:00:00,0.01615556916,0.1539929777,0.0027008348,0.14173236,0.0027008348,0.0006623529022,40.26765348,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,215.7978214,31.38893337,31.38893337,1,0.1454552839,0.1454552839,0,0,0,0,60,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,deficit_only,Highest remaining deficit,large local/access remaining loss only,1593,80,80,54.85294124,7.754894754,5.721333908,0.7377706713,0.1043031382,0.1413760972,38,0.475,0,0,39,0.4875,0.4875,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,exposure_only,Highest OD exposure,large demand exposure only,1593,80,80,54.85294124,7.754894754,5.393175205,0.695454339,0.09832062025,0.1413760972,38,0.475,0,0,30,0.375,0.375,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1593,80,80,54.85294124,7.754894754,3.397157576,0.4380662386,0.06193209515,0.1413760972,70,0.875,2,0.025,0,0,0,74,0.925
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,150,2019-07-16 04:00:00,0.08333075424,0.1313108172,0.01441790021,0.05905515,0.003602202552,0.014302324,41.56090616,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1593,80,80,54.85294124,7.754894754,7.754894754,1,0.1413760972,0.1413760972,0,0,0,0,80,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,deficit_only,Highest remaining deficit,large local/access remaining loss only,5711,286,286,512.1447253,80.82308724,57.40499159,0.7102548733,0.1120874408,0.1578129838,112,0.3916083916,1,0.003496503497,120,0.4195804196,0.4195804196,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,exposure_only,Highest OD exposure,large demand exposure only,5711,286,286,512.1447253,80.82308724,59.05032868,0.7306121393,0.1153000817,0.1578129838,100,0.3496503497,0,0,114,0.3986013986,0.3986013986,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,5711,286,286,512.1447253,80.82308724,34.09249848,0.4218163355,0.06656809452,0.1578129838,185,0.6468531469,2,0.006993006993,6,0.02097902098,0.02097902098,261,0.9125874126
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,152,2019-07-17 19:00:00,0.02216888903,0.2680336809,0.01334210144,0.27952771,0.000636304742,0.01494387399,135.9427294,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,5711,286,286,512.1447253,80.82308724,80.82308724,1,0.1578129838,0.1578129838,0,0,0,0,286,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.04130670755,1.42913463,0.03637311469,0.05141641138,47.17894723,deficit_only,Highest remaining deficit,large local/access remaining loss only,1793,90,90,14.10487333,1.982529396,1.45107038,0.7319288092,0.1028772359,0.1405563418,43,0.4777777778,0,0,42,0.4666666667,0.4666666667,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.04130670755,1.42913463,0.03637311469,0.05141641138,47.17894723,exposure_only,Highest OD exposure,large demand exposure only,1793,90,90,14.10487333,1.982529396,1.355154425,0.6835482128,0.09607703621,0.1405563418,46,0.5111111111,0,0,32,0.3555555556,0.3555555556,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.04130670755,1.42913463,0.03637311469,0.05141641138,47.17894723,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1793,90,90,14.10487333,1.982529396,0.8887439623,0.4482879115,0.06300970889,0.1405563418,71,0.7888888889,0,0,0,0,0,83,0.9222222222
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,153,2019-07-18 08:00:00,0.3599332252,0.1447617086,0.04130670755,1.42913463,0.03637311469,0.05141641138,47.17894723,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1793,90,90,14.10487333,1.982529396,1.982529396,1,0.1405563418,0.1405563418,0,0,0,0,90,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.005706766028,0.01181103,0.003390490092,0.005996996748,75.50774272,deficit_only,Highest remaining deficit,large local/access remaining loss only,2226,112,112,247.4164582,35.61074623,26.75719834,0.751379883,0.1081463963,0.1439303856,53,0.4732142857,1,0.008928571429,53,0.4732142857,0.4732142857,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.005706766028,0.01181103,0.003390490092,0.005996996748,75.50774272,exposure_only,Highest OD exposure,large demand exposure only,2226,112,112,247.4164582,35.61074623,24.74509018,0.694877047,0.1000139213,0.1439303856,58,0.5178571429,1,0.008928571429,40,0.3571428571,0.3571428571,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.005706766028,0.01181103,0.003390490092,0.005996996748,75.50774272,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2226,112,112,247.4164582,35.61074623,15.27961137,0.4290730464,0.06175664903,0.1439303856,77,0.6875,1,0.008928571429,0,0,0,104,0.9285714286
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,154,2019-07-20 05:00:00,0.02404835271,0.2164610453,0.005706766028,0.01181103,0.003390490092,0.005996996748,75.50774272,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2226,112,112,247.4164582,35.61074623,35.61074623,1,0.1439303856,0.1439303856,0,0,0,0,112,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.02618788377,0.25196864,0.02618788377,0.003211771241,39.99941323,deficit_only,Highest remaining deficit,large local/access remaining loss only,1900,95,95,37.14783913,5.251597523,3.912243521,0.7449625573,0.1053155072,0.141370202,45,0.4736842105,0,0,45,0.4736842105,0.4736842105,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.02618788377,0.25196864,0.02618788377,0.003211771241,39.99941323,exposure_only,Highest OD exposure,large demand exposure only,1900,95,95,37.14783913,5.251597523,3.615880505,0.688529631,0.09733757304,0.141370202,49,0.5157894737,0,0,34,0.3578947368,0.3578947368,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.02618788377,0.25196864,0.02618788377,0.003211771241,39.99941323,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1900,95,95,37.14783913,5.251597523,2.291568926,0.4363565402,0.06168781225,0.141370202,71,0.7473684211,1,0.01052631579,0,0,0,88,0.9263157895
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1206550068,0.02618788377,0.25196864,0.02618788377,0.003211771241,39.99941323,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1900,95,95,37.14783913,5.251597523,5.251597523,1,0.141370202,0.141370202,0,0,0,0,95,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.004635041928,0.07086618,0.0138587801,0.002317729544,41.18859508,deficit_only,Highest remaining deficit,large local/access remaining loss only,1753,88,88,65.54850833,9.217357135,6.935308551,0.7524183397,0.1058042163,0.1406188694,40,0.4545454545,0,0,43,0.4886363636,0.4886363636,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.004635041928,0.07086618,0.0138587801,0.002317729544,41.18859508,exposure_only,Highest OD exposure,large demand exposure only,1753,88,88,65.54850833,9.217357135,6.368376958,0.6909113822,0.09715517744,0.1406188694,44,0.5,0,0,32,0.3636363636,0.3636363636,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.004635041928,0.07086618,0.0138587801,0.002317729544,41.18859508,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1753,88,88,65.54850833,9.217357135,3.9288119,0.426240607,0.05993747226,0.1406188694,70,0.7954545455,1,0.01136363636,0,0,0,81,0.9204545455
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,156,2019-07-21 15:00:00,0.07596880961,0.1266312759,0.004635041928,0.07086618,0.0138587801,0.002317729544,41.18859508,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1753,88,88,65.54850833,9.217357135,9.217357135,1,0.1406188694,0.1406188694,0,0,0,0,88,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.03362315382,0.09055123,0.02263651824,0.03980068838,42.69039788,deficit_only,Highest remaining deficit,large local/access remaining loss only,1615,81,81,16.31471151,2.30828151,1.685240416,0.7300844411,0.1032957533,0.141484666,39,0.4814814815,1,0.01234567901,39,0.4814814815,0.4814814815,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.03362315382,0.09055123,0.02263651824,0.03980068838,42.69039788,exposure_only,Highest OD exposure,large demand exposure only,1615,81,81,16.31471151,2.30828151,1.599817093,0.6930771167,0.0980597844,0.141484666,39,0.4814814815,0,0,30,0.3703703704,0.3703703704,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.03362315382,0.09055123,0.02263651824,0.03980068838,42.69039788,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1615,81,81,16.31471151,2.30828151,1.010230537,0.4376548234,0.06192144654,0.141484666,70,0.8641975309,1,0.01234567901,0,0,0,75,0.9259259259
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,157,2019-07-29 10:00:00,0.2829050771,0.1347009082,0.03362315382,0.09055123,0.02263651824,0.03980068838,42.69039788,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1615,81,81,16.31471151,2.30828151,2.30828151,1,0.141484666,0.141484666,0,0,0,0,81,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.03362315382,0.41338605,0.03362315382,0.01680543165,40.39817039,deficit_only,Highest remaining deficit,large local/access remaining loss only,1723,87,87,20.26164126,2.872210465,2.136595029,0.7438852601,0.1054502447,0.1417560615,40,0.4597701149,0,0,42,0.4827586207,0.4827586207,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.03362315382,0.41338605,0.03362315382,0.01680543165,40.39817039,exposure_only,Highest OD exposure,large demand exposure only,1723,87,87,20.26164126,2.872210465,1.962835612,0.6833885036,0.09687446277,0.1417560615,44,0.5057471264,0,0,31,0.3563218391,0.3563218391,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.03362315382,0.41338605,0.03362315382,0.01680543165,40.39817039,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1723,87,87,20.26164126,2.872210465,1.224916217,0.4264716086,0.06045493559,0.1417560615,70,0.8045977011,3,0.03448275862,0,0,0,80,0.9195402299
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,158,2019-07-29 13:00:00,0.2414585392,0.1252282371,0.03362315382,0.41338605,0.03362315382,0.01680543165,40.39817039,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1723,87,87,20.26164126,2.872210465,2.872210465,1,0.1417560615,0.1417560615,0,0,0,0,87,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,deficit_only,Highest remaining deficit,large local/access remaining loss only,2008,101,101,44.10105739,6.261073162,4.643670552,0.7416732613,0.1052961273,0.1419710441,49,0.4851485149,0,0,48,0.4752475248,0.4752475248,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,exposure_only,Highest OD exposure,large demand exposure only,2008,101,101,44.10105739,6.261073162,4.395966497,0.7021107057,0.09967938995,0.1419710441,52,0.5148514851,0,0,37,0.3663366337,0.3663366337,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,2008,101,101,44.10105739,6.261073162,2.736928995,0.437134166,0.06206039395,0.1419710441,73,0.7227722772,1,0.009900990099,0,0,0,94,0.9306930693
C_favored,temporary capacity is relatively more efficient and cheaper,Chicago,159,2019-07-29 17:00:00,0.125480708,0.1421212074,0.01848159911,0.18110246,0.02014749818,0.01090841269,47.87345707,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,2008,101,101,44.10105739,6.261073162,6.261073162,1,0.1419710441,0.1419710441,0,0,0,0,101,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,8.974043697,1.096786834,0.7844896219,0.7152617059,0.08741762893,0.1222176837,30,0.5,0,0,21,0.35,0.35,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,8.974043697,1.096786834,0.7660413429,0.6984414101,0.08536189133,0.1222176837,36,0.6,0,0,17,0.2833333333,0.2833333333,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,8.974043697,1.096786834,0.4958942784,0.45213369,0.05525873231,0.1222176837,52,0.8666666667,2,0.03333333333,0,0,0,60,1
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,55,2019-04-17 11:00:00,0.6297233168,0.06413741853,0.04385983862,0.01574804,0.03921793643,0.02586148768,8.29469688,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,8.974043697,1.096786834,1.096786834,1,0.1222176837,0.1222176837,0,0,0,0,60,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,13.1194411,1.616145803,1.186247022,0.7339975263,0.09041902113,0.1231870924,29,0.4833333333,0,0,22,0.3666666667,0.3666666667,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,13.1194411,1.616145803,1.135444094,0.7025629075,0.08654668183,0.1231870924,36,0.6,0,0,17,0.2833333333,0.2833333333,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,13.1194411,1.616145803,0.7388575531,0.4571725841,0.05631776138,0.1231870924,52,0.8666666667,2,0.03333333333,0,0,0,60,1
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,56,2019-04-18 02:00:00,0.4273576317,0.08490103523,0.04562321539,0.171259935,0.01389224453,0.04460096281,10.98551862,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,13.1194411,1.616145803,1.616145803,1,0.1231870924,0.1231870924,0,0,0,0,60,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.04057741584,0.09448824,0.04057741584,0.01657757008,8.06002993,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,9.895670602,1.213522805,0.8851625138,0.7294156403,0.08944947234,0.1226316895,29,0.4833333333,0,0,22,0.3666666667,0.3666666667,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.04057741584,0.09448824,0.04057741584,0.01657757008,8.06002993,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,9.895670602,1.213522805,0.8501426013,0.7005575815,0.08591055983,0.1226316895,36,0.6,0,0,17,0.2833333333,0.2833333333,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.04057741584,0.09448824,0.04057741584,0.01657757008,8.06002993,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,9.895670602,1.213522805,0.5691971745,0.4690453052,0.05751981825,0.1226316895,52,0.8666666667,0,0,0,0,0,60,1
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,57,2019-04-18 12:00:00,0.5691464883,0.06232289383,0.04057741584,0.09448824,0.04057741584,0.01657757008,8.06002993,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,9.895670602,1.213522805,1.213522805,1,0.1226316895,0.1226316895,0,0,0,0,60,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.03655756319,0.009842525,0.02970149301,0.03610330203,12.17203956,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,12.90162756,1.591736679,1.168330785,0.7339975263,0.09055685261,0.1233748744,29,0.4833333333,0,0,22,0.3666666667,0.3666666667,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.03655756319,0.009842525,0.02970149301,0.03610330203,12.17203956,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,12.90162756,1.591736679,1.118295149,0.7025629075,0.08667861046,0.1233748744,36,0.6,0,0,17,0.2833333333,0.2833333333,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.03655756319,0.009842525,0.02970149301,0.03610330203,12.17203956,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,12.90162756,1.591736679,0.7376326513,0.4634137423,0.05717361224,0.1233748744,52,0.8666666667,0,0,0,0,0,60,1
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,58,2019-04-18 22:00:00,0.4339111185,0.09364614235,0.03655756319,0.009842525,0.02970149301,0.03610330203,12.17203956,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,12.90162756,1.591736679,1.591736679,1,0.1233748744,0.1233748744,0,0,0,0,60,1,1,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05240720884,0.01435678081,8.495077925,deficit_only,Highest remaining deficit,large local/access remaining loss only,1200,60,60,8.861643101,1.094940439,0.7916670304,0.7230229173,0.0893363704,0.123559528,29,0.4833333333,1,0.01666666667,22,0.3666666667,0.3666666667,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05240720884,0.01435678081,8.495077925,exposure_only,Highest OD exposure,large demand exposure only,1200,60,60,8.861643101,1.094940439,0.7600691748,0.6941648585,0.08577068227,0.123559528,36,0.6,1,0.01666666667,17,0.2833333333,0.2833333333,0,0
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05240720884,0.01435678081,8.495077925,structure_only,Highest structural bottleneck,OD importance with low outgoing degree only,1200,60,60,8.861643101,1.094940439,0.5122179972,0.4678044384,0.05780169561,0.123559528,52,0.8666666667,0,0,0,0,0,60,1
C_favored,temporary capacity is relatively more efficient and cheaper,Dallas,59,2019-04-23 19:00:00,0.6307852175,0.06568683295,0.06215555493,2.210631115,0.05240720884,0.01435678081,8.495077925,activated_law,Activated law reference,future loss x exposure x feasibility x efficiency,1200,60,60,8.861643101,1.094940439,1.094940439,1,0.123559528,0.123559528,0,0,0,0,60,1,1,0,0
