city,hour,mean_deficit,p90_deficit,observation_count
Houston,2019-04-04 20:00:00,0.021509654154366637,0.06062551759834367,62826
Houston,2019-04-04 21:00:00,0.02156804403830736,0.051847726807621085,62821
Houston,2019-04-04 22:00:00,0.016519827614285595,0.020400807447417596,62820
Houston,2019-04-04 23:00:00,0.01240842869872256,0.0043012987368887395,62820
Houston,2019-04-05 00:00:00,0.007962698158175397,0.0,62805
Houston,2019-04-05 01:00:00,0.007506649026210476,0.0,62778
Houston,2019-04-05 02:00:00,0.006779472175660581,0.0,62778
Houston,2019-04-05 03:00:00,0.006302998415568236,0.0,62778
Houston,2019-04-05 04:00:00,0.0077848118143888706,0.0,62778
Houston,2019-04-05 05:00:00,0.013977398908076933,0.02422639125094484,62802
Houston,2019-04-05 06:00:00,0.026119949607156922,0.07407177697820402,62802
Houston,2019-04-05 07:00:00,0.042114830362076056,0.14385029124101012,62802
Houston,2019-04-05 08:00:00,0.048433980229560164,0.17294777266289646,62824
Houston,2019-04-05 09:00:00,0.04000328531343274,0.13776657370407389,62826
Houston,2019-04-05 10:00:00,0.035114892235676015,0.1220820634473885,62826
Houston,2019-04-05 11:00:00,0.03269875930414181,0.10146843451546142,62826
Houston,2019-04-05 12:00:00,0.03794262976663957,0.12997391703717082,62826
Houston,2019-04-05 13:00:00,0.037954389357939156,0.12609146771734853,62822
Houston,2019-04-05 14:00:00,0.03883748672664515,0.12991074358896706,62816
Houston,2019-04-05 15:00:00,0.04325631509183392,0.15720902084027083,62826
Houston,2019-04-05 16:00:00,0.04792754021604005,0.1760929741425748,62826
Houston,2019-04-05 17:00:00,0.04731934922373942,0.1742164158305462,62826
Houston,2019-04-05 18:00:00,0.03650832880144614,0.13459979177742332,62826
Houston,2019-04-05 19:00:00,0.02545803332370501,0.07255154873789973,62826
Houston,2019-04-05 20:00:00,0.02440115319193691,0.07032642390289451,62806
Houston,2019-04-05 21:00:00,0.02436870652714838,0.06335173160173166,62788
Houston,2019-04-05 22:00:00,0.022883536913652327,0.05270140024191022,62754
Houston,2019-04-05 23:00:00,0.018233513122387746,0.02793471447683389,62754
Houston,2019-04-06 00:00:00,0.011389353552248007,0.0027803485576923612,62754
Houston,2019-04-06 01:00:00,0.00919257547829492,0.0,62754
Houston,2019-04-06 02:00:00,0.0073592301271174125,0.0,62754
Houston,2019-04-06 03:00:00,0.005296365932165827,0.0,62754
Houston,2019-04-06 04:00:00,0.004717997025908992,0.0,62754
Houston,2019-04-06 05:00:00,0.008768125278115942,3.968253968253399e-05,62760
Houston,2019-04-06 06:00:00,0.01389276396986375,0.024244992495272386,62760
Houston,2019-04-06 07:00:00,0.023318292150608447,0.07330728996081429,62760
Houston,2019-04-06 08:00:00,0.029239342583866092,0.09174506875350204,62784
Houston,2019-04-06 09:00:00,0.028985317499778823,0.0955239222582972,62784
Houston,2019-04-06 10:00:00,0.028630232710184642,0.09283886782339038,62784
Houston,2019-04-06 11:00:00,0.028982214679759227,0.08946669903098994,62784
Houston,2019-04-06 12:00:00,0.03138726075688785,0.10016907051282063,62784
Houston,2019-04-06 13:00:00,0.031085633848599702,0.09949569238228709,62784
Houston,2019-04-06 14:00:00,0.02840093533098456,0.09131240325077397,62784
Houston,2019-04-06 15:00:00,0.029332982635890976,0.10067680074764922,62784
Houston,2019-04-06 16:00:00,0.030833045416721862,0.10294350527500566,62784
Houston,2019-04-06 17:00:00,0.028113912788653314,0.09482514304100718,62784
Houston,2019-04-06 18:00:00,0.024979678691171518,0.08197461940572265,62784
Houston,2019-04-06 19:00:00,0.021562482364014698,0.05462446018893389,62784
Houston,2019-04-06 20:00:00,0.021448761434980715,0.06156304647899481,62764
Houston,2019-04-06 21:00:00,0.019494588316265545,0.04883240246821008,62755
Houston,2019-04-06 22:00:00,0.018229190916572328,0.03910578981658026,62754
Houston,2019-04-06 23:00:00,0.014032444792425759,0.01626244093291755,62754
Houston,2019-04-07 00:00:00,0.009932978648526445,0.0,62754
Houston,2019-04-07 01:00:00,0.008393373909629482,0.0,62754
Houston,2019-04-07 02:00:00,0.006381190355419108,0.0,62754
Houston,2019-04-07 03:00:00,0.005380180416671975,0.0,62754
Houston,2019-04-07 04:00:00,0.004914269122764348,0.0,62754
Houston,2019-04-07 05:00:00,0.006264759393868945,0.0,62802
Houston,2019-04-07 06:00:00,0.008748085723660553,0.0,62799
Houston,2019-04-07 07:00:00,0.012942785733811456,0.013235512350727898,62801
Houston,2019-04-07 08:00:00,0.01679829993777784,0.03590283032680422,62826
Houston,2019-04-07 09:00:00,0.02022102017910017,0.05114335317460319,62826
Houston,2019-04-07 10:00:00,0.022952923215225653,0.06641666666666667,62826
Houston,2019-04-07 11:00:00,0.027503534458859853,0.08826525310577038,62826
Houston,2019-04-07 12:00:00,0.03969088008532898,0.14439010121708892,62826
Houston,2019-04-07 13:00:00,0.039628743972411985,0.14011923546057772,62826
Houston,2019-04-07 14:00:00,0.027069070939465773,0.08830951046592332,62826
Houston,2019-04-07 15:00:00,0.02168659931330066,0.057313636363636435,62826
Houston,2019-04-07 16:00:00,0.021753682341482034,0.05576845961056487,62826
