split_role,split_id,heldout,model_id,family,feature_set,description,n_features,n_train_tokens,n_test_tokens,n_train_events,n_test_events,full_event_eval,train_loss,city,event_id,n_tokens,spearman,top_5pct_value_capture,top_5pct_ndcg,top_5pct_precision
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,Chicago,157,1615,0.8989085136,0.9721497368,0.9770951549,0.7777777778
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,Dallas,55,1200,0.8052217124,0.8014115106,0.7631164131,0.1666666667
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,Dallas,63,1200,0.8013710746,0.8014115106,0.7631164131,0.1666666667
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,Houston,61,1200,0.9219081984,0.9497992813,0.9605456983,0.8
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,New York,103,2050,0.7761395551,0.8603471204,0.84362817,0.5242718447
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,New York,110,1947,0.7758905397,0.8605786085,0.8432882582,0.5510204082
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,New York,111,2098,0.7710364654,0.8600375939,0.8436019017,0.5142857143
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,New York,116,1230,0.8558623324,0.8397812883,0.8208143551,0.5322580645
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,New York,120,1439,0.8171607356,0.8497371705,0.8395477107,0.5138888889
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,Philadelphia,641,1200,0.9507995101,0.981676153,0.9826769983,0.85
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,Philadelphia,647,1200,0.9492901943,0.981676153,0.9826769983,0.85
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,Philadelphia,655,2041,0.911481555,0.9669553903,0.9706770194,0.7766990291
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,Philadelphia,657,2060,0.9122910523,0.9669553903,0.9706770194,0.7766990291
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,San Antonio,496,1200,0.9562285614,0.9573749683,0.9664847221,0.7333333333
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,San Antonio,505,1200,0.956093897,0.9573749684,0.9664847221,0.7333333333
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,San Antonio,508,1200,0.9548868033,0.9573749683,0.9664847221,0.7333333333
random_event,fold_0,random_event_fold_0,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,137700,32437,83,22,True,,San Antonio,509,1200,0.9570445713,0.9573749684,0.9664847221,0.7333333333
random_event,fold_1,random_event_fold_1,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,132554,37583,83,22,True,,Austin,484,1200,0.9630756676,0.9574420177,0.9643992,0.8
random_event,fold_1,random_event_fold_1,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,132554,37583,83,22,True,,Austin,487,1200,0.9592921359,0.9574420177,0.9643992,0.8
random_event,fold_1,random_event_fold_1,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,132554,37583,83,22,True,,Austin,491,1200,0.9594739462,0.9574420177,0.9643992,0.8
random_event,fold_1,random_event_fold_1,R1_factorized_ridge,ridge,factorized,ridge on seven factorized law features,7,132554,37583,83,22,True,,Chicago,145,1896,0.8828221184,0.9703586835,0.9757956681,0.7894736842
