split_family,heldout_period,split_role,model_id,family,description,n_features,n_train_events,n_test_events,n_train_cities,n_test_cities,city,event_id,event_start,n_tokens,spearman,top_5pct_value_capture,top_5pct_ndcg,top_5pct_precision
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,145,2019-07-02 20:00:00,1896,0.7404354482,0.8732495014,0.8654107773,0.5368421053
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,146,2019-07-02 23:00:00,1331,0.8216470195,0.8506320781,0.8499787688,0.4776119403
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,147,2019-07-03 02:00:00,1332,0.8204251719,0.8290397978,0.8323261648,0.4626865672
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,149,2019-07-13 20:00:00,1200,0.8430932463,0.8263112685,0.8309413155,0.4166666667
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,150,2019-07-16 04:00:00,1593,0.7882091575,0.869171855,0.8629625037,0.5125
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,152,2019-07-17 19:00:00,5711,0.4682250603,0.8618921296,0.8314624161,0.5839160839
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,153,2019-07-18 08:00:00,1793,0.7533398521,0.8573742478,0.8525640851,0.5222222222
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,154,2019-07-20 05:00:00,2226,0.700107962,0.8666834867,0.8586672512,0.5446428571
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,155,2019-07-21 12:00:00,1900,0.7417300083,0.8730121552,0.8630687744,0.5368421053
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,156,2019-07-21 15:00:00,1753,0.7566641734,0.8748950895,0.8666483769,0.5454545455
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,157,2019-07-29 10:00:00,1615,0.7787687144,0.8602754477,0.8320328915,0.5061728395
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,158,2019-07-29 13:00:00,1723,0.7655716134,0.8648899153,0.8553643449,0.5287356322
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Chicago,159,2019-07-29 17:00:00,2008,0.7197964601,0.8635610929,0.8537622216,0.5247524752
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,55,2019-04-17 11:00:00,1200,0.7797888113,0.8207337216,0.7905789757,0.3333333333
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,56,2019-04-18 02:00:00,1200,0.7936522223,0.8370719132,0.8024048471,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,57,2019-04-18 12:00:00,1200,0.7753688988,0.8279958338,0.7962222219,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,58,2019-04-18 22:00:00,1200,0.7764442765,0.8370719133,0.8024048472,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,59,2019-04-23 19:00:00,1200,0.7564226032,0.822755687,0.7907849446,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,60,2019-04-24 11:00:00,1200,0.7871189623,0.8370719133,0.8024048472,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,61,2019-04-24 15:00:00,1200,0.7860422672,0.8313916169,0.7977728817,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,62,2019-04-28 01:00:00,1200,0.781502706,0.8370719133,0.8024048472,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,63,2019-04-28 09:00:00,1200,0.7829621675,0.8370719133,0.8024048472,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Dallas,64,2019-04-30 18:00:00,1200,0.7857881651,0.8370719133,0.8024048472,0.35
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Houston,52,2019-04-04 01:00:00,1200,0.8032184496,0.8148888428,0.8153903619,0.5666666667
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Houston,60,2019-04-18 05:00:00,1200,0.7968362237,0.8132537897,0.8151099219,0.5666666667
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Houston,61,2019-04-24 21:00:00,1200,0.8080653487,0.8225818229,0.8230787965,0.5833333333
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,Houston,62,2019-04-30 03:00:00,1200,0.7986646735,0.8077939337,0.8129650031,0.5666666667
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,98,2019-06-02 18:00:00,2833,0.5767369084,0.8309896018,0.7933910779,0.4788732394
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,99,2019-06-02 22:00:00,3324,0.6213920166,0.8875581631,0.8761677945,0.6167664671
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,100,2019-06-05 21:00:00,3667,0.5891433076,0.8557436089,0.843301271,0.5760869565
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,101,2019-06-06 02:00:00,2057,0.7530615135,0.9393685649,0.9277151078,0.7378640777
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,102,2019-06-10 12:00:00,1960,0.7697384607,0.93745317,0.9237666847,0.7346938776
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,103,2019-06-11 01:00:00,2050,0.758984603,0.9269367295,0.9154672346,0.7184466019
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,104,2019-06-11 05:00:00,2311,0.7402450378,0.929729231,0.9181927523,0.7327586207
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,105,2019-06-13 08:00:00,2026,0.7672779458,0.9367880421,0.9249518634,0.7352941176
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,106,2019-06-13 22:00:00,3249,0.6790458219,0.9109498236,0.9005364122,0.6993865031
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,107,2019-06-16 03:00:00,2148,0.7406209398,0.9221611338,0.910881525,0.7222222222
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,108,2019-06-16 19:00:00,2346,0.7276035955,0.9227621463,0.9126092284,0.7203389831
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,109,2019-06-18 07:00:00,2181,0.7378311024,0.9266546082,0.9157196671,0.7272727273
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,110,2019-06-18 13:00:00,1947,0.7648845712,0.9439099463,0.9305057968,0.7448979592
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,111,2019-06-18 23:00:00,2098,0.7632269271,0.9443988984,0.9313877175,0.7333333333
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,112,2019-06-19 07:00:00,1462,0.8161902192,0.9064246248,0.9024968357,0.6486486486
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,113,2019-06-19 10:00:00,1360,0.8278609268,0.9216196702,0.9129652892,0.6470588235
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,115,2019-06-20 01:00:00,1320,0.7582189391,0.8931153458,0.8773592954,0.6363636364
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,116,2019-06-20 04:00:00,1230,0.8212089882,0.9050250826,0.8801282917,0.6290322581
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,117,2019-06-20 07:00:00,1284,0.8371239716,0.9215475286,0.9126735279,0.6307692308
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,119,2019-06-20 21:00:00,2182,0.4554365842,0.6117245533,0.5569530145,0.1818181818
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,120,2019-06-21 04:00:00,1439,0.8007384962,0.9220946454,0.90917311,0.6666666667
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,121,2019-06-25 07:00:00,2076,0.7535773908,0.9193332332,0.909412539,0.7115384615
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,122,2019-06-29 18:00:00,1959,0.7716346602,0.9439099463,0.9305057968,0.7448979592
calendar_year_group,year_2019,confounded_year_audit,H1_deficit_only,heuristic,deficit-only one-factor score,0,54,51,3,4,New York,123,2019-06-30 15:00:00,1945,0.7710957533,0.9439099463,0.9305057968,0.7448979592
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,145,2019-07-02 20:00:00,1896,0.9049191577,0.8887632605,0.8934632338,0.5157894737
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,146,2019-07-02 23:00:00,1331,0.8985032693,0.8837721594,0.8913735867,0.5223880597
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,147,2019-07-03 02:00:00,1332,0.8983699054,0.8723849515,0.8817405597,0.5223880597
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,149,2019-07-13 20:00:00,1200,0.8985685426,0.8616026056,0.8755419238,0.5
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,150,2019-07-16 04:00:00,1593,0.902736835,0.8961689426,0.8992992125,0.525
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,152,2019-07-17 19:00:00,5711,0.9029157624,0.9168835038,0.9114115795,0.6153846154
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,153,2019-07-18 08:00:00,1793,0.9019128062,0.8902151247,0.8934158838,0.5333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,154,2019-07-20 05:00:00,2226,0.9250963431,0.8908731259,0.8914026023,0.5178571429
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,155,2019-07-21 12:00:00,1900,0.9040308328,0.8867332316,0.8909793755,0.5157894737
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,156,2019-07-21 15:00:00,1753,0.9028604241,0.8965739407,0.8990533967,0.5454545455
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,157,2019-07-29 10:00:00,1615,0.89759247,0.8957363398,0.898983119,0.5185185185
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,158,2019-07-29 13:00:00,1723,0.8986969493,0.8902720395,0.8934343516,0.5287356322
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Chicago,159,2019-07-29 17:00:00,2008,0.9124370072,0.8928688252,0.8947397526,0.5148514851
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,55,2019-04-17 11:00:00,1200,0.8729452298,0.8602611516,0.8312784836,0.3166666667
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,56,2019-04-18 02:00:00,1200,0.8795434837,0.8730022698,0.8398275421,0.3333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,57,2019-04-18 12:00:00,1200,0.8733701128,0.8586964838,0.8302712474,0.3166666667
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,58,2019-04-18 22:00:00,1200,0.8750832902,0.8730022698,0.8398275421,0.3333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,59,2019-04-23 19:00:00,1200,0.857124772,0.853456337,0.824863139,0.3166666667
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,60,2019-04-24 11:00:00,1200,0.8735178771,0.8730022698,0.8398275421,0.3333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,61,2019-04-24 15:00:00,1200,0.8678791927,0.8730022698,0.8398275422,0.3333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,62,2019-04-28 01:00:00,1200,0.8766433561,0.8730022698,0.8398275421,0.3333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,63,2019-04-28 09:00:00,1200,0.8742789937,0.8730022698,0.8398275422,0.3333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Dallas,64,2019-04-30 18:00:00,1200,0.8726326538,0.8612543882,0.8311073323,0.3166666667
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Houston,52,2019-04-04 01:00:00,1200,0.9209903378,0.9251545434,0.9198535005,0.65
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Houston,60,2019-04-18 05:00:00,1200,0.9160666463,0.9152002806,0.9121477537,0.6333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Houston,61,2019-04-24 21:00:00,1200,0.9244202932,0.9251545434,0.9198535005,0.65
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,Houston,62,2019-04-30 03:00:00,1200,0.9119414987,0.9097404246,0.9097956424,0.6333333333
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,98,2019-06-02 18:00:00,2833,0.8691866581,0.9029890368,0.8585373511,0.6126760563
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,99,2019-06-02 22:00:00,3324,0.8769305047,0.8978600183,0.8797606259,0.6047904192
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,100,2019-06-05 21:00:00,3667,0.9001045588,0.9049637217,0.8955283154,0.6576086957
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,101,2019-06-06 02:00:00,2057,0.8723030639,0.9005459053,0.8935320028,0.5825242718
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,102,2019-06-10 12:00:00,1960,0.873709693,0.8964977972,0.8905377062,0.5816326531
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,103,2019-06-11 01:00:00,2050,0.8688460454,0.8894943236,0.8841736468,0.572815534
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,104,2019-06-11 05:00:00,2311,0.8731405677,0.8867371918,0.8822028826,0.5603448276
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,105,2019-06-13 08:00:00,2026,0.8740914269,0.891417713,0.8869455105,0.5784313725
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,106,2019-06-13 22:00:00,3249,0.8645769143,0.9020380144,0.8922457314,0.5521472393
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,107,2019-06-16 03:00:00,2148,0.8705445741,0.8934207415,0.8870585552,0.5740740741
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,108,2019-06-16 19:00:00,2346,0.869143916,0.8794285522,0.8563423703,0.5508474576
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,109,2019-06-18 07:00:00,2181,0.8683099458,0.8916156691,0.8858715418,0.5727272727
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,110,2019-06-18 13:00:00,1947,0.8713827284,0.8964977972,0.8905377062,0.5816326531
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,111,2019-06-18 23:00:00,2098,0.8827119345,0.9017214446,0.8944257492,0.580952381
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,112,2019-06-19 07:00:00,1462,0.8923790065,0.8833602513,0.881150783,0.5675675676
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,113,2019-06-19 10:00:00,1360,0.9167455642,0.8795420852,0.8784894126,0.5441176471
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,115,2019-06-20 01:00:00,1320,0.8968645772,0.8800202439,0.8654466974,0.5454545455
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,116,2019-06-20 04:00:00,1230,0.9131194269,0.8679273201,0.8526870875,0.5161290323
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,117,2019-06-20 07:00:00,1284,0.9184228218,0.8748255298,0.8753095939,0.5230769231
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,119,2019-06-20 21:00:00,2182,0.7040598452,0.6960935106,0.6271077793,0.2818181818
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,120,2019-06-21 04:00:00,1439,0.8960439184,0.8752540682,0.8755398957,0.5277777778
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,121,2019-06-25 07:00:00,2076,0.8665988948,0.8821979607,0.8789460514,0.5673076923
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,122,2019-06-29 18:00:00,1959,0.8769145201,0.8964977972,0.8905377062,0.5816326531
calendar_year_group,year_2019,confounded_year_audit,H2_exposure_only,heuristic,OD exposure-only one-factor score,0,54,51,3,4,New York,123,2019-06-30 15:00:00,1945,0.8752511682,0.8964977972,0.8905377062,0.5816326531
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,145,2019-07-02 20:00:00,1896,-0.4163917715,0.4346129216,0.4279048662,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,146,2019-07-02 23:00:00,1331,-0.4379820995,0.394401878,0.3848063333,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,147,2019-07-03 02:00:00,1332,-0.4610144191,0.4261835794,0.4254269671,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,149,2019-07-13 20:00:00,1200,-0.4651064125,0.3653884346,0.3785572635,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,150,2019-07-16 04:00:00,1593,-0.4408145982,0.4473389205,0.4413351917,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,152,2019-07-17 19:00:00,5711,-0.2895765359,0.4237731733,0.4039653538,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,153,2019-07-18 08:00:00,1793,-0.4037944786,0.4568570501,0.4484485908,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,154,2019-07-20 05:00:00,2226,-0.3635203563,0.4433451953,0.4386102535,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,155,2019-07-21 12:00:00,1900,-0.3846763187,0.4488991123,0.4434736226,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,156,2019-07-21 15:00:00,1753,-0.4088506529,0.4323577273,0.4286369437,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,157,2019-07-29 10:00:00,1615,-0.4263582314,0.4425311392,0.4394947959,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,158,2019-07-29 13:00:00,1723,-0.3952272252,0.4374265004,0.4180273904,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Chicago,159,2019-07-29 17:00:00,2008,-0.3919859599,0.44715949,0.4233024695,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,55,2019-04-17 11:00:00,1200,-0.07952871002,0.6088250178,0.5572825297,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,56,2019-04-18 02:00:00,1200,-0.08103732939,0.606952345,0.5923745129,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,57,2019-04-18 12:00:00,1200,-0.06650167858,0.6203451247,0.6009573474,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,58,2019-04-18 22:00:00,1200,-0.06266929465,0.6291374539,0.6074362741,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,59,2019-04-23 19:00:00,1200,-0.08088912113,0.6273763148,0.6068753552,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,60,2019-04-24 11:00:00,1200,-0.07290203445,0.6065086672,0.5921803643,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,61,2019-04-24 15:00:00,1200,-0.04485667792,0.6101214719,0.5719460302,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,62,2019-04-28 01:00:00,1200,-0.06999048896,0.6002813707,0.587490486,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,63,2019-04-28 09:00:00,1200,-0.08062616458,0.6231686575,0.603076615,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Dallas,64,2019-04-30 18:00:00,1200,-0.05968332904,0.6261909938,0.6017112272,0.01666666667
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Houston,52,2019-04-04 01:00:00,1200,-0.08958515799,0.4664972909,0.4423903246,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Houston,60,2019-04-18 05:00:00,1200,-0.1059577637,0.4337956252,0.4190266525,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Houston,61,2019-04-24 21:00:00,1200,-0.06419062027,0.4599229862,0.4412286967,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,Houston,62,2019-04-30 03:00:00,1200,-0.100995915,0.448185269,0.4283904594,0
calendar_year_group,year_2019,confounded_year_audit,H3_structure_only,heuristic,static structure-only one-factor score,0,54,51,3,4,New York,98,2019-06-02 18:00:00,2833,-0.1192127268,0.4814097449,0.4541573688,0.03521126761
