comparison,observed_model,baseline_or_shuffled_model,city,event_id,top_5pct_value_capture_observed,top_5pct_value_capture_baseline,delta_top5_capture,top_5pct_ndcg_observed,top_5pct_ndcg_baseline,delta_top5_ndcg
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,111,0.9806595279,0.5845528441,0.3961066837,0.9256112866,0.5486313982,0.3769798884
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,112,0.9979657411,0.646450754,0.3515149871,0.9973012528,0.6446379454,0.3526633074
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,113,0.998920981,0.6870732541,0.3118477269,0.9979033466,0.6875502919,0.3103530547
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,115,0.9736719185,0.6459528353,0.3277190832,0.9781541992,0.6217420708,0.3564121284
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,116,0.9916055025,0.6947555604,0.2968499421,0.989924244,0.6944147553,0.2955094887
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,117,0.9986394535,0.6646534497,0.3339860039,0.9976873165,0.6525375366,0.3451497799
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,119,0.985376769,0.6592462942,0.3261304748,0.9876798225,0.6036212574,0.3840585651
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,120,0.9855728871,0.6450950669,0.3404778202,0.9868040177,0.6203618313,0.3664421864
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,121,0.9797692198,0.5993170311,0.3804521886,0.9246838953,0.5684556244,0.3562282709
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,122,0.9776894636,0.6280067644,0.3496826993,0.9212850108,0.6435306191,0.2777543917
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,New York,123,0.9776894636,0.6243464899,0.3533429738,0.9212850108,0.6325479894,0.2887370214
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,640,0.9934743784,0.6624776016,0.3309967768,0.9952328235,0.6487495202,0.3464833033
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,641,0.9969323817,0.6856936678,0.3112387139,0.9976191991,0.6678316083,0.3297875907
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,642,0.9958764122,0.6959274121,0.2999490001,0.9969181062,0.6758492597,0.3210688465
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,643,0.996311325,0.6822754573,0.3140358676,0.9971770502,0.6657775178,0.3313995324
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,644,0.9899634379,0.5535030411,0.4364603968,0.9925040949,0.5655944295,0.4269096654
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,645,0.9857667477,0.5394766775,0.4462900702,0.9893212863,0.5517589806,0.4375623057
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,646,0.9958764122,0.6779662855,0.3179101267,0.9969181062,0.6621799705,0.3347381357
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,647,0.9969323817,0.7018348446,0.2950975371,0.9976188936,0.68148757,0.3161313236
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,648,0.9937639017,0.5535225172,0.4402413845,0.9951784983,0.5670804306,0.4280980677
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,649,0.9937639017,0.5558812916,0.4378826102,0.9951784983,0.5674455631,0.4277329351
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,650,0.9921910665,0.6575651853,0.3346258812,0.9943501459,0.6445527706,0.3497973753
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,651,0.9926854683,0.5752140125,0.4174714558,0.9944805374,0.5827357412,0.4117447962
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,652,0.9910837829,0.5484854572,0.4425983257,0.9932928248,0.5628775835,0.4304152412
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,653,0.988984158,0.5637147517,0.4252694063,0.9916260754,0.5703852401,0.4212408352
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,654,0.9850620056,0.5288445217,0.4562174839,0.9887284329,0.5418609457,0.4468674872
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,655,0.9895482766,0.5443502083,0.4451980683,0.9921278959,0.557297341,0.4348305548
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,656,0.9881102507,0.5470612073,0.4410490434,0.9912104978,0.5595910801,0.4316194177
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,657,0.8405861885,0.5013174924,0.3392686961,0.8162400913,0.4704037572,0.345836334
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,658,0.9503349222,0.6874295941,0.2629053281,0.9590255479,0.6600298026,0.2989957454
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,Philadelphia,659,0.9506671807,0.6313735916,0.3192935891,0.940250757,0.6214141576,0.3188365994
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,491,0.869257791,0.7176644903,0.1515933007,0.8405457949,0.7150715133,0.1254742817
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,492,0.9871776516,0.7549763113,0.2322013404,0.990434778,0.7354296646,0.2550051134
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,493,0.9744897103,0.7699511712,0.2045385391,0.9814837545,0.7435916647,0.2378920897
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,494,0.971968518,0.7640684953,0.2079000226,0.9800314178,0.7031066898,0.276924728
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,495,0.986263329,0.7870441591,0.19921917,0.9892818155,0.7233180604,0.2659637551
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,496,0.971968518,0.7400649646,0.2319035533,0.9800160401,0.6861345206,0.2938815195
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,497,0.9649153433,0.7342432077,0.2306721356,0.9752731375,0.6848498704,0.2904232671
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,498,0.8579450829,0.7077692791,0.1501758038,0.8302606608,0.6821618559,0.1480988049
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,499,0.986263329,0.7875272914,0.1987360377,0.9892818155,0.7102774562,0.2790043592
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,500,0.9645912588,0.6564326307,0.3081586281,0.9717101018,0.573808188,0.3979019138
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,501,0.9694233956,0.6625950499,0.3068283457,0.9766163586,0.5977845524,0.3788318062
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,502,0.9744897103,0.6857441857,0.2887455246,0.981468792,0.626603664,0.354865128
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,503,0.8483733751,0.4938211255,0.3545522496,0.8701480525,0.4638970981,0.4062509544
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,504,0.8377894159,0.5146887802,0.3231006357,0.8695251251,0.486446255,0.3830788701
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,505,0.971968518,0.7390265631,0.2329419549,0.9800314178,0.6816606823,0.2983707356
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,506,0.986263329,0.7856256625,0.2006376665,0.9892818155,0.7161111423,0.2731706732
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,507,0.971968518,0.718647802,0.253320716,0.9800160401,0.6602993663,0.3197166739
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,508,0.971968518,0.7774487171,0.1945198009,0.9800314178,0.723032855,0.2569985628
exposure_alignment,G4_local_plus_observed_exposure,G5_local_plus_shuffled_exposure,San Antonio,509,0.8459145679,0.5327166821,0.3131978857,0.8735160878,0.5018123477,0.3717037401
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,478,0.958337158,0.6341365027,0.3242006553,0.9659395679,0.6542818401,0.3116577278
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,479,0.958337158,0.6340567911,0.3242803669,0.9659395679,0.6464429719,0.319496596
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,480,0.958337158,0.6307762355,0.3275609225,0.9659082374,0.620654859,0.3452533783
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,481,0.9624687084,0.6397050758,0.3227636326,0.9695947709,0.6595060541,0.3100887168
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,482,0.958337158,0.6347303776,0.3236067804,0.9659395679,0.6563230168,0.3096165511
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,483,0.958337158,0.6275872124,0.3307499456,0.9659395679,0.6189861207,0.3469534472
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,484,0.958337158,0.6409663947,0.3173707633,0.9659082374,0.6599263587,0.3059818787
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,485,0.9595564631,0.6291814479,0.3303750152,0.9666539354,0.6440164064,0.322637529
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,486,0.958337158,0.6241621652,0.3341749928,0.9659082373,0.6438421127,0.3220661246
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,487,0.958337158,0.6312045502,0.3271326078,0.9659395679,0.6541079051,0.3118316628
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,488,0.9310821038,0.6340133311,0.2970687727,0.8829726464,0.6499840563,0.2329885901
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,489,0.9624687084,0.6663473437,0.2961213647,0.9696029144,0.6774590512,0.2921438631
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,490,0.958337158,0.6422233849,0.316113773,0.9659082373,0.6286770382,0.3372311991
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,491,0.9624687084,0.6601683037,0.3023004047,0.9696029144,0.6734156221,0.2961872923
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Austin,492,0.958337158,0.642750621,0.3155865369,0.9659082373,0.6615337846,0.3043744527
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,145,0.9952763551,0.6151035049,0.3801728503,0.9957973972,0.5819125911,0.4138848061
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,146,0.997404532,0.655245801,0.3421587309,0.9973194227,0.6211622292,0.3761571935
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,147,0.997404532,0.6670762776,0.3303282543,0.9973194227,0.6306731893,0.3666462333
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,149,0.9988118583,0.6605450919,0.3382667664,0.9982470002,0.6345868918,0.3636601084
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,150,0.9234364537,0.4901288823,0.4333075713,0.8810614302,0.4677729101,0.4132885201
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,152,0.9258427546,0.5411289927,0.384713762,0.8870234643,0.5229951307,0.3640283335
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,153,0.9956447978,0.6360597628,0.359585035,0.9960592774,0.5987755208,0.3972837566
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,154,0.9917621414,0.6475354472,0.3442266942,0.993314124,0.6141197136,0.3791944104
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,155,0.9952763551,0.6187740142,0.3765023409,0.9957973972,0.584687998,0.4111093992
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,156,0.7587017483,0.5542963411,0.2044054073,0.7365717446,0.5262844504,0.2102872942
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,157,0.9973889601,0.6528309018,0.3445580583,0.997271033,0.612430821,0.384840212
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,158,0.9956888593,0.6257865416,0.3699023177,0.9960988132,0.5861259575,0.4099728557
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Chicago,159,0.9938417204,0.6110593897,0.3827823307,0.9947910385,0.5795817657,0.4152092728
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,55,0.919817513,0.7167231097,0.2030944033,0.870027492,0.6958281502,0.1741993418
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,56,0.919817513,0.7174467338,0.2023707792,0.8700073034,0.6987375321,0.1712697713
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,57,0.919817513,0.6527626372,0.2670548758,0.8700277703,0.6452271998,0.2248005705
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,58,0.9198175129,0.6912546327,0.2285628802,0.8700073035,0.6769807806,0.1930265229
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,59,0.919817513,0.7161835109,0.2036340021,0.8700277703,0.6979825861,0.1720451841
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,60,0.9198175129,0.6975585674,0.2222589455,0.8700083477,0.6835327454,0.1864756023
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,61,0.919817513,0.7177085169,0.2021089962,0.8700139326,0.6987824399,0.1712314927
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,62,0.919817513,0.7031720609,0.2166454521,0.8700083477,0.6845127965,0.1854955513
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,63,0.919817513,0.6896434544,0.2301740585,0.8700083477,0.6767119382,0.1932964095
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Dallas,64,0.919817513,0.6997109124,0.2201066006,0.8700277703,0.6827013481,0.1873264222
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Houston,52,0.9182650527,0.4805054943,0.4377595583,0.9393166526,0.4475533607,0.4917632919
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Houston,60,0.9976117859,0.5506349721,0.4469768139,0.9973963437,0.5111305071,0.4862658366
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Houston,61,0.997611786,0.5485659492,0.4490458368,0.9973963437,0.5039175825,0.4934787612
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Houston,62,0.9976117859,0.5616558586,0.4359559274,0.9973963437,0.5246378676,0.4727584761
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,98,0.98089402,0.5883765357,0.3925174843,0.9830802559,0.5580999017,0.4249803542
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,99,0.9452941933,0.5795651935,0.3657289998,0.9093708022,0.5859869139,0.3233838883
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,100,0.9646545526,0.5537031862,0.4109513664,0.9365164127,0.5339660582,0.4025503545
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,101,0.9801078688,0.6174524402,0.3626554286,0.9239763323,0.6351529923,0.28882334
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,102,0.9776703195,0.6488104,0.3288599195,0.9206237273,0.6801758916,0.2404478357
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,103,0.9801078688,0.6222348082,0.3578730606,0.9239763323,0.6276284264,0.2963479059
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,104,0.9777472089,0.635664006,0.3420832029,0.9260831009,0.6480508395,0.2780322613
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,105,0.9988041435,0.6511423286,0.3476618149,0.9980739903,0.6681633032,0.3299106871
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,106,0.9424407653,0.6066118306,0.3358289347,0.9052223194,0.6064475991,0.2987747203
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,107,0.9786950393,0.6284880058,0.3502070336,0.924529736,0.6444782735,0.2800514625
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,108,0.9788139324,0.6353106323,0.3435033001,0.927341255,0.647550747,0.2797905081
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,109,0.9778179176,0.6286761229,0.3491417947,0.9244992331,0.6437065004,0.2807927327
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,110,0.9776703195,0.6535117542,0.3241585654,0.9206237273,0.6834314501,0.2371922772
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,111,0.9773372584,0.6259497303,0.3513875281,0.9226859167,0.6431394415,0.2795464752
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,112,0.9984849948,0.686809052,0.3116759428,0.9976742831,0.7157248495,0.2819494336
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,113,0.9989321487,0.6982732133,0.3006589354,0.9979324996,0.7281374584,0.2697950412
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,115,0.9741479196,0.6676079954,0.3065399242,0.9782803697,0.6739645425,0.3043158272
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,116,0.9920294222,0.7014801936,0.2905492286,0.9902273647,0.7174950136,0.2727323511
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,117,0.9986356393,0.6914371828,0.3071984565,0.9977069059,0.7152747292,0.2824321767
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,119,0.9859961308,0.6717587003,0.3142374306,0.9883620516,0.6178446451,0.3705174065
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,120,0.9829351535,0.6670084248,0.3159267287,0.9849351811,0.6846513734,0.3002838077
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,121,0.978699474,0.6341215649,0.3445779091,0.9233191601,0.6498729887,0.2734461714
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,122,0.9776703195,0.6511831677,0.3264871519,0.9206237273,0.681515281,0.2391084463
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,New York,123,0.9776703195,0.6555805466,0.3220897729,0.9206237273,0.6851089674,0.2355147599
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,640,0.9926402503,0.6602330251,0.3324072252,0.9946616196,0.6493087128,0.3453529068
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,641,0.9954632021,0.6194535969,0.3760096052,0.9966294121,0.6217280269,0.3749013852
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,642,0.9954632021,0.6468066217,0.3486565804,0.9966248889,0.6409820359,0.355642853
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,643,0.9936349053,0.6259038163,0.367731089,0.9953690894,0.6238381968,0.3715308926
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,644,0.9899634379,0.5790828236,0.4108806143,0.9924696145,0.5854156484,0.4070539662
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,645,0.9857667477,0.5577813883,0.4279853594,0.9893078988,0.5665881237,0.4227197751
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,646,0.9954632021,0.6343768576,0.3610863445,0.9966294121,0.6312278613,0.3654015508
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,647,0.9954632021,0.6368482521,0.35861495,0.9966294121,0.6320876597,0.3645417524
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,648,0.9937639017,0.573905285,0.4198586167,0.995140483,0.5848580295,0.4102824534
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,649,0.9937639017,0.5945777975,0.3991861043,0.995140483,0.5988000215,0.3963404615
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,650,0.9921910665,0.6230827695,0.3691082969,0.9943212792,0.6213762171,0.3729450621
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,651,0.9926854683,0.5840860705,0.4085993979,0.9944435197,0.5926818329,0.4017616868
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,652,0.9910837829,0.5779385986,0.4131451842,0.9932583605,0.5844013086,0.4088570518
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,653,0.988984158,0.603373812,0.385610346,0.991595382,0.6026603396,0.3889350424
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,654,0.9857449022,0.5558233113,0.4299215909,0.9891917926,0.5636027292,0.4255890634
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,655,0.9879387524,0.5638031688,0.4241355836,0.9910106506,0.5735688718,0.4174417788
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,656,0.9899455329,0.5614744989,0.428471034,0.9924302393,0.5708323089,0.4215979305
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,657,0.8440874964,0.5619308958,0.2821566007,0.823359877,0.5570177743,0.2663421027
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,658,0.9482036646,0.6959719127,0.2522317519,0.9575634576,0.6710851588,0.2864782988
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,Philadelphia,659,0.9495470375,0.5872747655,0.362272272,0.9394691742,0.5897025814,0.3497665928
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,491,0.8836695009,0.7115168438,0.1721526571,0.8501589904,0.7153316837,0.1348273067
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,492,0.9869194677,0.7007195246,0.286199943,0.9902379933,0.7133173541,0.2769206391
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,493,0.9744688802,0.6971398015,0.2773290787,0.9813231321,0.6781654375,0.3031576945
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,494,0.9731631838,0.7078137931,0.2653493908,0.980662638,0.7192438206,0.2614188174
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,495,0.9861245565,0.6983956687,0.2877288879,0.9891574168,0.6780075157,0.3111499011
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,496,0.9731631838,0.7029106124,0.2702525714,0.980662638,0.7150676094,0.2655950286
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,497,0.9684114549,0.6998738405,0.2685376144,0.9775254319,0.683131974,0.2943934578
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,498,0.8569808943,0.7036243336,0.1533565607,0.8314224087,0.7098770055,0.1215454032
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,499,0.9861245565,0.6961689492,0.2899556073,0.9891574168,0.7040264766,0.2851309402
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,500,0.9617724389,0.6482659067,0.3135065322,0.9693533532,0.6023222716,0.3670310817
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,501,0.9659940251,0.6840260223,0.2819680028,0.9740795323,0.6918028539,0.2822766784
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,502,0.9744688802,0.6760901303,0.2983787499,0.9813231321,0.6341688031,0.3471543289
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,503,0.8481928964,0.5034709103,0.3447219862,0.8716139532,0.4657023596,0.4059115936
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,504,0.8329621306,0.5835940053,0.2493681252,0.8660589106,0.5334816386,0.332577272
full_od_graph_alignment,G6_local_plus_observed_od_graph,G7_local_plus_shuffled_od_graph,San Antonio,505,0.9731631838,0.6973413288,0.275821855,0.980662638,0.6812695875,0.2993930504
