score_id,n_events,mean_selected_cost_capture_top20pct_actions,mean_selected_action_recall_top20pct_actions,mean_selected_cost_capture_top5pct_actions,mean_finite_value_capture_top20pct_actions,mean_small_signal_value_capture_top20pct_actions,mean_top5pct_units_footprint_mass,mean_top5pct_units_selected_share,mean_top5pct_unit_footprint_rank,mean_top5pct_unit_small_signal_rank,mean_top5pct_unit_finite_rank,delta_selected_cost_capture_vs_small_signal,delta_footprint_mass_vs_small_signal,frontier_utility,pareto_frontier
activation_plus_0p5_footprint,6,1.0,1.0,0.9328817609691952,0.5393185391494919,0.4525935506525358,0.06495351127149131,0.9754873294346978,0.6815335140537098,0.9716731698194413,0.946645204530011,0.0,0.022039233373457014,1.0649535112714914,True
small_plus_0p5_footprint,6,1.0,1.0,0.9328817609691952,0.5393185391494919,0.4525935506525358,0.06495351127149131,0.9754873294346978,0.6815335140537098,0.9716731698194413,0.946645204530011,0.0,0.022039233373457014,1.0649535112714914,True
activation_plus_1p0_footprint,6,0.9994975232431366,0.9996646545942319,0.8893987903650147,0.5427362828041188,0.4460136918260104,0.08759300690164938,0.9371101364522417,0.7533113578976264,0.9637845161009301,0.9509217055309583,-0.0005024767568634347,0.04467872900361509,1.0868392917663543,True
small_plus_1p0_footprint,6,0.9994975232431366,0.9996646545942319,0.8893987903650147,0.5427362828041188,0.4460136918260104,0.08759300690164938,0.9371101364522417,0.7533113578976264,0.9637845161009301,0.9509217055309583,-0.0005024767568634347,0.04467872900361509,1.0868392917663543,True
finite_x_small_rank,6,0.9908949160597257,0.9635554058915407,0.6103487070853563,0.6209896612900963,0.4226642021273215,0.22836209514325553,0.7639265461633883,0.8128765332568472,0.9143752202769244,0.9703313917459613,-0.009105083940274317,0.18544781724522125,1.2147044692328441,True
finite_value,6,0.9127524404657241,0.8738106312114691,0.49903312154919055,0.6454740709214641,0.3966337479123519,0.33542422992817983,0.5610845295055821,0.883756137799019,0.8153049789672463,0.9754242895057557,-0.08724755953427588,0.2925099520301455,1.204552890626766,True
footprint_only,6,0.3479349651645263,0.33151328705890787,0.052500120131895735,0.3694818754258195,0.23801777943616606,0.490628361221738,0.1237550948077264,0.9754242895057555,0.49242464241748013,0.8776278375041687,-0.6520650348354737,0.44771408332370366,0.5125308089685274,True
