score_id,selected_cost_capture_top20pct_actions,selected_action_recall_top20pct_actions,selected_cost_capture_top5pct_actions,finite_value_capture_top20pct_actions,small_signal_value_capture_top20pct_actions,top5pct_units_footprint_mass,top5pct_units_selected_share,top5pct_units_count,mean_top5pct_unit_footprint_rank,mean_top5pct_unit_small_signal_rank,mean_top5pct_unit_finite_rank,city,event_id,event_start,v34_delta_finite_top5pct_units_footprint_mass,v35_delta_selected_unit_footprint_mass
activation_no_eta,1.0,1.0,0.8851585486301806,0.2946095729192099,0.3651854512188947,0.020768285820266044,1.0,19,0.4877768190969226,0.9725337935001438,0.9325568018406671,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
activation_x_footprint,0.8697180340171398,0.8309859154929577,0.6786282620266583,0.37746576698505985,0.3519244131477865,0.059098673029064096,0.7368421052631579,19,0.7848720161058382,0.9391716997411563,0.9350014380212827,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_0p1_footprint,0.9999999999999998,1.0,0.9999999999999998,0.46904330283543805,0.4351965936170617,0.023367457976023694,1.0,19,0.5579522576934138,0.9748346275524878,0.9407535231521426,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_0p1_finite,1.0,1.0,1.0,0.464486873537344,0.43538359830160944,0.022216788642063064,1.0,19,0.5241587575496117,0.9752660339373022,0.9385964912280702,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
activation_plus_0p1_footprint,0.9999999999999998,1.0,0.9999999999999998,0.46904330283543805,0.4351965936170617,0.023367457976023694,1.0,19,0.5579522576934138,0.9748346275524878,0.9407535231521426,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_0p25_footprint,0.9999999999999998,1.0,0.9999999999999998,0.47429745694286335,0.43415036977048616,0.023367457976023694,1.0,19,0.5579522576934138,0.9748346275524878,0.9407535231521426,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_0p25_finite,0.9999999999999998,1.0,0.9999999999999998,0.46799645999724787,0.4350033469395087,0.022216788642063064,1.0,19,0.5241587575496117,0.9752660339373022,0.9385964912280702,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
activation_plus_0p25_footprint,0.9999999999999998,1.0,0.9999999999999998,0.47429745694286335,0.43415036977048616,0.023367457976023694,1.0,19,0.5579522576934138,0.9748346275524878,0.9407535231521426,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_0p5_footprint,1.0,1.0,1.0,0.48285341450771935,0.43104617569993503,0.029596736629358498,0.9473684210526315,19,0.6147540983606558,0.9703767615760712,0.9443485763589302,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_0p5_finite,0.9999999999999998,1.0,0.9999999999999998,0.47318940122678216,0.4341730758982818,0.022216788642063064,1.0,19,0.5241587575496117,0.9752660339373022,0.9385964912280702,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
activation_plus_0p5_footprint,1.0,1.0,1.0,0.48285341450771935,0.43104617569993503,0.029596736629358498,0.9473684210526315,19,0.6147540983606558,0.9703767615760712,0.9443485763589302,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_1p0_footprint,1.0,1.0,0.9428033645630802,0.48739032959845374,0.42452349578376053,0.05436902785369092,0.8421052631578947,19,0.71786022433132,0.957003163646822,0.9443485763589301,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
small_plus_1p0_finite,0.9999999999999998,1.0,0.9999999999999998,0.4790115949429072,0.4325939051796882,0.023367457976023694,1.0,19,0.5579522576934138,0.9748346275524878,0.9407535231521426,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
activation_plus_1p0_footprint,1.0,1.0,0.9428033645630802,0.48739032959845374,0.42452349578376053,0.05436902785369092,0.8421052631578947,19,0.71786022433132,0.957003163646822,0.9443485763589301,Dallas,64,2019-04-30 18:00:00,0.3696004116773997,0.0
