city,event_id,event_start,candidate_action_count,positive_action_count,total_marginal_value_proxy,marginal_value_gini,top_1pct_value_share,top_5pct_value_share,top_10pct_value_share,recoverable_fraction,baseline_objective,event_peak_positive_abnormal_deficit,event_total_precip,top_5pct_value_share_R,total_value_share_R,top_5pct_value_share_C,total_value_share_C,top_5pct_value_share_S,total_value_share_S,optimizer_selected_value_share,optimizer_selected_action_share,calibration,footprint_blend,baseline_objective_recomputed,finite_top_5pct_value_share,finite_marginal_value_gini,finite_total_marginal_value_proxy,footprint_relative_max,footprint_relative_gini,hybrid_relative_max,hybrid_relative_gini,od_footprint_relative_cosine,od_hybrid_relative_cosine
Austin,488,2024-07-23 15:00:00,7452,6831,322.3928725751693,0.42891064355280895,0.039438795112047356,0.14939881077818626,0.255029441117684,,0.07358778554932452,0.018057662154591,0.084645715,0.15781775857343114,0.1788142604318046,0.14619878510370507,0.4011573781179328,0.12488624010211813,0.42002836145026273,0.0,0.0,hybrid_footprint,0.5,0.07358778554932452,0.30479325894498654,0.6327619137694949,2.621456256148787,12.140943936217667,0.5935981843197695,6.5964651913310295,0.2790792032434757,0.5287916946509198,0.8013811475223945
Austin,489,2024-07-23 19:00:00,7452,6831,670.423805090789,0.42891064355280895,0.03943879511204734,0.14939881077818623,0.25502944111768394,,0.035386836489911824,0.002355466561708,0.12598432,0.15781775857343117,0.17881426043180457,0.14619878510370507,0.40115737811793273,0.12488624010211813,0.42002836145026273,0.0,0.0,hybrid_footprint,0.5,0.035386836489911824,0.2751140578463744,0.6187329969469013,3.6697870215979886,10.222072214713876,0.5950716369636146,5.637029330579135,0.2802456619700604,0.5401322603777168,0.8096451612458985
Austin,490,2024-07-25 21:00:00,7452,6831,388.94242047024613,0.42891064355280917,0.039438795112047356,0.14939881077818626,0.25502944111768394,,0.060996631689104096,0.0135856240244855,0.005905515,0.15781775857343114,0.17881426043180457,0.14619878510370507,0.4011573781179327,0.12488624010211814,0.42002836145026273,0.0,0.0,hybrid_footprint,0.5,0.060996631689104096,0.22899509395773204,0.5373366932071229,7.0482361781482865,9.59722410004372,0.6124631933474416,5.2590340957712245,0.28315181618330243,0.5016721738754969,0.7852080888039065
Austin,491,2024-07-27 07:00:00,7452,6831,1173.9371022473347,0.4289106435528085,0.039438795112047356,0.14939881077818623,0.2550294411176839,,0.020209070421469532,0.002076205507701,0.005905515,0.15781775857343117,0.17881426043180457,0.14619878510370507,0.40115737811793273,0.12488624010211816,0.4200283614502627,0.0,0.0,hybrid_footprint,0.5,0.020209070421469532,0.26109166906345954,0.5881506003648465,4.3737784277226455,12.061909922165077,0.6041544731830764,6.556948184304735,0.28763676432370344,0.4885892705319614,0.7653091352396606
Austin,492,2024-07-28 09:00:00,7452,6831,204.16207443028355,0.42891064355280895,0.039438795112047356,0.14939881077818623,0.25502944111768394,,0.11620266710110012,0.0175851734335335,0.076771695,0.15781775857343117,0.17881426043180457,0.14619878510370507,0.40115737811793273,0.12488624010211813,0.42002836145026273,0.0,0.0,hybrid_footprint,0.5,0.11620266710110012,0.2650625612352813,0.6117831211465483,4.365222001789706,9.315899613078896,0.6048856101815281,5.155070073873729,0.2858297275334616,0.5020512216187991,0.7800579930594739
Chicago,145,2019-07-02 20:00:00,31752,29106,182.22045240637019,0.4584960652844925,0.050467450385680734,0.1722164847314119,0.28513987245638495,,0.13268572582347063,0.0250118564281655,1.16141795,0.2020742109740306,0.192813027778317,0.1862483286513551,0.39434309255022787,0.13156789961192497,0.41284387967145497,0.0,0.0,hybrid_footprint,0.5,0.13268572582347063,0.3806525771758149,0.7086524339379046,2.7458755821375,13.375916205118505,0.6235304794573333,7.239296815479973,0.30650956045111966,0.4789400504374238,0.7481855534272499
Chicago,146,2019-07-02 23:00:00,31752,29106,563.1896719371399,0.45849606528449227,0.050467450385680734,0.17221648473141188,0.2851398724563849,,0.04293056885126798,0.002347054095767,0.0393701,0.20207421097403064,0.19281302777831702,0.18624832865135504,0.394343092550228,0.13156789961192497,0.4128438796714551,0.0,0.0,hybrid_footprint,0.5,0.04293056885126798,0.38160235749361554,0.7097103113625187,2.839208977327498,13.331701631968151,0.6152210496804114,7.217189528904795,0.301907611004542,0.49061216923737816,0.758872346066838
Chicago,147,2019-07-03 02:00:00,31752,29106,591.9111808098326,0.4584960652844927,0.05046745038568072,0.17221648473141188,0.2851398724563849,,0.04084743416122134,0.0006227181642452,0.0314960799999999,0.2020742109740306,0.19281302777831702,0.18624832865135504,0.394343092550228,0.13156789961192494,0.41284387967145497,0.0,0.0,hybrid_footprint,0.5,0.04084743416122134,0.38193694397931877,0.7105196828725917,2.7363740978652777,13.175799235138404,0.614573887105345,7.139238330489922,0.30382233341412057,0.49805839305916316,0.7628346067819172
Chicago,149,2019-07-13 20:00:00,31752,29106,1377.9785127077253,0.4584960652844927,0.05046745038568073,0.17221648473141188,0.2851398724563849,,0.017546030481934427,0.0027008348000933,0.14173236,0.20207421097403064,0.19281302777831702,0.18624832865135513,0.39434309255022787,0.13156789961192494,0.412843879671455,0.0,0.0,hybrid_footprint,0.5,0.017546030481934427,0.3662288584304239,0.6940195258102613,3.488381253496952,12.78210597775176,0.5937706236539042,6.9423917017966,0.28984478923719825,0.5037927018021275,0.7714330652193179
Chicago,150,2019-07-16 04:00:00,31752,29106,282.08198879836846,0.4584960652844927,0.05046745038568073,0.17221648473141185,0.28513987245638484,,0.08571285635930066,0.0144179002132126,0.05905515,0.20207421097403064,0.19281302777831702,0.18624832865135507,0.39434309255022787,0.13156789961192494,0.412843879671455,0.0,0.0,hybrid_footprint,0.5,0.08571285635930066,0.3441374699247452,0.6818790917242608,4.86533092371671,13.350929144283205,0.5941455681411547,7.2268032850623225,0.2931823154846165,0.48830475842152943,0.7557196216278689
Chicago,152,2019-07-17 19:00:00,31752,29106,1044.09034766146,0.45849606528449205,0.05046745038568073,0.17221648473141185,0.28513987245638484,,0.02315705057668055,0.0133421014371372,0.27952771,0.2020742109740306,0.19281302777831705,0.1862483286513551,0.394343092550228,0.13156789961192494,0.4128438796714551,0.0,0.0,hybrid_footprint,0.5,0.02315705057668055,0.2616225363102837,0.5624893503435691,7.839601514790604,12.92421213926799,0.5642068828344775,7.013444782554715,0.27896717490823675,0.521768687853738,0.7835024550416407
Chicago,153,2019-07-18 08:00:00,31752,29106,63.44426276990214,0.4584960652844927,0.050467450385680734,0.17221648473141188,0.2851398724563849,,0.38109124342903455,0.041306707548312,1.42913463,0.20207421097403058,0.19281302777831705,0.18624832865135507,0.394343092550228,0.13156789961192497,0.412843879671455,0.0,0.0,hybrid_footprint,0.5,0.38109124342903455,0.299730670806213,0.6228353927792847,4.002454522607486,13.570878950028154,0.5917504095087653,7.336778187934797,0.2922043331485429,0.4879076186198787,0.7554232455123954
